#id  F6  F7  F8  F9  F10  F11  F12  F13  F14  F15  F16  F17  F18  F19  F20  F21  F22  F23  F24  F25  F26  E6  E7  E8  E9  E10  E11  E12  E13  E14  E15  E16  E17  E18  E19  E20  E21  E22  E23  E24  E25  E26  zspec
56905  0.510929  0.583016  0.495496  0.496637  0.483502  0.5424  0.521581  0.563481  0.617222  0.606458  0.587003  0.569062  0.577511  0.656387  0.59429  0.850903  0.751275  0.747136  0.670441  0.788204  0.612125  0.0580252  0.0593755  0.0516996  0.0492844  0.0469836  0.0491734  0.0459268  0.0480868  0.0518019  0.051952  0.0513051  0.0527645  0.0584387  0.0702685  0.0714928  0.0867501  0.0916832  0.100588  0.100672  0.112792  0.16562  -1.0
56922  2.66539  2.77358  2.96401  2.95475  3.18332  3.61744  3.82192  4.36193  4.81062  5.09567  5.4611  5.67335  6.09087  6.35099  6.63499  6.98428  7.33771  7.34106  7.5558  7.91041  8.01973  0.202573  0.20387  0.204352  0.202109  0.213596  0.238404  0.249805  0.281313  0.309206  0.327527  0.348643  0.361578  0.388188  0.407524  0.427188  0.452711  0.477212  0.483807  0.502061  0.527341  0.545948  -1.0
56928  0.0433912  0.0811411  0.0504381  0.0495772  0.0436356  0.0162735  0.0389261  0.078206  0.102508  0.0769272  0.0629216  0.0445987  0.0433312  0.0242706  0.0806788  0.0503549  0.15044  0.092181  0.044796  0.0506336  0.143814  0.0266415  0.0382168  0.0276989  0.0241148  0.0301174  0.0344611  0.0245551  0.0247516  0.022482  0.0253241  0.0316577  0.0205602  0.0408361  0.0227782  0.0269007  0.0460011  0.0345786  0.0483107  0.0776047  0.11962  0.0807264  -1.0
56952  0.114604  0.0384309  0.077119  0.107073  0.0615403  0.0666317  0.101345  0.0727108  0.108084  0.114372  0.0994032  0.132434  0.15718  0.0905484  0.114204  0.173078  0.167958  0.154085  0.229447  0.170766  0.250542  0.0508545  0.0478595  0.0268609  0.0196584  0.0220361  0.0167188  0.0169782  0.0171231  0.0170511  0.017062  0.0183905  0.0204899  0.0203422  0.0231622  0.0279733  0.0296908  0.0309462  0.0400339  0.0506956  0.0636315  0.0833476  -1.0
56955  1.2218  1.34922  1.39997  1.38192  1.34922  1.46352  1.45478  1.44518  1.45586  1.53731  1.4646  1.4001  1.50467  1.51705  1.4384  1.54213  1.42732  1.5607  1.52041  1.43272  1.54711  0.0859606  0.0908233  0.0915042  0.0897238  0.0876005  0.093751  0.0930331  0.0925759  0.0932598  0.0983109  0.0944562  0.0915126  0.0981837  0.100803  0.0979199  0.105986  0.102279  0.113193  0.114728  0.116044  0.128333  -1.0
56975  0.239773  0.151259  0.157021  0.128635  0.135544  0.109658  0.123789  0.132532  0.206481  0.143708  0.154242  0.160265  0.164983  0.142955  0.0981749  0.131704  0.0970782  0.161868  0.31489  0.334471  0.26898  0.0606831  0.0437665  0.0410014  0.0301255  0.0260482  0.0247405  0.0312619  0.0357003  0.030915  0.033593  0.0303448  0.0273885  0.0275857  0.0364747  0.0408354  0.0510782  0.0565583  0.0668187  0.0936431  0.0878454  0.095001  -1.0
56985  0.177174  0.102461  0.136596  0.116081  0.179523  0.239398  0.252069  0.283322  0.247787  0.275196  0.243872  0.256095  0.248726  0.32181  0.277205  0.268212  0.269948  0.242997  0.285129  0.33947  0.371638  0.0272003  0.0207918  0.0216826  0.0193335  0.0188093  0.0205599  0.0204713  0.0221174  0.021388  0.0226184  0.0208912  0.0214934  0.0226843  0.0264147  0.0268466  0.0289751  0.0310971  0.0368308  0.0351368  0.0429759  0.0535042  -1.0
57014  0.539163  0.610887  0.660209  0.662521  0.76299  0.800867  0.887561  0.937818  1.00443  1.11091  1.22834  1.33955  1.51272  1.67819  2.05816  2.43894  2.55883  2.76184  2.88695  3.00856  3.4201  0.0466555  0.0474896  0.0483132  0.0468998  0.0516097  0.0531283  0.0578194  0.0607879  0.0645602  0.0708013  0.0776187  0.0840642  0.0946034  0.104951  0.12782  0.150674  0.158358  0.171821  0.180232  0.188804  0.21463  -1.0
57018  0.485466  0.592213  0.63009  0.552129  0.573216  0.510741  0.497325  0.581083  0.603782  0.723302  0.707294  0.711872  0.740833  0.7459  0.82825  0.887078  0.840932  0.958075  1.16049  0.956226  1.03143  0.0872858  0.0839098  0.0781939  0.0724755  0.0705135  0.068429  0.0676574  0.0693993  0.0710614  0.0764112  0.0778686  0.0799957  0.0855023  0.092323  0.0991885  0.108256  0.112942  0.127323  0.143639  0.150748  0.170331  -1.0
57065  0.0682842  0.0824287  0.0683787  0.0647263  0.0844266  0.0877646  0.0742543  0.0745831  0.0875871  0.100009  0.076807  0.104078  0.0812156  0.120649  0.145734  0.102442  0.115761  0.158577  0.204983  0.138893  0.119741  0.0356236  0.0243518  0.0186049  0.0193469  0.0211471  0.0169329  0.0149874  0.0141387  0.0192475  0.0191542  0.0162198  0.0181368  0.0226796  0.0279276  0.0241299  0.0278285  0.0287444  0.0304402  0.0681249  0.0768936  0.0528997  -1.0
57110  0.174357  0.156689  0.114415  0.11347  0.0958955  0.102424  0.1242  0.0940069  0.100619  0.128021  0.128588  0.12873  0.105449  0.106043  0.138446  0.163381  0.158929  0.1242  0.228939  0.174294  0.184246  0.035741  0.0286658  0.0214286  0.0191204  0.0218334  0.0189494  0.0229377  0.0147793  0.0150868  0.0173885  0.017675  0.0192599  0.0187763  0.0226125  0.0367072  0.0248344  0.0293515  0.0335503  0.0370366  0.0513778  0.0572722  -1.0
57146  0.331648  0.2992  0.335707  0.362778  0.367689  0.381732  0.443731  0.402458  0.417832  0.492947  0.520859  0.508815  0.59539  0.656992  0.678579  0.791841  0.963739  0.855463  0.994311  1.07329  0.962055  0.0708642  0.0542179  0.0524865  0.0456508  0.0457898  0.0456735  0.0506827  0.0498139  0.0490856  0.0527718  0.0525364  0.0556306  0.0556581  0.0597762  0.0651294  0.0822762  0.0916616  0.092695  0.106553  0.113967  0.115317  -1.0
57162  0.169684  0.133993  0.135681  0.10614  0.124623  0.133585  0.110816  0.093886  0.0830614  0.0553807  0.0938168  0.107865  0.140178  -99.0  0.153448  0.2069  -99.0  -99.0  -99.0  -99.0  -99.0  0.0461133  0.039338  0.0349575  0.0318523  0.0315808  0.0313428  0.0320644  0.0301525  0.0287142  0.0505443  0.0337259  0.0371012  0.0384295  -99.0  0.069957  0.0598437  -99.0  -99.0  -99.0  -99.0  -99.0  -1.0
57175  0.0474022  0.104472  0.081771  0.0739403  0.0616025  0.107656  0.0937039  0.0803231  0.086936  0.17597  0.0712457  0.0466744  0.0788277  0.134759  0.150883  0.170781  0.123811  -99.0  -99.0  -99.0  -99.0  0.0396548  0.0372273  0.0337016  0.031277  0.0294825  0.0307879  0.0294836  0.0283344  0.0283357  0.0310659  0.0299747  0.0308921  0.0323858  0.0363003  0.0404797  0.0434446  0.0774161  -99.0  -99.0  -99.0  -99.0  -1.0
57190  0.144985  0.132886  0.103381  0.169668  0.184723  0.170106  0.137898  0.184978  0.176604  0.221453  0.20612  0.209777  0.179407  0.205362  0.232553  0.347599  0.296019  0.223111  0.359784  0.334687  0.428984  0.0779519  0.0579137  0.051161  0.0373957  0.0373644  0.0332072  0.0383286  0.0309892  0.0333061  0.0340943  0.0413119  0.0382869  0.0512879  0.0486519  0.0479986  0.055176  0.0651474  0.0779284  0.075001  0.0800894  0.0865387  -1.0
57194  0.482881  0.463958  0.369352  0.415759  0.421386  0.361575  0.473107  0.372116  0.425836  0.399244  0.40787  0.437279  0.4589  0.514801  0.446562  0.453232  0.636268  0.557443  0.645895  0.748999  0.55233  0.0784849  0.07415  0.0522527  0.0509635  0.0489539  0.0484831  0.0494663  0.0439978  0.0481301  0.0489391  0.0494651  0.0544561  0.0567501  0.0619303  0.0626909  0.0685974  0.0879413  0.0917538  0.103087  0.241037  0.122456  -1.0
57225  0.0900491  0.050364  0.13366  0.153915  0.122067  0.117674  0.193928  0.143866  0.0906649  0.118261  0.100332  0.0787409  0.0855223  0.13285  0.0928963  0.152869  0.122688  0.203516  0.183655  0.338939  0.11434  0.11921  0.0580941  0.0442324  0.0630677  0.0366188  0.0350452  0.0362364  0.0408153  0.0526546  0.0632369  0.0598158  0.0600494  0.0434374  0.063682  0.0555844  0.104847  0.074489  0.0918773  0.0929605  0.115883  0.159325  -1.0
57253  0.206177  0.267646  -99.0  0.157167  0.219989  0.261264  0.161973  0.252604  0.159191  0.168206  0.157645  0.21689  0.156056  0.22078  0.189513  0.310743  0.313734  0.414726  0.435592  0.306253  0.681709  0.0656562  0.0689577  -99.0  0.0485476  0.0602381  0.0506057  0.0511048  0.0535359  0.0490174  0.0504965  0.0495681  0.0521835  0.0529993  0.0574822  0.0658642  0.0778347  0.0790947  0.088976  0.171629  0.104142  0.144108  -1.0
57258  0.0604618  0.0651868  0.052796  0.109951  0.0758366  0.0989098  0.107974  0.100471  0.12666  0.121652  0.134922  0.15975  0.170546  0.185506  0.166679  0.235483  0.22268  0.191833  0.246104  0.120714  0.290509  0.0401685  0.0253377  0.0275091  0.0252603  0.0325237  0.0275133  0.0204451  0.0203662  0.0200091  0.0202878  0.0199372  0.022444  0.0239237  0.025277  0.0312896  0.0456631  0.0469762  0.0403646  0.0437146  0.0612592  0.0824182  -1.0
57283  0.137329  0.160961  0.126067  0.0756274  0.0995771  0.11348  0.0878375  0.0884954  0.101288  0.10359  0.121238  0.0976516  0.11592  0.152321  0.113931  0.0993207  0.118687  0.16409  0.214269  0.333212  0.189427  0.0299846  0.035459  0.0215442  0.0156504  0.0180659  0.01651  0.0161935  0.0156326  0.0163859  0.0163084  0.0197844  0.0181831  0.0208422  0.0237487  0.0254077  0.0296981  0.0295224  0.0359524  0.0401536  0.0589702  0.058101  -1.0
57292  0.0449491  0.0366606  0.0522732  0.0434791  0.0272949  0.025844  0.036348  0.0272898  0.0457172  0.0691576  0.0489059  0.028663  0.0269054  0.0355075  0.0374351  0.0385621  0.0714431  -99.0  0.0540455  -99.0  0.117047  0.0206241  0.018652  0.028071  0.0159276  0.0155762  0.0152364  0.0273211  0.0150311  0.0150946  0.0163464  0.0165138  0.0169731  0.0311081  0.0345578  0.0358485  0.0418766  0.0303525  -99.0  0.0514029  -99.0  0.0489011  -1.0
57308  0.298236  0.296511  0.30094  0.312666  0.342483  0.318303  0.358724  0.302244  0.339376  0.316781  0.303948  0.393985  0.400976  0.527084  0.513428  0.475732  0.467865  0.482262  0.489508  0.465673  0.674404  0.0557917  0.049642  0.0443714  0.0446747  0.0443985  0.0412983  0.0420248  0.0409541  0.0362209  0.0389685  0.0401949  0.0413648  0.0407057  0.0461825  0.0481635  0.0499474  0.0523725  0.0591678  0.0659031  0.0808452  0.1102  -1.0
57357  -99.0  -99.0  -99.0  -99.0  0.0761587  0.0728588  0.0578791  -99.0  -99.0  0.080783  0.0548379  0.0613366  0.0434431  0.0957726  0.0648037  -99.0  0.118523  -99.0  0.152321  0.104222  0.153391  -99.0  -99.0  -99.0  -99.0  0.0337285  0.0320456  0.0178658  -99.0  -99.0  0.0198836  0.0339613  0.0201451  0.0358003  0.025788  0.0267789  -99.0  0.0382192  -99.0  0.0670122  0.0416646  0.0485804  -1.0
57378  0.412476  0.405847  0.45223  0.581083  0.520908  0.607967  0.573749  0.601947  0.64744  0.550807  0.501972  0.606511  0.727514  0.701389  0.611674  0.809247  0.794038  0.820124  1.08933  0.999636  1.16177  0.0712065  0.0563141  0.0561216  0.0585478  0.0536724  0.0584842  0.0547565  0.056794  0.058415  0.0558561  0.0570625  0.0597928  0.0661136  0.0681563  0.0761078  0.0843484  0.0843149  0.0964345  0.113897  0.116023  0.143545  -1.0
57388  0.096944  0.194179  0.156964  0.126392  0.160369  0.183688  0.106316  0.109992  0.200558  0.166526  0.117891  0.116091  0.146568  0.043383  0.114194  0.113001  0.0361477  0.164998  0.111965  0.058479  0.361811  0.0537645  0.0440207  0.043628  0.0383417  0.0408656  0.0501782  0.0434367  0.0420724  0.0456629  0.0574592  0.0379005  0.0639047  0.0633197  0.0618409  0.0623145  0.0568541  0.0782112  0.11064  0.0963884  0.0931122  0.158586  -1.0
57395  0.0296401  0.0321633  0.0136861  0.0109355  0.00944145  0.0200245  0.0331588  0.0261674  0.0104751  0.0365325  0.0249851  0.026218  0.0314718  0.030886  -99.0  0.023466  0.0233109  0.0440879  0.0181902  0.0377955  0.0449365  0.0225817  0.0111153  0.0169026  0.0141978  0.00777635  0.0153059  0.00897164  0.00812268  0.0138844  0.0110228  0.00895739  0.0105836  0.0111702  0.0152848  -99.0  0.0162141  0.015006  0.0146763  0.0193805  0.0218763  0.035621  -1.0
57413  0.402421  0.401089  0.401791  0.391959  0.400165  0.404576  0.377676  0.388258  0.387936  0.388364  0.418179  0.393913  0.432117  0.547116  0.488111  0.539658  0.540555  0.613986  0.651029  0.802047  0.834446  0.0301477  0.0296124  0.0287918  0.0277893  0.0279367  0.0279811  0.0262436  0.0270633  0.0273778  0.0272393  0.0292851  0.0283555  0.0307772  0.0384333  0.0370972  0.0406047  0.0434306  0.0468639  0.052448  0.0630467  0.0669525  -1.0
57416  0.222454  0.187828  0.198847  0.219563  0.221534  0.232466  0.20154  0.220679  0.23453  0.19936  0.182273  0.181151  0.244321  0.222884  0.27441  0.275625  0.248153  0.320332  0.275829  0.28547  0.284237  0.0481121  0.0455379  0.0322764  0.0331597  0.0293203  0.0290256  0.0282058  0.0288238  0.0294616  0.0291778  0.0297246  0.0299941  0.036156  0.0392998  0.0422475  0.0447089  0.0555024  0.0634379  0.0931973  0.115703  0.174424  -1.0
57429  0.167094  0.125187  0.152378  0.126917  0.124234  0.151887  0.12917  0.142482  0.168516  0.128659  0.140165  0.176636  0.109982  0.126765  0.158111  0.14738  0.164483  0.171727  0.155267  0.165166  0.188504  0.0331455  0.0289647  0.0250314  0.0259613  0.0246435  0.0222133  0.0209244  0.0242411  0.0226509  0.0228254  0.0224621  0.0257369  0.0255062  0.0296049  0.0409596  0.0351714  0.0390743  0.0890673  0.0583959  0.0550174  0.129287  -1.0
57442  0.0618416  0.0331558  0.0372357  0.0405248  0.0824447  0.0423448  0.0374351  0.0382014  0.0469546  0.0498149  0.0587055  0.0657841  0.0788859  0.0654033  0.0781775  0.0732014  0.0756138  0.074941  0.0982474  0.0939467  0.0428784  0.0181489  0.0168401  0.0320271  0.011497  0.0157722  0.0111444  0.0107505  0.012584  0.0136321  0.0147871  0.0148129  0.0132849  0.0170699  0.0218358  0.0244115  0.0183593  0.0194159  0.0219038  0.0284598  0.0289888  0.0379932  -1.0
57446  5.01373  5.04151  5.36042  5.78791  6.34455  6.55119  6.83601  7.08145  7.448  7.66439  7.86614  8.29087  8.66725  8.95451  9.54727  9.74451  9.92021  10.0749  10.1084  10.3667  10.5487  0.315728  0.309267  0.327084  0.351284  0.384378  0.395475  0.411184  0.425179  0.447187  0.461011  0.472292  0.497794  0.520392  0.537639  0.574266  0.587188  0.597776  0.608191  0.612406  0.629182  0.643665  -1.0
57449  0.170106  0.19169  0.196336  0.198281  0.127667  0.173541  0.277026  0.26524  0.276618  0.190651  0.205704  0.243556  0.228455  0.159544  0.253981  0.255741  0.216811  0.273804  0.368501  0.373147  0.272394  0.042885  0.0395644  0.0367716  0.034122  0.0335027  0.0341981  0.0366647  0.0357672  0.0374217  0.0367626  0.0339477  0.0383963  0.0419687  0.0418506  0.0478712  0.0531456  0.0538593  0.0645094  0.0740175  0.0969904  0.0954675  -1.0
57472  -99.0  -99.0  -99.0  -99.0  0.167124  -99.0  0.128304  0.132458  0.161391  0.120016  0.18913  -99.0  0.146056  0.178008  0.231634  0.162345  0.257917  0.21003  0.196934  -99.0  0.150356  -99.0  -99.0  -99.0  -99.0  0.0506798  -99.0  0.0663367  0.0652632  0.0396717  0.0403819  0.0426091  -99.0  0.0493021  0.0527239  0.0584469  0.112439  0.0888535  0.0938828  0.100623  -99.0  0.128573  -1.0
57473  0.137429  0.151147  0.146825  0.168206  0.195469  0.197989  0.237838  0.206939  0.181652  0.268362  0.22272  0.173301  0.202377  0.278304  0.273855  0.359517  0.233883  0.230144  0.352663  0.392788  0.454402  0.0541042  0.0453752  0.0430256  0.0409268  0.0369489  0.0365223  0.0403355  0.039791  0.0340808  0.0344691  0.0316536  0.0314037  0.0337723  0.0414872  0.0484358  0.0524618  0.0821736  0.0699152  0.0813277  0.139155  0.102915  -1.0
57484  0.509893  0.56312  0.513712  0.554935  0.482925  0.544955  0.438612  0.528057  0.513712  0.535651  0.518657  0.483502  0.588738  0.560069  0.472368  0.452691  0.506292  0.366032  0.550606  0.669141  0.578257  0.0650491  0.0608343  0.0557198  0.0585642  0.0514891  0.0554402  0.0490503  0.0505105  0.0508116  0.0537376  0.0554677  0.0549104  0.0606614  0.0640316  0.0862642  0.097465  0.104773  0.117634  0.134926  0.142396  0.15677  -1.0
57491  0.302134  0.328458  0.2623  0.2695  0.243064  0.290429  0.310799  0.259036  0.251768  0.234229  0.240547  0.337723  0.248244  0.255341  0.323833  0.374421  0.28851  0.274485  0.245448  0.309172  0.360015  0.0891935  0.0717873  0.0424905  0.0391507  0.0401925  0.0404252  0.0423157  0.044493  0.040265  0.0419358  0.0393846  0.0457248  0.0459814  0.0507335  0.0516847  0.0586206  0.062242  0.0801371  0.0958038  0.0959035  0.108196  -1.0
57501  0.0903815  0.0802935  -99.0  0.0428784  0.0579587  0.0625809  0.0557752  0.048901  -99.0  -99.0  0.0889528  0.076623  0.0668653  0.083115  0.143417  -99.0  0.105633  -99.0  -99.0  -99.0  -99.0  0.0471615  0.0251333  -99.0  0.0250557  0.0429231  0.0318397  0.0424687  0.04814  -99.0  -99.0  0.0395782  0.0228613  0.0296345  0.0273069  0.03952  -99.0  0.0657516  -99.0  -99.0  -99.0  -99.0  -1.0
57524  0.234704  0.257183  0.260018  0.294362  0.323237  0.366606  0.423331  0.393081  0.392717  0.422319  0.4565  0.443774  0.437402  0.423722  0.512671  0.549389  0.682965  0.821411  0.568068  0.598136  0.443731  0.043295  0.0378081  0.0356558  0.0352518  0.0347792  0.0360224  0.0379192  0.0364899  0.0369251  0.0384704  0.0428728  0.0496276  0.0519544  0.0563562  0.0602269  0.070207  0.0757091  0.0857054  0.0868415  0.0972828  0.105412  -1.0
57530  -99.0  -99.0  -99.0  -99.0  0.118982  0.193928  0.211387  0.17386  0.241613  0.277129  0.222331  0.276161  0.206329  0.086936  0.20945  0.110236  0.229277  0.379419  0.145533  0.244951  0.340471  -99.0  -99.0  -99.0  -99.0  0.102713  0.0616713  0.0634368  0.0641617  0.0650572  0.0684523  0.0731903  0.0753492  0.0762784  0.0991845  0.087643  0.0942414  0.10525  0.118806  0.133645  0.156965  0.154999  -1.0
57563  0.0711081  0.0946756  0.0503131  0.0631192  0.101859  0.120704  0.106532  0.0691002  0.0797256  0.11918  0.130184  0.0926148  0.0698557  0.0725838  -99.0  -99.0  -99.0  0.159412  0.249552  -99.0  -99.0  0.0492102  0.0444373  0.0719817  0.0374795  0.0367167  0.0359214  0.0343528  0.0329433  0.0352476  0.0398674  0.0387995  0.0389652  0.042056  0.0743228  -99.0  -99.0  -99.0  0.0867992  0.136422  -99.0  -99.0  -1.0
57580  0.10988  0.0652289  -99.0  0.0485198  0.0614048  0.0568802  0.0518803  0.0512246  0.0609593  0.0486273  0.0755159  0.0564157  0.0739127  0.100916  0.0415642  0.119928  0.130196  0.0391887  0.0603726  0.0986187  0.108273  0.0273438  0.0237251  -99.0  0.0287315  0.0228676  0.0255241  0.0214554  0.0205002  0.0164802  0.0204269  0.0175295  0.0220142  0.0281355  0.0282029  0.0287554  0.0349354  0.0597949  0.0686606  0.0442126  0.0454636  0.0463171  -1.0
57593  0.225819  0.248199  0.175195  0.148936  0.173445  0.201428  0.156502  0.188313  0.204871  0.186604  0.190214  0.210495  0.252301  0.209489  0.188731  0.25918  0.196554  0.22989  0.290455  0.273377  0.244387  0.0540866  0.0384007  0.0266301  0.024369  0.021901  0.0252377  0.0230241  0.0225927  0.024935  0.0233195  0.0271783  0.0279736  0.0310639  0.0289316  0.0315564  0.0420131  0.0386691  0.044354  0.0479975  0.0524769  0.0716949  -1.0
57635  0.968635  0.887811  0.899088  0.938423  1.03505  1.03314  0.915291  0.974896  0.954115  1.00148  1.06091  1.15441  1.08413  1.05312  1.06748  1.05061  1.01055  1.12648  1.11985  0.977057  1.24658  0.0811899  0.0710415  0.0697963  0.071016  0.0747318  0.0741457  0.0673773  0.0704948  0.0693029  0.0731779  0.0767148  0.0824725  0.0801588  0.0830116  0.0869252  0.0893154  0.0927128  0.104449  0.113805  0.130057  0.180551  -1.0
57642  0.365325  0.301911  0.381347  0.341132  0.472237  0.355894  0.409334  0.420376  0.489375  0.58232  0.522925  0.556057  0.70658  0.655119  0.868879  1.00434  1.08094  1.37215  1.34822  1.25893  1.36283  0.156398  0.130725  0.127359  0.0748167  0.0979304  0.0733787  0.0737307  0.0748069  0.0726331  0.0758695  0.0708562  0.0719043  0.0711924  0.0707019  0.0844319  0.0943233  0.104804  0.123355  0.128669  0.130399  0.17031  -1.0
57648  0.219887  0.43415  0.439341  0.480927  0.502252  0.542948  0.569114  0.644761  0.701068  0.786248  0.876517  0.950076  0.937134  0.934635  1.09254  1.09891  1.41631  1.63517  1.95831  1.34104  1.79407  0.108746  0.0812175  0.0764167  0.0748255  0.0725267  0.0724494  0.0718009  0.0764444  0.0784011  0.0851097  0.0889808  0.0934568  0.0966607  0.102086  0.115656  0.123965  0.143933  0.159605  0.184342  0.242135  0.288482  -1.0
57660  0.0616087  0.0253046  0.0558007  0.0172648  0.0144971  0.0199324  0.0503454  0.0496685  0.0353345  0.028262  0.0304847  0.0262061  0.0574223  0.0378653  0.0552687  0.0608416  0.0584359  0.0674529  0.0418446  -99.0  0.0472673  0.0245155  0.0249081  0.0178119  0.0185632  0.0155621  0.0148243  0.0161526  0.0163075  0.0159325  0.0169259  0.0163803  0.0154442  0.0182797  0.0182577  0.0223947  0.0243093  0.0266854  0.0273903  0.0293265  -99.0  0.0483278  -1.0
57661  0.0561927  0.0718985  0.0635272  0.0454402  0.057111  0.0325567  0.0639265  -99.0  0.0409185  0.0488969  0.0480883  0.0555905  0.0347378  0.0644761  0.071417  -99.0  -99.0  0.131534  0.0717068  0.160457  0.112274  0.0273449  0.0253704  0.0213819  0.0226946  0.0208407  0.0343158  0.0231196  -99.0  0.0191612  0.019282  0.0197463  0.0211128  0.0273819  0.0409454  0.0330398  -99.0  -99.0  0.047742  0.0695009  0.0494245  0.0887067  -1.0
57685  1.7187  1.81751  2.11993  2.36156  2.44682  2.73125  3.03724  3.33735  3.46258  3.73559  3.96243  4.15222  4.27877  4.60764  4.6362  4.94311  4.89915  4.79072  4.88338  5.05779  5.29811  0.117561  0.120571  0.135339  0.148201  0.152489  0.168436  0.186317  0.203639  0.210905  0.227534  0.24092  0.252911  0.260619  0.281151  0.285914  0.309134  0.308513  0.306886  0.320245  0.335526  0.357221  -1.0
57704  0.143602  0.0295149  0.0756274  0.0625057  0.0449365  0.101336  0.0608528  0.0739874  0.0573007  0.126172  0.0850119  0.093886  0.10731  0.0978766  0.142811  0.0927426  0.112233  0.154242  0.165151  0.129384  0.107418  0.0517166  0.0496607  0.042115  0.0300165  0.0299078  0.0357797  0.0272737  0.0283969  0.0235291  0.0295075  0.0315575  0.0254737  0.0273449  0.0326456  0.0444076  0.0431675  0.0517033  0.0885727  0.0546537  0.0833868  0.081313  -1.0
57723  1.20592  1.17674  1.24726  1.24899  1.34153  1.46663  1.49224  1.44824  1.49541  1.51008  1.55281  1.69511  1.61689  1.72775  1.72154  1.70671  1.66863  1.7534  1.93303  2.02694  2.01261  0.086022  0.0815124  0.0836896  0.0827206  0.087684  0.0941093  0.0954287  0.0929289  0.095469  0.0967336  0.0996392  0.108402  0.104102  0.111803  0.113457  0.114888  0.115224  0.12222  0.134321  0.144367  0.149028  -1.0
57737  0.149637  0.103029  0.134698  0.218736  0.209277  0.247422  0.291768  0.338843  0.301219  0.349623  0.445862  0.412287  0.508724  0.568592  0.566289  0.494902  0.654576  0.810737  0.992566  1.17004  1.15931  0.0537764  0.0433467  0.0354501  0.0402545  0.0328786  0.0359971  0.0345611  0.0363847  0.034961  0.0364035  0.0409539  0.0406453  0.0470041  0.0533383  0.0558276  0.0536258  0.0636784  0.0731485  0.0844889  0.0988337  0.103969  -1.0
57753  -99.0  -99.0  -99.0  0.572531  0.558367  -99.0  0.486363  0.603448  0.515229  -99.0  0.599954  -99.0  0.575971  0.584467  -99.0  0.637796  0.718853  1.06444  0.833988  -99.0  -99.0  -99.0  -99.0  -99.0  0.13284  0.134524  -99.0  0.126154  0.0834706  0.0942033  -99.0  0.135099  -99.0  0.147208  0.163086  -99.0  0.120422  0.130029  0.152437  0.157737  -99.0  -99.0  -1.0
57803  0.251097  0.259156  0.223935  0.203385  0.230717  0.249093  0.293252  0.247903  0.282021  0.230759  0.294252  0.287158  0.304453  0.269079  0.275803  0.398219  0.387437  0.373113  0.369931  0.485066  0.391634  0.0474367  0.0423469  0.0442262  0.0364578  0.0381007  0.0382957  0.0366472  0.034802  0.0358867  0.0360783  0.0384974  0.0394398  0.0415839  0.0434133  0.0490199  0.0564231  0.0636871  0.0660317  0.0739433  0.105489  0.114509  -1.0
57813  0.0229149  0.0212383  0.0334812  0.0290135  0.0515514  0.0509003  0.0403049  0.0484755  0.0792498  0.0371398  0.0400239  0.0753215  0.0868482  0.0448208  0.0414306  0.0522204  0.0110836  0.0591291  0.0887401  0.062598  0.0537475  0.0463656  0.0284919  0.0284998  0.0221484  0.0215937  0.0202212  0.0206243  0.0204947  0.0214337  0.0214362  0.0219711  0.022154  0.0245919  0.0264389  0.0292657  0.0324707  0.0572233  0.039572  0.072666  0.080885  0.069875  -1.0
57822  0.490412  0.46119  0.428667  0.443119  0.407268  0.471541  0.490501  0.469678  0.500447  0.560687  0.610828  0.741514  0.893471  0.853493  0.88024  1.00823  0.944929  0.984465  1.07587  0.83753  1.02982  0.0616054  0.052126  0.0474728  0.0453206  0.0426267  0.0455652  0.0456399  0.0453343  0.0489561  0.0599626  0.070697  0.0640045  0.0748897  0.0736701  0.0778902  0.0889971  0.0931557  0.0997255  0.107583  0.104574  0.122322  -1.0
57855  0.0456123  0.0407118  0.0526841  0.0471932  0.0637678  0.0695026  0.0375836  0.0485511  0.040331  0.027431  0.0638673  0.0103152  0.0496866  0.116177  0.0860358  0.10428  0.0904562  0.0992932  0.0842869  0.0645894  0.109931  0.0357457  0.0308753  0.0506229  0.0253379  0.022806  0.0200577  0.0207906  0.0170845  0.0300785  0.0249699  0.0255529  0.0257334  0.025603  0.029491  0.0476028  0.029426  0.0325866  0.0334415  0.0423524  0.0513471  0.0729263  -1.0
57876  0.399946  0.385406  0.45119  0.431637  0.45453  0.410279  0.412249  0.44027  0.43387  0.452772  0.407567  0.472413  0.48996  0.496777  0.524857  0.551417  0.508724  0.704566  0.812156  0.632296  0.659174  0.0529768  0.048289  0.0442846  0.0426466  0.037506  0.0358145  0.0347333  0.0366161  0.0364136  0.0388357  0.0361531  0.039751  0.0417594  0.0444979  0.0480959  0.0526251  0.0541845  0.0642577  0.0717775  0.0712594  0.0785111  -1.0
57885  0.0166526  0.0118501  0.0206177  0.0164998  0.0182138  0.0242237  -99.0  0.0181034  0.0324817  -99.0  0.0286418  0.0396716  0.0109567  0.0203592  0.0234682  0.0306225  0.0358691  0.025704  0.030846  0.0556726  0.0420805  0.0120342  0.0089136  0.0107248  0.00858103  0.0146061  0.00929726  -99.0  0.00873689  0.0106047  -99.0  0.0165128  0.0173067  0.0173361  0.01861  0.0141823  0.0130066  0.0140706  0.0147688  0.0171974  0.0190223  0.0222822  -1.0
