#id  F6  F7  F8  F9  F10  F11  F12  F13  F14  F15  F16  F17  F18  F19  F20  F21  F22  F23  F24  F25  F26  E6  E7  E8  E9  E10  E11  E12  E13  E14  E15  E16  E17  E18  E19  E20  E21  E22  E23  E24  E25  E26  zspec
30266  0.167079  0.35312  0.199563  0.117025  0.193107  0.279202  0.263171  0.281345  0.293577  0.269477  0.30957  0.278895  0.269452  0.181034  0.213579  0.375078  0.492266  0.314658  0.5236  0.517226  0.332475  0.142946  0.113178  0.101901  0.0950016  0.0971372  0.0893051  0.0920065  0.090968  0.0913848  0.0921628  0.095422  0.0991993  0.111697  0.112174  0.126079  0.139926  0.171351  0.180999  0.19505  0.208792  0.229872  -1.0
30298  1.57486  1.6163  1.71269  1.68748  1.79044  1.77551  1.89951  1.93661  1.97351  2.06291  2.01744  2.22598  2.22639  2.23913  2.41346  2.45066  2.3644  2.39596  2.33883  2.3596  2.35224  0.117982  0.116348  0.118452  0.115243  0.120525  0.119327  0.126217  0.127421  0.129848  0.135954  0.133834  0.145735  0.147695  0.151214  0.16325  0.16816  0.168146  0.174293  0.177501  0.185994  0.197417  -1.0
30353  1.12388  1.18807  1.28162  1.31984  1.55597  1.52153  1.51189  1.47448  1.33254  1.39547  1.48977  1.38077  1.31136  1.62855  1.48977  1.76782  2.3786  1.72887  1.64725  1.57066  1.55497  0.118363  0.114158  0.114938  0.11163  0.121297  0.118612  0.116547  0.116065  0.108364  0.112573  0.120019  0.116784  0.115897  0.135796  0.137164  0.155854  0.190075  0.184331  0.185645  0.235504  0.407889  -1.0
30547  0.257323  0.218234  0.243804  0.229108  0.323564  0.166234  0.250935  0.202321  0.249804  0.195164  0.260018  0.13116  0.141958  0.248543  0.232509  0.314168  0.125084  0.428351  0.306762  0.377295  0.288456  0.0791777  0.0705858  0.0670768  0.0619888  0.0641835  0.0555898  0.0589035  0.057509  0.0577431  0.057763  0.0614872  0.0635979  0.0666301  0.0741553  0.0773487  0.0888916  0.0942913  0.110037  0.121301  0.131536  0.158535  -1.0
30711  0.0704368  0.196716  0.148854  0.171807  0.243401  0.171207  0.174936  0.177926  0.158577  0.21926  0.253746  0.140943  0.182558  0.297357  0.301579  0.282124  0.321366  0.480397  0.16245  0.251374  0.646368  0.0802842  0.0614689  0.0521535  0.0521744  0.0451107  0.0407646  0.0414058  0.0402203  0.0404951  0.0422554  0.0499484  0.0481268  0.058115  0.129108  0.135263  0.0957224  0.110258  0.114488  0.121172  0.141758  0.17292  -1.0
30739  -99.0  0.312176  0.289546  0.239685  0.347056  0.272796  0.434791  0.325327  0.36141  0.383672  0.374078  0.446271  0.36221  0.458437  0.519229  0.612292  0.802272  0.99156  0.899333  0.765107  0.854123  -99.0  0.156184  0.128798  0.129258  0.122388  0.122206  0.119009  0.119035  0.115482  0.132218  0.125378  0.131648  0.138114  0.148327  0.166812  0.19352  0.201562  0.228341  0.259342  0.273551  0.33125  -1.0
30882  0.20078  0.140178  0.186294  0.190372  0.286233  0.293847  0.256378  0.246672  0.211037  0.202302  0.181853  0.194895  0.301856  0.250635  0.243467  0.241123  0.26327  0.370477  0.282566  0.346768  0.194357  0.0526456  0.0525076  0.0463189  0.0815405  0.0445028  0.0504083  0.0456508  0.0412712  0.0418163  0.0431385  0.0452937  0.0493673  0.0592546  0.0552955  0.0583665  0.0667318  0.0765483  0.0815342  0.0832635  0.110879  0.169133  -1.0
31188  0.22503  0.317307  0.268412  0.247903  0.187  0.250589  0.256591  0.270895  0.278996  0.269898  0.24349  0.265632  0.230824  0.26955  0.332905  0.326407  0.27928  0.329641  0.306704  0.290109  0.381945  0.0494021  0.0482661  0.0433058  0.0395123  0.0387589  0.0371925  0.0374425  0.0408827  0.0424083  0.0407909  0.0420341  0.0430879  0.0476417  0.0495474  0.0550122  0.0613807  0.0692867  0.0766987  0.0792206  0.109236  0.11122  -1.0
31200  1.32898  1.49734  1.54099  1.75195  1.88399  1.9268  2.08373  2.18293  2.21513  2.26319  2.42102  2.44343  2.52628  2.6809  2.79434  2.78227  2.90858  2.98428  3.00719  3.09883  3.13616  0.104756  0.107947  0.107748  0.117173  0.123959  0.126566  0.135064  0.140072  0.142138  0.145468  0.155613  0.157053  0.163201  0.173772  0.182945  0.183967  0.194845  0.201213  0.206349  0.217684  0.227457  -1.0
31343  0.0171633  0.206634  0.162975  0.244007  0.367284  0.424074  0.353738  0.455239  0.538469  0.5425  0.588356  0.584146  0.62858  0.522732  0.458395  0.406182  0.524857  0.90515  0.564209  0.360911  0.808796  0.0358887  0.0676638  0.074389  0.0701526  0.11377  0.0691109  0.058186  0.0817027  0.0722025  0.0731553  0.0928814  0.0726192  0.0830569  0.101137  0.134925  0.124364  0.112661  0.155373  0.109713  0.176452  0.148318  -1.0
31381  0.261505  0.159251  0.10301  0.0870724  0.107637  0.151314  0.176116  0.113783  0.11681  0.167726  0.133009  0.134661  0.156661  0.116413  0.146731  0.170012  0.109708  0.139149  0.215972  0.251235  0.327161  0.0608453  0.0377104  0.0342684  0.0317174  0.0347207  0.0289967  0.0306519  0.0286239  0.027559  0.0304117  0.0281893  0.0315513  0.0561476  0.0466265  0.0529231  0.0573332  0.07827  0.107478  0.17929  0.0827871  0.102123  -1.0
31438  0.158023  0.12218  -99.0  0.123004  0.159838  0.101615  0.149376  0.135344  0.107805  0.162959  0.209777  0.122451  0.0904069  0.198298  0.191373  0.219684  0.329155  0.195434  0.236048  0.327824  0.310199  0.0655575  0.057957  -99.0  0.0598839  0.0476199  0.0459625  0.0467248  0.0463621  0.0441155  0.0465504  0.0502217  0.0506536  0.0544286  0.0593797  0.0653471  0.0763977  0.0841977  0.0904566  0.0985677  0.114111  0.128824  -1.0
31454  0.319242  0.244052  0.352923  0.383779  0.469808  0.40998  0.495953  0.494174  0.506526  0.52723  0.487351  0.498976  0.505963  0.529079  0.640975  0.744663  0.481551  0.430168  0.32858  0.394711  0.471369  0.0703277  0.0617128  0.0593164  0.0583773  0.058201  0.0537717  0.0558397  0.0584832  0.0624747  0.0590178  0.0597921  0.0620853  0.0635589  0.0662329  0.0777353  0.0890975  0.0830788  0.0917752  0.123151  0.143651  0.133729  -1.0
31670  0.492355  0.453859  0.403125  0.339376  0.492947  0.559911  0.488248  0.544505  0.466488  0.65127  0.648632  0.646667  0.722169  0.747622  0.795647  1.00452  0.893388  0.727645  0.846683  0.864494  0.908826  0.085798  0.0803711  0.0698112  0.0657356  0.0689887  0.0685729  0.0651504  0.0695829  0.0651843  0.0721249  0.0731004  0.0747746  0.0816232  0.0878281  0.0977029  0.111137  0.115719  0.121428  0.130997  0.149239  0.165379  -1.0
31891  0.10061  0.134822  0.0667237  0.118501  0.21721  0.22557  0.248497  0.247514  0.281917  0.241569  0.232466  0.213579  0.29621  0.307128  0.331345  0.341822  0.326708  0.319654  0.429417  0.403685  0.351011  0.0349554  0.0326576  0.0272898  0.0262339  0.0285358  0.0292912  0.0287879  0.0277872  0.0298741  0.0297426  0.029909  0.0291719  0.0344761  0.0375476  0.0410119  0.0441272  0.0468939  0.0522326  0.0598644  0.0626763  0.0685989  -1.0
32124  -99.0  0.206424  0.351171  0.292226  0.355107  0.316724  0.335676  0.310313  0.232616  0.312176  0.283401  0.36762  0.370477  0.254145  0.289627  0.196355  0.252324  0.263853  0.915717  0.9535  2.33345  -99.0  0.0549995  0.0891431  0.0788442  0.0536304  0.0494841  0.0473793  0.0461241  0.0469761  0.0500616  0.0468318  0.0571566  0.055469  0.0570631  0.0629232  0.0654918  0.0758588  0.0782076  0.132531  0.111082  0.178612  -1.0
32277  0.393297  0.384662  0.283087  0.336109  0.421619  0.479645  0.475289  0.454402  0.440229  0.452691  0.47947  0.590634  0.54757  0.378201  0.506897  0.517462  0.525679  0.659114  0.803524  0.716278  0.655059  0.0642234  0.0603909  0.0485318  0.0477687  0.0491641  0.0506186  0.0508298  0.0496321  0.0483708  0.0492977  0.0527866  0.0576504  0.0595706  0.0571181  0.0659327  0.0703408  0.0755671  0.0877354  0.10024  0.107865  0.116427  -1.0
32279  0.102329  0.131365  0.115835  0.127421  0.131027  0.146488  0.19334  0.155297  0.213285  0.179506  0.227216  0.256448  0.233088  0.241523  0.248221  0.261843  0.265707  0.297221  0.18335  0.282905  0.0943801  0.0656172  0.0477376  0.0436282  0.0491679  0.0365468  0.0354994  0.0322851  0.030114  0.0348978  0.0353737  0.0343649  0.0365027  0.0392514  0.0419307  0.0904181  0.0485003  0.0514373  0.0812245  0.125951  0.0755922  0.214166  -1.0
32497  1.40514  1.48416  1.56112  1.73364  1.87085  2.05153  2.29467  2.63949  2.9474  3.31957  3.77643  4.25793  4.89599  5.29469  5.65981  5.97695  6.39796  6.59722  7.12989  7.5767  7.81775  0.101758  0.102646  0.10441  0.113313  0.120453  0.130527  0.144751  0.16421  0.182725  0.205078  0.232072  0.260736  0.299808  0.324223  0.347196  0.3673  0.393867  0.406849  0.441247  0.470544  0.487212  -1.0
32540  0.620811  0.766375  0.850358  0.92931  0.874422  0.823531  0.9342  0.990198  1.11965  1.07994  1.08723  1.12917  1.18894  1.21417  1.27761  1.29027  1.20249  1.17891  1.38919  1.12865  1.03086  0.101173  0.0982688  0.0928804  0.097468  0.0881035  0.0871784  0.0905765  0.0811695  0.0869185  0.0867676  0.0866447  0.0894966  0.0960414  0.101111  0.10903  0.119356  0.118416  0.129663  0.143891  0.167025  0.184452  -1.0
32590  0.0904816  0.185627  0.183773  0.204457  0.193677  0.221983  0.166372  0.158314  0.168423  0.287343  0.189933  0.246128  0.312261  0.300913  0.233066  0.165546  0.195325  0.310827  0.319361  0.26819  0.184791  0.0629516  0.0550209  0.0539328  0.0514121  0.0501314  0.052975  0.0486996  0.0489879  0.0503055  0.0542531  0.0543589  0.056439  0.0630602  0.0671394  0.0710054  0.0796427  0.089579  0.101412  0.117303  0.111116  0.148529  -1.0
32743  0.0540657  0.0661123  0.118326  0.0512768  0.0435914  0.0247947  0.0651089  0.0608079  0.0298375  0.0565613  0.0841549  0.0860358  0.0813655  0.0812609  0.125545  0.137493  0.118358  0.0673661  0.120526  0.135681  0.302275  0.0392769  0.0338732  0.031501  0.028616  0.0291971  0.0290823  0.0282835  0.029023  0.035525  0.0293359  0.0307826  0.0322552  0.0605051  0.037338  0.0413289  0.0477252  0.0510296  0.0557195  0.0612813  0.0678527  0.0838199  -1.0
32830  0.226632  0.173364  0.165059  0.248199  0.263656  0.26112  0.243556  0.271868  0.28944  0.218818  0.2807  0.371295  0.375836  0.251026  0.284709  0.283192  0.401641  0.555242  0.428116  0.212246  0.249482  0.243307  0.116193  0.105375  0.101351  0.097386  0.0981218  0.0907285  0.0912983  0.0910085  0.094271  0.103194  0.0995325  0.105973  0.114579  0.127697  0.14485  0.155156  0.187063  0.194435  0.214013  0.236552  -1.0
32849  0.0997977  0.138255  0.0477616  0.133585  0.113095  0.129074  0.103039  0.142286  0.180301  0.146785  0.169559  0.172235  0.1575  0.15165  0.123436  0.113491  0.129325  0.189008  0.183298  0.127597  0.0490546  0.127934  0.0751742  0.0554657  0.0544185  0.0500005  0.0613396  0.0493024  0.0512118  0.0526202  0.0534207  0.0554498  0.0560256  0.0606379  0.0639671  0.0727854  0.0819793  0.0890635  0.0969424  0.128742  0.204134  0.162407  -1.0
32901  0.13965  0.064613  0.0709319  0.0573326  0.064316  0.0622761  0.0743565  0.0831457  0.0794914  0.0965251  0.100037  0.0977597  0.0917146  0.128565  -99.0  -99.0  -99.0  0.200615  -99.0  -99.0  0.327491  0.0601791  0.0493384  0.02955  0.0265115  0.0258092  0.0245309  0.0251317  0.0237331  0.0247528  0.0253723  0.0321607  0.0496104  0.0520792  0.0532665  -99.0  -99.0  -99.0  0.0817893  -99.0  -99.0  0.0818876  -1.0
32920  0.249252  0.389942  0.335769  0.288456  0.467306  0.340942  0.429261  0.417908  0.386652  0.274108  0.457468  0.461273  0.514424  0.629912  0.597695  0.386902  0.551012  0.459536  0.468124  0.5415  0.695215  0.119723  0.110331  0.0977377  0.0922962  0.0958424  0.0887305  0.074943  0.0884335  0.0642717  0.0729142  0.0673511  0.0692634  0.0741167  0.085695  0.0946802  0.0951046  0.101584  0.148832  0.159746  0.139045  0.237995  -1.0
32935  0.0269576  0.0143575  0.0350558  0.0296647  0.0296675  0.0219745  0.0386224  0.031713  0.0278252  0.0382509  0.0251536  0.0192877  0.0202544  0.0306677  0.0441652  0.0305239  0.0346164  0.056291  0.0359022  0.0620527  0.0714562  0.0125768  0.0114108  0.0100101  0.00965276  0.00953769  0.00892547  0.0091793  0.00913136  0.00892731  0.00965581  0.00981528  0.00959951  0.0105425  0.0122  0.0233621  0.0140087  0.0187395  0.0223383  0.0335854  0.0232302  0.0437178  -1.0
32978  0.0120392  0.0350912  0.0711606  0.076722  0.0806345  0.0786541  0.135419  0.101325  0.080865  0.109335  0.128327  0.114119  0.0907486  0.10618  0.121473  0.142024  0.14351  0.159529  0.115027  0.176441  0.121473  0.0746575  0.0689911  0.0269875  0.0331117  0.0287157  0.0310677  0.0240393  0.0336969  0.0228977  0.0233619  0.0242572  0.0266145  0.0259427  0.0338356  0.0346731  0.0417883  0.0422723  0.0444102  0.0694884  0.0822594  0.103518  -1.0
33020  0.194036  0.190073  0.182138  0.212422  0.298263  0.35341  0.410773  0.481502  0.55233  0.558112  0.613253  0.602063  0.772753  0.662401  0.810958  0.943631  1.1054  1.26404  1.54114  1.65837  1.99876  0.0509193  0.0420375  0.0412119  0.0382161  0.0392812  0.0405581  0.0408974  0.0436002  0.0480348  0.0497495  0.0522011  0.0520984  0.0609957  0.057967  0.0697345  0.0796063  0.0876127  0.100598  0.117296  0.127659  0.15256  -1.0
33073  -99.0  0.125407  0.129039  -99.0  0.103191  -99.0  0.114383  0.0901658  0.0666683  0.0862817  0.116146  0.137988  0.0979312  0.0715222  0.119234  0.147938  0.201336  0.171127  0.0948509  0.22559  0.0864407  -99.0  0.0958287  0.0628918  -99.0  0.0542488  -99.0  0.0424232  0.0523549  0.0728619  0.054437  0.0469987  0.0484213  0.0493253  0.0687861  0.0577895  0.078528  0.0941062  0.0827547  0.157894  0.102822  0.112716  -1.0
33235  3.62877  3.87364  4.03795  4.36276  4.71021  4.85556  5.01836  5.16323  5.40555  5.7127  5.90147  5.9424  5.9913  5.98415  6.25227  6.26728  6.41561  6.57535  6.72358  6.92087  7.00487  0.224179  0.236784  0.245951  0.264314  0.284852  0.293642  0.303488  0.311688  0.325729  0.345479  0.356253  0.358725  0.362327  0.362544  0.379467  0.381058  0.390773  0.401931  0.412452  0.426809  0.43427  -1.0
33351  0.292791  0.323057  0.34559  0.344571  0.329822  0.300884  0.313356  0.329063  0.351076  0.307781  0.402199  0.383318  0.362345  0.428392  0.393152  0.423683  0.449075  0.426461  0.421658  0.353249  0.44092  0.0358585  0.0352859  0.0335071  0.0325105  0.0314412  0.0299893  0.0298715  0.0305828  0.0319806  0.0327819  0.0358952  0.0347512  0.0353676  0.0392562  0.0407224  0.0458628  0.047295  0.0507011  0.0538383  0.0554975  0.0643403  -1.0
33414  0.436235  0.520622  0.2552  0.32419  0.43383  0.427485  1.51092  1.27233  0.561566  0.63744  0.713377  0.885194  2.06424  1.21775  1.75889  2.5328  1.68873  2.02656  1.31462  1.14847  1.68298  0.0943484  0.09095  0.0740636  0.0523401  0.0536968  0.056114  0.13419  0.121703  0.0639589  0.0649182  0.0691664  0.0877473  0.163609  0.11159  0.153348  0.205971  0.164833  0.198908  0.144303  0.141028  0.190402  -1.0
33416  0.141593  0.286972  0.225964  0.272045  0.207339  0.308688  0.284524  0.333427  0.393261  0.484795  0.404651  0.428667  0.533728  0.589657  0.488111  0.512246  0.530347  0.578202  0.64959  0.626612  0.814631  0.0551438  0.0535911  0.0371687  0.0363009  0.0393952  0.0577804  0.0515275  0.0444915  0.0460282  0.0516359  0.0483718  0.0538025  0.0560944  0.0623566  0.066033  0.0720788  0.0832055  0.0858168  0.0918279  0.0989889  0.117281  -1.0
33490  0.0719187  -99.0  -99.0  0.0719981  0.100222  0.106621  0.074865  0.0604283  0.0697589  0.115632  0.142089  0.0747484  0.076222  0.0862188  0.0639442  -99.0  -99.0  0.0813877  0.0532454  0.0953412  0.17982  0.074282  -99.0  -99.0  0.0330819  0.0313276  0.0312094  0.0283111  0.0302655  0.0319243  0.0332196  0.0337236  0.0358633  0.0372241  0.0506061  0.0857765  -99.0  -99.0  0.064772  0.0613889  0.121568  0.0874078  -1.0
33504  0.065978  0.0308433  0.0549644  0.0689414  0.0565613  0.0474722  0.0517369  0.0520622  0.0505919  0.0767858  0.0521867  0.0553909  0.0772322  0.123492  0.138459  0.106542  0.0932823  0.0920956  0.0829852  0.0534666  0.025061  0.0376727  0.0261572  0.0199738  0.0180169  0.0176863  0.0202664  0.0166159  0.0173252  0.0162481  0.0178743  0.0254238  0.0183246  0.0250136  0.0224182  0.0247894  0.0247779  0.0364506  0.046976  0.0509335  0.0362642  0.051067  -1.0
33701  5.66919  6.29625  6.87068  6.54093  6.09031  6.12013  5.53348  5.25148  5.43251  5.56008  4.9682  5.98136  5.36784  5.49644  6.25518  6.63683  7.09967  7.96966  7.01586  6.54214  6.11  0.524427  0.53458  0.570671  0.532629  0.526353  0.49637  0.436173  0.462409  0.451218  0.461814  0.418047  0.472127  0.46741  0.497108  0.566409  0.633394  0.686816  0.802993  0.770116  0.921264  0.7682  -1.0
