# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
# pearsid field ra dec old_z new_z new_z_err source dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
75267 GOODS-N 189.220894 62.252512 0.8673 0.9694 0.0113 3DHST 1.3500 0.1064 1.6152 0.0621 455.9781 188.7238
75367 GOODS-N 189.208552 62.248427 0.9049 0.7857 0.0393 3DHST 1.2941 0.2791 1.7336 0.1610 125.9859 37.3027
75413 GOODS-N 189.128494 62.248303 0.9368 0.7500 0.0085 3DHST 1.2140 0.1412 1.2065 0.0681 722.0154 186.5766
75556 GOODS-N 189.203636 62.248887 0.8825 0.7217 0.0194 3DHST 1.3513 0.2285 1.5195 0.1560 157.5111 54.7468
75653 GOODS-N 189.160583 62.248768 0.8347 0.8347 0.0086 3DHST 1.2963 0.1702 1.4991 0.0851 30.9122 30.9122
75659 GOODS-N 189.186664 62.248803 0.9243 0.8038 0.0083 3DHST 0.8961 0.0903 1.4502 0.0666 578.2705 236.3054
75762 GOODS-N 189.112734 62.252704 0.8046 0.8046 0.0012 3DHST 1.4142 0.1087 1.7568 0.0569 126.6827 126.6827
76098 GOODS-N 189.201368 62.252162 0.8627 0.9264 0.0084 3DHST 1.4277 0.1009 1.8228 0.0698 451.9896 209.0841
76405 GOODS-N 189.178046 62.250891 0.7126 0.5954 0.0228 3DHST 1.5506 0.3164 1.4769 0.1660 108.2444 32.6797
76445 GOODS-N 189.126508 62.250747 0.6116 0.8647 0.0014 3DHST 1.8361 0.1314 2.4291 0.0829 6952.8106 1794.8721
76554 GOODS-N 189.117165 62.252018 0.6652 0.6917 0.0087 3DHST 1.0165 0.3281 1.3902 0.2288 36.8978 33.9901
76778 GOODS-N 189.170511 62.251415 0.8357 0.8115 0.0237 3DHST 1.1212 0.1877 1.3390 0.0985 62.6155 59.5045
76889 GOODS-N 189.169652 62.251384 0.9375 1.0061 0.0208 3DHST 1.4500 0.1940 1.7034 0.1119 160.0863 83.7975
76917 GOODS-N 189.181488 62.251674 0.9336 0.7058 0.0191 3DHST 0.8818 0.1358 1.4648 0.1021 495.9857 61.3814
76936 GOODS-N 189.166858 62.251514 0.6901 0.6250 0.0137 3DHST 1.1796 0.2248 1.6049 0.1519 71.8021 38.2312
77103 GOODS-N 189.258085 62.252987 0.9390 0.9400 0.0105 3DHST 1.1729 0.0888 1.1610 0.0469 332.1423 327.2218
77314 GOODS-N 189.133708 62.251804 0.8001 0.8156 0.0232 3DHST 1.2781 0.1900 1.5266 0.1223 59.7248 55.7571
77333 GOODS-N 189.161711 62.253011 1.0090 1.0090 0.0161 3DHST 1.2814 0.1630 1.6457 0.1036 67.9002 67.9002
77555 GOODS-N 189.135301 62.253768 0.6575 0.7105 0.0086 3DHST 1.2317 0.1020 1.4049 0.0568 179.5568 123.6872
77715 GOODS-N 189.192615 62.257679 0.9805 1.0852 0.0201 3DHST 1.1707 0.0898 1.2985 0.0503 386.3600 272.0439
77927 GOODS-N 189.237947 62.253233 0.8346 0.7526 0.0401 3DHST 1.1263 0.1898 1.3609 0.1017 102.1516 61.0931
78300 GOODS-N 189.225646 62.254286 0.8473 0.7536 0.0127 3DHST 1.1204 0.0857 1.0761 0.0432 841.2551 684.2930
78475 GOODS-N 189.149125 62.253994 0.8184 0.8063 0.0082 3DHST 1.4725 0.1758 1.7168 0.1136 56.5221 56.2645
78535 GOODS-N 189.275403 62.254694 0.8508 0.3538 0.0783 3DHST nan nan nan nan 6668.2278 3466.0633
78698 GOODS-N 189.276272 62.255115 0.9549 1.1644 0.0125 3DHST 1.1739 0.0705 1.3094 0.0392 3600.9583 2237.8604
79185 GOODS-N 189.165655 62.263368 0.8522 0.8522 0.0062 3DHST 1.3922 0.0890 1.7099 0.0587 307.5285 307.5285
79426 GOODS-N 189.217982 62.260429 0.9434 0.9434 0.0064 3DHST 1.1197 0.1010 1.7194 0.0696 88.4884 88.4884
79587 GOODS-N 189.310322 62.258373 0.8516 0.8562 0.0058 3DHST 1.4489 0.1222 1.8699 0.0884 95.0787 90.4334
79903 GOODS-N 189.189328 62.256532 0.6807 0.6807 0.0090 3DHST 1.1318 0.0964 1.3231 0.0524 568.6198 568.6198
79928 GOODS-N 189.181350 62.259077 0.8835 0.7995 0.0078 3DHST 0.8983 0.0901 1.2531 0.0613 402.2607 251.9598
79945 GOODS-N 189.232363 62.257916 0.7081 0.6319 0.0165 3DHST 1.1021 0.2000 1.1637 0.0959 112.6336 60.9322
80348 GOODS-N 189.161035 62.257335 0.6212 0.6104 0.0085 3DHST 1.1244 0.1456 1.2775 0.0825 101.7413 97.2434
80372 GOODS-N 189.282201 62.257225 1.1721 1.2064 0.0082 3DHST 1.2547 0.1050 1.6663 0.0764 770.7358 657.1044
80411 GOODS-N 189.193273 62.258163 0.8377 0.8484 0.0077 3DHST 1.4100 0.1208 1.5339 0.0688 101.8114 94.1794
80787 GOODS-N 189.273833 62.257500 0.8880 1.2128 0.4337 3DHST 1.1594 0.1048 1.4619 0.0660 3366.1270 1261.9000
81336 GOODS-N 189.343186 62.262138 0.9291 0.9291 0.0033 3DHST 1.3894 0.1373 1.5457 0.0802 66.0713 66.0713
81749 GOODS-N 189.175851 62.262726 0.8548 0.8425 0.0113 3DHST 1.1449 0.0887 1.3623 0.0453 428.7531 424.3548
82141 GOODS-N 189.195261 62.261370 0.9469 0.9339 0.0120 3DHST 1.3886 0.1156 1.4923 0.0586 198.0735 194.3242
82267 GOODS-N 189.207799 62.261716 0.9235 0.9108 0.0179 3DHST 0.9959 0.1149 1.6410 0.0910 63.1128 61.7895
82737 GOODS-N 189.157839 62.261231 1.0034 0.6974 0.0048 3DHST 1.1856 0.1160 1.2806 0.0642 1768.7960 630.2168
82816 GOODS-N 189.338070 62.262402 0.7719 0.7485 0.0073 3DHST 1.4069 0.1669 1.1265 0.0664 136.1518 125.5820
82986 GOODS-N 189.302899 62.262929 0.9290 0.8910 0.0081 3DHST 1.1334 0.0767 1.1235 0.0396 586.2260 516.3628
83106 GOODS-N 189.145509 62.263655 0.8909 0.8784 0.0114 3DHST 1.1861 0.0916 1.3092 0.0522 64.2406 60.4063
83237 GOODS-N 189.161676 62.263213 0.9463 0.8712 0.0074 3DHST 1.3902 0.1045 1.4263 0.0489 812.8094 509.1270
83499 GOODS-N 189.197312 62.274574 0.8567 0.8567 0.0071 3DHST 1.3113 0.0827 1.4088 0.0456 292.9266 292.9266
83503 GOODS-N 189.202551 62.264709 0.8603 0.8481 0.0062 3DHST 1.3071 0.0779 1.6030 0.0522 159.5217 158.8354
84077 GOODS-N 189.308578 62.263782 0.9400 1.2055 0.0787 3DHST 1.0563 0.1358 1.1052 0.0745 956.1246 690.2191
84259 GOODS-N 189.131874 62.267891 0.8288 0.7037 0.0090 3DHST 1.2243 0.0665 1.5434 0.0441 1193.6323 197.0157
84520 GOODS-N 189.159206 62.268151 0.8784 0.8536 0.0060 3DHST 1.4414 0.0992 1.7604 0.0604 199.1086 173.2711
84649 GOODS-N 189.167020 62.266234 0.8421 0.8510 0.0067 3DHST 1.8150 0.2373 1.7263 0.1023 65.8137 49.5877
84715 GOODS-N 189.323427 62.265321 0.7805 0.4591 0.0219 3DHST nan nan nan nan 918.6415 448.0801
84978 GOODS-N 189.141579 62.268034 1.0106 0.7132 0.0156 3DHST 1.0424 0.1081 1.1666 0.0600 918.7179 250.6130
85073 GOODS-N 189.165950 62.267141 0.9706 1.0095 0.0403 3DHST 1.3410 0.1734 1.5788 0.1008 95.3279 84.7883
85356 GOODS-N 189.162244 62.266082 0.8446 0.8324 0.0090 3DHST 1.3101 0.1913 1.6436 0.1065 29.9592 29.6545
85422 GOODS-N 189.282733 62.268337 0.9291 0.9291 0.0118 3DHST 1.1951 0.0784 1.2771 0.0446 173.9326 173.9326
85491 GOODS-N 189.224713 62.268705 0.8314 0.7837 0.0050 3DHST 1.0764 0.0883 1.2006 0.0547 454.5990 316.1237
85579 GOODS-N 189.306587 62.267828 1.1318 1.3840 0.0925 3DHST 1.3489 0.2013 0.7650 0.1058 433.2373 260.0286
85920 GOODS-N 189.250233 62.268392 0.9718 1.0100 0.0092 3DHST 1.1693 0.0919 1.3555 0.0532 377.7716 328.6241
86173 GOODS-N 189.153241 62.268076 0.8487 0.8487 0.0072 3DHST 1.3172 0.1297 1.7294 0.0904 47.5931 47.5931
86203 GOODS-N 189.157273 62.268855 0.8576 0.8452 0.0071 3DHST 1.4224 0.1319 1.7206 0.0794 80.6860 75.0693
86216 GOODS-N 189.122031 62.270575 0.8722 0.8474 0.0092 3DHST 1.2676 0.0747 1.4677 0.0470 197.5830 179.3186
86357 GOODS-N 189.161729 62.268353 0.8501 0.8501 0.0056 3DHST 1.4385 0.1087 1.7598 0.0720 103.5262 103.5262
86405 GOODS-N 189.308077 62.267827 0.9592 1.1041 0.0754 3DHST 1.0993 0.1888 1.2125 0.1053 415.4013 287.7495
86522 GOODS-N 189.323283 62.269046 0.7236 0.5296 0.0125 3DHST 4.7868 2.4392 10.2719 5.1731 624.8785 98.4031
86854 GOODS-N 189.282229 62.271195 0.9472 1.0394 0.0240 3DHST 1.2083 0.0807 1.3821 0.0458 457.9831 371.7644
86967 GOODS-N 189.250862 62.270993 0.8019 0.6580 0.0566 3DHST 1.4997 0.2105 1.4288 0.0917 372.8978 86.6678
86999 GOODS-N 189.303304 62.271759 0.8471 0.8228 0.0136 3DHST 1.1849 0.0815 1.2570 0.0443 290.4659 275.7999
87000 GOODS-N 189.137595 62.271304 0.9033 0.8300 0.0197 3DHST 0.9972 0.0870 1.4401 0.0605 198.2260 107.2624
