# pearsid  field  ra  dec  zspec  zspec_source  zspec_qual  netsig  imag
75367 GOODS-N 189.208552 62.248338 -99.0000 -99.0 - 108.44 23.57
38120 GOODS-N 189.208629 62.183685 -99.0000 -99.0 - 94.96 23.60
48650 GOODS-N 189.209032 62.204725 0.9057 Barger_ACS Z 293.92 22.57
53457 GOODS-N 189.209250 62.211055 0.4740 Barger_K Z 898.28 20.73
87957 GOODS-N 189.209384 62.271200 -99.0000 -99.0 - 266.74 22.61
53708 GOODS-N 189.209434 62.212731 0.6806 Barger_K Z 501.56 21.50
42119 GOODS-N 189.209596 62.190913 -99.0000 -99.0 - 152.40 22.57
69850 GOODS-N 189.209772 62.238518 0.8181 Barger_UV Z 100.30 23.21
79977 GOODS-N 189.210590 62.256713 -99.0000 -99.0 - 88.31 23.98
90145 GOODS-N 189.211003 62.274724 -99.0000 -99.0 - 139.23 23.43
86458 GOODS-N 189.211258 62.267519 -99.0000 -99.0 - 95.44 23.88
37104 GOODS-N 189.211385 62.182981 0.4745 Wirth_2004 4 533.49 21.34
73145 GOODS-N 189.211460 62.244335 -99.0000 -99.0 - 130.85 23.68
56214 GOODS-N 189.211743 62.215540 0.3217 Barger_UV Z 352.02 22.59
55511 GOODS-N 189.211844 62.214318 -99.0000 -99.0 - 102.84 23.27
96435 GOODS-N 189.211965 62.286787 -99.0000 -99.0 - 84.45 23.75
43597 GOODS-N 189.212525 62.192846 -99.0000 -99.0 - 674.03 21.75
55102 GOODS-N 189.212724 62.222427 0.2008 Barger_K Z 1691.16 19.65
29401 GOODS-N 189.212997 62.175251 0.4099 Wirth_2004 4 659.40 20.33
43109 GOODS-N 189.213149 62.191155 1.6700 Barger_K Z 122.07 23.43
40790 GOODS-N 189.213277 62.186830 -99.0000 -99.0 - 127.69 23.62
56581 GOODS-N 189.214166 62.216818 0.0890 Barger_K Z 103.43 22.88
94851 GOODS-N 189.214895 62.283940 0.9548 Barger_ACS Z 82.39 23.43
37320 GOODS-N 189.215327 62.181152 0.5179 Barger_UV Z 155.83 23.03
72507 GOODS-N 189.215387 62.244287 -99.0000 -99.0 - 89.97 23.86
50352 GOODS-N 189.215490 62.205619 0.3000 Barger_24m Z 570.59 21.60
64639 GOODS-N 189.215780 62.231633 0.5570 Wirth_2015 4 648.62 21.19
41316 GOODS-N 189.216103 62.190396 -99.0000 -99.0 - 279.83 21.83
46763 GOODS-N 189.216503 62.198756 -99.0000 -99.0 - 83.53 23.66
62719 GOODS-N 189.216541 62.225615 -99.0000 -99.0 - 157.73 23.23
67195 GOODS-N 189.216553 62.233576 0.5579 Barger_K Z 140.58 23.05
41952 GOODS-N 189.216575 62.188581 -99.0000 -99.0 - 131.69 23.90
48852 GOODS-N 189.216745 62.202710 0.4571 Barger_K Z 192.06 22.91
38212 GOODS-N 189.216902 62.183097 -99.0000 -99.0 - 126.20 23.18
75287 GOODS-N 189.217142 62.249236 -99.0000 -99.0 - 371.74 22.00
79426 GOODS-N 189.217982 62.260341 0.9385 Barger_ACS Z 285.63 22.15
91142 GOODS-N 189.218471 62.277171 0.5137 Barger_K Z 237.68 22.91
33701 GOODS-N 189.218618 62.176583 0.3204 Wirth_2004 4 98.55 21.87
48356 GOODS-N 189.218980 62.200448 -99.0000 -99.0 - 169.22 23.52
80966 GOODS-N 189.219100 62.258107 -99.0000 -99.0 - 119.94 23.85
51223 GOODS-N 189.219493 62.205487 0.4010 Barger_UV Z 199.02 23.20
71712 GOODS-N 189.219984 62.242252 -99.0000 -99.0 - 1326.66 20.84
75437 GOODS-N 189.219987 62.248230 -99.0000 -99.0 - 168.44 23.02
67582 GOODS-N 189.220252 62.234699 1.0144 Barger_K Z 139.62 23.25
68773 GOODS-N 189.220346 62.245579 0.3208 Barger_K Z 2550.22 19.09
94097 GOODS-N 189.220391 62.281966 0.7614 Barger_UV Z 101.45 23.79
75096 GOODS-N 189.220598 62.248365 0.0698 3D_HST A 249.15 22.75
92024 GOODS-N 189.220673 62.278334 -99.0000 -99.0 - 67.52 23.91
75267 GOODS-N 189.220894 62.252423 0.9378 Barger_K Z 282.91 22.27
37226 GOODS-N 189.221275 62.181275 1.5629 MOSDEF 4 92.89 23.88
39801 GOODS-N 189.221731 62.188003 -99.0000 -99.0 - 333.14 21.78
41974 GOODS-N 189.222323 62.188883 0.4104 Barger_K Z 142.17 23.57
44436 GOODS-N 189.222383 62.194346 1.2698 Wirth_2004 3 278.42 22.64
52841 GOODS-N 189.222682 62.209540 0.5598 Barger_K Z 228.64 22.81
77412 GOODS-N 189.223220 62.256933 -99.0000 -99.0 - 5048.69 18.47
69515 GOODS-N 189.223506 62.238247 0.5165 Barger_K Z 90.00 23.42
58473 GOODS-N 189.223544 62.218956 -99.0000 -99.0 - 944.43 21.26
98044 GOODS-N 189.223545 62.290092 2.1870 Yoshikawa_ Z 78.63 23.75
40402 GOODS-N 189.224550 62.185701 -99.0000 -99.0 - 111.90 23.95
54598 GOODS-N 189.224556 62.215020 0.6420 Wirth_2015 4 694.02 20.98
85491 GOODS-N 189.224713 62.268616 0.8499 Barger_K Z 212.08 22.73
55079 GOODS-N 189.225183 62.212664 -99.0000 -99.0 - 317.63 22.80
35376 GOODS-N 189.225195 62.179512 -99.0000 -99.0 - 28.26 22.81
65833 GOODS-N 189.225379 62.231777 0.8501 Barger_UV Z 212.70 22.51
78300 GOODS-N 189.225646 62.254197 0.8488 Wirth_2004 4 250.04 22.77
91800 GOODS-N 189.226211 62.281970 0.9419 Barger_K Z 271.82 22.39
72277 GOODS-N 189.226606 62.242876 -99.0000 -99.0 - 397.15 22.23
37672 GOODS-N 189.226684 62.181806 -99.0000 -99.0 - 62.27 23.77
41396 GOODS-N 189.227657 62.190862 0.2542 Wirth_2004 4 1002.20 20.72
60144 GOODS-N 189.228010 62.224426 -99.0000 -99.0 - 3643.19 19.17
85199 GOODS-N 189.228570 62.265922 0.6060 Wirth_2015 1 206.23 22.48
91835 GOODS-N 189.229138 62.282913 0.5037 Barger_K Z 742.62 20.78
59868 GOODS-N 189.229145 62.220782 -99.0000 -99.0 - 112.87 23.87
59273 GOODS-N 189.229740 62.219844 0.3209 Barger_ACS Z 131.39 23.69
58084 GOODS-N 189.229795 62.217689 -99.0000 -99.0 - 133.67 23.78
78157 GOODS-N 189.230012 62.253485 -99.0000 -99.0 - 193.12 23.32
97070 GOODS-N 189.230811 62.288324 -99.0000 -99.0 - 127.94 23.59
85549 GOODS-N 189.230859 62.266335 -99.0000 -99.0 - 309.88 22.95
57792 GOODS-N 189.231038 62.219798 0.9546 Barger_ACS Z 296.22 22.41
65022 GOODS-N 189.231330 62.231529 1.1450 Barger_UV Z 163.89 22.75
52460 GOODS-N 189.231522 62.212656 0.7910 Barger_UV Z 315.63 21.99
44212 GOODS-N 189.231800 62.193183 0.5590 Wirth_2015 4 246.70 22.80
79945 GOODS-N 189.232363 62.257827 -99.0000 -99.0 - 108.65 23.70
47650 GOODS-N 189.232448 62.200270 2.0170 Wirth_2015 4 47.84 23.82
89544 GOODS-N 189.232600 62.274794 0.5023 Barger_K Z 176.55 23.15
69100 GOODS-N 189.233068 62.236784 -99.0000 -99.0 - 90.41 23.90
45100 GOODS-N 189.233160 62.194634 -99.0000 -99.0 - 404.70 22.47
74955 GOODS-N 189.233610 62.248562 0.3215 Barger_K Z 360.37 21.90
62216 GOODS-N 189.233853 62.224929 1.2444 Barger_K Z 75.30 23.58
85131 GOODS-N 189.234369 62.266372 0.8506 3D_HST A 87.87 23.86
54209 GOODS-N 189.234767 62.211424 -99.0000 -99.0 - 4397.71 18.95
91773 GOODS-N 189.235023 62.278526 -99.0000 -99.0 - 126.70 23.59
49397 GOODS-N 189.235084 62.202575 -99.0000 -99.0 - 157.82 23.25
68384 GOODS-N 189.235413 62.238849 -99.0000 -99.0 - 822.86 21.00
47153 GOODS-N 189.236011 62.212646 -99.0000 -99.0 - 1072.11 20.08
50799 GOODS-N 189.236018 62.205595 0.9542 Barger_ACS Z 219.24 22.68
40716 GOODS-N 189.236963 62.186789 -99.0000 -99.0 - 100.87 23.69
94524 GOODS-N 189.237218 62.283264 -99.0000 -99.0 - 72.93 23.75
77927 GOODS-N 189.237947 62.253144 0.8490 Barger_K Z 143.19 23.39
51143 GOODS-N 189.238348 62.207185 -99.0000 -99.0 - 218.30 22.43
55569 GOODS-N 189.238772 62.216554 0.4744 Barger_K Z 513.07 21.38
84001 GOODS-N 189.238818 62.266877 0.9403 Barger_K Z 81.43 23.42
73266 GOODS-N 189.239410 62.247546 -99.0000 -99.0 - 165.56 22.97
47814 GOODS-N 189.239500 62.202938 0.6700 Wirth_2015 1 683.35 21.20
44286 GOODS-N 189.239528 62.193104 1.0133 Barger_K Z 151.54 23.24
95789 GOODS-N 189.239569 62.287648 0.5128 Barger_ACS Z 243.17 22.50
95017 GOODS-N 189.239635 62.285011 -99.0000 -99.0 - 116.74 23.70
103466 GOODS-N 189.239903 62.300083 -99.0000 -99.0 - 86.93 23.91
71866 GOODS-N 189.239924 62.243856 0.2661 Wirth_2004 4 152.19 22.62
74987 GOODS-N 189.240780 62.248600 0.8490 Barger_K Z 293.54 22.12
69781 GOODS-N 189.241020 62.238314 -99.0000 -99.0 - 520.34 22.16
77251 GOODS-N 189.241261 62.251999 0.1164 Wirth_2004 4 110.38 23.47
95281 GOODS-N 189.241892 62.291169 -99.0000 -99.0 - 15732.71 16.81
56057 GOODS-N 189.241937 62.216804 0.3204 Barger_K Z 392.76 22.38
44746 GOODS-N 189.242031 62.193817 0.6805 Barger_UV Z 193.01 23.11
90536 GOODS-N 189.242061 62.277510 1.0173 Barger_ACS Z 278.02 22.57
103084 GOODS-N 189.242278 62.299274 0.9041 Barger_ACS Z 146.75 23.32
50196 GOODS-N 189.242933 62.203942 1.0190 Barger_K Z 160.81 23.32
83174 GOODS-N 189.243281 62.263535 0.4565 Barger_UV Z 762.30 21.26
81578 GOODS-N 189.243409 62.259349 -99.0000 -99.0 - 68.21 23.89
89752 GOODS-N 189.243568 62.276949 -99.0000 -99.0 - 304.05 22.12
92703 GOODS-N 189.243673 62.279329 -99.0000 -99.0 - 49.20 23.95
84743 GOODS-N 189.243966 62.264820 0.4567 Barger_K Z 118.25 23.70
96654 GOODS-N 189.244055 62.287545 1.3604 Barger_ACS Z 119.59 23.72
51587 GOODS-N 189.244353 62.206047 0.6816 Barger_ACS Z 164.15 23.37
103139 GOODS-N 189.244737 62.299235 0.9418 Barger_K Z 222.05 22.87
52722 GOODS-N 189.244809 62.214565 -99.0000 -99.0 - 521.49 21.32
87790 GOODS-N 189.245088 62.277174 0.2990 Barger_K Z 1868.67 19.75
70787 GOODS-N 189.245169 62.243034 0.6780 Wirth_2015 4 778.78 20.73
96517 GOODS-N 189.245467 62.287265 -99.0000 -99.0 - 166.86 23.49
105095 GOODS-N 189.245545 62.302763 0.9431 Barger_K Z 150.85 23.15
47561 GOODS-N 189.245803 62.202469 0.8520 Barger_K Z 339.30 21.95
84103 GOODS-N 189.247722 62.263806 -99.0000 -99.0 - 91.59 23.80
105945 GOODS-N 189.248605 62.304066 0.4970 Wirth_2004 3 362.36 22.46
99452 GOODS-N 189.249503 62.293273 -99.0000 -99.0 - 541.65 21.62
89573 GOODS-N 189.249618 62.274447 -99.0000 -99.0 - 136.31 23.27
93056 GOODS-N 189.249834 62.287690 0.3545 Barger_UV Z 2179.60 19.70
85920 GOODS-N 189.250233 62.268303 1.0140 Barger_K Z 274.63 22.33
51814 GOODS-N 189.250320 62.207030 -99.0000 -99.0 - 79.15 23.69
86850 GOODS-N 189.250507 62.269571 -99.0000 -99.0 - 120.44 23.60
102103 GOODS-N 189.251579 62.296844 -99.0000 -99.0 - 108.89 23.98
86439 GOODS-N 189.251790 62.268030 -99.0000 -99.0 - 79.98 23.91
92111 GOODS-N 189.251792 62.279172 -99.0000 -99.0 - 160.74 23.26
52556 GOODS-N 189.252337 62.209634 0.5631 Wirth_2004 4 558.75 21.44
93131 GOODS-N 189.252994 62.280380 0.5130 Barger_UV Z 120.67 23.55
100774 GOODS-N 189.253050 62.295094 -99.0000 -99.0 - 685.03 22.04
44285 GOODS-N 189.253236 62.193461 -99.0000 -99.0 - 138.46 23.75
42330 GOODS-N 189.253682 62.191442 -99.0000 -99.0 - 836.96 20.85
98131 GOODS-N 189.254233 62.291574 0.7095 Barger_K Z 739.18 21.54
46807 GOODS-N 189.254644 62.197658 -99.0000 -99.0 - 65.58 23.92
71893 GOODS-N 189.254997 62.241894 0.8392 Barger_UV Z 75.06 23.75
79134 GOODS-N 189.255037 62.255704 1.8070 Barger_ACS Z 102.90 23.71
107010 GOODS-N 189.255209 62.306395 -99.0000 -99.0 - 270.77 22.42
41894 GOODS-N 189.256105 62.189528 0.6439 Barger_ACS Z 135.20 23.48
43568 GOODS-N 189.256114 62.193223 0.5946 Barger_ACS Z 352.63 22.11
103171 GOODS-N 189.256285 62.311857 0.2330 Barger_24m Z 1674.66 18.18
41945 GOODS-N 189.256444 62.191325 -99.0000 -99.0 - 487.92 21.50
104214 GOODS-N 189.256969 62.304004 0.4375 Barger_K Z 1076.48 20.94
92943 GOODS-N 189.257063 62.281043 -99.0000 -99.0 - 193.36 23.41
97136 GOODS-N 189.257088 62.287855 -99.0000 -99.0 - 131.74 23.80
44719 GOODS-N 189.257509 62.195514 0.0892 Barger_UV Z 260.11 22.34
88697 GOODS-N 189.257903 62.272712 -99.0000 -99.0 - 491.97 22.34
46765 GOODS-N 189.257967 62.197271 -99.0000 -99.0 - 92.69 23.87
77103 GOODS-N 189.258085 62.252898 0.9378 Barger_UV Z 265.21 22.00
94223 GOODS-N 189.258136 62.283321 -99.0000 -99.0 - 164.56 23.27
37538 GOODS-N 189.258487 62.189703 0.1360 Barger_24m Z 1671.34 19.00
99261 GOODS-N 189.258693 62.293743 -99.0000 -99.0 - 1721.87 20.66
90190 GOODS-N 189.258700 62.275426 1.2500 Barger_ACS Z 143.83 23.73
78354 GOODS-N 189.258733 62.254839 0.7445 Barger_K Z 120.91 23.32
104633 GOODS-N 189.259173 62.305299 0.7932 3D_HST A 136.63 23.03
54414 GOODS-N 189.259267 62.212000 0.1053 Barger_UV Z 146.82 22.67
90180 GOODS-N 189.259828 62.275275 -99.0000 -99.0 - 127.41 23.68
105455 GOODS-N 189.260316 62.305642 0.7669 Wirth_2004 4 258.67 22.58
92467 GOODS-N 189.260343 62.279218 0.7441 Barger_K Z 138.34 23.44
101785 GOODS-N 189.260380 62.297084 1.0176 Barger_K Z 275.89 22.55
73802 GOODS-N 189.260685 62.246845 -99.0000 -99.0 - 74.42 22.43
48397 GOODS-N 189.260927 62.204579 -99.0000 -99.0 - 117.41 23.49
79474 GOODS-N 189.261379 62.262117 0.5124 Wirth_2004 4 1680.94 19.65
107976 GOODS-N 189.261647 62.308778 0.3762 Barger_K Z 306.18 22.69
93907 GOODS-N 189.261660 62.282144 1.0190 Barger_ACS Z 297.39 23.17
90093 GOODS-N 189.262091 62.274908 -99.0000 -99.0 - 110.75 23.98
66167 GOODS-N 189.262145 62.239867 0.5110 Barger_UV Z 625.98 20.48
105182 GOODS-N 189.262688 62.302330 -99.0000 -99.0 - 374.22 22.90
110462 GOODS-N 189.263194 62.311002 -99.0000 -99.0 - 88.95 23.93
91525 GOODS-N 189.263360 62.277861 -99.0000 -99.0 - 115.53 23.66
92570 GOODS-N 189.263825 62.279586 -99.0000 -99.0 - 335.65 22.42
64446 GOODS-N 189.263874 62.238331 -99.0000 -99.0 - 220.01 20.96
78114 GOODS-N 189.266750 62.256466 0.3759 Barger_K Z 288.97 22.06
88999 GOODS-N 189.267733 62.273573 0.4742 Barger_K Z 394.76 21.73
102886 GOODS-N 189.267768 62.300502 0.6389 Barger_ACS Z 125.11 23.32
108096 GOODS-N 189.269125 62.307216 1.2506 Barger_K Z 201.88 23.37
91271 GOODS-N 189.269313 62.281052 -99.0000 -99.0 - 1206.49 20.39
83782 GOODS-N 189.271066 62.263044 -99.0000 -99.0 - 335.59 22.97
89655 GOODS-N 189.271113 62.274348 1.1205 Barger_K Z 141.73 23.36
109851 GOODS-N 189.271150 62.312059 0.8747 Barger_ACS Z 141.76 23.29
48663 GOODS-N 189.271562 62.202965 0.3867 Wirth_2004 4 167.00 22.62
107021 GOODS-N 189.272758 62.306790 -99.0000 -99.0 - 125.89 23.79
112339 GOODS-N 189.273057 62.314237 0.8555 Barger_ACS Z 132.44 23.44
112002 GOODS-N 189.273162 62.313660 -99.0000 -99.0 - 166.12 23.66
79613 GOODS-N 189.274140 62.256989 0.5031 Barger_K Z 878.46 22.00
106613 GOODS-N 189.274167 62.304796 0.8551 Barger_UV Z 122.25 23.52
89737 GOODS-N 189.275113 62.273809 -99.0000 -99.0 - 70.38 24.00
78535 GOODS-N 189.275403 62.254605 -99.0000 -99.0 - 760.19 23.20
111592 GOODS-N 189.275671 62.312255 -99.0000 -99.0 - 138.20 23.88
89237 GOODS-N 189.275724 62.286782 0.2540 Barger_K Z 3717.80 18.47
78698 GOODS-N 189.276272 62.255026 0.8398 Barger_UV Z 1049.70 21.97
79280 GOODS-N 189.276799 62.256006 -99.0000 -99.0 - 1167.63 22.47
95761 GOODS-N 189.276976 62.291422 0.2990 Barger_K Z 1991.19 19.41
105048 GOODS-N 189.277166 62.305090 0.8558 Barger_ACS Z 235.86 22.88
99579 GOODS-N 189.277841 62.293851 1.1436 Wirth_2004 4 188.40 22.75
110814 GOODS-N 189.278136 62.312874 -99.0000 -99.0 - 89.73 23.51
93156 GOODS-N 189.278632 62.283928 1.0200 Reddy_2006 4 2638.62 19.84
88929 GOODS-N 189.279212 62.274477 -99.0000 -99.0 - 197.35 22.82
105087 GOODS-N 189.279548 62.302053 -99.0000 -99.0 - 388.72 22.70
102683 GOODS-N 189.280425 62.298507 -99.0000 -99.0 - 74.10 23.87
90142 GOODS-N 189.280668 62.278415 -99.0000 -99.0 - 129.72 23.56
106736 GOODS-N 189.282225 62.314253 0.2010 Barger_ACS Z 3594.82 18.98
86854 GOODS-N 189.282229 62.271106 0.9400 Barger_ACS Z 398.34 21.85
85422 GOODS-N 189.282733 62.268248 0.9358 Barger_K Z 437.05 21.53
84983 GOODS-N 189.282808 62.267268 0.5134 Barger_K Z 258.15 22.93
91737 GOODS-N 189.284090 62.283104 -99.0000 -99.0 - 976.52 20.67
91474 GOODS-N 189.285094 62.277525 1.2217 Barger_K Z 98.78 23.59
86491 GOODS-N 189.286145 62.269874 -99.0000 -99.0 - 1660.59 20.54
105301 GOODS-N 189.286771 62.304998 -99.0000 -99.0 - 545.38 21.66
94255 GOODS-N 189.288234 62.286937 0.3215 Barger_K Z 565.43 21.41
109801 GOODS-N 189.289007 62.309933 -99.0000 -99.0 - 170.70 23.26
107016 GOODS-N 189.289477 62.308410 -99.0000 -99.0 - 3743.12 19.32
76878 GOODS-N 189.291100 62.256664 0.2013 Barger_ACS Z 449.61 19.22
105902 GOODS-N 189.293019 62.303436 -99.0000 -99.0 - 282.04 23.08
84974 GOODS-N 189.293538 62.264946 -99.0000 -99.0 - 91.99 23.56
109170 GOODS-N 189.295689 62.309360 -99.0000 -99.0 - 308.04 22.79
117828 GOODS-N 189.295843 62.324542 -99.0000 -99.0 - 371.34 22.00
112152 GOODS-N 189.296884 62.313922 -99.0000 -99.0 - 480.44 22.06
91612 GOODS-N 189.298341 62.277908 1.2470 Barger_K Z 194.52 22.94
99633 GOODS-N 189.299196 62.293301 -99.0000 -99.0 - 147.66 23.50
94085 GOODS-N 189.299922 62.283150 1.1420 Barger_K Z 360.69 22.77
84291 GOODS-N 189.299964 62.264047 -99.0000 -99.0 - 81.28 23.81
97904 GOODS-N 189.300023 62.290841 0.6807 Barger_K Z 488.29 21.68
102600 GOODS-N 189.300638 62.298343 1.2490 Barger_K Z 165.22 23.39
93798 GOODS-N 189.302177 62.282018 -99.0000 -99.0 - 119.33 23.76
120120 GOODS-N 189.302474 62.327956 -99.0000 -99.0 - 291.84 23.76
82986 GOODS-N 189.302899 62.262840 0.9363 Barger_ACS Z 366.57 22.11
81787 GOODS-N 189.302914 62.261852 0.5336 Barger_K Z 398.31 21.62
86999 GOODS-N 189.303304 62.271670 -99.0000 -99.0 - 363.46 22.34
83594 GOODS-N 189.304714 62.269858 -99.0000 -99.0 - 8316.11 17.87
120306 GOODS-N 189.304790 62.330422 0.6967 Barger_K Z 799.08 22.71
119432 GOODS-N 189.305359 62.331575 0.4378 Barger_24m Z 2142.37 20.25
105709 GOODS-N 189.305622 62.304234 -99.0000 -99.0 - 136.82 23.31
122246 GOODS-N 189.306719 62.334223 0.2777 Barger_K Z 270.24 22.27
122027 GOODS-N 189.307626 62.333754 -99.0000 -99.0 - 1158.52 23.93
84077 GOODS-N 189.308578 62.263693 0.8399 Barger_K Z 190.35 23.45
115421 GOODS-N 189.308617 62.318110 -99.0000 -99.0 - 167.80 23.99
124885 GOODS-N 189.308691 62.341558 -99.0000 -99.0 - 306.21 23.91
109292 GOODS-N 189.308848 62.309111 -99.0000 -99.0 - 114.22 23.78
121439 GOODS-N 189.309340 62.332923 -99.0000 -99.0 - 974.50 22.64
107170 GOODS-N 189.309430 62.306671 -99.0000 -99.0 - 68.38 23.76
116636 GOODS-N 189.309528 62.320093 -99.0000 -99.0 - 98.01 23.84
93167 GOODS-N 189.309698 62.282336 -99.0000 -99.0 - 793.90 21.26
85090 GOODS-N 189.309713 62.266343 -99.0000 -99.0 - 463.09 21.88
79587 GOODS-N 189.310322 62.258285 0.8569 Wirth_2004 4 275.63 22.26
112578 GOODS-N 189.310352 62.316171 -99.0000 -99.0 - 457.69 21.98
101465 GOODS-N 189.310587 62.298016 -99.0000 -99.0 - 2256.62 20.13
87701 GOODS-N 189.311490 62.271326 1.5220 Barger_24m Z 162.63 23.68
116341 GOODS-N 189.311823 62.320257 -99.0000 -99.0 - 195.03 23.60
87189 GOODS-N 189.313857 62.270036 -99.0000 -99.0 - 189.28 23.40
124165 GOODS-N 189.314186 62.340443 0.2547 Barger_UV Z 441.40 22.07
90557 GOODS-N 189.314376 62.275709 0.8518 Barger_UV Z 271.02 22.61
77824 GOODS-N 189.314681 62.254404 0.5635 Barger_K Z 142.61 23.09
118766 GOODS-N 189.314704 62.330238 -99.0000 -99.0 - 297.67 23.28
125227 GOODS-N 189.315388 62.342819 -99.0000 -99.0 - 102.99 23.93
117385 GOODS-N 189.315519 62.321239 -99.0000 -99.0 - 120.03 23.95
112738 GOODS-N 189.315909 62.315658 -99.0000 -99.0 - 610.03 22.09
85710 GOODS-N 189.316100 62.266530 -99.0000 -99.0 - 189.38 23.38
124194 GOODS-N 189.316260 62.340072 -99.0000 -99.0 - 117.13 23.68
114275 GOODS-N 189.317003 62.316902 -99.0000 -99.0 - 169.77 23.48
121705 GOODS-N 189.317370 62.336340 0.2544 Barger_ACS Z 762.12 21.24
98984 GOODS-N 189.317509 62.291810 1.0822 Barger_K Z 135.14 23.52
118076 GOODS-N 189.318068 62.322357 -99.0000 -99.0 - 132.49 23.87
89312 GOODS-N 189.318630 62.274943 -99.0000 -99.0 - 640.31 21.93
93508 GOODS-N 189.318732 62.288729 -99.0000 -99.0 - 9294.49 17.60
112990 GOODS-N 189.319352 62.314582 -99.0000 -99.0 - 132.33 23.77
91953 GOODS-N 189.319434 62.278971 0.5573 Barger_UV Z 309.23 22.28
98209 GOODS-N 189.319484 62.292583 1.1460 Barger_K Z 286.62 22.64
107263 GOODS-N 189.320124 62.306652 -99.0000 -99.0 - 264.20 22.77
110688 GOODS-N 189.320459 62.311466 -99.0000 -99.0 - 96.41 23.88
103094 GOODS-N 189.321552 62.301278 -99.0000 -99.0 - 184.73 22.61
90991 GOODS-N 189.322319 62.276492 -99.0000 -99.0 - 390.55 22.58
86522 GOODS-N 189.323283 62.268957 -99.0000 -99.0 - 269.71 22.86
84715 GOODS-N 189.323427 62.265232 -99.0000 -99.0 - 191.27 23.91
112486 GOODS-N 189.323643 62.314013 -99.0000 -99.0 - 123.66 23.66
101264 GOODS-N 189.323874 62.295329 -99.0000 -99.0 - 122.94 23.76
112764 GOODS-N 189.324521 62.315466 -99.0000 -99.0 - 623.82 22.56
92798 GOODS-N 189.324954 62.281827 -99.0000 -99.0 - 2371.98 19.97
83506 GOODS-N 189.326012 62.262843 -99.0000 -99.0 - 147.69 23.80
95979 GOODS-N 189.326186 62.285948 1.4880 MOSDEF 4 104.97 23.56
121576 GOODS-N 189.326205 62.343261 0.2544 Barger_UV Z 2644.54 19.16
81224 GOODS-N 189.326747 62.264913 0.4760 Barger_24m Z 802.27 20.79
83999 GOODS-N 189.327918 62.263881 -99.0000 -99.0 - 123.31 23.79
87494 GOODS-N 189.328016 62.269722 0.5333 Barger_K Z 151.33 23.42
85787 GOODS-N 189.328167 62.267937 0.5577 Barger_K Z 419.56 21.87
95845 GOODS-N 189.328341 62.286039 -99.0000 -99.0 - 117.13 23.66
95449 GOODS-N 189.328883 62.287190 0.9353 MOSDEF 4 105.59 23.24
98420 GOODS-N 189.330009 62.291136 -99.0000 -99.0 - 109.52 23.85
124051 GOODS-N 189.330578 62.339656 -99.0000 -99.0 - 116.67 23.66
89022 GOODS-N 189.330800 62.272512 1.5660 Reddy_2006 4 123.62 23.66
92316 GOODS-N 189.330950 62.280186 -99.0000 -99.0 - 70.08 23.99
120726 GOODS-N 189.331629 62.330061 -99.0000 -99.0 - 169.07 23.15
124459 GOODS-N 189.331775 62.340391 -99.0000 -99.0 - 130.22 23.59
120507 GOODS-N 189.332078 62.328664 -99.0000 -99.0 - 211.46 23.21
81260 GOODS-N 189.332190 62.258717 -99.0000 -99.0 - 159.57 23.51
124605 GOODS-N 189.332505 62.347401 -99.0000 -99.0 - 4663.28 16.40
109886 GOODS-N 189.332669 62.310191 1.5198 Barger_ACS Z 149.00 23.83
81269 GOODS-N 189.332766 62.258972 -99.0000 -99.0 - 175.66 23.35
117609 GOODS-N 189.332829 62.322087 -99.0000 -99.0 - 123.89 23.88
89830 GOODS-N 189.333587 62.275572 -99.0000 -99.0 - 639.04 21.31
113226 GOODS-N 189.333900 62.315615 -99.0000 -99.0 - 117.55 23.82
114575 GOODS-N 189.334915 62.317373 1.5690 3D_HST A 144.43 23.64
122862 GOODS-N 189.335199 62.348375 -99.0000 -99.0 - 8595.85 15.48
100001 GOODS-N 189.335228 62.294986 -99.0000 -99.0 - 188.10 23.07
118642 GOODS-N 189.335281 62.325305 0.8361 Barger_K Z 212.96 22.48
110030 GOODS-N 189.335774 62.310440 -99.0000 -99.0 - 255.21 22.59
89845 GOODS-N 189.335839 62.274894 0.8400 Barger_ACS Z 312.40 21.76
94821 GOODS-N 189.336966 62.285189 -99.0000 -99.0 - 317.38 23.10
113696 GOODS-N 189.337136 62.317026 -99.0000 -99.0 - 117.12 23.63
121302 GOODS-N 189.337234 62.332220 0.7781 Barger_ACS Z 311.43 22.16
123554 GOODS-N 189.338021 62.338794 -99.0000 -99.0 - 301.34 22.60
82816 GOODS-N 189.338070 62.262313 0.7782 Barger_K Z 154.46 22.69
115207 GOODS-N 189.338502 62.320964 0.2312 Barger_UV Z 547.32 21.51
117368 GOODS-N 189.339452 62.321199 -99.0000 -99.0 - 138.70 23.80
107697 GOODS-N 189.339680 62.306756 -99.0000 -99.0 - 294.32 23.02
115997 GOODS-N 189.339839 62.324285 0.2110 Barger_24m Z 1626.71 19.67
121314 GOODS-N 189.340502 62.334794 0.2110 Barger_K Z 568.55 21.55
94306 GOODS-N 189.341167 62.285298 -99.0000 -99.0 - 479.23 21.80
104557 GOODS-N 189.341229 62.301740 -99.0000 -99.0 - 419.57 22.22
80084 GOODS-N 189.341261 62.256628 -99.0000 -99.0 - 100.36 23.93
80987 GOODS-N 189.342396 62.258581 -99.0000 -99.0 - 75.99 23.71
