# pearsid  field  ra  dec  zspec  zspec_source  zspec_qual  netsig  imag
85237 GOODS-N 189.342629 62.265574 1.1411 Wirth_2004 4 74.05 23.54
81336 GOODS-N 189.343186 62.262050 0.9376 Barger_K Z 199.44 22.38
87140 GOODS-N 189.343361 62.270145 -99.0000 -99.0 - 756.42 21.51
97224 GOODS-N 189.343379 62.288382 0.2321 Barger_K Z 212.00 22.93
93239 GOODS-N 189.343607 62.280933 0.8410 Barger_24m Z 171.31 22.75
122187 GOODS-N 189.343771 62.334129 0.3378 3D_HST A 133.52 23.73
126432 GOODS-N 189.344228 62.346294 0.8703 Barger_ACS Z 123.65 23.20
119345 GOODS-N 189.345189 62.326802 0.8392 Barger_UV Z 229.18 22.64
96332 GOODS-N 189.347153 62.287468 -99.0000 -99.0 - 128.82 23.63
102524 GOODS-N 189.348375 62.298562 -99.0000 -99.0 - 101.68 23.95
107284 GOODS-N 189.348471 62.308424 0.4391 Barger_K Z 268.29 22.05
96009 GOODS-N 189.348769 62.285822 -99.0000 -99.0 - 111.71 23.65
129244 GOODS-N 189.348822 62.353617 3.5240 Barger_K Z 210.76 23.67
81690 GOODS-N 189.349145 62.262084 -99.0000 -99.0 - 578.40 19.38
121158 GOODS-N 189.349156 62.331694 0.4550 3D_HST A 236.41 23.04
110441 GOODS-N 189.349499 62.311884 -99.0000 -99.0 - 189.21 23.28
95911 GOODS-N 189.350223 62.285752 -99.0000 -99.0 - 101.44 23.86
86607 GOODS-N 189.350227 62.268376 -99.0000 -99.0 - 81.79 23.67
119723 GOODS-N 189.350411 62.327519 0.8044 Barger_K Z 292.28 22.82
127919 GOODS-N 189.350457 62.350873 -99.0000 -99.0 - 78.25 23.81
115122 GOODS-N 189.350521 62.318094 2.0940 Barger_K Z 198.36 23.45
85161 GOODS-N 189.351065 62.266067 -99.0000 -99.0 - 76.30 23.30
89112 GOODS-N 189.351244 62.275530 0.8517 Wirth_2004 4 296.18 22.13
96302 GOODS-N 189.351515 62.286207 0.5653 Barger_ACS Z 943.78 23.95
112383 GOODS-N 189.351594 62.313706 -99.0000 -99.0 - 135.25 23.67
111648 GOODS-N 189.353802 62.312340 -99.0000 -99.0 - 137.36 23.61
88347 GOODS-N 189.353912 62.273490 -99.0000 -99.0 - 127.94 23.50
85379 GOODS-N 189.354372 62.268067 -99.0000 -99.0 - 1757.67 19.46
122026 GOODS-N 189.354406 62.334720 -99.0000 -99.0 - 723.06 21.42
96077 GOODS-N 189.355139 62.286261 -99.0000 -99.0 - 233.37 22.71
118549 GOODS-N 189.355554 62.323693 -99.0000 -99.0 - 164.60 23.66
113445 GOODS-N 189.355985 62.318882 0.2112 Barger_UV Z 737.62 21.09
109592 GOODS-N 189.356213 62.313886 -99.0000 -99.0 - 658.94 20.98
100985 GOODS-N 189.356305 62.297077 -99.0000 -99.0 - 112.29 23.84
89673 GOODS-N 189.356898 62.280128 -99.0000 -99.0 - 4168.76 18.69
127420 GOODS-N 189.357042 62.349206 1.0828 Barger_ACS Z 328.55 22.64
125530 GOODS-N 189.357232 62.342915 -99.0000 -99.0 - 203.67 23.69
96475 GOODS-N 189.357471 62.287353 -99.0000 -99.0 - 216.75 22.66
116350 GOODS-N 189.357497 62.320585 -99.0000 -99.0 - 109.80 23.31
108321 GOODS-N 189.358436 62.307488 -99.0000 -99.0 - 87.22 23.92
95024 GOODS-N 189.359009 62.285243 0.7779 Barger_ACS Z 193.82 22.77
89489 GOODS-N 189.359109 62.274405 -99.0000 -99.0 - 163.24 23.28
98315 GOODS-N 189.359744 62.290495 -99.0000 -99.0 - 366.01 22.26
92108 GOODS-N 189.359789 62.279739 -99.0000 -99.0 - 138.73 23.72
96175 GOODS-N 189.359908 62.286893 -99.0000 -99.0 - 279.46 22.53
119879 GOODS-N 189.359991 62.329089 1.0103 Barger_ACS Z 284.78 22.50
124587 GOODS-N 189.360296 62.345401 0.4850 Barger_K Z 659.03 21.32
127736 GOODS-N 189.360558 62.350439 -99.0000 -99.0 - 97.52 23.83
104550 GOODS-N 189.360571 62.307312 -99.0000 -99.0 - 836.77 20.75
118395 GOODS-N 189.360773 62.325786 0.2775 Barger_K Z 931.36 21.00
116527 GOODS-N 189.360785 62.319904 -99.0000 -99.0 - 77.48 23.94
95258 GOODS-N 189.360790 62.287091 -99.0000 -99.0 - 678.13 21.19
123809 GOODS-N 189.361328 62.338379 -99.0000 -99.0 - 177.07 23.54
114845 GOODS-N 189.362446 62.317678 0.3979 3D_HST A 76.73 23.89
125948 GOODS-N 189.362859 62.345730 -99.0000 -99.0 - 138.82 23.62
119616 GOODS-N 189.363144 62.327969 -99.0000 -99.0 - 82.46 23.94
127662 GOODS-N 189.363428 62.352138 0.2800 Barger_ACS Z 731.96 20.72
98997 GOODS-N 189.363747 62.293080 -99.0000 -99.0 - 143.34 23.12
128375 GOODS-N 189.363901 62.351774 -99.0000 -99.0 - 309.92 22.78
96423 GOODS-N 189.364363 62.287230 -99.0000 -99.0 - 191.74 22.69
121232 GOODS-N 189.364826 62.332437 -99.0000 -99.0 - 122.17 23.37
125086 GOODS-N 189.366080 62.342984 1.1482 Barger_K Z 242.15 23.00
106290 GOODS-N 189.366449 62.304394 -99.0000 -99.0 - 90.02 23.56
93811 GOODS-N 189.367230 62.283162 -99.0000 -99.0 - 1590.84 20.48
112948 GOODS-N 189.367915 62.315241 1.4593 Barger_ACS Z 53.84 23.90
106609 GOODS-N 189.369371 62.309202 -99.0000 -99.0 - 4546.38 18.69
109131 GOODS-N 189.369810 62.310903 0.5190 Barger_K Z 276.31 22.67
124908 GOODS-N 189.370531 62.344045 -99.0000 -99.0 - 126.17 23.50
121283 GOODS-N 189.370877 62.334386 0.2772 Barger_UV Z 382.26 22.23
95785 GOODS-N 189.371579 62.285607 -99.0000 -99.0 - 72.86 23.98
127044 GOODS-N 189.372214 62.347236 -99.0000 -99.0 - 261.45 23.42
96167 GOODS-N 189.373610 62.286844 0.6407 Barger_UV Z 99.87 23.33
113529 GOODS-N 189.373836 62.326302 0.3177 Barger_K Z 3106.22 18.94
115534 GOODS-N 189.374121 62.318874 -99.0000 -99.0 - 829.62 21.24
123476 GOODS-N 189.375896 62.342342 0.6338 Wirth_2004 4 611.24 21.00
117153 GOODS-N 189.376298 62.321320 0.8357 Barger_UV Z 107.77 23.05
96777 GOODS-N 189.377310 62.296773 -99.0000 -99.0 - 10108.54 16.39
104408 GOODS-N 189.377760 62.301269 -99.0000 -99.0 - 131.96 23.64
93475 GOODS-N 189.378640 62.280770 -99.0000 -99.0 - 342.47 22.72
107152 GOODS-N 189.379063 62.305686 -99.0000 -99.0 - 252.11 23.15
108448 GOODS-N 189.379386 62.308392 1.1994 Barger_K Z 326.05 23.32
94231 GOODS-N 189.379590 62.287426 -99.0000 -99.0 - 358.40 21.94
119831 GOODS-N 189.380638 62.327800 0.3359 Cooper_201 3 98.78 23.81
122616 GOODS-N 189.381705 62.335724 -99.0000 -99.0 - 96.93 23.30
119932 GOODS-N 189.381869 62.329744 0.2775 Barger_UV Z 436.08 21.76
118209 GOODS-N 189.382321 62.326084 0.3189 Barger_ACS Z 210.83 22.98
127073 GOODS-N 189.382344 62.349819 0.7411 Barger_K Z 255.33 23.16
110727 GOODS-N 189.382732 62.311504 1.0855 Barger_UV Z 140.30 23.27
97410 GOODS-N 189.382785 62.289806 -99.0000 -99.0 - 979.10 21.03
124069 GOODS-N 189.383132 62.338940 -99.0000 -99.0 - 259.03 23.23
107590 GOODS-N 189.383897 62.307746 0.2462 Barger_UV Z 732.70 22.51
93364 GOODS-N 189.384157 62.282941 -99.0000 -99.0 - 761.60 21.63
125098 GOODS-N 189.384642 62.342237 -99.0000 -99.0 - 319.61 22.96
125214 GOODS-N 189.386175 62.345608 0.3194 Wirth_2004 4 232.75 22.45
101185 GOODS-N 189.387203 62.295244 -99.0000 -99.0 - 114.65 23.62
118148 GOODS-N 189.387321 62.323195 0.9365 Barger_ACS Z 150.37 23.27
97645 GOODS-N 189.388968 62.288892 -99.0000 -99.0 - 31.40 23.96
120412 GOODS-N 189.389432 62.331117 0.4467 Barger_UV Z 389.71 22.19
118422 GOODS-N 189.389608 62.328056 0.2710 Barger_K Z 1262.94 20.25
124386 GOODS-N 189.390277 62.344510 0.8411 Wirth_2004 4 222.50 22.80
111682 GOODS-N 189.390685 62.312860 -99.0000 -99.0 - 113.38 23.83
106151 GOODS-N 189.390942 62.307187 -99.0000 -99.0 - 1454.06 22.36
104645 GOODS-N 189.391115 62.301103 -99.0000 -99.0 - 193.03 23.77
113414 GOODS-N 189.391664 62.327042 0.2733 Barger_ACS Z 3100.18 18.87
115893 GOODS-N 189.392246 62.320116 -99.0000 -99.0 - 408.54 21.99
99025 GOODS-N 189.392328 62.292980 -99.0000 -99.0 - 159.64 23.02
111352 GOODS-N 189.392933 62.312409 -99.0000 -99.0 - 975.08 21.36
123538 GOODS-N 189.393175 62.341860 0.9376 Wirth_2004 4 385.52 21.93
96098 GOODS-N 189.393959 62.289808 0.6407 Cooper_201 4 552.13 20.86
117825 GOODS-N 189.395781 62.323567 0.6342 Barger_UV Z 490.62 21.77
122560 GOODS-N 189.397021 62.335577 1.0830 Barger_24m Z 389.61 22.06
114628 GOODS-N 189.397163 62.321637 0.8357 MOSDEF 4 541.75 21.45
123290 GOODS-N 189.398052 62.338414 1.1420 Wirth_2004 4 165.23 22.87
97879 GOODS-N 189.398053 62.301465 0.8400 Barger_24m Z 586.22 20.73
102481 GOODS-N 189.398068 62.297568 -99.0000 -99.0 - 313.34 22.78
123811 GOODS-N 189.398084 62.341783 0.6813 Wirth_2004 4 310.64 22.06
107974 GOODS-N 189.398105 62.306729 0.4478 Barger_K Z 123.48 23.48
121143 GOODS-N 189.398741 62.330943 -99.0000 -99.0 - 137.38 23.85
121428 GOODS-N 189.399052 62.334827 0.5857 Barger_UV Z 425.04 21.88
122855 GOODS-N 189.399077 62.335984 1.0820 Barger_ACS Z 172.91 23.51
112111 GOODS-N 189.399946 62.313171 -99.0000 -99.0 - 361.85 22.84
97147 GOODS-N 189.400065 62.290546 0.7092 Barger_ACS Z 462.18 21.49
104131 GOODS-N 189.401304 62.300745 0.4126 Barger_K Z 145.83 23.12
97056 GOODS-N 189.401540 62.289845 -99.0000 -99.0 - 89.56 23.77
121864 GOODS-N 189.402462 62.334920 0.5857 Barger_ACS Z 551.29 21.68
126084 GOODS-N 189.402794 62.347556 -99.0000 -99.0 - 531.00 21.92
103966 GOODS-N 189.402824 62.300640 0.1874 Barger_ACS Z 125.14 23.23
122843 GOODS-N 189.403851 62.335910 0.5856 Wirth_2004 4 1422.68 22.80
111445 GOODS-N 189.404048 62.313494 -99.0000 -99.0 - 139.85 23.34
94879 GOODS-N 189.406889 62.291593 -99.0000 -99.0 - 8535.00 16.70
106427 GOODS-N 189.407341 62.304909 -99.0000 -99.0 - 60.09 23.91
122943 GOODS-N 189.408241 62.343507 -99.0000 -99.0 - 230.99 21.68
96453 GOODS-N 189.408540 62.288058 -99.0000 -99.0 - 2360.63 19.63
98784 GOODS-N 189.409606 62.293367 -99.0000 -99.0 - 323.28 22.99
95002 GOODS-N 189.409748 62.288231 -99.0000 -99.0 - 205.49 22.13
123255 GOODS-N 189.411588 62.343548 -99.0000 -99.0 - 10734.39 17.50
124138 GOODS-N 189.411785 62.339905 -99.0000 -99.0 - 1486.36 20.62
125963 GOODS-N 189.413571 62.349900 0.8370 Barger_24m Z 995.43 20.50
111713 GOODS-N 189.414552 62.313183 0.3364 Barger_K Z 332.38 22.54
125176 GOODS-N 189.414595 62.343955 -99.0000 -99.0 - 108.42 23.53
123736 GOODS-N 189.414824 62.340855 -99.0000 -99.0 - 1174.80 20.51
98749 GOODS-N 189.415114 62.297353 0.2133 Barger_K Z 2928.66 19.07
105312 GOODS-N 189.415530 62.302788 -99.0000 -99.0 - 70.52 23.73
107056 GOODS-N 189.415809 62.305260 -99.0000 -99.0 - 62.81 23.71
112509 GOODS-N 189.418455 62.314892 -99.0000 -99.0 - 141.09 23.03
104616 GOODS-N 189.419148 62.302836 1.0306 Wirth_2004 4 183.81 22.78
120378 GOODS-N 189.419182 62.329318 -99.0000 -99.0 - 74.46 23.81
122267 GOODS-N 189.419315 62.335444 0.7413 Wirth_2004 4 214.75 22.77
110105 GOODS-N 189.421220 62.310843 0.5712 Barger_UV Z 253.12 22.42
117992 GOODS-N 189.421709 62.323585 -99.0000 -99.0 - 1028.22 21.25
122671 GOODS-N 189.423869 62.336585 -99.0000 -99.0 - 420.83 22.05
103734 GOODS-N 189.426735 62.300442 0.2780 Barger_24m Z 488.29 21.85
105401 GOODS-N 189.427204 62.303302 2.3042 MOSDEF 4 932.17 21.48
107388 GOODS-N 189.429264 62.316873 -99.0000 -99.0 - 7770.67 14.76
107617 GOODS-N 189.433352 62.306350 -99.0000 -99.0 - 2011.14 23.78
110268 GOODS-N 189.433686 62.310178 -99.0000 -99.0 - 100.22 23.86
119284 GOODS-N 189.436315 62.327331 -99.0000 -99.0 - 40.06 23.75
122035 GOODS-N 189.437744 62.337860 -99.0000 -99.0 - 254.21 22.10
120896 GOODS-N 189.438724 62.339909 -99.0000 -99.0 - 3286.70 18.86
103098 GOODS-N 189.439151 62.299345 -99.0000 -99.0 - 204.15 23.57
122514 GOODS-N 189.439586 62.339021 -99.0000 -99.0 - 961.47 20.77
117087 GOODS-N 189.441919 62.321199 -99.0000 -99.0 - 50.91 23.50
119621 GOODS-N 189.442324 62.331640 -99.0000 -99.0 - 2373.74 21.52
112683 GOODS-N 189.443930 62.315532 -99.0000 -99.0 - 118.80 23.25
119301 GOODS-N 189.448628 62.330508 -99.0000 -99.0 - 643.04 19.95
126570 GOODS-S 53.020662 -27.700813 -99.0000 -99.0 - 24.68 23.42
126406 GOODS-S 53.022116 -27.701411 0.8610 VVDS B 176.41 23.75
119439 GOODS-S 53.023645 -27.714864 1.2960 VLT_2008 A 110.96 23.09
121941 GOODS-S 53.025991 -27.711940 -99.0000 -99.0 - 63.83 23.93
123466 GOODS-S 53.029770 -27.708067 0.2165 3D_HST A 382.69 22.42
127411 GOODS-S 53.029786 -27.699426 0.4190 VVDS B 479.42 22.85
125637 GOODS-S 53.030203 -27.703839 -99.0000 -99.0 - 72.42 23.93
129355 GOODS-S 53.030771 -27.694952 0.8610 VVDS B 39.82 23.49
115946 GOODS-S 53.030776 -27.722735 0.3641 3D_HST A 65.71 23.24
123517 GOODS-S 53.031588 -27.707238 2.0511 3D_HST A 166.93 23.49
118892 GOODS-S 53.032812 -27.715417 1.0189 VIMOS_10_M B 102.96 23.62
125687 GOODS-S 53.033122 -27.703374 0.7263 3D_HST A 132.76 23.66
117674 GOODS-S 53.033256 -27.710969 0.5450 CXO-CDFS A 351.90 21.73
122669 GOODS-S 53.033499 -27.705838 -99.0000 -99.0 - 372.69 22.00
125952 GOODS-S 53.033512 -27.701204 1.0420 VVDS D 227.76 23.36
126894 GOODS-S 53.033847 -27.694556 -99.0000 -99.0 - 7071.20 18.08
125493 GOODS-S 53.034473 -27.703264 -99.0000 -99.0 - 180.50 23.48
116983 GOODS-S 53.034850 -27.719461 1.2972 VIMOS_10_M A 136.56 23.06
122362 GOODS-S 53.035060 -27.708701 0.5400 PEARS_ETGs Z 587.60 21.74
119996 GOODS-S 53.035127 -27.713101 0.0688 3D_HST A 272.65 22.60
120895 GOODS-S 53.035146 -27.712073 0.4206 VIMOS_10_M A 413.46 21.73
126478 GOODS-S 53.035188 -27.696088 0.7300 PEARS_ETGs Z 656.87 21.94
122722 GOODS-S 53.035556 -27.704930 0.7300 PEARS_ETGs Z 751.82 21.27
122743 GOODS-S 53.035629 -27.708642 0.7753 3D_HST A 110.16 23.81
112715 GOODS-S 53.037086 -27.728979 0.5810 VVDS D 243.94 22.77
124728 GOODS-S 53.038257 -27.701686 -99.0000 -99.0 - 627.95 21.25
122863 GOODS-S 53.038305 -27.707113 0.7160 3D_HST A 362.99 22.12
125725 GOODS-S 53.038311 -27.696648 0.2473 VIMOS_10_M A 1947.28 19.86
118087 GOODS-S 53.038469 -27.714209 0.3472 3D_HST A 957.59 20.76
121967 GOODS-S 53.039161 -27.710034 0.7229 3D_HST A 415.76 22.16
112617 GOODS-S 53.039396 -27.726626 -99.0000 -99.0 - 84.58 23.37
110505 GOODS-S 53.039800 -27.732202 0.4780 VLT_IMAG A 595.21 21.33
117178 GOODS-S 53.039818 -27.720517 1.0170 Morris_201 2 1229.71 23.69
121733 GOODS-S 53.039915 -27.711628 0.6830 VVDS B 171.17 23.38
128652 GOODS-S 53.040036 -27.696569 -99.0000 -99.0 - 144.76 23.97
130226 GOODS-S 53.040164 -27.692947 -99.0000 -99.0 - 2081.64 23.82
130287 GOODS-S 53.040344 -27.693388 -99.0000 -99.0 - 404.42 23.95
117725 GOODS-S 53.040435 -27.713365 0.7350 VLT_2008 A 701.90 20.86
110031 GOODS-S 53.040739 -27.735774 0.7595 3D_HST A 100.01 23.86
127342 GOODS-S 53.040897 -27.696856 -99.0000 -99.0 - 197.65 23.28
128553 GOODS-S 53.040928 -27.693240 -99.0000 -99.0 - 722.32 20.84
124589 GOODS-S 53.041142 -27.702330 -99.0000 -99.0 - 541.53 21.36
120434 GOODS-S 53.041389 -27.713965 -99.0000 -99.0 - 193.46 23.70
113298 GOODS-S 53.041827 -27.725868 1.0100 PEARS_ETGs Z 345.89 22.16
108133 GOODS-S 53.042455 -27.737869 1.1232 VIMOS_10_M C 107.12 23.63
115151 GOODS-S 53.042754 -27.718589 -99.0000 -99.0 - 14359.40 16.94
114677 GOODS-S 53.042954 -27.721398 -99.0000 -99.0 - 1663.69 19.57
112887 GOODS-S 53.043274 -27.716895 0.9400 PEARS_ETGs Z 1034.46 20.30
113359 GOODS-S 53.043285 -27.727127 1.9937 3D_HST A 137.42 23.63
111842 GOODS-S 53.044578 -27.729709 1.3560 Morris_201 2 157.71 23.38
118534 GOODS-S 53.044835 -27.709606 0.4190 VVDS B 3038.73 19.00
126958 GOODS-S 53.044897 -27.696014 -99.0000 -99.0 - 387.15 22.14
111741 GOODS-S 53.045461 -27.728629 0.9980 VLT_2008 A 330.77 21.61
108947 GOODS-S 53.045478 -27.737480 1.6150 CXO-CDFS A 629.32 22.30
117358 GOODS-S 53.045590 -27.719439 1.0087 3D_HST A 182.47 22.66
114657 GOODS-S 53.045639 -27.724930 1.2150 VLT_2008 A 198.59 22.99
130264 GOODS-S 53.046931 -27.690835 -99.0000 -99.0 - 392.22 22.30
121138 GOODS-S 53.046940 -27.711190 -99.0000 -99.0 - 121.03 23.59
117632 GOODS-S 53.047138 -27.709112 0.6068 VVDS_Final 4 885.11 20.68
127293 GOODS-S 53.047408 -27.698413 -99.0000 -99.0 - 446.35 22.94
108372 GOODS-S 53.047836 -27.739397 2.9900 VVDS D 168.11 23.52
128699 GOODS-S 53.048088 -27.696323 1.4890 Morris_201 2 88.86 23.81
122490 GOODS-S 53.048101 -27.708695 -99.0000 -99.0 - 298.08 23.82
126754 GOODS-S 53.049368 -27.701232 -99.0000 -99.0 - 263.25 23.12
129968 GOODS-S 53.049383 -27.694312 -99.0000 -99.0 - 156.68 23.50
108821 GOODS-S 53.049422 -27.737043 1.2820 Morris_201 2 160.41 22.96
125314 GOODS-S 53.050346 -27.703409 -99.0000 -99.0 - 246.99 22.79
123066 GOODS-S 53.050812 -27.707512 0.7350 VVDS D 116.91 23.65
109853 GOODS-S 53.051607 -27.731556 0.4210 VVDS D 452.75 21.25
123766 GOODS-S 53.051970 -27.706717 -99.0000 -99.0 - 451.30 22.20
126062 GOODS-S 53.052243 -27.701448 -99.0000 -99.0 - 188.79 22.87
113520 GOODS-S 53.052668 -27.725028 -99.0000 -99.0 - 2783.55 19.72
128538 GOODS-S 53.053157 -27.695681 -99.0000 -99.0 - 250.97 22.66
125425 GOODS-S 53.053162 -27.704258 -99.0000 -99.0 - 82.08 23.95
126094 GOODS-S 53.053361 -27.700461 1.0180 VVDS B 294.31 21.90
124761 GOODS-S 53.054422 -27.701337 0.4210 VVDS B 716.66 21.24
114221 GOODS-S 53.055115 -27.725774 -99.0000 -99.0 - 73.74 23.85
119489 GOODS-S 53.055124 -27.711379 -99.0000 -99.0 - 1689.60 19.88
121757 GOODS-S 53.055729 -27.711084 -99.0000 -99.0 - 1235.09 22.21
119666 GOODS-S 53.056512 -27.715668 1.0198 3D_HST A 94.54 23.98
117203 GOODS-S 53.056923 -27.720294 1.4730 VVDS B 169.70 23.25
108359 GOODS-S 53.056935 -27.739959 0.7324 3D_HST A 73.77 23.65
119702 GOODS-S 53.057255 -27.715320 -99.0000 -99.0 - 111.53 23.62
120770 GOODS-S 53.057467 -27.703802 -99.0000 -99.0 - 11148.49 16.32
119193 GOODS-S 53.057745 -27.713586 0.7390 Morris_201 3 625.53 21.26
117070 GOODS-S 53.057988 -27.720001 -99.0000 -99.0 - 89.10 23.42
108014 GOODS-S 53.058108 -27.734954 -99.0000 -99.0 - 5964.44 18.32
119774 GOODS-S 53.059436 -27.715070 0.8140 VLT_2008 A 98.98 23.84
109766 GOODS-S 53.059515 -27.736047 0.9700 Morris_201 2 127.79 23.88
121227 GOODS-S 53.059628 -27.711910 1.1880 3D_HST A 71.12 23.68
118455 GOODS-S 53.059861 -27.716273 1.0210 Morris_201 2 532.70 23.68
109007 GOODS-S 53.060077 -27.737748 -99.0000 -99.0 - 99.92 23.86
116177 GOODS-S 53.060322 -27.722239 0.5470 VVDS C 229.51 22.86
130804 GOODS-S 53.060797 -27.691266 -99.0000 -99.0 - 420.20 22.58
132104 GOODS-S 53.061049 -27.688081 0.8180 VVDS B 188.17 22.80
113678 GOODS-S 53.061175 -27.726963 0.9100 PEARS_ETGs Z 142.71 23.44
106985 GOODS-S 53.061598 -27.742533 0.4900 PEARS_ETGs Z 114.88 23.11
127226 GOODS-S 53.061782 -27.699201 0.6800 PEARS_ETGs Z 357.05 22.35
122810 GOODS-S 53.062412 -27.706909 2.4940 Xray_6 2 231.12 22.91
126020 GOODS-S 53.062598 -27.702503 -99.0000 -99.0 - 131.34 23.82
113845 GOODS-S 53.062820 -27.726457 1.6052 3D_HST A 96.34 23.83
124152 GOODS-S 53.063392 -27.706962 0.8460 VVDS C 120.18 23.64
114644 GOODS-S 53.063403 -27.724998 0.7472 3D_HST A 130.19 23.35
116031 GOODS-S 53.063491 -27.720266 0.6315 3D_HST A 195.93 22.68
119419 GOODS-S 53.064048 -27.716373 -99.0000 -99.0 - 116.95 23.56
123859 GOODS-S 53.064357 -27.705706 0.4170 VVDS B 191.09 22.68
118446 GOODS-S 53.064834 -27.716626 -99.0000 -99.0 - 335.91 21.94
106924 GOODS-S 53.065209 -27.742903 2.6056 3D_HST A 52.36 23.81
131716 GOODS-S 53.065419 -27.687848 -99.0000 -99.0 - 127.27 23.60
128465 GOODS-S 53.065469 -27.696393 -99.0000 -99.0 - 1203.72 21.16
121821 GOODS-S 53.065679 -27.711847 -99.0000 -99.0 - 112.85 23.75
117161 GOODS-S 53.065703 -27.720416 1.7401 3D_HST A 163.79 23.48
106891 GOODS-S 53.065858 -27.742923 1.1064 3D_HST A 48.87 23.67
132690 GOODS-S 53.066067 -27.687787 -99.0000 -99.0 - 346.71 22.86
122668 GOODS-S 53.066099 -27.709737 0.2486 3D_HST A 129.80 23.06
106861 GOODS-S 53.066596 -27.739707 0.7350 K20 A 242.81 21.77
107477 GOODS-S 53.067475 -27.739757 0.4010 K20 A 201.43 22.38
118167 GOODS-S 53.068403 -27.717533 -99.0000 -99.0 - 81.36 23.55
118448 GOODS-S 53.069294 -27.717555 0.6537 3D_HST A 155.66 23.23
126750 GOODS-S 53.069330 -27.700681 -99.0000 -99.0 - 106.58 23.55
123008 GOODS-S 53.069380 -27.709085 0.6389 3D_HST A 178.76 23.21
114563 GOODS-S 53.069616 -27.723368 -99.0000 -99.0 - 1567.65 20.60
128173 GOODS-S 53.069887 -27.697119 -99.0000 -99.0 - 608.07 22.00
131724 GOODS-S 53.070211 -27.689561 -99.0000 -99.0 - 175.99 22.92
118100 GOODS-S 53.070304 -27.717853 0.6440 VVDS B 159.11 23.16
115422 GOODS-S 53.070817 -27.723751 -99.0000 -99.0 - 158.86 23.97
109885 GOODS-S 53.071336 -27.735481 0.7300 PEARS_ETGs Z 165.99 23.11
117429 GOODS-S 53.071428 -27.717579 0.5690 CXO-CDFS A 1075.26 20.81
122766 GOODS-S 53.071763 -27.708439 0.6050 VVDS B 128.00 23.01
126266 GOODS-S 53.071872 -27.701040 -99.0000 -99.0 - 711.41 21.61
117138 GOODS-S 53.072352 -27.718686 0.6480 ACES_2012 4 581.46 21.18
129290 GOODS-S 53.072784 -27.694896 -99.0000 -99.0 - 120.14 23.72
108718 GOODS-S 53.072854 -27.737609 -99.0000 -99.0 - 233.10 22.33
119088 GOODS-S 53.073419 -27.715952 0.6470 Morris_201 1 268.88 22.31
125828 GOODS-S 53.073663 -27.702460 1.1870 Morris_201 2 124.26 23.69
112133 GOODS-S 53.073995 -27.729504 -99.0000 -99.0 - 120.60 23.34
128669 GOODS-S 53.074058 -27.694562 1.3260 VLT_2008 A 78.94 23.88
131165 GOODS-S 53.074629 -27.689635 1.0410 VLT_2008 A 197.49 22.98
107106 GOODS-S 53.074829 -27.742079 1.2230 VLT_2008 A 69.79 23.48
126365 GOODS-S 53.074843 -27.701080 0.6430 VVDS D 125.78 23.34
106863 GOODS-S 53.075307 -27.742621 1.3750 Trump_2013 4 141.95 23.55
113279 GOODS-S 53.075516 -27.727750 -99.0000 -99.0 - 92.19 23.74
107266 GOODS-S 53.075866 -27.741998 -99.0000 -99.0 - 153.38 23.23
126769 GOODS-S 53.076163 -27.701149 0.8470 VVDS B 233.94 23.00
120031 GOODS-S 53.076300 -27.709311 0.5200 PEARS_ETGs Z 1233.84 20.36
122941 GOODS-S 53.077053 -27.708563 -99.0000 -99.0 - 368.69 23.06
116653 GOODS-S 53.077625 -27.721495 0.7340 VVDS D 122.59 23.08
133802 GOODS-S 53.077727 -27.683883 0.7100 VVDS D 91.48 23.37
108892 GOODS-S 53.077932 -27.736875 -99.0000 -99.0 - 144.69 22.61
107693 GOODS-S 53.078050 -27.737748 0.5240 K20 A 662.59 21.20
113722 GOODS-S 53.078237 -27.724928 0.2093 3D_HST A 287.71 22.04
90998 GOODS-S 53.078518 -27.758117 -99.0000 -99.0 - 196.37 18.92
123543 GOODS-S 53.078603 -27.707427 -99.0000 -99.0 - 129.01 23.12
126790 GOODS-S 53.078945 -27.697729 -99.0000 -99.0 - 413.94 21.94
121095 GOODS-S 53.079236 -27.711868 1.0190 VLT_2008 A 151.16 23.43
130813 GOODS-S 53.079281 -27.691372 -99.0000 -99.0 - 98.91 23.87
109886 GOODS-S 53.079358 -27.731388 -99.0000 -99.0 - 402.00 21.71
119612 GOODS-S 53.079783 -27.716203 1.0208 3D_HST A 102.14 23.89
104519 GOODS-S 53.079908 -27.746201 0.2180 K20 A 49.26 20.58
98372 GOODS-S 53.079999 -27.758969 -99.0000 -99.0 - 79.42 23.41
105656 GOODS-S 53.080225 -27.744126 0.2170 K20 A 189.04 22.16
100349 GOODS-S 53.080485 -27.753902 0.7380 Morris_201 1 181.67 22.26
109992 GOODS-S 53.080631 -27.735848 1.0228 3D_HST A 106.51 23.59
135087 GOODS-S 53.080772 -27.681003 0.6820 VVDS B 714.63 21.07
122015 GOODS-S 53.081172 -27.704678 -99.0000 -99.0 - 1120.82 20.50
117608 GOODS-S 53.081636 -27.717718 0.6400 PEARS_ETGs Z 618.65 21.42
132214 GOODS-S 53.081644 -27.688134 1.3268 3D_HST A 154.00 23.38
102892 GOODS-S 53.082306 -27.750776 -99.0000 -99.0 - 75.13 23.94
128312 GOODS-S 53.082535 -27.689650 0.2290 CXO-CDFS A 3160.54 18.96
