# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1 catalog.
# figs_id threed_south_idv41 figs_ra figs_dec threed_ra threed_dec
100616 33774 53.159504 -27.755319 53.159503 -27.755312
100617 33802 53.146171 -27.755365 53.146172 -27.755360
100618 33811 53.150310 -27.755493 53.150311 -27.755494
100619 33617 53.164734 -27.755977 53.164733 -27.755977
100620 33476 53.164997 -27.755617 53.164997 -27.755604
100621 33647 53.164924 -27.755874 53.164923 -27.755877
100622 33751 53.125953 -27.755527 53.125957 -27.755532
100623 33733 53.152412 -27.755453 53.152414 -27.755457
100624 33806 53.134666 -27.755533 53.134668 -27.755536
100625 33791 53.128429 -27.755478 53.128440 -27.755477
100626 33760 53.161171 -27.755518 53.161171 -27.755514
100627 33734 53.171631 -27.755495 53.171643 -27.755499
100628 33731 53.160724 -27.755537 53.160730 -27.755535
100629 33770 53.132004 -27.755573 53.132001 -27.755596
100630 33773 53.191376 -27.755562 53.191384 -27.755574
100631 33725 53.193603 -27.755590 53.193611 -27.755592
100632 33750 53.135799 -27.755606 53.135795 -27.755603
100633 33720 53.142994 -27.755651 53.142996 -27.755657
100634 33721 53.140999 -27.755699 53.141007 -27.755702
100635 33687 53.184414 -27.755644 53.184413 -27.755647
100636 33799 53.135917 -27.755699 53.135921 -27.755703
100637 33766 53.143497 -27.755720 53.143488 -27.755717
100638 33753 53.156425 -27.755709 53.156409 -27.755671
100639 33639 53.121322 -27.755874 53.121327 -27.755878
100640 33683 53.180393 -27.755724 53.180385 -27.755723
100641 33742 53.134552 -27.755812 53.134554 -27.755813
100642 33743 53.134155 -27.755798 53.134155 -27.755813
100645 33667 53.177933 -27.755749 53.177936 -27.755760
100646 33736 53.171608 -27.755821 53.171611 -27.755821
100647 33691 53.145008 -27.755796 53.144999 -27.755796
100648 33702 53.154247 -27.755873 53.154238 -27.755867
100649 33722 53.151241 -27.755934 53.151244 -27.755932
100650 33641 53.166244 -27.755865 53.166253 -27.755879
100651 33688 53.180954 -27.755890 53.180944 -27.755889
100652 33745 53.184055 -27.755958 53.184056 -27.755947
100653 33704 53.120949 -27.755995 53.120957 -27.756001
100654 33705 53.114853 -27.756054 53.114860 -27.756061
100655 33696 53.152706 -27.756014 53.152706 -27.756006
100656 33637 53.189117 -27.756006 53.189123 -27.756004
100657 33624 53.167820 -27.756084 53.167822 -27.756082
100658 33655 53.157715 -27.756201 53.157715 -27.756198
100659 33163 53.126438 -27.756540 53.126442 -27.756544
100660 33597 53.153107 -27.756208 53.153104 -27.756210
100661 33588 53.117878 -27.756220 53.117885 -27.756217
100662 33653 53.119232 -27.756252 53.119239 -27.756274
100663 33580 53.144977 -27.756239 53.144973 -27.756242
100664 33660 53.144909 -27.756342 53.144916 -27.756345
100665 33578 53.163894 -27.756225 53.163893 -27.756224
100666 33584 53.175529 -27.756243 53.175538 -27.756232
100667 33631 53.138122 -27.756323 53.138123 -27.756329
100668 33287 53.125248 -27.756540 53.125250 -27.756548
100669 33574 53.181999 -27.756319 53.181991 -27.756310
100670 33603 53.114631 -27.756435 53.114637 -27.756439
100671 33628 53.208069 -27.756449 53.208085 -27.756446
100672 33566 53.181221 -27.756418 53.181223 -27.756421
100673 33558 53.196174 -27.756510 53.196224 -27.756517
100674 33555 53.134426 -27.756449 53.134424 -27.756449
100675 33599 53.200714 -27.756471 53.200719 -27.756476
100676 33620 53.123535 -27.756515 53.123544 -27.756515
100677 33595 53.168133 -27.756500 53.168133 -27.756501
100678 33280 53.204632 -27.756723 53.204634 -27.756722
100679 33423 53.204960 -27.757072 53.204963 -27.757067
100680 33559 53.133495 -27.756630 53.133498 -27.756634
100681 33533 53.187416 -27.756677 53.187415 -27.756668
100682 33602 53.162369 -27.756613 53.162370 -27.756611
100683 33545 53.148559 -27.756603 53.148568 -27.756610
100685 33590 53.165745 -27.756630 53.165733 -27.756646
100686 33557 53.124634 -27.756630 53.124632 -27.756659
100687 33230 53.183552 -27.756738 53.183549 -27.756739
100688 33538 53.121181 -27.756698 53.121179 -27.756698
100689 33543 53.184048 -27.756702 53.184046 -27.756704
100690 33536 53.180633 -27.756853 53.180638 -27.756850
100691 33561 53.122833 -27.756809 53.122833 -27.756818
100692 33520 53.122631 -27.756824 53.122639 -27.756831
100693 33527 53.123535 -27.756864 53.123539 -27.756867
100694 33384 53.120415 -27.757025 53.120425 -27.757027
100695 33465 53.113270 -27.756870 53.113275 -27.756876
100696 33487 53.199840 -27.756836 53.199832 -27.756843
100698 33492 53.133423 -27.756922 53.133425 -27.756925
100699 33497 53.155193 -27.756910 53.155191 -27.756903
100700 33494 53.135124 -27.756931 53.135128 -27.756934
100701 33080 53.211448 -27.757158 53.211451 -27.757139
100702 33512 53.190594 -27.756965 53.190600 -27.756962
100703 33439 53.173492 -27.757120 53.173513 -27.757109
100704 32855 53.171322 -27.757452 53.171320 -27.757452
100705 33446 53.164932 -27.756981 53.164930 -27.756983
100706 33456 53.130386 -27.756979 53.130386 -27.756982
100707 33502 53.149414 -27.757082 53.149410 -27.757076
100708 33421 53.119396 -27.757042 53.119416 -27.757037
100709 33424 53.128544 -27.757204 53.128551 -27.757231
100710 33514 53.140339 -27.757177 53.140342 -27.757175
100711 33411 53.191074 -27.757091 53.191070 -27.757092
100712 33484 53.159229 -27.757227 53.159228 -27.757217
100713 33414 53.189720 -27.757179 53.189724 -27.757175
100714 33390 53.154053 -27.757257 53.154046 -27.757261
100715 33460 53.156219 -27.757374 53.156219 -27.757371
100716 33371 53.125149 -27.757358 53.125157 -27.757364
100717 33389 53.130215 -27.757362 53.130218 -27.757364
100718 33427 53.179920 -27.757416 53.179924 -27.757413
100719 33382 53.114483 -27.757410 53.114483 -27.757414
100720 33397 53.135208 -27.757412 53.135213 -27.757417
100721 33400 53.158726 -27.757446 53.158730 -27.757443
100722 33373 53.166691 -27.757454 53.166692 -27.757454
100723 33366 53.179634 -27.757444 53.179638 -27.757432
100724 33347 53.179207 -27.757452 53.179211 -27.757450
100725 33369 53.161972 -27.757482 53.161967 -27.757477
100726 33404 53.153229 -27.757561 53.153226 -27.757557
100727 33359 53.189800 -27.757522 53.189805 -27.757518
100728 33378 53.148876 -27.757633 53.148873 -27.757639
100729 33368 53.164257 -27.757652 53.164260 -27.757658
100730 33330 53.131527 -27.757646 53.131531 -27.757651
100731 33278 53.211494 -27.757778 53.211508 -27.757770
100732 33334 53.150028 -27.757656 53.150027 -27.757656
100733 33096 53.119678 -27.757953 53.119683 -27.757959
100734 33357 53.189365 -27.757679 53.189360 -27.757684
100735 33374 53.177803 -27.757789 53.177802 -27.757786
100736 33314 53.154880 -27.757717 53.154878 -27.757724
100737 33326 53.194904 -27.757721 53.194907 -27.757721
100738 33324 53.190903 -27.757767 53.190921 -27.757772
100739 33380 53.196651 -27.757849 53.196656 -27.757846
100740 33271 53.170627 -27.757923 53.170631 -27.757921
100741 33296 53.129608 -27.757807 53.129612 -27.757806
100742 33293 53.155281 -27.757818 53.155297 -27.757823
100743 33308 53.113613 -27.757847 53.113624 -27.757854
100744 33329 53.117496 -27.757850 53.117490 -27.757865
100745 33302 53.124225 -27.757873 53.124233 -27.757867
100746 33297 53.175628 -27.757923 53.175624 -27.757925
100747 33239 53.192478 -27.758072 53.192514 -27.758064
100748 33288 53.129406 -27.757990 53.129404 -27.758001
100749 33311 53.176716 -27.758014 53.176711 -27.758034
100750 32932 53.124908 -27.758297 53.124915 -27.758304
100751 33304 53.143467 -27.758095 53.143471 -27.758096
100752 33258 53.147167 -27.758060 53.147169 -27.758058
100753 33247 53.121773 -27.758076 53.121767 -27.758081
100754 33290 53.143612 -27.758173 53.143615 -27.758175
100755 33268 53.165283 -27.758270 53.165279 -27.758278
100756 33231 53.181305 -27.758331 53.181300 -27.758323
100757 33207 53.160641 -27.758285 53.160635 -27.758279
100758 33206 53.145119 -27.758318 53.145122 -27.758315
100759 33225 53.156200 -27.758354 53.156196 -27.758375
100760 33189 53.130600 -27.758394 53.130611 -27.758400
100761 33213 53.142441 -27.758436 53.142443 -27.758452
100762 33253 53.191467 -27.758520 53.191470 -27.758519
100763 33215 53.132183 -27.758543 53.132188 -27.758548
100764 32820 53.203491 -27.758749 53.203497 -27.758749
100765 33173 53.187626 -27.758531 53.187625 -27.758531
100766 33042 53.133098 -27.758699 53.133103 -27.758703
100767 32021 53.163589 -27.758955 53.163584 -27.758950
100768 32778 53.189789 -27.758879 53.189791 -27.758877
100769 33265 53.164570 -27.758049 53.164565 -27.758042
100770 33166 53.165184 -27.758665 53.165185 -27.758660
100771 33130 53.128769 -27.758659 53.128773 -27.758666
100772 32762 53.172947 -27.759031 53.172948 -27.759032
100773 33185 53.204155 -27.758673 53.204157 -27.758670
100774 33129 53.165718 -27.758667 53.165716 -27.758669
100775 33121 53.165867 -27.758735 53.165871 -27.758738
100776 33118 53.190243 -27.758728 53.190225 -27.758727
100777 33143 53.121692 -27.758766 53.121705 -27.758766
100778 33187 53.196407 -27.758871 53.196407 -27.758871
100779 33145 53.120401 -27.758862 53.120381 -27.758871
100780 33109 53.166000 -27.758842 53.165995 -27.758835
100781 33181 53.156750 -27.758922 53.156747 -27.758922
100782 33126 53.177971 -27.758884 53.177973 -27.758878
100783 32799 53.130081 -27.759079 53.130088 -27.759084
100784 33155 53.125847 -27.759025 53.125836 -27.759039
100786 33122 53.149517 -27.758978 53.149490 -27.758994
100787 33095 53.200680 -27.759008 53.200684 -27.759009
100788 33142 53.127296 -27.759088 53.127300 -27.759086
100789 33123 53.180313 -27.758909 53.180312 -27.758912
100790 33131 53.171924 -27.759142 53.171918 -27.759143
100791 33033 53.130523 -27.759121 53.130522 -27.759128
100792 33100 53.141186 -27.759241 53.141187 -27.759242
100793 33077 53.116226 -27.759195 53.116225 -27.759187
100794 32800 53.125267 -27.759498 53.125271 -27.759504
100796 33083 53.192100 -27.759247 53.192099 -27.759244
100797 33091 53.157699 -27.759338 53.157695 -27.759336
100798 33098 53.140434 -27.759289 53.140416 -27.759300
100799 33061 53.122360 -27.759392 53.122366 -27.759400
100800 33046 53.120777 -27.759386 53.120781 -27.759391
100802 33018 53.160579 -27.759401 53.160573 -27.759400
100803 33021 53.183204 -27.759365 53.183205 -27.759372
100804 33019 53.119022 -27.759407 53.119023 -27.759416
100805 32648 53.134086 -27.759697 53.134092 -27.759700
100806 33044 53.171699 -27.759477 53.171686 -27.759480
100807 33066 53.206211 -27.759495 53.206216 -27.759493
100808 33092 53.173721 -27.759472 53.173712 -27.759463
100809 33058 53.148914 -27.759529 53.148917 -27.759537
100810 33050 53.176201 -27.759498 53.176204 -27.759498
100811 33012 53.122112 -27.759531 53.122128 -27.759539
100812 33010 53.174980 -27.759510 53.174985 -27.759509
100813 33037 53.210094 -27.759527 53.210097 -27.759524
100814 33024 53.177468 -27.759641 53.177490 -27.759642
100815 32991 53.143680 -27.759624 53.143686 -27.759625
100816 32989 53.154121 -27.759670 53.154125 -27.759670
100817 32994 53.128692 -27.759693 53.128697 -27.759727
100818 32412 53.150818 -27.760156 53.150819 -27.760149
100819 32974 53.126468 -27.759672 53.126467 -27.759677
100820 32236 53.129516 -27.760328 53.129521 -27.760332
100821 32897 53.148979 -27.759805 53.148979 -27.759804
100822 32977 53.144661 -27.759834 53.144663 -27.759835
100823 33002 53.167156 -27.759857 53.167156 -27.759857
100824 32990 53.208301 -27.759847 53.208308 -27.759839
100825 32955 53.119762 -27.759962 53.119769 -27.759965
100826 32957 53.167686 -27.759931 53.167683 -27.759927
100827 32936 53.146416 -27.759964 53.146423 -27.759964
100828 32950 53.161682 -27.759933 53.161684 -27.759930
100829 32930 53.185329 -27.759952 53.185321 -27.759944
100830 32952 53.171409 -27.760015 53.171413 -27.760013
100831 32926 53.171515 -27.760112 53.171523 -27.760106
100832 32972 53.192360 -27.760036 53.192370 -27.760038
100833 32953 53.143169 -27.760010 53.143176 -27.760017
100834 32933 53.178722 -27.760052 53.178712 -27.760052
100835 32924 53.161030 -27.760088 53.161028 -27.760088
100836 32941 53.210525 -27.760048 53.210516 -27.760048
100837 32869 53.206215 -27.760210 53.206219 -27.760194
100838 32949 53.188755 -27.760128 53.188768 -27.760129
100839 32938 53.134212 -27.760242 53.134210 -27.760238
100840 32884 53.125789 -27.760338 53.125801 -27.760325
100841 32927 53.181164 -27.760280 53.181166 -27.760281
100842 32763 53.131496 -27.760410 53.131502 -27.760413
100843 32806 53.131653 -27.760595 53.131654 -27.760598
100844 32874 53.149185 -27.760305 53.149188 -27.760305
100845 32879 53.149334 -27.760298 53.149331 -27.760296
100846 32914 53.133434 -27.760307 53.133441 -27.760309
100847 32695 53.168361 -27.760588 53.168366 -27.760584
100848 32868 53.152405 -27.760324 53.152409 -27.760336
100849 32866 53.123154 -27.760351 53.123156 -27.760353
100850 32901 53.144443 -27.760464 53.144449 -27.760462
100851 32907 53.139423 -27.760422 53.139420 -27.760396
100852 32853 53.146839 -27.760425 53.146840 -27.760414
100853 32873 53.203613 -27.760410 53.203583 -27.760407
100854 32701 53.172260 -27.760618 53.172262 -27.760618
100855 32891 53.155620 -27.760490 53.155624 -27.760490
100856 32850 53.167675 -27.760454 53.167680 -27.760448
100857 32858 53.187355 -27.760465 53.187364 -27.760462
100858 32872 53.196892 -27.760446 53.196891 -27.760447
100859 32886 53.131954 -27.760525 53.131962 -27.760530
100860 32833 53.119339 -27.760521 53.119340 -27.760528
100861 32448 53.136368 -27.760780 53.136371 -27.760783
100862 32862 53.128303 -27.760620 53.128308 -27.760628
100863 32842 53.202755 -27.760656 53.202760 -27.760654
100866 32828 53.189674 -27.760616 53.189673 -27.760609
100867 32608 53.209316 -27.760813 53.209318 -27.760809
100868 32812 53.155124 -27.760647 53.155124 -27.760660
100869 32687 53.116157 -27.760851 53.116162 -27.760858
100870 31553 53.183689 -27.761507 53.183689 -27.761505
100871 32829 53.175945 -27.760711 53.175960 -27.760711
100872 32856 53.162769 -27.760759 53.162760 -27.760753
100873 32838 53.115574 -27.760769 53.115578 -27.760778
100874 32841 53.159355 -27.760759 53.159323 -27.760804
100875 32792 53.140041 -27.760774 53.140044 -27.760781
100876 32831 53.152801 -27.760834 53.152793 -27.760827
100877 32808 53.114044 -27.760866 53.114047 -27.760874
100878 32790 53.161388 -27.760845 53.161375 -27.760851
100879 32773 53.128700 -27.760891 53.128708 -27.760887
100880 31801 53.187900 -27.761551 53.187900 -27.761552
100881 32753 53.202728 -27.761076 53.202729 -27.761076
100882 32293 53.170448 -27.761358 53.170447 -27.761359
100883 32735 53.161823 -27.761198 53.161822 -27.761196
100884 32764 53.152164 -27.761173 53.152164 -27.761172
100885 32367 53.137337 -27.761558 53.137352 -27.761574
100886 32677 53.151680 -27.761280 53.151679 -27.761279
100887 32670 53.151375 -27.761385 53.151377 -27.761384
100888 32705 53.114033 -27.761282 53.114048 -27.761289
100889 32708 53.121479 -27.761242 53.121484 -27.761245
100890 32709 53.116798 -27.761263 53.116800 -27.761268
100891 32714 53.149132 -27.761307 53.149137 -27.761307
100892 32716 53.154259 -27.761331 53.154260 -27.761333
100893 32725 53.141098 -27.761320 53.141084 -27.761322
100894 32679 53.186271 -27.761328 53.186270 -27.761332
100895 32717 53.176643 -27.761406 53.176645 -27.761404
100897 32720 53.163128 -27.761404 53.163121 -27.761414
100898 32662 53.140781 -27.761432 53.140794 -27.761432
100899 32675 53.144043 -27.761473 53.144032 -27.761481
100900 32710 53.174293 -27.761493 53.174293 -27.761493
100901 32688 53.175892 -27.761549 53.175891 -27.761555
100902 32674 53.164764 -27.761532 53.164759 -27.761529
100903 32645 53.119152 -27.761679 53.119159 -27.761685
100904 32635 53.139202 -27.761572 53.139204 -27.761576
100905 32684 53.156074 -27.761637 53.156072 -27.761636
100906 32656 53.185406 -27.761589 53.185410 -27.761576
100907 32424 53.152328 -27.761864 53.152328 -27.761866
100908 32215 53.151523 -27.762012 53.151524 -27.762013
100909 32572 53.146517 -27.761628 53.146522 -27.761679
100910 32512 53.146755 -27.761740 53.146752 -27.761744
100911 32557 53.141094 -27.761848 53.141094 -27.761846
100912 32653 53.198730 -27.761776 53.198737 -27.761769
100913 32633 53.158821 -27.761795 53.158817 -27.761796
100914 32590 53.155906 -27.761879 53.155907 -27.761880
100915 32611 53.162994 -27.761911 53.162999 -27.761907
100916 32624 53.130081 -27.761967 53.130091 -27.761973
100917 32588 53.121540 -27.762010 53.121548 -27.762019
100918 32616 53.155193 -27.762001 53.155181 -27.761998
100919 32585 53.116516 -27.761965 53.116514 -27.761982
100920 32556 53.146833 -27.762046 53.146752 -27.762039
100921 32580 53.205536 -27.761982 53.205544 -27.761981
100922 30997 53.136299 -27.763182 53.136301 -27.763184
100923 32156 53.137348 -27.762684 53.137350 -27.762686
100924 31425 53.137565 -27.763176 53.137574 -27.763175
100925 32562 53.119419 -27.762008 53.119422 -27.762016
100926 32186 53.159702 -27.762277 53.159695 -27.762273
100927 32574 53.118404 -27.762041 53.118405 -27.762043
100928 32626 53.158104 -27.762077 53.158105 -27.762069
100929 32554 53.164394 -27.762056 53.164390 -27.762062
100930 32606 53.173649 -27.762100 53.173652 -27.762101
100931 32581 53.200596 -27.762073 53.200586 -27.762073
100932 32489 53.157364 -27.762249 53.157358 -27.762249
100933 32514 53.162174 -27.762302 53.162174 -27.762301
100934 32584 53.170803 -27.762230 53.170810 -27.762226
100935 32526 53.162395 -27.762260 53.162391 -27.762260
100936 32569 53.190056 -27.762295 53.190056 -27.762291
100937 32513 53.130562 -27.762399 53.130560 -27.762401
100938 32520 53.133022 -27.762317 53.133021 -27.762339
100939 32491 53.155147 -27.762359 53.155156 -27.762354
100941 32539 53.193268 -27.762459 53.193273 -27.762458
100942 32503 53.167164 -27.762419 53.167142 -27.762441
100944 32492 53.119167 -27.762546 53.119155 -27.762558
100945 32464 53.162960 -27.762522 53.162978 -27.762518
100946 32468 53.153625 -27.762579 53.153627 -27.762577
100947 32515 53.151516 -27.762625 53.151525 -27.762618
100948 32511 53.176170 -27.762672 53.176178 -27.762663
100950 32479 53.167347 -27.762758 53.167342 -27.762757
100951 32434 53.173923 -27.762758 53.173925 -27.762755
100952 32430 53.165317 -27.762768 53.165309 -27.762774
100953 32441 53.116436 -27.762790 53.116444 -27.762798
100954 32440 53.170227 -27.762846 53.170226 -27.762845
100955 32465 53.200977 -27.762779 53.200947 -27.762775
100956 32418 53.165005 -27.762838 53.165006 -27.762842
100957 32406 53.121090 -27.762848 53.121096 -27.762857
100958 32460 53.158928 -27.762914 53.158917 -27.762913
100959 32411 53.165321 -27.762981 53.165320 -27.762981
100960 32381 53.165561 -27.763054 53.165555 -27.763052
100961 32379 53.153072 -27.762991 53.153063 -27.762994
100962 32416 53.163555 -27.763040 53.163548 -27.763040
100963 32386 53.119041 -27.763040 53.119045 -27.763044
100964 32372 53.173115 -27.763012 53.173110 -27.763013
100965 32383 53.188801 -27.763092 53.188810 -27.763095
100966 32352 53.161655 -27.763103 53.161649 -27.763102
100967 32285 53.139705 -27.763201 53.139707 -27.763198
100968 32359 53.164070 -27.763134 53.164071 -27.763133
100969 32369 53.157009 -27.763147 53.157002 -27.763141
100970 32399 53.147411 -27.763216 53.147408 -27.763218
100971 32444 53.121094 -27.762987 53.121096 -27.762988
100972 32361 53.118603 -27.763223 53.118607 -27.763234
100973 32343 53.163566 -27.763218 53.163564 -27.763215
100975 32332 53.113430 -27.763218 53.113432 -27.763221
100976 32392 53.133629 -27.763279 53.133639 -27.763291
100977 32321 53.156227 -27.763269 53.156224 -27.763264
100978 32274 53.205955 -27.763325 53.205978 -27.763345
100979 32306 53.152836 -27.763347 53.152840 -27.763347
100980 31878 53.149166 -27.763622 53.149159 -27.763631
100981 32333 53.151718 -27.763458 53.151726 -27.763456
100982 32313 53.206657 -27.763447 53.206665 -27.763443
100983 32287 53.186840 -27.763466 53.186848 -27.763470
100984 32197 53.142895 -27.763664 53.142896 -27.763663
100986 32121 53.153763 -27.763750 53.153765 -27.763748
100987 32157 53.114151 -27.763769 53.114155 -27.763775
100988 32290 53.196842 -27.763618 53.196846 -27.763614
100989 31348 53.201782 -27.764065 53.201781 -27.764067
100990 32280 53.159210 -27.763664 53.159207 -27.763664
100991 32265 53.122532 -27.763649 53.122544 -27.763653
100992 32273 53.172161 -27.763643 53.172163 -27.763639
100993 32249 53.143764 -27.763639 53.143775 -27.763643
100994 32243 53.147556 -27.763666 53.147552 -27.763659
100995 32271 53.180588 -27.763668 53.180596 -27.763671
100996 32261 53.159946 -27.763689 53.159946 -27.763680
100997 32223 53.174358 -27.763727 53.174356 -27.763725
100998 32244 53.122204 -27.763740 53.122203 -27.763754
100999 32292 53.155651 -27.763792 53.155653 -27.763787
101000 31970 53.177341 -27.763929 53.177346 -27.763928
101001 32058 53.177692 -27.763979 53.177695 -27.763977
101002 32222 53.133720 -27.763817 53.133731 -27.763822
101003 32192 53.157078 -27.763998 53.157075 -27.763994
101004 32207 53.179657 -27.763943 53.179633 -27.763926
101005 32174 53.152199 -27.763958 53.152191 -27.763960
101006 32178 53.154606 -27.763975 53.154587 -27.763980
101007 32020 53.206947 -27.764110 53.206953 -27.764106
101008 32171 53.165607 -27.764004 53.165592 -27.763995
101010 32191 53.162533 -27.764057 53.162522 -27.764040
101011 32172 53.166847 -27.764059 53.166850 -27.764056
101012 32220 53.190113 -27.764099 53.190104 -27.764095
101013 32163 53.122459 -27.764097 53.122466 -27.764108
101014 32154 53.161709 -27.764105 53.161706 -27.764104
101015 32179 53.165054 -27.764126 53.165036 -27.764107
101016 32221 53.178112 -27.764213 53.178103 -27.764204
101017 32116 53.207107 -27.764229 53.207116 -27.764228
101018 32135 53.177059 -27.764355 53.177065 -27.764348
101019 32125 53.197166 -27.764284 53.197161 -27.764275
101020 32140 53.122059 -27.764370 53.122056 -27.764373
101021 32099 53.200069 -27.764318 53.200074 -27.764315
101022 32136 53.174469 -27.764400 53.174471 -27.764401
101023 32086 53.167217 -27.764370 53.167213 -27.764372
101024 32110 53.162567 -27.764383 53.162568 -27.764380
101025 32120 53.169487 -27.764379 53.169480 -27.764377
101026 32119 53.199226 -27.764385 53.199220 -27.764381
101027 32098 53.162750 -27.764406 53.162755 -27.764405
101028 32060 53.116241 -27.764547 53.116245 -27.764551
101029 32071 53.168636 -27.764585 53.168638 -27.764585
101031 31990 53.125980 -27.764704 53.125982 -27.764708
101032 32085 53.143036 -27.764593 53.143024 -27.764598
101034 31971 53.157234 -27.764612 53.157238 -27.764609
101035 32064 53.144275 -27.764625 53.144272 -27.764616
101036 32105 53.188064 -27.764667 53.188068 -27.764674
101037 32039 53.199882 -27.764644 53.199888 -27.764637
101038 32035 53.157745 -27.764719 53.157739 -27.764720
101039 32051 53.157566 -27.764702 53.157566 -27.764705
101040 31929 53.157596 -27.764931 53.157597 -27.764932
101041 32063 53.204059 -27.764761 53.204065 -27.764758
101042 32073 53.113914 -27.764812 53.113885 -27.764813
101043 31855 53.200928 -27.764934 53.200933 -27.764931
101044 32015 53.164367 -27.764803 53.164373 -27.764801
101045 32055 53.156151 -27.764826 53.156141 -27.764831
101046 30918 53.190101 -27.765203 53.190102 -27.765202
101047 32031 53.124588 -27.764866 53.124588 -27.764871
101048 31886 53.202820 -27.764976 53.202822 -27.764971
101049 32014 53.205250 -27.764950 53.205247 -27.764946
101052 32007 53.159778 -27.764959 53.159778 -27.764954
101053 31952 53.164924 -27.765116 53.164918 -27.765114
101054 32032 53.207565 -27.764974 53.207572 -27.764976
101055 31615 53.172233 -27.765095 53.172212 -27.765098
101056 31985 53.158893 -27.764995 53.158882 -27.764986
101057 32023 53.163189 -27.765060 53.163187 -27.765058
101058 31991 53.179043 -27.765072 53.179044 -27.765072
101059 31965 53.204933 -27.765087 53.204921 -27.765085
101060 32016 53.115619 -27.765173 53.115622 -27.765179
101061 32008 53.196686 -27.765190 53.196690 -27.765190
101062 31888 53.163860 -27.765312 53.163867 -27.765314
101063 31932 53.147606 -27.765222 53.147612 -27.765217
101064 31935 53.131832 -27.765281 53.131838 -27.765285
101065 31943 53.130661 -27.765304 53.130666 -27.765299
101066 31925 53.173710 -27.765302 53.173716 -27.765296
101067 31949 53.211231 -27.765312 53.211232 -27.765309
101068 31917 53.169205 -27.765306 53.169204 -27.765305
101069 31749 53.194618 -27.765554 53.194618 -27.765549
101070 31598 53.181190 -27.765674 53.181192 -27.765670
101071 31893 53.167564 -27.765411 53.167562 -27.765419
101072 31907 53.119152 -27.765760 53.119158 -27.765764
101073 31861 53.203140 -27.765674 53.203140 -27.765664
101074 31722 53.164448 -27.765848 53.164444 -27.765848
101075 31836 53.130157 -27.765734 53.130149 -27.765737
101076 31890 53.142654 -27.765728 53.142649 -27.765725
101077 31831 53.150875 -27.765840 53.150888 -27.765833
101078 31882 53.114456 -27.765831 53.114461 -27.765841
101080 31873 53.171764 -27.765838 53.171749 -27.765850
101081 31814 53.166733 -27.765861 53.166735 -27.765861
101082 31529 53.155411 -27.766069 53.155409 -27.766066
101083 31771 53.153168 -27.766163 53.153203 -27.766138
101084 30976 53.162853 -27.767158 53.162853 -27.767157
101085 31454 53.163849 -27.767132 53.163849 -27.767129
101086 31583 53.172619 -27.766996 53.172618 -27.766997
101087 31591 53.154156 -27.767031 53.154155 -27.767031
101088 31570 53.201946 -27.767055 53.201960 -27.767057
101089 31568 53.167286 -27.767126 53.167305 -27.767156
101090 31502 53.161789 -27.767252 53.161787 -27.767253
101091 31205 53.161495 -27.767616 53.161493 -27.767613
101093 31585 53.131920 -27.767273 53.131925 -27.767263
101095 31518 53.128300 -27.767439 53.128295 -27.767450
101096 31484 53.137214 -27.767399 53.137184 -27.767409
101097 31439 53.167488 -27.767454 53.167483 -27.767453
101098 31530 53.156586 -27.767519 53.156583 -27.767515
101099 31461 53.205757 -27.767387 53.205757 -27.767387
101100 31388 53.128517 -27.767717 53.128518 -27.767720
101101 31451 53.197723 -27.767761 53.197728 -27.767758
101102 31455 53.166702 -27.767755 53.166687 -27.767759
101103 31449 53.156383 -27.767826 53.156377 -27.767821
101104 31452 53.130771 -27.767858 53.130775 -27.767862
101105 31381 53.171760 -27.767792 53.171764 -27.767794
101106 31296 53.169937 -27.768335 53.169929 -27.768323
101107 31289 53.185299 -27.768196 53.185301 -27.768194
101108 31253 53.153126 -27.768177 53.153117 -27.768178
101109 31284 53.206322 -27.768175 53.206308 -27.768158
101110 30871 53.166324 -27.768583 53.166324 -27.768581
101111 31051 53.171520 -27.769142 53.171518 -27.769146
101112 31095 53.175377 -27.769174 53.175377 -27.769174
101113 31063 53.160179 -27.769302 53.160178 -27.769298
101114 31064 53.182400 -27.769201 53.182400 -27.769192
101115 31090 53.189350 -27.769266 53.189344 -27.769275
101116 31131 53.144916 -27.769298 53.144926 -27.769302
101117 31028 53.119617 -27.769350 53.119623 -27.769355
101118 31016 53.167183 -27.769323 53.167185 -27.769325
101119 31025 53.161701 -27.769348 53.161708 -27.769348
101120 31068 53.132656 -27.769464 53.132660 -27.769475
101121 31084 53.129326 -27.769516 53.129331 -27.769512
101122 30534 53.165569 -27.769790 53.165566 -27.769790
101123 31043 53.114643 -27.769501 53.114674 -27.769515
101124 31013 53.159378 -27.769502 53.159372 -27.769483
101125 31033 53.157039 -27.769512 53.157048 -27.769504
101126 31018 53.159723 -27.769544 53.159759 -27.769545
101127 31037 53.164680 -27.769565 53.164741 -27.769607
101128 30978 53.123798 -27.769604 53.123804 -27.769611
101129 31039 53.184906 -27.769743 53.184901 -27.769743
101130 31004 53.168011 -27.769705 53.168012 -27.769695
101131 31037 53.164806 -27.769665 53.164741 -27.769607
101132 30951 53.121883 -27.769817 53.121883 -27.769819
101133 30962 53.150654 -27.769703 53.150656 -27.769700
101134 30587 53.155933 -27.770071 53.155933 -27.770075
101135 31001 53.159527 -27.769897 53.159527 -27.769898
