# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1.5 catalog.
# figs_id threed_south_idv41 figs_ra figs_dec threed_ra threed_dec
200847 11656 53.281231 -27.855345 53.281227 -27.855350
200851 11657 53.265633 -27.855469 53.265636 -27.855471
200852 12226 53.254963 -27.853712 53.254967 -27.853722
200854 11743 53.250088 -27.855604 53.250095 -27.855598
200855 11838 53.281139 -27.855547 53.281139 -27.855539
200856 9962 53.284062 -27.856474 53.284061 -27.856476
200858 11710 53.276493 -27.855730 53.276493 -27.855722
200859 11755 53.291535 -27.855639 53.291538 -27.855642
200860 11625 53.265789 -27.855669 53.265789 -27.855669
200861 11568 53.273548 -27.855633 53.273552 -27.855625
200862 11644 53.288235 -27.855701 53.288235 -27.855701
200867 11556 53.264580 -27.855694 53.264587 -27.855690
200868 11649 53.275852 -27.855747 53.275852 -27.855747
200869 11939 53.280876 -27.855812 53.280876 -27.855810
200870 11581 53.272335 -27.855762 53.272331 -27.855761
200871 11536 53.266735 -27.856167 53.266735 -27.856171
200874 11595 53.256863 -27.855831 53.256882 -27.855833
200875 11571 53.234024 -27.855904 53.233963 -27.855909
200876 11512 53.236168 -27.855877 53.236156 -27.855894
200877 11923 53.293305 -27.855993 53.293308 -27.855997
200879 11768 53.292343 -27.856064 53.292343 -27.856064
200880 11444 53.292469 -27.856236 53.292469 -27.856230
200881 11509 53.290520 -27.856024 53.290524 -27.856026
200882 11794 53.250130 -27.856134 53.250134 -27.856136
200883 11712 53.249947 -27.856480 53.249954 -27.856537
200884 11524 53.274788 -27.856087 53.274796 -27.856087
200887 11843 53.291771 -27.856255 53.291779 -27.856255
200888 11541 53.254925 -27.856190 53.254929 -27.856199
200892 11490 53.288475 -27.856226 53.288486 -27.856228
200893 11482 53.291195 -27.856211 53.291199 -27.856213
200894 11396 53.296070 -27.856331 53.296070 -27.856331
200896 12129 53.289570 -27.853756 53.289574 -27.853762
200899 11494 53.291298 -27.856489 53.291302 -27.856487
200900 11557 53.261124 -27.856497 53.261120 -27.856508
200901 11387 53.234810 -27.856632 53.234791 -27.856647
200903 11633 53.265446 -27.856813 53.265453 -27.856812
200904 12490 53.262379 -27.853979 53.262383 -27.853979
200905 11503 53.291660 -27.856615 53.291668 -27.856613
200907 11771 53.292236 -27.856960 53.292236 -27.856911
200908 11372 53.264469 -27.856695 53.264481 -27.856695
200909 11518 53.261437 -27.856766 53.261433 -27.856766
200910 11321 53.257694 -27.856791 53.257698 -27.856796
200911 11342 53.293572 -27.856794 53.293571 -27.856796
200918 11416 53.265789 -27.856995 53.265789 -27.856993
200921 11302 53.296555 -27.856987 53.296555 -27.856970
200924 11266 53.263443 -27.857040 53.263451 -27.857039
200925 11379 53.257832 -27.857069 53.257835 -27.857092
200928 11231 53.295261 -27.857121 53.295265 -27.857128
200929 11230 53.297207 -27.857172 53.297188 -27.857159
200930 11275 53.236385 -27.857229 53.236340 -27.857235
200931 11240 53.249386 -27.857243 53.249386 -27.857244
200932 11297 53.260880 -27.857233 53.260876 -27.857231
200935 12271 53.285298 -27.853878 53.285297 -27.853880
200937 10110 53.286648 -27.857006 53.286652 -27.857008
200938 11359 53.254944 -27.857414 53.254951 -27.857412
200941 11309 53.258995 -27.857401 53.259006 -27.857409
200944 11245 53.266075 -27.857422 53.266064 -27.857409
200945 11264 53.252262 -27.857649 53.252270 -27.857649
200946 11157 53.264950 -27.857580 53.264954 -27.857582
200947 11282 53.266617 -27.857710 53.266621 -27.857683
200950 11223 53.258995 -27.857817 53.258999 -27.857817
200951 11194 53.264851 -27.857828 53.264851 -27.857826
200954 11111 53.277805 -27.857779 53.277802 -27.857777
200956 11246 53.276692 -27.857819 53.276691 -27.857819
200957 11193 53.288399 -27.857916 53.288403 -27.857918
200959 11097 53.260513 -27.857876 53.260513 -27.857876
200963 11175 53.250393 -27.858013 53.250393 -27.858015
200966 11062 53.294544 -27.857933 53.294548 -27.857941
200967 11034 53.284973 -27.857954 53.284969 -27.857952
200968 11237 53.290844 -27.858068 53.290848 -27.858070
200969 11229 53.290585 -27.858236 53.290585 -27.858236
200972 11061 53.283253 -27.858082 53.283257 -27.858082
200973 11199 53.275185 -27.858215 53.275200 -27.858198
200974 11325 53.261105 -27.858253 53.261108 -27.858257
200975 11206 53.252339 -27.858128 53.252354 -27.858114
200976 11334 53.294380 -27.858303 53.294380 -27.858307
200978 11002 53.255707 -27.858118 53.255756 -27.858114
200984 11009 53.250588 -27.858158 53.250591 -27.858154
200985 10991 53.248020 -27.858185 53.248024 -27.858187
200986 10992 53.254704 -27.858194 53.254711 -27.858192
200987 10980 53.276009 -27.858192 53.276005 -27.858191
200988 11107 53.280296 -27.858261 53.280293 -27.858265
200990 11057 53.277969 -27.858273 53.277973 -27.858274
200991 10974 53.285179 -27.858206 53.285183 -27.858204
200992 11103 53.291264 -27.858679 53.291225 -27.858698
200993 11027 53.288197 -27.858236 53.288200 -27.858231
200994 11162 53.292202 -27.858248 53.292202 -27.858252
200998 10989 53.293030 -27.858303 53.293034 -27.858303
200999 10964 53.259129 -27.858315 53.259129 -27.858313
201001 11045 53.275585 -27.858366 53.275578 -27.858370
201002 10945 53.238758 -27.858393 53.238731 -27.858398
201003 10969 53.256661 -27.858374 53.256668 -27.858376
201007 10938 53.276470 -27.858408 53.276470 -27.858412
201008 10962 53.251957 -27.858469 53.251968 -27.858475
201009 10930 53.249924 -27.858463 53.249924 -27.858463
201010 10994 53.258148 -27.858517 53.258152 -27.858509
201013 10917 53.277805 -27.858463 53.277813 -27.858461
201014 10910 53.264217 -27.858526 53.264217 -27.858526
201016 11173 53.282097 -27.858908 53.282101 -27.858908
201018 11050 53.285156 -27.858700 53.285160 -27.858688
201019 11065 53.283733 -27.858728 53.283737 -27.858730
201021 10881 53.263893 -27.858620 53.263893 -27.858614
201022 10882 53.258854 -27.858644 53.258858 -27.858644
201023 10901 53.252457 -27.858732 53.252457 -27.858730
201024 10893 53.246762 -27.858720 53.246780 -27.858730
