# ID  Field  RA  DEC  zspec  zphot  low_zphot_err  high_zphot_err  zg  low_zgrism_err  high_zgrism_err  zspz  low_zspz_err  high_zspz_err  NetSig  D4000  D4000_err  iABmag
74133     GOODS-S    53.1489575    -27.799680    0.665    0.67    0.00    0.00    0.88    0.04    0.03    0.67    0.00    0.00    1056.98    1.54    0.04    20.80
78710     GOODS-S    53.1491348    -27.792985    1.223    1.21    0.05    0.01    1.14    0.19    0.35    1.23    0.10    0.02    67.81     1.42    0.20    24.60
73333     GOODS-S    53.1498462    -27.803301    0.605    0.56    0.00    0.00    0.61    0.02    0.00    0.56    0.00    0.00    720.32    1.43    0.05    21.59
107836    GOODS-S    53.1501264    -27.739938    1.040    0.99    0.04    0.00    0.34    0.01    0.06    1.02    0.07    0.00    262.43    1.23    0.05    22.26
117180    GOODS-S    53.1507119    -27.716204    0.967    0.98    0.00    0.00    1.40    0.00    0.00    0.68    0.01    0.00    214.00    1.92    0.08    21.49
37429     GOODS-S    53.1508874    -27.868331    0.761    0.78    0.04    0.00    0.75    0.01    0.01    0.77    0.00    0.01    304.78    1.60    0.07    21.71
57446     GOODS-S    53.1521569    -27.835112    0.989    0.73    0.00    0.01    0.43    0.04    0.16    0.71    0.03    0.01    466.03    1.15    0.04    21.59
96844     GOODS-S    53.1523301    -27.761868    0.710    0.41    0.01    0.00    0.31    0.01    0.23    0.31    0.01    0.01    165.48    1.27    0.07    23.33
103146    GOODS-S    53.1527857    -27.750513    1.019    0.98    0.02    0.03    1.01    0.00    0.01    1.01    0.00    0.01    76.02     1.72    0.19    24.21
108795    GOODS-S    53.1529810    -27.735115    0.665    0.75    0.00    0.00    1.49    0.01    0.00    0.75    0.00    0.00    351.36    1.31    0.05    21.96
17024     GOODS-S    53.1533697    -27.913962    0.661    0.67    0.02    0.00    0.41    0.05    0.13    0.67    0.01    0.00    278.36    1.18    0.05    22.19
95997     GOODS-S    53.1537600    -27.763753    0.765    0.69    0.15    0.05    0.56    0.26    0.84    0.66    0.10    0.11    45.93     1.37    0.30    25.13
90546     GOODS-S    53.1549743    -27.768908    1.050    1.06    0.00    0.00    1.09    0.01    0.01    1.06    0.00    0.00    577.57    1.77    0.07    21.86
76094     GOODS-S    53.1554484    -27.791484    0.710    0.66    0.00    0.00    0.92    0.04    0.00    0.65    0.03    0.00    1269.14    1.44    0.04    20.30
112448    GOODS-S    53.1554831    -27.726190    0.660    0.66    0.01    0.00    0.95    0.15    0.01    0.66    0.01    0.00    371.84    1.53    0.07    21.85
109967    GOODS-S    53.1558608    -27.735275    1.017    1.06    0.08    0.01    1.01    0.01    0.03    1.05    0.07    0.02    147.74    1.38    0.08    23.01
70232     GOODS-S    53.1564022    -27.810814    0.665    0.68    0.00    0.00    0.37    0.06    0.12    0.67    0.04    0.00    726.89    1.16    0.03    20.98
51356     GOODS-S    53.1566795    -27.843269    0.628    0.57    0.00    0.00    0.45    0.10    1.04    0.58    0.00    0.00    427.14    1.21    0.04    21.57
108987    GOODS-S    53.1570855    -27.737865    1.215    1.36    0.02    0.03    1.13    0.82    0.36    1.10    0.08    0.03    76.98     1.25    0.20    23.48
33294     GOODS-S    53.1586671    -27.880188    1.035    0.99    0.01    0.00    0.96    0.01    0.01    1.01    0.00    0.00    176.43    1.15    0.06    23.49
106649    GOODS-S    53.1587815    -27.742386    1.190    1.17    0.00    0.00    1.20    0.01    0.01    1.18    0.00    0.01    150.54    1.61    0.11    22.96
34128     GOODS-S    53.1589571    -27.877881    0.734    0.67    0.01    0.01    0.54    0.24    0.33    0.66    0.01    0.01    228.19    1.32    0.06    22.83
103037    GOODS-S    53.1594073    -27.748641    0.666    0.67    0.00    0.02    0.64    0.00    0.03    0.67    0.00    0.00    385.98    1.76    0.08    21.72
23407     GOODS-S    53.1594748    -27.898455    0.690    0.62    0.00    0.03    0.68    0.00    0.06    0.65    0.00    0.02    350.54    1.46    0.07    22.09
52774     GOODS-S    53.1598218    -27.841340    0.629    0.63    0.00    0.00    0.32    0.02    0.05    0.61    0.02    0.01    505.41    1.18    0.04    21.61
48650     GOODS-N    189.2090322    62.204725    0.906    0.93    0.00    0.02    1.11    0.12    0.02    0.93    0.00    0.02    293.92    1.49    0.06    22.57
53708     GOODS-N    189.2094343    62.212731    0.681    0.67    0.00    0.00    0.68    0.01    0.25    0.67    0.00    0.00    501.56    1.60    0.06    21.50
42119     GOODS-N    189.2095962    62.190913    0.954    0.93    0.00    0.01    1.48    0.01    0.01    0.88    0.02    0.06    152.40    1.29    0.08    22.57
69850     GOODS-N    189.2097716    62.238518    0.818    0.73    0.02    0.06    0.46    0.08    0.25    0.71    0.00    0.03    100.30    1.14    0.10    23.21
37044     GOODS-N    189.2136461    62.181028    1.226    1.25    0.04    0.04    1.20    0.01    0.01    1.26    0.10    0.02    88.27     1.77    0.18    24.01
94851     GOODS-N    189.2148947    62.283940    0.955    0.89    0.01    0.02    0.94    0.11    0.01    0.89    0.01    0.01    82.39     1.22    0.11    23.43
62719     GOODS-N    189.2165408    62.225615    0.961    0.95    0.00    0.00    0.94    0.01    0.00    0.94    0.00    0.01    157.73    1.42    0.08    23.23
38212     GOODS-N    189.2169023    62.183097    0.954    0.93    0.01    0.01    0.36    0.02    0.03    0.94    0.01    0.01    126.20    1.48    0.10    23.18
52097     GOODS-N    189.2170311    62.207323    1.224    1.16    0.00    0.02    1.13    0.12    0.18    1.15    0.01    0.03    71.03     1.62    0.23    24.30
79426     GOODS-N    189.2179819    62.260341    0.939    0.93    0.00    0.01    0.96    0.02    0.00    0.95    0.02    0.00    285.63    1.68    0.07    22.15
67582     GOODS-N    189.2202524    62.234699    1.014    0.99    0.27    0.50    0.34    0.03    0.77    1.00    0.27    0.49    139.62    1.22    0.09    23.25
94097     GOODS-N    189.2203911    62.281966    0.761    0.80    0.05    0.04    0.78    0.08    0.01    0.77    0.01    0.01    101.45    1.16    0.09    23.79
75267     GOODS-N    189.2208937    62.252423    0.938    0.93    0.00    0.00    0.99    0.05    0.02    0.94    0.00    0.00    282.91    1.70    0.07    22.27
39801     GOODS-N    189.2217308    62.188003    0.938    0.94    0.02    0.03    1.02    0.01    0.01    0.94    0.03    0.03    333.14    1.41    0.05    21.78
54598     GOODS-N    189.2245564    62.215020    0.642    0.64    0.02    0.03    0.61    0.16    0.01    0.64    0.02    0.02    694.02    1.36    0.04    20.98
85491     GOODS-N    189.2247125    62.268616    0.850    0.95    0.01    0.00    0.51    0.01    0.20    0.84    0.00    0.00    212.08    1.13    0.05    22.73
65833     GOODS-N    189.2253789    62.231777    0.850    0.83    0.02    0.01    0.33    0.02    0.01    0.84    0.04    0.01    212.70    1.32    0.06    22.51
78300     GOODS-N    189.2256455    62.254197    0.849    0.83    0.01    0.13    0.49    0.02    0.01    0.81    0.01    0.00    250.04    1.18    0.05    22.77
91800     GOODS-N    189.2262114    62.281970    0.942    0.92    0.04    0.00    0.93    0.01    0.00    0.92    0.00    0.00    271.82    1.66    0.07    22.39
58084     GOODS-N    189.2297950    62.217689    0.955    0.95    0.00    0.00    0.96    0.01    0.01    0.96    0.01    0.00    133.67    1.77    0.12    23.78
97070     GOODS-N    189.2308114    62.288324    0.941    0.90    0.00    0.20    0.96    0.01    0.00    0.89    0.00    0.21    127.94    1.41    0.10    23.59
57792     GOODS-N    189.2310375    62.219798    0.955    0.94    0.00    0.00    0.94    0.01    0.00    0.94    0.00    0.00    296.22    1.69    0.07    22.41
65022     GOODS-N    189.2313299    62.231529    1.145    1.03    0.03    0.01    1.11    0.02    0.01    1.09    0.07    0.02    163.89    1.26    0.08    22.75
52460     GOODS-N    189.2315221    62.212656    0.791    0.81    0.00    0.00    0.36    0.03    0.01    0.78    0.00    0.02    315.63    1.37    0.05    21.99
81513     GOODS-N    189.2327902    62.259489    0.850    0.84    0.01    0.02    0.71    0.18    0.18    0.83    0.01    0.02    94.80     1.44    0.13    24.02
50799     GOODS-N    189.2360180    62.205595    0.954    0.96    0.00    0.00    0.96    0.00    0.02    0.96    0.00    0.00    219.24    1.65    0.07    22.68
55935     GOODS-N    189.2363417    62.214606    1.231    1.12    0.01    0.01    1.18    0.01    0.01    1.11    0.01    0.01    80.20     1.48    0.18    24.19
77927     GOODS-N    189.2379471    62.253144    0.849    0.83    0.01    0.01    0.37    0.07    0.41    0.83    0.00    0.01    143.19    1.33    0.08    23.39
84001     GOODS-N    189.2388180    62.266877    0.940    0.83    0.04    0.06    0.94    0.01    0.11    0.94    0.01    0.03    81.43     1.41    0.15    23.42
44286     GOODS-N    189.2395284    62.193104    1.013    0.98    0.00    0.01    0.94    0.03    0.02    0.97    0.03    0.00    151.54    1.17    0.07    23.24
74987     GOODS-N    189.2407802    62.248600    0.849    0.92    0.00    0.00    0.98    0.17    0.01    0.92    0.04    0.01    293.54    1.36    0.05    22.12
44746     GOODS-N    189.2420311    62.193817    0.680    0.73    0.02    0.01    0.46    0.05    0.00    0.68    0.00    0.00    193.01    1.11    0.06    23.11
90536     GOODS-N    189.2420607    62.277510    1.017    1.04    0.00    0.00    1.03    0.01    0.00    1.03    0.00    0.00    278.02    1.78    0.07    22.57
103139    GOODS-N    189.2447370    62.299235    0.942    0.92    0.00    0.00    0.92    0.01    0.07    0.92    0.01    0.00    222.05    1.45    0.07    22.87
70787     GOODS-N    189.2451694    62.243034    0.678    0.85    0.03    0.02    0.39    0.01    0.37    0.84    0.03    0.02    778.78    1.38    0.04    20.73
105095    GOODS-N    189.2455451    62.302763    0.943    0.92    0.03    0.03    0.30    0.00    0.05    0.89    0.06    0.01    150.85    1.18    0.07    23.15
47561     GOODS-N    189.2458031    62.202469    0.852    0.91    0.05    0.00    0.96    0.11    0.08    0.91    0.03    0.01    339.30    1.44    0.05    21.95
99452     GOODS-N    189.2495025    62.293273    0.660    0.64    0.00    0.01    0.41    0.04    0.07    0.61    0.04    0.03    541.65    1.21    0.04    21.62
89573     GOODS-N    189.2496182    62.274447    1.012    0.95    0.00    0.11    1.06    0.03    0.01    0.95    0.00    0.18    136.31    1.76    0.12    23.27
85920     GOODS-N    189.2502329    62.268303    1.014    0.96    0.00    0.00    0.98    0.01    0.00    0.98    0.01    0.00    274.63    1.31    0.05    22.33
86439     GOODS-N    189.2517898    62.268030    0.941    0.85    0.02    0.05    0.34    0.01    0.60    0.91    0.02    0.02    79.98     1.41    0.14    23.91
98131     GOODS-N    189.2542330    62.291574    0.710    0.73    0.00    0.00    0.70    0.00    0.02    0.72    0.00    0.01    739.18    1.68    0.05    21.54
71893     GOODS-N    189.2549969    62.241894    0.839    0.85    0.02    0.06    0.47    0.17    1.02    0.81    0.00    0.01    75.06     1.18    0.12    23.75
107010    GOODS-N    189.2552092    62.306395    0.942    0.93    0.04    0.00    0.33    0.02    0.62    0.90    0.00    0.00    270.77    1.13    0.05    22.42
41945     GOODS-N    189.2564439    62.191325    0.778    0.83    0.01    0.05    0.36    0.04    0.01    0.82    0.02    0.04    487.92    1.25    0.05    21.50
46765     GOODS-N    189.2579665    62.197271    1.020    0.96    0.01    0.01    0.99    0.01    0.01    0.99    0.05    0.01    92.69     1.14    0.10    23.87
77103     GOODS-N    189.2580853    62.252898    0.938    0.89    0.00    0.00    0.35    0.02    0.01    0.91    0.06    0.00    265.21    1.30    0.05    22.00
78354     GOODS-N    189.2587331    62.254839    0.745    0.82    0.02    0.01    0.49    0.19    0.38    0.72    0.07    0.05    120.91    1.26    0.09    23.32
105455    GOODS-N    189.2603162    62.305642    0.767    0.77    0.01    0.01    0.50    0.20    0.26    0.75    0.01    0.01    258.67    1.36    0.06    22.58
101785    GOODS-N    189.2603805    62.297084    1.018    0.99    0.00    0.01    0.99    0.00    0.00    0.98    0.00    0.01    275.89    1.18    0.05    22.55
48397     GOODS-N    189.2609274    62.204579    1.226    1.17    0.06    0.03    1.42    0.28    0.02    1.16    0.05    0.05    117.41    1.49    0.12    23.49
93907     GOODS-N    189.2616602    62.282144    1.019    0.99    0.02    0.00    1.48    0.02    0.01    0.97    0.01    0.04    297.39    1.41    0.06    23.17
92570     GOODS-N    189.2638248    62.279586    0.744    0.97    0.02    0.01    0.42    0.01    0.02    0.96    0.00    0.01    335.65    1.15    0.04    22.42
102886    GOODS-N    189.2677677    62.300502    0.639    0.66    0.01    0.02    0.74    0.40    0.01    0.65    0.01    0.08    125.11    1.39    0.18    23.32
89655     GOODS-N    189.2711131    62.274348    1.121    1.04    0.01    0.01    1.06    0.02    0.02    1.06    0.01    0.01    141.73    1.11    0.08    23.36
109851    GOODS-N    189.2711498    62.312059    0.875    0.90    0.01    0.03    0.33    0.03    1.14    0.88    0.02    0.01    141.76    1.28    0.08    23.29
112339    GOODS-N    189.2730568    62.314237    0.856    1.22    0.08    0.02    1.49    0.41    0.00    1.24    0.06    0.00    132.44    1.19    0.10    23.44
112002    GOODS-N    189.2731624    62.313660    0.857    0.92    0.10    0.10    1.03    0.01    0.46    1.02    0.19    0.08    166.12    1.45    0.09    23.66
106613    GOODS-N    189.2741667    62.304796    0.855    0.91    0.01    0.03    0.55    0.25    0.94    0.89    0.01    0.01    122.25    1.14    0.07    23.52
105048    GOODS-N    189.2771661    62.305090    0.856    0.83    0.00    0.02    0.85    0.01    0.29    0.85    0.01    0.00    235.86    1.58    0.07    22.88
99579     GOODS-N    189.2778410    62.293851    1.144    1.02    0.03    0.01    0.37    0.02    0.79    1.06    0.01    0.01    188.40    1.16    0.07    22.75
88929     GOODS-N    189.2792124    62.274477    0.943    0.95    0.00    0.01    0.93    0.00    0.01    0.94    0.00    0.01    197.35    1.78    0.10    22.82
86854     GOODS-N    189.2822288    62.271106    0.940    0.95    0.01    0.00    1.03    0.01    0.11    0.96    0.02    0.01    398.34    1.50    0.05    21.85
85422     GOODS-N    189.2827329    62.268248    0.936    0.93    0.00    0.01    0.99    0.00    0.01    0.93    0.00    0.00    437.05    1.45    0.05    21.53
91474     GOODS-N    189.2850939    62.277525    1.222    1.13    0.00    0.01    1.15    0.00    0.01    1.15    0.00    0.01    98.78     1.32    0.19    23.59
109801    GOODS-N    189.2890067    62.309933    0.851    0.81    0.03    0.02    0.30    0.00    0.01    0.79    0.00    0.02    170.70    1.25    0.06    23.26
109170    GOODS-N    189.2956885    62.309360    0.631    0.69    0.01    0.01    0.64    0.01    0.02    0.66    0.00    0.00    308.04    1.80    0.10    22.79
117828    GOODS-N    189.2958433    62.324542    1.145    1.17    0.00    0.00    1.22    0.09    0.01    1.13    0.00    0.00    371.34    1.51    0.07    22.00
94085     GOODS-N    189.2999221    62.283150    1.142    1.03    0.02    0.01    1.12    0.02    0.02    1.04    0.02    0.00    360.69    1.33    0.05    22.77
97904     GOODS-N    189.3000232    62.290841    0.681    0.68    0.00    0.00    0.36    0.06    1.13    0.67    0.03    0.01    488.29    1.17    0.04    21.68
82986     GOODS-N    189.3028992    62.262840    0.936    0.97    0.04    0.00    0.31    0.01    0.01    0.94    0.03    0.03    366.57    1.22    0.04    22.11
86999     GOODS-N    189.3033036    62.271670    0.851    0.83    0.01    0.00    0.89    0.07    0.00    0.89    0.00    0.00    363.46    1.35    0.05    22.34
105709    GOODS-N    189.3056225    62.304234    1.082    0.99    0.01    0.02    1.07    0.04    0.08    1.07    0.04    0.00    136.82    1.27    0.10    23.31
121439    GOODS-N    189.3093396    62.332923    0.888    0.91    0.03    0.02    1.27    0.18    0.08    0.93    0.05    0.00    974.50    1.26    0.04    22.64
116636    GOODS-N    189.3095285    62.320093    1.224    1.04    0.02    0.03    1.19    0.02    0.03    1.11    0.01    0.01    98.01     1.47    0.16    23.84
79587     GOODS-N    189.3103218    62.258285    0.857    0.84    0.00    0.00    0.87    0.01    0.01    0.83    0.00    0.01    275.63    1.81    0.09    22.26
90557     GOODS-N    189.3143761    62.275709    0.852    0.83    0.00    0.01    0.59    0.29    0.02    0.79    0.00    0.01    271.02    1.17    0.05    22.61
117385    GOODS-N    189.3155191    62.321239    1.224    1.13    0.04    0.01    1.14    0.01    0.01    1.14    0.01    0.01    120.03    1.11    0.13    23.95
114275    GOODS-N    189.3170025    62.316902    1.027    0.97    0.00    0.01    0.93    0.00    0.01    0.94    0.00    0.03    169.77    1.12    0.06    23.48
98209     GOODS-N    189.3194843    62.292583    1.146    1.49    0.06    0.00    1.47    0.00    0.02    1.49    0.06    0.00    286.62    1.22    0.05    22.64
107263    GOODS-N    189.3201245    62.306652    0.839    0.91    0.00    0.00    1.33    0.06    0.16    0.84    0.00    0.00    264.20    1.36    0.07    22.77
103094    GOODS-N    189.3215519    62.301278    0.972    0.96    0.03    0.01    0.46    0.11    0.01    0.94    0.03    0.02    184.73    1.34    0.07    22.61
86522     GOODS-N    189.3232826    62.268957    0.710    0.68    0.00    0.02    0.50    0.05    0.99    0.64    0.02    0.08    269.71    1.18    0.05    22.86
84715     GOODS-N    189.3234267    62.265232    0.805    0.71    0.01    0.11    1.26    0.09    0.09    0.76    0.02    0.22    191.27    1.19    0.07    23.91
112486    GOODS-N    189.3236425    62.314013    0.835    0.92    0.02    0.05    0.49    0.02    0.02    0.81    0.00    0.01    123.66    1.13    0.08    23.66
119764    GOODS-N    189.3263534    62.327299    1.225    1.30    0.03    0.03    1.31    0.10    0.09    1.22    0.11    0.10    82.39     1.56    0.25    24.20
95449     GOODS-N    189.3288829    62.287190    0.935    0.88    0.06    0.07    0.36    0.06    1.13    0.89    0.00    0.01    105.59    1.15    0.09    23.24
98420     GOODS-N    189.3300095    62.291136    1.200    1.13    0.13    0.03    1.12    0.02    0.04    1.12    0.04    0.03    109.52    1.25    0.14    23.85
120726    GOODS-N    189.3316295    62.330061    0.778    0.82    0.03    0.01    0.35    0.05    0.27    0.77    0.06    0.01    169.07    1.24    0.07    23.15
81269     GOODS-N    189.3327660    62.258972    0.842    0.95    0.16    0.02    1.47    0.02    0.02    0.79    0.05    0.02    175.66    1.12    0.07    23.35
118642    GOODS-N    189.3352811    62.325305    0.836    0.83    0.06    0.00    0.37    0.03    0.06    0.78    0.05    0.00    212.96    1.23    0.06    22.48
89845     GOODS-N    189.3358390    62.274894    0.840    0.83    0.01    0.00    0.37    0.07    0.28    0.82    0.05    0.01    312.40    1.28    0.05    21.76
113696    GOODS-N    189.3371364    62.317026    0.747    0.93    0.07    0.01    0.33    0.03    1.16    0.92    0.08    0.03    117.12    1.29    0.11    23.63
121302    GOODS-N    189.3372338    62.332220    0.778    0.76    0.02    0.00    0.30    0.00    0.30    0.72    0.01    0.01    311.43    1.25    0.05    22.16
82816     GOODS-N    189.3380698    62.262313    0.778    0.82    0.00    0.01    0.70    0.09    0.02    0.78    0.00    0.01    154.46    1.20    0.07    22.69
80987     GOODS-N    189.3423963    62.258581    0.772    0.93    0.01    0.01    0.76    0.44    0.13    0.76    0.00    0.00    75.99     1.28    0.13    23.71
81336     GOODS-N    189.3431863    62.262050    0.938    0.92    0.00    0.00    0.94    0.00    0.00    0.92    0.00    0.01    199.44    1.81    0.09    22.38
93239     GOODS-N    189.3436071    62.280933    0.841    0.85    0.03    0.02    0.81    0.04    0.04    0.84    0.04    0.01    171.31    1.35    0.07    22.75
119345    GOODS-N    189.3451894    62.326802    0.839    0.75    0.02    0.01    0.79    0.05    0.04    0.76    0.00    0.03    229.18    1.11    0.05    22.64
119723    GOODS-N    189.3504106    62.327519    0.804    0.98    0.00    0.00    0.48    0.01    0.01    0.95    0.25    0.11    292.28    1.16    0.04    22.82
89112     GOODS-N    189.3512440    62.275530    0.852    0.91    0.00    0.01    0.31    0.01    0.01    0.89    0.02    0.02    296.18    1.25    0.05    22.13
111648    GOODS-N    189.3538023    62.312340    1.224    1.14    0.01    0.03    1.12    0.02    0.08    1.18    0.02    0.01    137.36    1.13    0.11    23.61
88347     GOODS-N    189.3539121    62.273490    0.709    0.59    0.02    0.01    0.45    0.15    1.04    0.57    0.02    0.04    127.94    1.23    0.09    23.50
109592    GOODS-N    189.3562126    62.313886    0.841    0.83    0.01    0.00    0.84    0.10    0.01    0.83    0.03    0.01    658.94    1.34    0.04    20.98
127420    GOODS-N    189.3570418    62.349206    1.083    1.00    0.00    0.00    1.02    0.00    0.00    0.99    0.00    0.00    328.55    1.15    0.05    22.64
96475     GOODS-N    189.3574708    62.287353    0.915    0.92    0.00    0.00    0.77    0.01    0.01    0.92    0.09    0.00    216.75    1.27    0.06    22.66
95024     GOODS-N    189.3590094    62.285243    0.778    0.73    0.02    0.02    0.74    0.01    0.00    0.74    0.01    0.00    193.82    1.28    0.07    22.77
92108     GOODS-N    189.3597889    62.279739    1.183    1.11    0.03    0.02    1.12    0.00    0.05    1.12    0.01    0.04    138.73    1.21    0.09    23.72
119879    GOODS-N    189.3599907    62.329089    1.010    1.00    0.00    0.00    1.00    0.00    0.01    1.00    0.00    0.00    284.78    1.77    0.07    22.50
119616    GOODS-N    189.3631438    62.327969    1.010    0.94    0.06    0.03    0.39    0.04    1.10    1.01    0.10    0.02    82.46     1.32    0.15    23.94
98997     GOODS-N    189.3637473    62.293080    1.011    0.95    0.02    0.02    1.01    0.07    0.04    0.95    0.01    0.01    143.34    1.35    0.08    23.12
96423     GOODS-N    189.3643627    62.287230    0.778    0.85    0.00    0.13    0.37    0.01    1.12    0.83    0.00    0.19    191.74    1.21    0.06    22.69
121232    GOODS-N    189.3648261    62.332437    0.855    0.74    0.04    0.02    0.77    0.01    0.01    0.77    0.01    0.00    122.17    1.24    0.08    23.37
125086    GOODS-N    189.3660802    62.342984    1.148    1.12    0.01    0.00    1.15    0.01    0.00    1.13    0.00    0.00    242.15    1.70    0.08    23.00
123476    GOODS-N    189.3758964    62.342342    0.634    0.64    0.02    0.01    0.47    0.14    0.03    0.63    0.05    0.01    611.24    1.23    0.04    21.00
117153    GOODS-N    189.3762979    62.321320    0.836    0.83    0.04    0.03    0.64    0.01    0.09    0.79    0.01    0.02    107.77    1.23    0.09    23.05
107152    GOODS-N    189.3790634    62.305686    1.012    0.95    0.04    0.02    1.47    0.43    0.02    1.00    0.01    0.01    252.11    1.30    0.06    23.15
108448    GOODS-N    189.3793856    62.308392    1.199    1.08    0.01    0.01    1.13    0.01    0.11    1.13    0.01    0.02    326.05    1.36    0.06    23.32
94231     GOODS-N    189.3795897    62.287426    1.013    0.98    0.05    0.01    1.09    0.03    0.03    0.99    0.05    0.01    358.40    1.43    0.05    21.94
122616    GOODS-N    189.3817051    62.335724    1.153    1.03    0.01    0.03    1.15    0.02    0.03    1.15    0.01    0.01    96.93     1.28    0.15    23.30
93364     GOODS-N    189.3841570    62.282941    0.975    0.96    0.05    0.00    1.10    0.07    0.07    0.95    0.04    0.02    761.60    1.42    0.04    21.63
125098    GOODS-N    189.3846421    62.342237    1.223    1.21    0.00    0.00    1.30    0.00    0.00    1.23    0.00    0.00    319.61    1.99    0.09    22.96
118148    GOODS-N    189.3873210    62.323195    0.936    0.92    0.03    0.01    0.36    0.06    0.01    0.82    0.01    0.04    150.37    1.16    0.07    23.27
124386    GOODS-N    189.3902768    62.344510    0.841    0.86    0.02    0.01    0.93    0.10    0.04    0.86    0.06    0.02    222.50    1.49    0.07    22.80
123538    GOODS-N    189.3931748    62.341860    0.938    0.93    0.00    0.00    1.05    0.12    0.06    0.93    0.00    0.01    385.52    1.59    0.06    21.93
96098     GOODS-N    189.3939587    62.289808    0.641    0.83    0.00    0.05    1.00    0.02    0.02    0.83    0.00    0.13    552.13    1.37    0.05    20.86
117825    GOODS-N    189.3957805    62.323567    0.634    0.58    0.00    0.00    0.61    0.22    0.11    0.61    0.02    0.00    490.62    1.27    0.04    21.77
122560    GOODS-N    189.3970214    62.335577    1.083    1.07    0.01    0.00    1.06    0.05    0.09    1.07    0.03    0.00    389.61    1.19    0.04    22.06
114628    GOODS-N    189.3971628    62.321637    0.836    0.88    0.00    0.02    0.99    0.01    0.01    0.88    0.02    0.00    541.75    1.40    0.04    21.45
120498    GOODS-N    189.3974034    62.329535    1.147    1.14    0.00    0.09    1.49    0.22    0.00    1.22    0.00    0.02    111.17    1.54    0.13    24.09
123290    GOODS-N    189.3980521    62.338414    1.142    1.16    0.05    0.00    1.14    0.09    0.02    1.16    0.05    0.01    165.23    1.37    0.08    22.87
97879     GOODS-N    189.3980533    62.301465    0.840    0.85    0.04    0.00    1.49    0.01    0.00    0.84    0.03    0.00    586.22    1.37    0.05    20.73
123811    GOODS-N    189.3980841    62.341783    0.681    0.65    0.01    0.01    0.47    0.06    0.30    0.64    0.02    0.01    310.64    1.29    0.05    22.06
122855    GOODS-N    189.3990766    62.335984    1.082    1.04    0.01    0.01    0.99    0.62    0.10    1.06    0.05    0.00    172.91    1.17    0.07    23.51
117715    GOODS-N    189.4000044    62.322069    1.026    0.96    0.03    0.05    1.16    0.13    0.33    0.98    0.07    0.07    100.71    1.33    0.13    24.26
97147     GOODS-N    189.4000646    62.290546    0.709    0.71    0.00    0.00    0.70    0.00    0.23    0.69    0.03    0.02    462.18    1.53    0.06    21.49
113700    GOODS-N    189.4055414    62.315743    1.085    1.02    0.02    0.04    1.10    0.11    0.39    1.07    0.07    0.03    85.51     1.30    0.15    24.23
95002     GOODS-N    189.4097481    62.288231    0.880    0.90    0.00    0.00    0.88    0.01    0.02    0.89    0.01    0.00    205.49    1.76    0.10    22.13
125963    GOODS-N    189.4135715    62.349900    0.837    1.49    0.23    0.00    0.33    0.01    0.79    1.49    0.23    0.00    995.43    1.11    0.03    20.50
112509    GOODS-N    189.4184551    62.314892    0.955    1.01    0.06    0.01    1.46    0.09    0.03    1.00    0.06    0.03    141.09    1.36    0.09    23.03
122267    GOODS-N    189.4193151    62.335444    0.741    0.70    0.00    0.01    0.44    0.06    0.08    0.70    0.01    0.00    214.75    1.18    0.05    22.77
117087    GOODS-N    189.4419188    62.321199    1.012    1.00    0.05    0.02    0.84    0.18    0.16    1.00    0.08    0.02    50.91     1.27    0.20    23.50
126406    GOODS-S    53.0221164    -27.701411    0.861    0.90    0.02    0.02    1.40    0.30    0.01    0.96    0.01    0.02    176.41    1.12    0.09    23.75
125952    GOODS-S    53.0335122    -27.701204    1.042    1.00    0.02    0.01    1.29    0.19    0.06    1.01    0.01    0.07    227.76    1.36    0.07    23.36
126478    GOODS-S    53.0351877    -27.696088    0.730    0.71    0.00    0.00    1.07    0.03    0.04    0.65    0.01    0.00    656.87    1.21    0.04    21.94
122722    GOODS-S    53.0355561    -27.704930    0.730    0.71    0.00    0.00    1.04    0.01    0.01    0.73    0.02    0.00    751.82    1.47    0.05    21.27
112617    GOODS-S    53.0393961    -27.726626    1.023    1.01    0.01    0.01    0.97    0.02    0.01    1.02    0.05    0.01    84.58     1.50    0.14    23.37
121733    GOODS-S    53.0399146    -27.711628    0.683    0.68    0.02    0.02    0.67    0.00    0.00    0.67    0.00    0.00    171.17    1.15    0.07    23.38
117725    GOODS-S    53.0404348    -27.713365    0.735    0.71    0.06    0.06    1.02    0.02    0.02    0.72    0.07    0.03    701.90    1.47    0.05    20.86
113298    GOODS-S    53.0418275    -27.725868    1.010    1.00    0.00    0.00    1.01    0.00    0.01    1.01    0.01    0.00    345.89    1.83    0.07    22.16
111030    GOODS-S    53.0425693    -27.733020    1.058    1.03    0.04    0.03    0.74    0.39    0.27    0.94    0.01    0.14    47.18     1.23    0.20    24.66
111741    GOODS-S    53.0454611    -27.728629    0.998    1.00    0.02    0.03    1.10    0.01    0.02    1.00    0.01    0.03    330.77    1.47    0.05    21.61
114657    GOODS-S    53.0456393    -27.724930    1.215    1.22    0.07    0.02    1.19    0.01    0.00    1.22    0.07    0.02    198.59    1.31    0.08    22.99
117632    GOODS-S    53.0471377    -27.709112    0.607    0.58    0.02    0.01    0.34    0.02    0.01    0.56    0.03    0.00    885.11    1.21    0.04    20.68
126415    GOODS-S    53.0474116    -27.701823    0.733    0.93    0.05    0.01    0.76    0.27    0.01    0.81    0.00    0.01    63.59     1.77    0.33    24.17
