# pearsid field ra dec specz specz_source specz_qual imag
122616 GOODS-N 189.381705 62.335724 1.1530 Barger_K Z 23.30
127073 GOODS-N 189.382344 62.349819 0.7411 Barger_K Z 23.16
110727 GOODS-N 189.382732 62.311504 1.0855 Barger_UV Z 23.27
96426 GOODS-N 189.383138 62.286177 0.6342 Barger_ACS Z 25.04
93364 GOODS-N 189.384157 62.282941 0.9750 Barger_K Z 21.63
125098 GOODS-N 189.384642 62.342237 1.2230 Barger_K Z 22.96
101185 GOODS-N 189.387203 62.295244 0.7718 Barger_ACS Z 23.62
118148 GOODS-N 189.387321 62.323195 0.9365 Barger_ACS Z 23.27
119191 GOODS-N 189.388569 62.326688 1.0596 Barger_ACS Z 23.00
124386 GOODS-N 189.390277 62.344510 0.8411 Wirth_2004 4 22.80
123538 GOODS-N 189.393175 62.341860 0.9376 Wirth_2004 4 21.93
96098 GOODS-N 189.393959 62.289808 0.6407 Cooper_201 4 20.86
117825 GOODS-N 189.395781 62.323567 0.6342 Barger_UV Z 21.77
122560 GOODS-N 189.397021 62.335577 1.0830 Barger_24m Z 22.06
114628 GOODS-N 189.397163 62.321637 0.8357 MOSDEF 4 21.45
120498 GOODS-N 189.397403 62.329535 1.1470 Barger_24m Z 24.09
123290 GOODS-N 189.398052 62.338414 1.1420 Wirth_2004 4 22.87
97879 GOODS-N 189.398053 62.301465 0.8400 Barger_24m Z 20.73
123811 GOODS-N 189.398084 62.341783 0.6813 Wirth_2004 4 22.06
122855 GOODS-N 189.399077 62.335984 1.0820 Barger_ACS Z 23.51
117715 GOODS-N 189.400004 62.322069 1.0264 Barger_K Z 24.26
97147 GOODS-N 189.400065 62.290546 0.7092 Barger_ACS Z 21.49
113700 GOODS-N 189.405541 62.315743 1.0850 Barger_K Z 24.23
95002 GOODS-N 189.409748 62.288231 0.8797 Barger_ACS Z 22.13
125963 GOODS-N 189.413571 62.349900 0.8370 Barger_24m Z 20.50
112509 GOODS-N 189.418455 62.314892 0.9549 Wirth_2004 3 23.03
117046 GOODS-N 189.419015 62.321382 1.1523 Barger_K Z 22.99
104616 GOODS-N 189.419148 62.302836 1.0306 Wirth_2004 4 22.78
122267 GOODS-N 189.419315 62.335444 0.7413 Wirth_2004 4 22.77
116976 GOODS-N 189.419765 62.322217 1.2246 Barger_K Z 23.35
122305 GOODS-N 189.430165 62.334154 0.7413 Wirth_2004 4 23.30
120374 GOODS-N 189.438753 62.332669 1.2000 Wirth_2004 4 22.21
117087 GOODS-N 189.441919 62.321199 1.0116 Barger_K Z 23.50
126406 GOODS-S 53.022116 -27.701411 0.8610 VVDS B 23.75
121941 GOODS-S 53.025991 -27.711940 1.0287 VIMOS_10_M B 23.93
129355 GOODS-S 53.030771 -27.694952 0.8610 VVDS B 23.49
118892 GOODS-S 53.032812 -27.715417 1.0189 VIMOS_10_M B 23.62
125952 GOODS-S 53.033512 -27.701204 1.0420 VVDS D 23.36
126478 GOODS-S 53.035188 -27.696088 0.7300 PEARS_ETGs Z 21.94
122722 GOODS-S 53.035556 -27.704930 0.7300 PEARS_ETGs Z 21.27
129741 GOODS-S 53.039229 -27.693055 0.7340 VLT_2008 A 22.36
112617 GOODS-S 53.039396 -27.726626 1.0230 VLT_2008 A 23.37
121733 GOODS-S 53.039915 -27.711628 0.6830 VVDS B 23.38
109948 GOODS-S 53.040106 -27.735932 0.8320 VVDS C 24.14
117725 GOODS-S 53.040435 -27.713365 0.7350 VLT_2008 A 20.86
113298 GOODS-S 53.041827 -27.725868 1.0100 PEARS_ETGs Z 22.16
114230 GOODS-S 53.042172 -27.725927 1.0230 VLT_2008 A 23.22
112093 GOODS-S 53.042327 -27.726208 0.9900 PEARS_ETGs Z 22.67
108133 GOODS-S 53.042455 -27.737869 1.1232 VIMOS_10_M C 23.63
111030 GOODS-S 53.042569 -27.733020 1.0580 VLT_2008 A 24.66
112887 GOODS-S 53.043274 -27.716895 0.9400 PEARS_ETGs Z 20.30
119585 GOODS-S 53.044972 -27.716055 0.7390 VLT_2008 A 23.94
120229 GOODS-S 53.045148 -27.714340 0.7280 VVDS C 24.04
127997 GOODS-S 53.045332 -27.698436 1.0593 VIMOS_10_M C 25.08
111741 GOODS-S 53.045461 -27.728629 0.9980 VLT_2008 A 21.61
114657 GOODS-S 53.045639 -27.724930 1.2150 VLT_2008 A 22.99
121138 GOODS-S 53.046940 -27.711190 1.2344 VVDS_Final 3 23.59
117632 GOODS-S 53.047138 -27.709112 0.6068 VVDS_Final 4 20.68
126415 GOODS-S 53.047412 -27.701823 0.7330 VLT_2008 A 24.17
118434 GOODS-S 53.049693 -27.718128 1.1080 VLT_2008 A 24.38
123066 GOODS-S 53.050812 -27.707512 0.7350 VVDS D 23.65
126094 GOODS-S 53.053361 -27.700461 1.0180 VVDS B 21.90
119489 GOODS-S 53.055124 -27.711379 0.6050 CXO-CDFS A 19.88
117002 GOODS-S 53.055889 -27.721100 1.0445 VUDS_2015 4 24.61
117070 GOODS-S 53.057988 -27.720001 0.6810 VVDS D 23.42
119774 GOODS-S 53.059436 -27.715070 0.8140 VLT_2008 A 23.84
132104 GOODS-S 53.061049 -27.688081 0.8180 VVDS B 22.80
113678 GOODS-S 53.061175 -27.726963 0.9100 PEARS_ETGs Z 23.44
127226 GOODS-S 53.061782 -27.699201 0.6800 PEARS_ETGs Z 22.35
110801 GOODS-S 53.062030 -27.732863 1.1090 VLT_2008 A 24.50
124152 GOODS-S 53.063392 -27.706962 0.8460 VVDS C 23.64
131716 GOODS-S 53.065419 -27.687848 1.0440 VLT_2008 C 23.60
106861 GOODS-S 53.066596 -27.739707 0.7350 K20 A 21.77
118100 GOODS-S 53.070304 -27.717853 0.6440 VVDS B 23.16
109885 GOODS-S 53.071336 -27.735481 0.7300 PEARS_ETGs Z 23.11
122766 GOODS-S 53.071763 -27.708439 0.6050 VVDS B 23.01
117138 GOODS-S 53.072352 -27.718686 0.6480 ACES_2012 4 21.18
131165 GOODS-S 53.074629 -27.689635 1.0410 VLT_2008 A 22.98
107106 GOODS-S 53.074829 -27.742079 1.2230 VLT_2008 A 23.48
126365 GOODS-S 53.074843 -27.701080 0.6430 VVDS D 23.34
126769 GOODS-S 53.076163 -27.701149 0.8470 VVDS B 23.00
123301 GOODS-S 53.077393 -27.708195 0.6045 ACES_2012 4 22.50
134044 GOODS-S 53.077615 -27.685201 1.1270 VLT_2008 A 24.16
116653 GOODS-S 53.077625 -27.721495 0.7340 VVDS D 23.08
133802 GOODS-S 53.077727 -27.683883 0.7100 VVDS D 23.37
108892 GOODS-S 53.077932 -27.736875 0.9580 CXO-CDFS A 22.61
121837 GOODS-S 53.078867 -27.711738 1.0210 VLT_2008 B 24.56
121095 GOODS-S 53.079236 -27.711868 1.0190 VLT_2008 A 23.43
129047 GOODS-S 53.079826 -27.693404 0.7344 VIMOS_10_L B 24.75
135087 GOODS-S 53.080772 -27.681003 0.6820 VVDS B 21.07
117608 GOODS-S 53.081636 -27.717718 0.6400 PEARS_ETGs Z 21.42
126762 GOODS-S 53.082370 -27.701108 1.0440 VLT_2008 A 24.20
103864 GOODS-S 53.083171 -27.747170 0.7830 VLT_2008 C 22.58
133694 GOODS-S 53.083427 -27.684513 0.6600 PEARS_ETGs Z 21.90
134389 GOODS-S 53.085453 -27.683033 0.8949 VIMOS_10_M A 22.36
104774 GOODS-S 53.086105 -27.746234 0.7260 K20 A 21.95
102693 GOODS-S 53.086339 -27.748277 0.9029 VVDS_Final 2 21.50
132474 GOODS-S 53.086501 -27.687486 0.6830 VVDS B 22.73
111108 GOODS-S 53.088456 -27.733818 0.7340 Kurk_2012 A 25.78
102640 GOODS-S 53.089298 -27.750698 0.9470 VLT_IMAG C 23.29
134787 GOODS-S 53.090261 -27.682261 1.0450 VLT_2008 B 23.31
99452 GOODS-S 53.091323 -27.758460 0.7410 VLT_2008 A 25.38
123472 GOODS-S 53.093059 -27.707373 1.0100 PEARS_ETGs Z 23.56
106067 GOODS-S 53.094097 -27.740505 0.7380 K20 A 20.59
99892 GOODS-S 53.095101 -27.755100 1.0870 VLT_2008 A 23.78
118459 GOODS-S 53.095252 -27.717270 0.6710 VVDS B 23.35
114108 GOODS-S 53.095892 -27.725411 0.7400 PEARS_ETGs Z 22.46
120825 GOODS-S 53.096061 -27.707305 0.7328 VIMOS_10_M A 22.03
106859 GOODS-S 53.096508 -27.739684 0.7380 K20 A 22.28
107208 GOODS-S 53.097183 -27.742252 1.2210 VLT_2008 B 24.45
115462 GOODS-S 53.097521 -27.721266 0.6150 VLT_2008 A 20.79
101176 GOODS-S 53.098350 -27.754722 1.0398 VIMOS_10_M C 24.20
92755 GOODS-S 53.098378 -27.766944 1.0330 VLT_2008 A 23.35
102847 GOODS-S 53.100103 -27.751121 1.1100 VLT_2008 A 23.93
93102 GOODS-S 53.100469 -27.767594 1.2250 VLT_2008 A 23.81
94290 GOODS-S 53.100647 -27.766726 0.8928 VIMOS_10_M A 23.35
107863 GOODS-S 53.100847 -27.740670 1.0150 VVDS D 23.72
108145 GOODS-S 53.101047 -27.740866 1.0150 MASTER C 24.75
89031 GOODS-S 53.101614 -27.773408 0.8950 K20 A 22.60
113169 GOODS-S 53.102238 -27.728416 1.0860 VLT_2008 C 24.43
108336 GOODS-S 53.104614 -27.740445 1.2200 VLT_2008 A 24.85
99014 GOODS-S 53.105246 -27.756648 0.6640 K20 A 21.37
123843 GOODS-S 53.105375 -27.706719 0.6130 VVDS D 22.41
103116 GOODS-S 53.105623 -27.750783 0.9750 VLT_2008 A 22.72
90388 GOODS-S 53.105935 -27.771416 0.8960 K20 A 22.08
112789 GOODS-S 53.106111 -27.724322 0.6680 VLT_2008 A 20.53
99490 GOODS-S 53.106589 -27.758035 0.6670 VLT_2008 A 24.43
111087 GOODS-S 53.107289 -27.729722 1.2170 Kurk_2012 A 23.82
107136 GOODS-S 53.107347 -27.741929 0.8910 K20 A 23.19
120898 GOODS-S 53.107698 -27.712801 1.1830 VVDS D 24.10
113895 GOODS-S 53.108010 -27.725741 1.2180 VLT_2008 C 24.49
117225 GOODS-S 53.108198 -27.720155 0.9720 VLT_2008 B 24.78
116349 GOODS-S 53.108260 -27.721928 1.2150 VLT_2008 A 23.89
93627 GOODS-S 53.109056 -27.767658 1.2210 VLT_2008 A 24.73
126100 GOODS-S 53.109397 -27.702677 0.9320 VLT_2008 B 24.29
87259 GOODS-S 53.109486 -27.775934 0.7380 K20 A 22.82
98048 GOODS-S 53.109547 -27.760050 1.0500 PEARS_ETGs Z 23.23
98698 GOODS-S 53.111936 -27.757828 0.8310 K20 A 22.33
109073 GOODS-S 53.112599 -27.735343 1.1290 VLT_2008 A 22.87
109900 GOODS-S 53.112810 -27.734630 0.7390 VLT_2008 A 22.40
113361 GOODS-S 53.113234 -27.726632 0.6682 VIMOS_10_M A 22.46
93370 GOODS-S 53.113891 -27.767554 0.6680 K20 A 22.66
104868 GOODS-S 53.114776 -27.747483 1.0160 VLT_2008 C 25.19
113555 GOODS-S 53.114876 -27.725394 0.6070 VLT_IMAG A 22.59
90791 GOODS-S 53.114947 -27.767561 0.6700 K20 A 20.78
102163 GOODS-S 53.115253 -27.751588 1.1100 VLT_2008 A 24.15
100543 GOODS-S 53.115619 -27.755188 0.6830 VLT_IMAG C 23.33
111151 GOODS-S 53.116719 -27.732612 0.6210 VVDS B 22.88
121678 GOODS-S 53.117981 -27.712304 1.1080 Kurk_2012 A 25.11
100951 GOODS-S 53.118376 -27.755342 0.7380 Kurk_2012 A 25.33
108779 GOODS-S 53.118557 -27.738677 1.1350 VLT_2008 A 23.37
88671 GOODS-S 53.119725 -27.772304 0.7350 K20 A 21.59
93946 GOODS-S 53.120603 -27.766837 1.1000 VLT_2008 C 24.69
88279 GOODS-S 53.120738 -27.773213 0.7370 K20 A 22.35
119016 GOODS-S 53.120915 -27.715390 0.9250 VIMOS_10_M B 22.46
121405 GOODS-S 53.122073 -27.712453 0.8800 PEARS_ETGs Z 23.91
102153 GOODS-S 53.123770 -27.751992 0.7360 VLT_2008 A 22.47
101615 GOODS-S 53.124240 -27.752991 1.2210 K20 A 24.38
100020 GOODS-S 53.124398 -27.755748 0.9500 Xue_6 A 21.69
110870 GOODS-S 53.125097 -27.729791 0.6700 FW_9 A 20.05
115816 GOODS-S 53.125138 -27.720896 0.9510 VLT_2008 C 22.99
99589 GOODS-S 53.125152 -27.757361 0.9550 MASTER C 25.07
97568 GOODS-S 53.125254 -27.756535 0.9550 VLT_2008 A 21.93
96481 GOODS-S 53.125270 -27.759500 0.6470 K20 A 21.70
98333 GOODS-S 53.126439 -27.756544 1.2230 VLT_2008 A 22.68
122953 GOODS-S 53.127054 -27.709548 0.7453 VIMOS_10_M A 23.97
100440 GOODS-S 53.127373 -27.755109 0.6810 K20 A 20.78
26345 GOODS-S 53.127373 -27.893653 1.1260 VLT_2008 C 25.13
77475 GOODS-S 53.127790 -27.795085 1.1890 VVDS D 24.25
115794 GOODS-S 53.128099 -27.721501 1.0360 VLT_2008 A 22.74
118155 GOODS-S 53.128120 -27.718576 0.8600 VLT_2008 A 23.54
15005 GOODS-S 53.128251 -27.915264 0.6866 ACES_2012 4 21.70
89212 GOODS-S 53.128513 -27.772701 1.0180 VLT_2008 A 22.26
85256 GOODS-S 53.128825 -27.780420 1.1730 VLT_2008 A 23.95
104516 GOODS-S 53.129069 -27.743038 1.2220 VLT_2008 A 24.14
107060 GOODS-S 53.129547 -27.742592 1.2230 VLT_2008 A 23.59
117865 GOODS-S 53.130039 -27.719551 1.0221 VUDS_2015 3 24.73
98384 GOODS-S 53.130091 -27.759084 1.0970 K20 A 23.76
72524 GOODS-S 53.130330 -27.805615 1.1730 VLT_2008 A 23.73
17495 GOODS-S 53.130366 -27.913615 0.6610 VLT_2008 B 24.06
16596 GOODS-S 53.130366 -27.915512 0.6560 VLT_IMAG C 23.45
29095 GOODS-S 53.130470 -27.887532 0.6410 VVDS B 22.32
115775 GOODS-S 53.130476 -27.723096 1.0970 VLT_2008 B 23.71
108147 GOODS-S 53.130543 -27.738609 0.6050 VLT_2008 C 22.99
97102 GOODS-S 53.130576 -27.762404 1.2000 VLT_2008 C 24.84
78177 GOODS-S 53.130643 -27.790259 0.6650 CXO-CDFS A 21.23
25390 GOODS-S 53.130708 -27.888658 1.0000 PEARS_ETGs Z 22.01
115288 GOODS-S 53.130936 -27.723377 1.0250 VLT_2008 B 23.76
103982 GOODS-S 53.131104 -27.749305 1.2240 VLT_2008 A 24.55
13543 GOODS-S 53.131480 -27.921453 1.1340 VLT_2008 A 23.99
16151 GOODS-S 53.131806 -27.917095 1.0890 VLT_2008 A 24.30
102547 GOODS-S 53.131855 -27.751345 1.0980 VLT_2008 A 23.72
71071 GOODS-S 53.132301 -27.810923 0.9960 K20 A 24.69
69419 GOODS-S 53.132376 -27.814240 0.7500 PEARS_ETGs Z 23.03
113375 GOODS-S 53.132686 -27.724837 1.0240 VLT_2008 B 24.22
103918 GOODS-S 53.133505 -27.747705 0.8950 K20 A 22.25
27994 GOODS-S 53.133533 -27.890769 0.9880 VLT_2008 A 24.14
47038 GOODS-S 53.133894 -27.851542 0.6830 VLT_2008 A 22.30
112840 GOODS-S 53.134728 -27.729402 1.0260 VLT_2008 B 24.36
29322 GOODS-S 53.135877 -27.887968 0.9870 MASTER C 23.26
91095 GOODS-S 53.136311 -27.763179 0.9550 K20 A 21.43
66729 GOODS-S 53.136332 -27.816537 0.6706 VIMOS_10_M A 21.95
42703 GOODS-S 53.136388 -27.850696 0.7350 VLT_2008 A 21.12
31393 GOODS-S 53.136864 -27.884116 1.1350 VLT_2008 C 25.27
46603 GOODS-S 53.137145 -27.852164 0.7340 VLT_2008 A 23.17
100572 GOODS-S 53.137158 -27.754179 0.7650 K20 A 22.79
72082 GOODS-S 53.137538 -27.808167 0.6640 VLT_2008 A 23.01
105547 GOODS-S 53.137591 -27.743506 0.6050 K20 A 20.74
77821 GOODS-S 53.137615 -27.791914 0.9980 K20 A 22.61
43816 GOODS-S 53.137828 -27.856631 0.7350 VLT_2008 A 21.79
74166 GOODS-S 53.137832 -27.803627 0.8960 VLT_2008 A 24.85
12378 GOODS-S 53.137956 -27.923834 0.6300 PEARS_ETGs Z 21.52
108922 GOODS-S 53.138205 -27.737523 0.6650 K20 B 23.55
76125 GOODS-S 53.138550 -27.799460 1.0977 VUDS_2015 2 24.75
29794 GOODS-S 53.138950 -27.886919 0.6790 VLT_2008 A 23.24
109422 GOODS-S 53.138990 -27.737589 1.2240 VLT_2008 B 24.60
109043 GOODS-S 53.139268 -27.737999 0.6660 VLT_2008 C 24.48
84478 GOODS-S 53.139283 -27.780668 0.7330 VVDS B 23.11
24770 GOODS-S 53.139390 -27.897459 0.6850 MASTER D 25.23
14386 GOODS-S 53.139745 -27.920454 0.6580 VVDS B 22.99
31899 GOODS-S 53.139820 -27.880603 1.0770 VVDS D 22.06
109151 GOODS-S 53.140917 -27.736119 0.6670 K20 A 21.53
110487 GOODS-S 53.141122 -27.732656 0.9790 VLT_2008 A 23.45
19226 GOODS-S 53.141256 -27.907070 0.6632 ACES_2012 4 22.23
109167 GOODS-S 53.141678 -27.736678 0.8950 VLT_2008 B 24.10
22402 GOODS-S 53.141867 -27.901909 0.8233 VIMOS_10_M A 22.33
62223 GOODS-S 53.141881 -27.827172 0.8400 PEARS_ETGs Z 23.53
25184 GOODS-S 53.142600 -27.895068 0.6850 VLT_2008 A 23.48
109794 GOODS-S 53.143109 -27.730585 0.6668 ACES_2012 4 21.24
9382 GOODS-S 53.144008 -27.928778 0.9830 VLT_2008 A 22.78
110397 GOODS-S 53.144070 -27.734604 0.9370 VVDS D 23.80
66934 GOODS-S 53.144134 -27.819492 1.0360 VVDS D 24.38
26891 GOODS-S 53.144178 -27.890151 1.0990 VVDS D 22.40
62440 GOODS-S 53.144690 -27.827329 1.2230 VLT_2008 A 24.10
54823 GOODS-S 53.144942 -27.840218 0.9780 VVDS B 22.80
55031 GOODS-S 53.145164 -27.840387 0.9780 MASTER C 23.53
102504 GOODS-S 53.145193 -27.751045 1.1740 VVDS D 23.23
23172 GOODS-S 53.145209 -27.897243 0.6830 VVDS B 21.80
86604 GOODS-S 53.145223 -27.777903 1.0990 VLT_2008 A 23.27
105980 GOODS-S 53.145346 -27.744600 0.6770 K20 A 23.13
102735 GOODS-S 53.145445 -27.750531 0.6650 K20 A 22.49
59393 GOODS-S 53.145523 -27.833154 1.1860 VLT_2008 B 24.46
106026 GOODS-S 53.145536 -27.745192 0.6807 VUDS_2015 4 24.71
21592 GOODS-S 53.145924 -27.901462 0.6700 PEARS_ETGs Z 21.69
93811 GOODS-S 53.146088 -27.766564 0.9537 VIMOS_10_M B 23.73
14295 GOODS-S 53.146141 -27.918047 1.1290 VVDS D 21.69
27562 GOODS-S 53.146168 -27.891951 0.8898 VIMOS_10_M C 23.99
59492 GOODS-S 53.146181 -27.832902 1.0490 VLT_2008 A 23.67
60481 GOODS-S 53.146270 -27.831469 1.0960 VLT_2008 A 24.52
109389 GOODS-S 53.146274 -27.736271 0.8390 K20 A 23.66
29922 GOODS-S 53.146450 -27.887230 1.1820 VLT_2008 A 25.01
34457 GOODS-S 53.146597 -27.876704 0.7820 VVDS B 22.70
27974 GOODS-S 53.146612 -27.889677 0.6700 VLT_2008 A 22.75
48311 GOODS-S 53.146620 -27.850945 0.9810 VLT_2008 B 24.84
109962 GOODS-S 53.146824 -27.736664 0.8390 MASTER D 25.63
91228 GOODS-S 53.147217 -27.771474 1.0300 VLT_2008 C 24.73
108322 GOODS-S 53.147256 -27.738675 1.2240 K20 A 23.63
65145 GOODS-S 53.147358 -27.822427 0.6697 ACES_2012 3 23.15
101780 GOODS-S 53.147714 -27.754003 0.7380 Kurk_2012 A 24.77
108510 GOODS-S 53.147721 -27.739197 0.8800 PEARS_ETGs Z 22.91
23215 GOODS-S 53.147745 -27.900513 1.0890 VLT_2008 A 24.40
115781 GOODS-S 53.148473 -27.719482 1.2220 VLT_2008 A 23.01
48917 GOODS-S 53.148897 -27.848658 0.7344 VUDS_2015 1 24.74
74133 GOODS-S 53.148958 -27.799680 0.6650 VLT_2008 A 20.80
88222 GOODS-S 53.149080 -27.774303 1.0940 VLT_2008 A 23.47
78710 GOODS-S 53.149135 -27.792985 1.2230 VLT_2008 A 24.60
73333 GOODS-S 53.149846 -27.803301 0.6050 VLT_2008 A 21.59
107836 GOODS-S 53.150126 -27.739938 1.0400 Xue_4 A 22.26
117180 GOODS-S 53.150712 -27.716204 0.9667 VIMOS_10_M A 21.49
37429 GOODS-S 53.150887 -27.868331 0.7610 VVDS B 21.71
72048 GOODS-S 53.151041 -27.809461 1.0880 VLT_2008 B 24.64
88069 GOODS-S 53.152073 -27.774814 0.7640 VLT_IMAG C 21.68
57446 GOODS-S 53.152157 -27.835112 0.9891 VIMOS_10_M A 21.59
96844 GOODS-S 53.152330 -27.761868 0.7100 PEARS_ETGs Z 23.33
83789 GOODS-S 53.152780 -27.782707 0.7650 VLT_2008 A 24.74
103146 GOODS-S 53.152786 -27.750513 1.0190 K20 A 24.21
87843 GOODS-S 53.152786 -27.775293 0.9990 K20 A 22.77
108795 GOODS-S 53.152981 -27.735115 0.6650 K20 A 21.96
17024 GOODS-S 53.153370 -27.913962 0.6610 VVDS B 22.19
114267 GOODS-S 53.153742 -27.725367 0.9586 VUDS_2015 1 25.07
95997 GOODS-S 53.153760 -27.763753 0.7652 VUDS_2015 2 25.13
90546 GOODS-S 53.154974 -27.768908 1.0500 PEARS_ETGs Z 21.86
90359 GOODS-S 53.155244 -27.769531 0.7360 VLT_2008 A 22.36
76094 GOODS-S 53.155448 -27.791484 0.7100 PEARS_ETGs Z 20.30
112448 GOODS-S 53.155483 -27.726190 0.6600 PEARS_ETGs Z 21.85
79895 GOODS-S 53.155840 -27.790464 0.6710 VLT_2008 A 23.72
109967 GOODS-S 53.155861 -27.735275 1.0170 K20 A 23.01
70232 GOODS-S 53.156402 -27.810814 0.6650 VLT_2008 A 20.98
35134 GOODS-S 53.156450 -27.876430 1.0730 VLT_2008 C 24.64
51356 GOODS-S 53.156680 -27.843269 0.6278 VIMOS_10_M A 21.57
78224 GOODS-S 53.156744 -27.794577 0.6630 VLT_2008 A 24.83
108987 GOODS-S 53.157086 -27.737865 1.2150 VLT_2008 B 23.48
58953 GOODS-S 53.157345 -27.833704 1.0040 VLT_2008 C 23.86
22153 GOODS-S 53.157993 -27.902530 0.8900 VVDS B 24.15
33294 GOODS-S 53.158667 -27.880188 1.0350 VVDS D 23.49
106649 GOODS-S 53.158782 -27.742386 1.1900 PEARS_ETGs Z 22.96
34128 GOODS-S 53.158957 -27.877881 0.7340 VVDS B 22.83
88791 GOODS-S 53.159358 -27.775023 1.2160 VLT_2008 A 24.55
103037 GOODS-S 53.159407 -27.748641 0.6660 VLT_2008 A 21.72
56565 GOODS-S 53.159475 -27.837115 1.1880 VLT_2008 C 25.07
23407 GOODS-S 53.159475 -27.898455 0.6900 PEARS_ETGs Z 22.09
52774 GOODS-S 53.159822 -27.841340 0.6291 ACES_2012 4 21.61
87827 GOODS-S 53.160161 -27.775527 0.6300 PEARS_ETGs Z 22.20
81011 GOODS-S 53.160354 -27.784002 0.9540 FW_7 A 21.92
50298 GOODS-S 53.160391 -27.847705 1.1766 VUDS_2015 3 24.76
23142 GOODS-S 53.160673 -27.897112 0.6200 PEARS_ETGs Z 20.38
103049 GOODS-S 53.160788 -27.749989 0.9790 Kurk_2012 A 23.34
84625 GOODS-S 53.160815 -27.775379 0.6180 VLT_IMAG C 21.68
92860 GOODS-S 53.161499 -27.767621 0.6800 PEARS_ETGs Z 23.76
104292 GOODS-S 53.161611 -27.746921 0.7351 VIMOS_10_M A 21.98
83248 GOODS-S 53.161632 -27.780247 0.6190 VVDS B 21.70
66708 GOODS-S 53.161708 -27.819261 0.6693 VIMOS_10_M A 22.88
63902 GOODS-S 53.161746 -27.824573 0.8200 PEARS_ETGs Z 22.96
43997 GOODS-S 53.161866 -27.858128 0.7540 VVDS B 23.45
47740 GOODS-S 53.161886 -27.845847 1.0150 VLT_2008 A 21.80
106652 GOODS-S 53.162211 -27.744187 0.6790 CXO-CDFS A 25.46
34050 GOODS-S 53.162415 -27.878943 0.9530 VLT_2008 A 24.33
91382 GOODS-S 53.162456 -27.770907 1.0380 VUDS_2015 2 24.64
35765 GOODS-S 53.163142 -27.873062 0.7610 VLT_2008 A 22.25
74060 GOODS-S 53.163418 -27.799548 0.6500 PEARS_ETGs Z 21.05
98275 GOODS-S 53.163582 -27.758915 1.0000 VLT_2008 C 22.86
30845 GOODS-S 53.163629 -27.884053 1.1650 VLT_2008 C 24.20
70878 GOODS-S 53.164309 -27.810825 0.7359 VIMOS_10_M A 23.66
30676 GOODS-S 53.164456 -27.883471 0.6600 PEARS_ETGs Z 20.87
30010 GOODS-S 53.164521 -27.883791 0.6700 PEARS_ETGs Z 20.75
61172 GOODS-S 53.164745 -27.824545 0.6500 PEARS_ETGs Z 21.35
65620 GOODS-S 53.164979 -27.819329 0.9700 PEARS_ETGs Z 21.44
34821 GOODS-S 53.165209 -27.873947 1.0958 VIMOS_10_M A 22.62
30763 GOODS-S 53.165467 -27.885331 0.6855 ACES_2012 4 22.89
44204 GOODS-S 53.165862 -27.858858 1.0360 VLT_2008 A 24.38
39116 GOODS-S 53.166565 -27.867970 0.6484 ACES_2012 4 22.89
39235 GOODS-S 53.166850 -27.868423 0.6490 VLT_2008 A 25.61
58181 GOODS-S 53.168022 -27.832514 0.6500 PEARS_ETGs Z 22.28
11168 GOODS-S 53.168160 -27.927263 0.8100 VVDS C 23.29
70264 GOODS-S 53.168175 -27.812932 0.9630 VIMOS_10_M A 23.38
29626 GOODS-S 53.168528 -27.887806 0.8530 VLT_2008 A 24.84
78415 GOODS-S 53.169475 -27.791939 0.6670 COMBO-17 A 21.68
13499 GOODS-S 53.169843 -27.918154 0.9780 VLT_2008 A 21.54
28593 GOODS-S 53.169899 -27.890071 0.6600 MASTER D 25.75
10107 GOODS-S 53.170158 -27.929647 1.2210 VLT_2008 C 25.30
82624 GOODS-S 53.170329 -27.785268 0.7120 VVDS C 23.84
22917 GOODS-S 53.170918 -27.900476 0.6710 VVDS D 22.84
68525 GOODS-S 53.171182 -27.814712 0.6830 VVDS D 20.57
13986 GOODS-S 53.172094 -27.920529 0.6200 VVDS D 23.52
36110 GOODS-S 53.172427 -27.873753 0.6110 VVDS B 23.22
77522 GOODS-S 53.172524 -27.788092 0.6400 PEARS_ETGs Z 20.99
31861 GOODS-S 53.172679 -27.882669 0.6760 MASTER C 22.47
36121 GOODS-S 53.173438 -27.865976 0.7790 VVDS D 20.76
76592 GOODS-S 53.173667 -27.797363 0.6677 VIMOS_10_M B 23.50
39503 GOODS-S 53.173913 -27.865049 0.8560 VVDS D 22.15
68675 GOODS-S 53.174511 -27.814960 0.6660 VVDS B 22.01
35878 GOODS-S 53.175082 -27.873892 0.6500 VVDS B 22.21
24521 GOODS-S 53.175351 -27.896841 0.6880 VVDS B 23.47
42277 GOODS-S 53.175667 -27.862315 0.8800 PEARS_ETGs Z 23.71
21612 GOODS-S 53.175819 -27.903717 0.7370 VVDS B 22.75
16281 GOODS-S 53.177536 -27.914946 0.9390 VLT_IMAG A 20.94
15921 GOODS-S 53.177625 -27.917390 1.2080 VLT_2008 B 25.41
99727 GOODS-S 53.177805 -27.757797 0.9960 VUDS_2015 3 24.40
54553 GOODS-S 53.177902 -27.839194 0.7682 VIMOS_10_M A 21.88
18337 GOODS-S 53.177905 -27.909533 1.1040 VVDS B 22.22
39835 GOODS-S 53.178034 -27.866458 1.1230 VVDS B 23.33
26158 GOODS-S 53.178564 -27.890211 0.6500 PEARS_ETGs Z 20.99
