# col1     col2         col3          col4     delta_ra                 delta_dec                col5     col6      col7      id        field     ra            dec            x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W    e_F606W    f_F814W   e_F814W    f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  13145    53.1559951   -27.922862    23.615   6.799999994200334E-7     1.01000000185536E-6      0.017    124.0     121.0     1336.0    GOODS-S   53.15599442   -27.92286301   8538.12    3533.84    -1.0     0.1338   2.2329        0.088748      2.2184        0.037043      2.5728     0.032327   3.2449    0.033623   4.0485    0.16495    4.6823    0.18477    4.6187    0.18745    1.0447    3.93          6.642     3.666     5.82          0.0          0       0            0           1          0           6            4            6            7.45    0.0   0.004230729185343929   
  54938    53.1560102   -27.8402918   25.078   4.339999996716415E-6     -1.7300000010322947E-6   0.057    40.7      31.2      15579.0   GOODS-S   53.15600586   -27.84029007   8536.13    8488.14    -1.0     1.3189   0.7599        0.089579      0.82999       0.021017      0.5695     0.04636    0.92085   0.048651   2.1961    0.13925    2.4486    0.28658    2.6553    0.13521    1.0291    3.57          7.498     5.804     8.5           0.0          2       0            0           1          0           20           4            20           9.37    0.1   0.015154465868746077   
  91521    53.1560207   -27.7709389   25.574   -2.3310000003107234E-5   7.5999999999964984E-6    0.053    113.0     66.2      30783.0   GOODS-S   53.15604401   -27.7709465    8533.02    12648.82   -1.0     1.5519   0.88484       0.06841       1.0358        0.017599      0.57015    0.024045   0.5987    0.024076   1.3977    0.060859   1.4536    0.11158    1.6894    0.066824   1.068     3.5           5.653     3.391     4.47          0.0          3       0            0           1          0           84           80           125          9.12    0.0   0.07913079033539411    
  40048    53.1560283   -27.8672824   25.619   7.180000004325393E-6     -7.159999999117872E-6    0.049    25.2      25.1      8878.0    GOODS-S   53.15602112   -27.86727524   8535.7     6869.03    -1.0     0.684    0.69209       0.089168      0.7969        0.027661      0.30711    0.017894   0.55691   0.018088   0.83286   0.070475   0.84885   0.10858    0.97041   0.05144    1.1454    3.5           2.509     2.316     2.56          0.0          0       0            2           1          0           10           4            10           8.31    0.0   0.034446284358819135   
  112416   53.1560342   -27.7303619   25.677   1.689999999854308E-5     -4.0019999996587785E-5   0.076    17.0      16.9      38575.0   GOODS-S   53.1560173    -27.73032188   8533.76    15086.34   -1.0     4.4106   0.53522       0.088436      0.64719       0.021745      0.19285    0.018838   0.44331   0.058336   0.68465   0.055994   0.69267   0.11363    0.83159   0.044536   1.1365    3.5           2.885     2.361     2.76          0.0          2       0            2           1          0           8            4            8            9.57    0.9   0.15380773155434452    
  15571    53.1560354   -27.9189836   25.96    1.0469999999429547E-5    -2.4939999999418205E-5   0.08     56.6      36.0      1674.0    GOODS-S   53.15602493   -27.91895866   8536.4     3768.07    -1.0     3.3842   0.41114       0.088138      0.5065        0.046369      0.27068    0.025384   0.40517   0.026163   0.53746   0.13801    0.67457   0.14358    0.82509   0.15075    1.0782    5.1           3.584     1.96      4.34          0.0          3       0            2           1          0           4            4            4            9.67    0.7   0.09576216985968271    
  15160    53.1560605   -27.9191839   24.374   6.227000000080807E-5     -9.710000000495711E-6    0.036    78.4      68.9      1632.0    GOODS-S   53.15599823   -27.91917419   8537.92    3755.12    -1.0     2.9835   0.83932       0.088978      1.0043        0.045151      1.1645     0.032615   1.397     0.033475   1.5354    0.18151    1.7548    0.1847     2.0847    0.16553    1.0702    4.03          4.72      2.895     5.68          0.0          3       0            0           1          0           4            4            4            9.35    0.0   0.20114114645920403    
  59100    53.1560625   -27.8341722   25.592   1.4679999999600568E-5    -2.3790000000190048E-5   0.056    27.5      26.6      16782.0   GOODS-S   53.15604782   -27.83414841   8533.83    8856.71    -1.0     0.4881   0.70332       0.09035       0.67917       0.02211       0.29645    0.023114   0.60217   0.023282   0.92146   0.07635    1.1312    0.14427    1.0845    0.066274   1.0856    3.71          4.237     2.74      4.33          0.0          0       0            0           1          0           18           4            18           8.1     0.3   0.09756498906353163    
  63529    53.1560716   -27.8263038   25.902   8.899999954792293E-7     -2.2300000033226297E-6   0.064    46.3      28.8      18460.0   GOODS-S   53.15607071   -27.82630157   8532.57    9327.47    -1.0     1.6047   0.65487       0.06841       0.74716       0.019696      0.31899    0.018498   0.39338   0.019222   0.92162   0.053951   0.8292    0.086001   0.93929   0.040501   1.1361    3.59          2.611     2.496     2.78          0.0          0       0            2           1          0           24           8            23           8.81    0.4   0.00851337592679088    
  46294    53.1561701   -27.8550186   25.975   1.1649999997587202E-5    -1.3340000002415309E-5   0.069    27.5      25.8      11863.0   GOODS-S   53.15615845   -27.85500526   8528.25    7605.29    -1.0     4.2323   0.24281       0.089702      0.28599       0.021376      0.19693    0.020156   0.47948   0.021512   0.4506    0.069455   0.37118   0.13614    0.43406   0.060916   1.0914    4.21          4.29      1.93      4.22          0.0          0       0            2           1          0           18           4            18           8.93    0.0   0.060673471672744055   
  12239    53.1561857   -27.9259955   25.735   5.500000028746399E-7     6.613000000044167E-5     0.073    34.2      23.9      1204.0    GOODS-S   53.15618515   -27.92606163   8527.99    3341.87    -1.0     0.7347   0.19474       0.088159      0.27345       0.046568      0.32149    0.040349   0.67712   0.047701   0.78322   0.24626    0.50542   0.22718    0.70466   0.21484    1.0529    6.53          3.223     2.349     6.61          0.0          2       0            2           1          0           4            4            4            7.8     0.0   0.23807442774982757    
  35621    53.1561909   -27.8711329   20.951   5.7499999996935E-6       -9.999999974752427E-7    0.0040   597.0     596.0     8299.0    GOODS-S   53.15618515   -27.8711319    8527.18    6637.68    0.4229   0.409    17.201        0.088875      18.214        0.028335      20.805     0.050027   34.501    0.055478   52.553    0.22504    58.939    0.30234    61.962    0.30307    1.0032    3.5           10.866    9.395     9.87          9.19         2       0            0           1          0           8            4            8            9.36    1.0   0.0186495857489739     
  43170    53.1562005   -27.8607883   24.016   -3.7200000022608037E-6   -3.769999999292395E-6    0.021    82.8      82.2      10443.0   GOODS-S   53.15620422   -27.86078453   8526.02    7258.56    -1.0     0.7467   1.1728        0.089868      1.305         0.025623      1.4117     0.029965   2.5716    0.030303   2.7806    0.11431    2.4135    0.18361    2.6663    0.10111    1.0655    3.65          6.694     2.802     5.57          0.0          0       0            0           1          0           12           4            12           8.57    0.0   0.018010471884066084   
  63364    53.1562076   -27.8267659   25.815   7.190000005152797E-6     -4.650000001049648E-6    0.064    45.8      37.6      18408.0   GOODS-S   53.15620041   -27.82676125   8525.55    9299.96    -1.0     1.7451   1.3291        0.06841       1.3772        0.019581      0.49664    0.021356   0.61346   0.022286   1.9187    0.064297   1.9542    0.099868   2.0105    0.059148   1.0848    3.8           3.656     3.066     3.47          0.0          0       0            0           1          0           22           8            23           9.28    0.4   0.028358750485615078   
  99487    53.1562211   -27.7573772   24.097   1.6200000061417086E-6    -5.300000001540184E-6    0.02     143.0     139.0     33460.0   GOODS-S   53.15621948   -27.7573719    8523.47    13463.35   -1.0     0.8813   2.499         0.086321      2.5775        0.021058      1.058      0.019288   2.5258    0.018441   3.5454    0.069339   3.6555    0.12537    3.7435    0.06272    1.0862    3.5           4.037     3.197     3.81          0.0          0       0            0           1          0           18           4            20           9.06    0.0   0.019765658907983083   
  51672    53.1562579   -27.8454701   24.609   4.089999997347604E-6     2.2400000005973197E-6    0.025    84.5      83.0      14228.0   GOODS-S   53.15625381   -27.84547234   8523.06    8177.28    -1.0     2.8475   1.3144        0.089328      1.5434        0.018975      1.2489     0.019396   1.4191    0.020556   1.5217    0.054476   1.7722    0.11958    2.0661    0.047146   1.1115    3.5           3.514     2.691     3.15          0.0          2       0            0           1          0           24           4            24           9.4     0.1   0.015314224942881777   
  24480    53.1563077   -27.8974037   23.883   8.10999999600881E-6      5.7399999988660966E-6    0.018    123.0     121.0     3773.0    GOODS-S   53.15629959   -27.89740944   8521.54    5061.06    -1.0     0.9522   3.8727        0.094104      3.7242        0.033368      1.5989     0.020883   3.0739    0.025071   4.9883    0.10024    5.5143    0.13304    5.2649    0.097066   1.0889    3.5           3.856     3.217     3.64          0.0          0       0            0           1          0           8            4            6            9.34    0.0   0.033057491624384074   
  76082    53.1563357   -27.7989623   25.13    5.590000000665896E-6     5.059999999446063E-6     0.041    96.0      89.7      23906.0   GOODS-S   53.15633011   -27.79896736   8518.22    10967.55   -1.0     2.6415   1.1644        0.06841       1.4602        0.017599      0.83159    0.019844   0.90515   0.022934   1.3092    0.055755   1.7525    0.10222    2.1819    0.065802   1.069     3.5           4.495     4.16      3.8           0.0          2       0            0           1          0           83           79           125          9.56    0.3   0.02546988895564494    
  17973    53.1563373   -27.9130564   23.63    3.3799999954453597E-6    4.740000001390854E-6     0.014    205.0     204.0     2139.0    GOODS-S   53.15633392   -27.91306114   8520.02    4121.95    -1.0     0.01     3.98          0.095508      4.6339        0.036028      2.3515     0.017182   3.8479    0.021143   4.8938    0.085137   4.8289    0.11505    5.5821    0.075486   1.1341    3.5           2.746     2.576     2.18          3.03         2       0            1           0          0           7            4            7            5.82    0.0   0.02016911967770606    
  21341    53.1563638   -27.9053471   25.655   6.990000002815577E-6     -1.1800000017103685E-6   0.057    19.8      19.1      2910.0    GOODS-S   53.15635681   -27.90534592   8518.59    4584.84    -1.0     4.5993   0.61424       0.084374      0.51452       0.034963      0.23262    0.026952   0.70136   0.02875    0.91826   0.13868    1.1355    0.15487    0.94438   0.098195   1.0933    3.9           3.482     2.703     5.04          0.0          0       0            2           1          0           6            4            6            9.24    0.7   0.02264008027588734    
  103130   53.1563779   -27.7502899   23.883   2.0100000028833165E-6    1.9200000025421105E-6    0.027    62.8      41.9      34672.0   GOODS-S   53.15637589   -27.75029182   8514.99    13888.12   -1.0     0.6497   1.0664        0.08524       1.1969        0.020873      1.2815     0.059846   2.9227    0.05819    4.2944    0.18405    4.3352    0.34405    4.8311    0.18238    1.0118    4.1           8.076     6.682     10.5          0.0          3       0            0           1          0           20           4            20           8.96    0.0   0.009422515713482208   
  8051     53.1563798   -27.931625    23.487   7.730000000094606E-6     -7.260000000286482E-6    0.016    84.3      83.8      813.0     GOODS-S   53.15637207   -27.93161774   8518.26    3008.53    -1.0     1.0882   4.3632        0.090364      -99.0         -99.0         2.2237     0.028685   4.2424    0.033692   -99.0     -99.0      7.9954    0.16441    -99.0     -99.0      1.0634    4.52          4.215     3.051     5.08          0.0          0       1            2           0          0           0            4            0            9.46    0.6   0.03588277687706072    
  36308    53.1563939   -27.8730039   23.172   1.4199999995412327E-5    -1.4249999999549345E-5   0.015    104.0     89.6      7904.0    GOODS-S   53.1563797    -27.87298965   8516.94    6526.24    -1.0     0.7596   2.3748        0.089232      2.328         0.02677       2.3443     0.045719   4.6706    0.048329   6.7817    0.18074    7.4012    0.27611    7.2037    0.20853    1.0175    3.77          8.293     6.407     8.7           0.0          2       0            0           1          0           10           4            10           9.21    0.4   0.06836496871689582    
  70232    53.1564022   -27.8108136   20.979   -4.199999999343618E-6    -7.32999999897288E-6     0.0040   1480.0    1480.0    20671.0   GOODS-S   53.1564064    -27.81080627   8514.41    10257.23   0.665    0.6741   11.692        0.086336      13.359        0.020359      12.024     0.062497   27.417    0.065585   49.666    0.20566    55.42     0.4063     62.867    0.24343    1.0       3.5           12.161    9.995     12.3          18.55        2       0            0           1          0           20           4            20           9.83    1.2   0.029583406611469822   
  35134    53.1564499   -27.8764296   24.645   9.169999998448475E-6     -8.629999999953952E-6    0.033    90.4      58.7      6995.0    GOODS-S   53.15644073   -27.87642097   8513.63    6320.33    -1.0     1.068    1.4932        0.089951      1.5059        0.025557      0.75472    0.028346   1.4385    0.031517   2.531     0.10073    2.8839    0.17248    2.8875    0.10778    1.0607    3.95          4.631     3.853     5.32          0.0          0       0            0           1          0           12           4            12           9.14    0.2   0.04262352027648731    
  54499    53.15646     -27.8414921   25.199   1.1640000003865225E-5    1.5100000005929815E-6    0.044    39.2      37.0      15110.0   GOODS-S   53.15644836   -27.84149361   8512.74    8415.95    -1.0     0.5404   0.64207       0.090141      0.7249        0.020923      0.43187    0.025032   0.76929   0.027479   1.1708    0.077205   1.1197    0.15608    1.2552    0.066419   1.0802    3.5           4.941     2.903     4.74          0.0          0       0            0           1          0           20           4            20           8.17    0.0   0.03744994655599192    
  85861    53.1565141   -27.7796526   25.558   4.700000005186666E-6     9.500000004436515E-7     0.083    82.5      45.8      28785.0   GOODS-S   53.1565094    -27.77965355   8508.46    12126.36   -1.0     1.2063   0.59284       0.06841       0.67235       0.017599      0.45742    0.029393   0.64995   0.02973    1.299     0.075802   1.213     0.13897    1.3659    0.080853   1.0533    3.5           6.78      3.86      5.64          0.0          3       0            0           1          0           79           80           121          8.83    0.0   0.015355606507568339   
  103043   53.1565392   -27.7507423   24.599   -7.200000027296483E-7    3.399000000214869E-5     0.037    49.8      30.2      34543.0   GOODS-S   53.15653992   -27.75077629   8506.4     13859.04   -1.0     1.606    1.9731        0.084459      2.0083        0.021121      0.9801     0.032133   1.431     0.031337   3.8411    0.097001   4.3289    0.18398    4.3748    0.10948    1.0428    3.82          7.408     3.619     6.1           0.0          3       0            0           1          0           20           4            20           9.67    0.9   0.12238549892531699    
  64526    53.1565486   -27.8243446   25.111   1.0500000016122613E-6    -1.3320000000760501E-5   0.046    62.0      44.2      18841.0   GOODS-S   53.15654755   -27.82433128   8507.08    9445.69    -1.0     3.6138   0.62704       0.086538      0.77855       0.020652      0.49375    0.022571   0.86504   0.025283   1.1203    0.072252   1.0415    0.14272    1.284     0.067145   1.0782    4.07          4.133     2.669     4.45          0.0          0       0            0           1          0           20           4            20           9.92    0.8   0.04806838600178046    
  41807    53.1565536   -27.8637752   25.673   6.0500000031993295E-6    -1.8500000003029982E-6   0.059    17.0      12.7      9762.0    GOODS-S   53.15654755   -27.86377335   8507.87    7079.23    -1.0     0.6998   0.28796       0.088122      0.41454       0.025756      0.14724    0.025397   0.36197   0.025961   0.64713   0.095113   0.50325   0.15291    0.7193    0.082446   1.0795    4.09          3.423     3.111     4.91          0.0          3       0            2           1          0           12           4            12           8.15    0.4   0.020374126993589346   
  78191    53.1565549   -27.7948133   25.962   -1.552999999887561E-5    -2.0500000026402176E-6   0.08     139.0     36.9      24710.0   GOODS-S   53.15657043   -27.79481125   8505.45    11216.88   -1.0     2.2422   0.41843       0.06841       0.51342       0.017599      0.46748    0.026693   0.49659   0.028117   0.77651   0.0748     0.84483   0.13714    1.0292    0.062387   1.0723    3.5           5.861     2.928     5.51          0.0          3       0            0           1          0           83           84           125          9.39    0.3   0.050005100478838535   
  36771    53.1565677   -27.8736439   25.901   8.709999995915041E-6     -5.7499999996935E-6      0.058    54.9      12.7      7492.0    GOODS-S   53.15655899   -27.87363815   8507.42    6487.27    -1.0     1.2505   0.58759       0.090254      0.70565       0.025119      0.44663    0.021299   0.52897   0.020064   0.90786   0.066422   0.76694   0.11696    0.91444   0.050712   1.1379    3.66          2.586     2.352     2.89          0.0          0       0            2           1          0           12           4            13           8.55    0.0   0.034594554346191436   
  79891    53.1565944   -27.7912207   25.25    -2.1809999999788943E-5   -4.799999999249849E-6    0.069    107.0     54.7      25659.0   GOODS-S   53.15661621   -27.7912159    8502.94    11432.67   -1.0     0.9507   0.50396       0.06841       0.62823       0.017599      0.39079    0.032884   0.77047   0.03173    1.3319    0.083572   1.1369    0.15322    1.4071    0.073032   1.062     3.5           5.069     4.367     6.13          0.0          3       0            0           1          0           84           80           125          8.71    0.0   0.07157655132342111    
  78343    53.1566328   -27.7942969   24.96    8.959999995283852E-6     3.1800000002135675E-6    0.034    218.0     96.2      24976.0   GOODS-S   53.15662384   -27.79430008   8502.57    11247.55   -1.0     1.0161   1.1251        0.06841       1.2246        0.017599      0.68458    0.023252   1.1837    0.025157   2.0127    0.064953   1.9727    0.11908    2.1317    0.074724   1.0602    3.5           5.21      4.411     4.62          0.0          3       0            0           1          0           82           83           124          8.79    0.6   0.0307453528626199     
  13007    53.1566404   -27.9242878   25.739   2.418999999775906E-5     -1.907999999772869E-5    0.069    25.0      19.4      1306.0    GOODS-S   53.15661621   -27.92426872   8505.12    3449.49    -1.0     2.6746   0.47514       0.090071      0.5092        0.036532      0.28221    0.020763   0.33639   0.022661   0.46874   0.10632    0.64206   0.12084    0.68317   0.10084    1.0957    4.67          2.841     2.243     3.6           0.0          3       0            2           1          0           6            4            6            8.91    0.0   0.10314314594343767    
  26728    53.1566442   -27.8933859   25.701   5.100000002755678E-6     -9.699999985457453E-7    0.075    22.9      21.1      4312.0    GOODS-S   53.1566391    -27.89338493   8503.51    5302.51    -1.0     1.0855   0.50217       0.09039       0.38466       0.031467      0.27019    0.029519   0.46362   0.035357   0.83726   0.1313     1.021     0.18247    0.7765    0.15083    1.0494    6.01          3.529     2.698     5.61          0.0          2       0            2           1          0           8            4            8            8.44    0.0   0.016598411938441783   
  15468    53.156647    -27.9189927   25.782   1.17199999962736E-5      -7.32999999897288E-6     0.067    35.7      31.4      1672.0    GOODS-S   53.15663528   -27.91898537   8504.08    3766.43    -1.0     0.1297   0.3617        0.086923      0.31858       0.04451       0.50587    0.036477   0.65608   0.037894   0.82981   0.21131    0.85418   0.20381    0.74697   0.17241    1.0667    5.3           3.407     2.534     6.15          0.0          0       0            2           1          0           4            4            4            6.72    0.1   0.04567517313588149    
  31009    53.1566525   -27.8852113   25.096   -1.8599999975776882E-6   -3.1700000029388775E-6   0.051    59.1      38.5      5464.0    GOODS-S   53.15665436   -27.88520813   8502.59    5793.13    -1.0     1.2937   0.66258       0.090227      0.84704       0.031332      0.96789    0.02946    1.0665    0.039504   1.604     0.12369    1.3118    0.17735    1.665     0.12705    1.0637    4.36          5.909     2.325     5.46          0.0          3       0            0           1          0           8            4            8            8.77    0.0   0.012855443405778173   
  104809   53.1566661   -27.7480343   25.288   4.109999999002412E-6     -7.800000005886432E-7    0.045    22.6      21.8      35261.0   GOODS-S   53.15666199   -27.74803352   8499.76    14023.56   -1.0     0.6043   0.72589       0.084046      0.66754       0.020404      0.49008    0.025797   0.84275   0.025672   1.0989    0.078687   1.288     0.14806    1.176     0.074087   1.0708    3.96          4.39      3.174     4.89          0.0          0       0            0           1          0           20           4            20           8.22    0.3   0.013392204705306443   
  51356    53.1566795   -27.8432687   21.574   2.514000000530814E-5     2.5600000022052427E-6    0.0060   497.0     490.0     14760.0   GOODS-S   53.15665436   -27.84327126   8501.75    8309.26    0.6278   0.6313   7.8229        0.090832      8.7053        0.021905      10.31      0.061723   19.464    0.069083   30.303    0.20008    33.417    0.38523    36.92     0.26001    1.0       3.5           11.84     10.153    11.6          0.0          2       0            0           1          0           18           4            18           9.52    1.0   0.08055513652887288    
  12250    53.1566981   -27.9257308   24.694   5.600000001493299E-6     -8.680000000538257E-6    0.029    82.2      75.4      1216.0    GOODS-S   53.1566925    -27.92572212   8501.21    3362.21    -1.0     0.01     1.4738        0.088038      1.355         0.045561      1.4121     0.022956   1.6573    0.027504   1.8823    0.13581    2.1883    0.12978    1.9975    0.11912    1.1037    3.5           3.377     3.059     3.85          0.0          0       0            0           1          0           4            4            4            5.0     0.0   0.03596834526395951    
  13678    53.1567049   -27.9229062   25.442   8.579999999369647E-6     1.5929999999997335E-5    0.057    36.5      35.4      1407.0    GOODS-S   53.15669632   -27.92292213   8500.91    3530.19    -1.0     2.5769   0.6068        0.088186      0.59033       0.036612      0.63676    0.020496   0.66894   0.022386   0.70932   0.10403    0.80403   0.11601    0.77661   0.079507   1.1301    4.19          2.325     2.254     2.77          0.0          0       0            2           1          0           6            4            6            8.83    0.1   0.06351098129226403    
  65221    53.1567162   -27.8230664   25.149   -1.0639999999284555E-5   -9.229999999860183E-6    0.052    41.9      36.8      19028.0   GOODS-S   53.15672684   -27.82305717   8497.59    9522.17    -1.0     1.7659   1.8734        0.083016      2.6282        0.018391      0.36291    0.026186   0.66447   0.028958   3.1257    0.077046   3.7206    0.16369    5.1822    0.089272   1.0483    3.75          5.696     4.384     5.54          0.0          0       0            0           1          0           26           4            26           10.54   0.6   0.04745176040833902    
  33324    53.1567202   -27.8800249   25.495   1.2439999999003248E-5    1.2410000000073751E-5    0.053    40.3      35.6      6286.0    GOODS-S   53.15670776   -27.88003731   8499.51    6103.32    -1.0     0.0728   1.0791        0.096572      1.2137        0.025322      0.61364    0.019779   0.64018   0.028918   1.3462    0.073956   1.5661    0.13915    1.7489    0.067514   1.1007    3.5           3.651     2.927     3.8           0.0          0       0            0           1          0           12           4            12           5.57    1.1   0.05969074784624673    
  23856    53.1567312   -27.8992266   25.472   -1.089999999948077E-5    4.360000001923936E-6     0.058    19.6      18.9      3613.0    GOODS-S   53.1567421    -27.89923096   8498.05    4951.72    -1.0     0.5649   0.39695       0.081146      0.40472       0.035074      0.3737     0.028482   0.57597   0.031949   0.6221    0.14305    0.76792   0.15586    0.77735   0.13182    1.0687    5.29          3.103     2.66      5.34          0.0          0       0            2           1          0           6            4            6            7.85    0.0   0.03806589097002072    
  17494    53.1567383   -27.9133691   24.733   1.1460000003182813E-5    -2.7799999990918423E-6   0.033    50.4      50.0      2128.0    GOODS-S   53.15672684   -27.91336632   8499.04    4103.57    -1.0     1.1374   1.2681        0.085112      1.3139        0.0338        1.106      0.023251   1.4656    0.028593   1.78      0.10953    2.0971    0.13974    2.1573    0.12286    1.0707    4.26          3.966     3.041     4.43          0.0          0       0            0           1          0           7            4            8            8.8     0.0   0.037804886787429826   
  78224    53.1567436   -27.7945773   24.826   5.3199999996422775E-6    3.15999999855876E-6      0.036    158.0     86.8      24914.0   GOODS-S   53.15673828   -27.79458046   8496.54    11230.71   -1.0     0.6699   0.77319       0.06841       0.86118       0.017599      0.89397    0.031339   1.4483    0.033213   1.8844    0.087758   1.8316    0.1609     2.0254    0.081277   1.0528    3.5           5.997     4.402     6.39          0.0          3       0            0           1          0           82           84           124          8.4     0.0   0.020407259898429123   
  99133    53.1567464   -27.7589144   25.049   4.90000005015645E-7      8.180000001800636E-6     0.039    84.5      80.5      33181.0   GOODS-S   53.15674591   -27.75892258   8495.49    13370.28   -1.0     2.2351   0.87155       0.06841       1.2165        0.020409      1.0412     0.023121   1.0669    0.022291   1.3542    0.076998   1.5283    0.1191     2.1178    0.067254   1.0772    3.5           5.037     3.027     4.78          0.0          2       0            0           1          0           21           14           22           9.22    0.0   0.029489343760627125   
  29850    53.156747    -27.885377    24.338   4.9000000004184585E-6    1.2330000000559949E-5    0.035    58.9      41.6      5301.0    GOODS-S   53.1567421    -27.88538933   8497.75    5782.23    1.381    1.3956   1.2267        0.096103      1.245         0.031006      1.155      0.062148   1.841     0.08356    4.6307    0.26178    5.1779    0.40276    5.2178    0.21724    1.0239    3.7           7.983     5.824     9.8           0.0          3       0            0           1          0           8            4            8            9.49    0.0   0.047046749295635425   
  76751    53.1567494   -27.7955968   22.651   1.4929999998969379E-5    -2.260999999847968E-5    0.01     543.0     526.0     24519.0   GOODS-S   53.15673447   -27.79557419   8496.68    11171.06   1.097    1.1078   7.5651        0.06841       8.0004        0.017599      6.4312     0.050113   12.629    0.057127   25.775    0.1408     28.753    0.25815    30.189    0.18327    1.0042    3.5           10.805    9.057     9.35          26.37        3       0            0           1          0           85           84           128          10.22   1.1   0.09426541237180845    
  107947   53.1567535   -27.7385583   23.458   1.5220000001647804E-5    5.240000000128475E-6     0.015    88.0      83.6      37027.0   GOODS-S   53.15673828   -27.73856354   8495.5     14591.77   -1.0     0.7022   2.8857        0.085143      3.0795        0.032509      2.2068     0.030119   4.2504    0.035057   5.9329    0.14484    6.0087    0.17602    6.3663    0.15282    1.0512    3.86          7.077     3.158     5.74          0.0          0       0            0           1          0           9            4            9            8.97    0.5   0.05203506533196543    
  31364    53.1568325   -27.8846225   25.77    -4.959999998277453E-6    -2.0909999999929596E-5   0.069    38.9      29.2      5581.0    GOODS-S   53.15683746   -27.88460159   8492.76    5829.46    -1.0     0.1632   0.76796       0.090017      0.85516       0.031171      0.53936    0.028051   0.63048   0.032953   0.97987   0.10433    1.2898    0.1501     1.426     0.076015   1.1144    3.5           3.72      2.461     4.22          0.0          0       0            0           1          0           8            4            8            6.32    1.2   0.07691275425432954    
  40451    53.1568907   -27.8663831   25.14    -1.924000000030901E-5    -2.3389999999068323E-5   0.041    27.5      27.3      9097.0    GOODS-S   53.15690994   -27.86635971   8488.61    6924.02    -1.0     0.2519   0.67607       0.090159      0.63876       0.029601      0.71606    0.020931   0.79643   0.021151   1.0251    0.085146   0.9708    0.12854    0.91068   0.072337   1.114     3.6           3.666     2.369     3.69          0.0          0       0            2           1          0           10           4            8            7.19    0.0   0.10411383387791677    
  14405    53.1569251   -27.9213278   25.133   1.516000000378881E-5     7.419999999314086E-6     0.04     40.7      39.2      1485.0    GOODS-S   53.15690994   -27.92133522   8489.53    3625.45    -1.0     1.086    2.343         0.087867      2.5111        0.039368      0.40016    0.021177   0.98972   0.022075   2.7073    0.10537    3.1771    0.11829    3.3807    0.10589    1.0994    3.69          3.489     2.798     3.22          0.0          2       0            0           1          0           6            4            6            9.52    0.9   0.055126919741425126   
  54056    53.1569337   -27.8418992   24.777   8.499999999855845E-6     -1.4589999999259362E-5   0.031    62.4      59.8      15004.0   GOODS-S   53.1569252    -27.84188461   8487.34    8392.52    -1.0     0.6629   1.132         0.090609      1.1208        0.021362      0.72476    0.019214   1.1453    0.021423   1.4753    0.055939   1.4932    0.11866    1.4678    0.055764   1.1039    3.5           3.381     3.047     3.44          0.0          2       0            0           1          0           20           4            20           8.33    0.0   0.059083768100223526   
  44581    53.1569371   -27.8569399   24.566   4.5000000170603016E-7    -4.400000001680837E-6    0.052    57.9      49.9      11580.0   GOODS-S   53.15693665   -27.8569355    8487.05    7489.52    -1.0     1.0987   1.787         0.087014      1.9196        0.023467      0.77466    0.036588   1.7226    0.033998   3.8078    0.12677    4.4608    0.21566    4.7577    0.11823    1.045     3.61          6.446     4.445     6.62          0.0          0       0            0           1          0           14           4            14           9.44    0.7   0.015904621868341347   
  70859    53.1570015   -27.8121711   25.569   7.629999998925996E-6     -8.700000002193065E-6    0.048    79.8      62.3      21169.0   GOODS-S   53.15699387   -27.8121624    8483.29    10175.87   -1.0     0.7601   0.67363       0.080364      0.64267       0.020399      0.36373    0.018868   0.68397   0.02138    0.87812   0.061613   0.96397   0.11418    0.9131    0.048782   1.1173    3.5           3.26      2.715     3.54          0.0          0       0            2           1          0           20           4            20           8.14    0.5   0.039638200810860454   
  17867    53.1570629   -27.9128972   24.599   -3.4500000012371856E-6   1.13500000011868E-5      0.026    102.0     101.0     2146.0    GOODS-S   53.15706635   -27.91290855   8481.1     4131.02    0.0      5.5571   6.6925        0.085469      6.7182        0.035614      0.17079    0.016992   2.1454    0.0208     8.3849    0.088988   8.0599    0.1022     8.033     0.078205   1.1288    3.5           2.798     2.735     2.2           3.26         2       0            1           0          0           6            4            6            6.37    3.4   0.04230829166909922    
  108987   53.1570855   -27.7378646   23.483   -5.331999999924619E-5    4.659999998324338E-6     0.021    52.8      50.9      37162.0   GOODS-S   53.15713882   -27.73786926   8474.4     14633.41   -1.0     1.203    2.4356        0.085726      2.8268        0.032703      2.183      0.047333   3.5684    0.054319   6.7054    0.22137    7.8705    0.27504    9.0692    0.2094     1.0294    3.97          7.24      4.824     8.31          0.0          3       0            0           1          0           8            4            8            9.55    0.7   0.17072032402849244    
