# col1     col2         col3          col4     delta_ra                 delta_dec                col5     col6      col7      id        field     ra            dec            x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W    e_F606W    f_F814W   e_F814W    f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  116423   53.0971815   -27.7224014   25.458   2.0899999952916914E-6    -1.0270000000645041E-5   0.083    142.0     24.1      40268.0   GOODS-S   53.09717941   -27.72239113   11658.59   15562.23   -1.0     0.6156   0.31834       0.08424       0.32159       0.024309      0.46021    0.037912   0.61766   0.048228   0.9653    0.13327    0.82278   0.21617    0.82522   0.14533    1.0335    5.77          4.135     3.58      7.26          0.0          2       0            2           1          0           6            4            6            7.76    0.7   0.03756712436951425    
  107208   53.0971826   -27.7422518   24.454   3.189999993935544E-6     5.500000028746399E-7     0.032    55.8      51.6      36155.0   GOODS-S   53.09717941   -27.74225235   11658.33   14370.53   -1.0     1.2196   2.0935        0.083507      2.3955        0.021886      0.9395     0.030578   1.7086    0.030655   3.7055    0.097415   4.3861    0.1737     4.9829    0.09918    1.0545    3.68          6.477     3.573     5.77          0.0          0       0            0           1          0           9            4            9            9.42    0.6   0.010354983821227808   
  126851   53.0972159   -27.6986428   23.757   -1.6920000000197888E-5   -2.1049999997302393E-5   0.026    62.6      51.0      45380.0   GOODS-S   53.09723282   -27.69862175   11656.08   16988.42   -1.0     1.6156   2.536         0.084768      3.1265        0.024629      1.3724     0.056058   2.4812    0.07613    8.3282    0.19552    9.6626    0.32067    11.827    0.21208    1.0125    3.5           8.79      8.231     10.2          0.0          0       0            0           1          0           5            4            6            10.2    0.9   0.09301206628555127    
  108962   53.0972576   -27.7389079   25.815   -5.7399999988660966E-6   -2.9500000024995643E-6   0.06     42.1      34.1      36941.0   GOODS-S   53.09726334   -27.73890495   11654.0    14571.39   -1.0     0.0722   0.39998       0.084131      0.48684       0.023205      0.77062    0.022132   0.75046   0.023326   0.74089   0.071305   0.60899   0.12718    0.73594   0.068757   1.0868    4.72          3.155     2.23      3.95          0.0          0       0            2           1          0           6            4            6            5.7     0.1   0.021149017944212974   
  124445   53.0973126   -27.7065141   25.943   -3.29999998882613E-7     -3.5599999996804854E-6   0.087    42.6      42.4      43536.0   GOODS-S   53.09731293   -27.70651054   11651.73   16515.08   -1.0     1.4083   0.37828       0.06841       0.47942       0.024771      0.16575    0.018055   0.18344   0.022765   0.47638   0.065547   0.46771   0.083978   0.58853   0.071587   1.0897    4.24          3.368     2.482     3.52          0.0          0       0            2           1          0           5            8            6            8.52    0.0   0.012859086560218816   
  105016   53.097315    -27.7466532   23.854   -1.739999994754271E-6    1.309999998255762E-6     0.019    109.0     102.0     35382.0   GOODS-S   53.09731674   -27.74665451   11651.16   14106.4    -1.0     0.7376   2.0561        0.086327      2.0866        0.021915      1.7243     0.028566   3.0594    0.028657   3.8795    0.086897   4.0136    0.16731    4.0439    0.096026   1.0575    3.65          5.768     3.858     5.39          0.0          2       0            0           1          0           10           4            10           8.82    0.3   0.007278298565722635   
  127795   53.0973411   -27.6966138   24.069   -3.6680000000899327E-5   2.4309999997029763E-5    0.028    79.9      63.6      45691.0   GOODS-S   53.09737778   -27.69663811   11648.44   17107.41   -1.0     1.1929   3.2112        0.086967      3.9459        0.025439      0.48358    0.044603   1.9166    0.086025   8.5784    0.18867    10.73     0.28853    13.091    0.16649    1.0281    3.5           12.858    3.62      9.1           0.0          2       0            0           1          0           5            4            6            10.43   0.7   0.1460441227767035     
  128679   53.0973832   -27.6968582   24.753   5.420000000810887E-6     -7.500000016591457E-7    0.031    72.6      61.5      45674.0   GOODS-S   53.09737778   -27.69685745   11648.43   17094.3    -1.0     0.9471   2.2676        0.088726      2.6133        0.025419      0.5392     0.019662   1.4785    0.034462   3.1771    0.080511   3.3435    0.12989    3.8256    0.069227   1.0976    3.5           3.561     3.113     3.87          0.0          3       0            0           1          0           5            4            6            9.36    0.8   0.01748600772467273    
  111351   53.0974017   -27.7324561   23.244   1.6289999997809446E-5    2.009999999330603E-6     0.013    201.0     158.0     38240.0   GOODS-S   53.09738541   -27.73245811   11647.64   14958.13   -1.0     0.2899   3.2628        0.084962      3.3454        0.023713      3.744      0.034446   5.0797    0.036714   6.5553    0.10135    6.9673    0.18013    7.0926    0.10553    1.0562    3.5           6.228     3.987     5.86          0.0          0       0            0           1          0           6            4            6            8.39    0.0   0.052409501346125036   
  96236    53.0974957   -27.7639279   24.859   -3.29999998882613E-7     1.4700000008360803E-6    0.029    31.5      29.5      32241.0   GOODS-S   53.09749603   -27.76392937   11641.41   13069.95   -1.0     1.6916   1.7651        0.080837      0.93518       0.021826      1.4292     0.02016    1.367     0.016187   2.7541    0.065384   2.4304    0.11051    1.2785    0.05472    1.1101    3.5           3.465     2.772     3.06          0.0          2       0            0           1          0           18           4            18           8.79    0.0   0.005395400839877305   
  115462   53.0975207   -27.7212658   20.794   5.589999993560468E-6     -1.000000082740371E-8    0.0040   1280.0    1280.0    40337.0   GOODS-S   53.09751511   -27.72126579   11640.92   15629.78   0.615    0.6442   41.622        0.073184      49.779        0.024784      15.064     0.040456   42.533    0.050841   95.87     0.13972    115.03    0.20082    136.6     0.22095    1.0109    3.5           9.614     7.953     7.85          8.63         2       0            0           1          0           6            5            6            10.31   2.0   0.01781422445906739    
  120147   53.0976289   -27.7152979   24.693   -1.972000000449725E-5    -1.546000000018921E-5    0.031    58.5      49.2      41886.0   GOODS-S   53.09764862   -27.71528244   11633.76   15988.77   2.09     1.9434   6.0029        0.06841       7.5322        0.023496      0.9137     0.022442   1.3697    0.030351   5.8925    0.077082   9.216     0.10428    11.481    0.086965   1.0696    3.5           4.662     3.946     3.96          7.34         0       0            0           1          0           6            10           6            10.87   0.5   0.08394845278615266    
  98923    53.0976462   -27.757827    25.28    5.209999997646264E-6     -3.0599999973901504E-6   0.045    34.6      31.2      33340.0   GOODS-S   53.09764099   -27.75782394   11633.69   13436.25   -1.0     1.2657   1.4249        0.088168      1.4616        0.024265      0.66108    0.01922    0.87149   0.01523    1.6561    0.068739   1.8259    0.11217    1.8596    0.052837   1.1298    3.5           2.893     2.608     2.88          0.0          0       0            0           1          0           14           4            14           9.02    0.0   0.01992068648295953    
  109276   53.0976975   -27.7383824   25.836   -7.099999947968172E-7    -7.690000000337704E-6    0.06     20.9      19.5      37022.0   GOODS-S   53.09769821   -27.73837471   11630.86   14603.19   -1.0     2.5994   0.44772       0.088551      0.51853       0.023309      0.37697    0.021714   0.45255   0.022871   0.64429   0.068594   0.66496   0.13058    0.76463   0.059933   1.1062    4.11          3.114     2.337     3.73          0.0          0       0            2           1          0           6            4            8            9.12    0.7   0.027776279821247574   
  119470   53.097802    -27.7160657   24.286   7.900000014160469E-7     -1.250000000396767E-6    0.028    69.3      64.6      41603.0   GOODS-S   53.09780121   -27.71606445   11625.64   15941.86   -1.0     1.0374   2.054         0.06841       2.2092        0.026181      0.79783    0.026775   1.8842    0.034776   3.5365    0.087905   3.7661    0.12454    4.0217    0.10159    1.0666    3.5           5.586     3.554     4.96          0.0          0       0            0           1          0           6            10           6            9.33    0.2   0.005156428641796652   
  110508   53.0978067   -27.7350133   25.174   9.3100000029267E-6       -6.969999997608056E-6    0.041    34.5      28.3      37711.0   GOODS-S   53.09779739   -27.73500633   11625.69   14805.33   -1.0     1.9325   1.5318        0.082609      1.6092        0.023714      0.64745    0.022772   0.8225    0.028162   2.0929    0.074016   2.401     0.12855    2.5042    0.068479   1.0898    3.5           4.163     2.943     4.09          0.0          0       0            0           1          0           6            4            6            9.45    0.3   0.03885408753953957    
  111951   53.0979445   -27.731537    25.023   -9.300000002099296E-6    -7.759999999024103E-6    0.038    51.8      41.7      38414.0   GOODS-S   53.0979538    -27.73152924   11617.48   15013.99   -1.0     0.0636   0.82674       0.082808      0.87411       0.023038      0.60562    0.040808   1.0146    0.030688   1.4464    0.086059   1.4702    0.1462     1.5433    0.09329    1.0638    4.41          4.059     3.301     4.82          0.0          2       0            0           1          0           6            4            6            6.58    0.0   0.04072613766549675    
  122141   53.0979504   -27.7106656   24.772   1.1860000000751825E-5    -1.0389999999915744E-5   0.047    42.4      40.9      42761.0   GOODS-S   53.09793854   -27.71065521   11618.55   16266.41   -1.0     0.552    0.45375       0.06841       0.4708        0.024321      0.87172    0.047766   1.4046    0.060126   1.5553    0.17801    1.4816    0.22178    1.5263    0.16755    1.025     4.89          5.704     4.541     8.43          0.0          2       0            0           1          0           5            8            6            8.12    0.0   0.053177336602973656   
  124143   53.0980077   -27.7061693   23.463   -7.1300000001883745E-6   -3.989999999731708E-6    0.015    149.0     149.0     43771.0   GOODS-S   53.09801483   -27.70616531   11614.43   16535.81   -1.0     0.5445   3.9315        0.06841       4.1498        0.024031      2.5581     0.023283   4.2832    0.029238   5.669     0.084293   6.2704    0.10833    6.5712    0.084885   1.0725    3.5           5.408     3.155     4.25          0.0          0       0            0           1          0           5            8            6            8.88    0.4   0.02688401165021217    
  131501   53.0980265   -27.6910307   25.116   7.850000002918023E-6     5.520000001979497E-6     0.036    21.0      21.0      46964.0   GOODS-S   53.09801865   -27.69103622   11614.41   17443.48   -1.0     0.2434   1.5546        0.084966      1.7482        0.025143      0.73162    0.01951    1.0347    0.031411   1.6651    0.10098    2.0952    0.1137     2.3393    0.056465   1.126     3.5           2.932     2.711     3.06          0.0          0       0            0           1          0           2            4            6            7.64    1.4   0.03195404347289161    
  120832   53.0980851   -27.7137295   24.287   5.420000000810887E-6     -2.0620000000803884E-5   0.025    86.9      86.9      42159.0   GOODS-S   53.09807968   -27.71370888   11611.0    16083.15   -1.0     1.5726   3.6966        0.06841       3.9743        0.024225      1.3556     0.025605   1.9875    0.031057   5.9365    0.089315   6.4382    0.1183     6.8724    0.092371   1.0678    3.5           4.969     3.884     4.86          0.0          0       0            0           1          0           6            10           6            9.9     0.7   0.07621527440831109    
  123701   53.0980903   -27.7076619   23.877   -8.299999976202344E-7    -1.4580000001984672E-5   0.019    103.0     103.0     43419.0   GOODS-S   53.09809113   -27.70764732   11610.48   16446.86   -1.0     0.5199   2.6165        0.06841       2.9019        0.022535      1.5859     0.026244   3.0866    0.033366   4.5631    0.09203    4.6693    0.12121    5.1416    0.08836    1.066     3.5           4.652     4.34      4.86          0.0          0       0            0           1          0           5            8            6            8.83    0.2   0.05255462044626392    
  122097   53.0981308   -27.7117017   24.712   -6.100000000230921E-6    6.50000000490536E-7      0.027    70.0      65.3      42488.0   GOODS-S   53.0981369    -27.71170235   11608.04   16203.52   -1.0     0.897    1.2745        0.06841       1.1848        0.024461      0.8187     0.019249   1.4321    0.023383   1.6463    0.071474   1.6848    0.089784   1.5549    0.056004   1.1234    3.5           3.095     2.654     3.0           0.0          0       0            0           1          0           5            8            6            8.58    0.0   0.01958147732448811    
  100679   53.0982604   -27.7558561   24.352   5.240000000128475E-6     -4.349999997543819E-6    0.027    50.2      47.0      33754.0   GOODS-S   53.09825516   -27.75585175   11601.08   13554.62   -1.0     0.6758   1.2269        0.085768      1.1677        0.026261      0.82499    0.029276   1.5926    0.030513   2.1476    0.11323    2.4347    0.16898    2.3007    0.11206    1.0598    3.88          5.388     3.499     5.49          0.0          0       0            0           1          0           12           4            12           8.56    0.2   0.022889055286838635   
  101176   53.09835     -27.7547219   24.199   7.100000004811591E-6     8.319999999173433E-6     0.023    86.4      85.7      33950.0   GOODS-S   53.0983429    -27.75473022   11596.46   13621.87   -1.0     1.053    2.2535        0.085304      1.8858        0.026518      1.4882     0.021316   2.3036    0.024707   3.3423    0.093807   3.6432    0.13692    3.0269    0.088059   1.0767    3.56          4.603     3.242     4.25          0.0          2       0            0           1          0           12           4            12           8.99    0.0   0.037533387001844026   
  92755    53.0983783   -27.7669438   23.346   -6.5600000027643546E-6   4.9000000004184585E-6    0.022    39.9      38.4      31240.0   GOODS-S   53.09838486   -27.7669487    11594.23   12888.75   1.033    1.2427   4.6511        0.0823        5.9363        0.0209        0.70793    0.06514    3.0181    0.052376   15.71     0.20108    20.55     0.36103    26.041    0.22569    1.0028    3.5           11.841    8.752     10.7          0.0          2       0            0           1          0           18           4            18           10.75   2.1   0.027346628924832042   
  110664   53.0984274   -27.7326655   24.8     -3.230000004350586E-6    1.0050000000205728E-5    0.044    44.4      38.7      38216.0   GOODS-S   53.09843063   -27.73267555   11592.21   14945.14   -1.0     1.0634   0.80549       0.082649      0.91984       0.024152      0.64689    0.044301   1.2341    0.04086    2.1188    0.11351    1.9161    0.1952     2.1725    0.11773    1.0479    3.76          5.805     4.309     6.45          0.0          2       0            0           1          0           6            4            6            8.89    0.0   0.03761546610899506    
  105214   53.0985008   -27.7471562   25.558   1.499999996212864E-6     -5.779999998622998E-6    0.056    34.7      32.9      35447.0   GOODS-S   53.0984993    -27.74715042   11588.28   14076.71   -1.0     0.5464   0.62503       0.081244      0.6511        0.022926      0.42686    0.021462   0.69334   0.021467   0.87853   0.069078   0.92204   0.119      0.95363   0.06917    1.0849    4.23          3.642     2.479     3.79          0.0          0       0            2           1          0           9            4            9            8.01    0.1   0.021349760207894825   
  128267   53.0985113   -27.6980999   25.356   -2.9959999999107367E-5   -7.599999989338357E-7    0.051    33.0      25.8      45386.0   GOODS-S   53.09854126   -27.69809914   11586.54   17019.71   -1.0     2.6666   0.80209       0.084565      1.0602        0.023614      0.69479    0.028356   0.72762   0.044213   1.1324    0.096662   1.5303    0.16019    2.0083    0.075678   1.0794    3.52          4.873     2.956     5.14          0.0          0       0            0           1          0           5            4            6            9.69    0.5   0.09553586328864196    
  129975   53.0985841   -27.6935703   23.232   8.509999993577821E-6     -3.020000001185963E-6    0.013    108.0     107.0     46222.0   GOODS-S   53.09857559   -27.69356728   11584.89   17291.65   -1.0     0.5091   7.4343        0.08743       8.4398        0.025044      2.1582     0.02299    5.66      0.044695   11.607    0.10221    12.962    0.15135    14.61     0.11032    1.0571    3.5           5.485     4.451     4.63          6.15         2       0            0           1          0           4            4            6            9.52    0.2   0.029224105293629073   
  122590   53.098592    -27.7106909   25.642   4.959999998277453E-6     4.369999999198626E-6     0.048    40.4      39.4      42687.0   GOODS-S   53.09858704   -27.71069527   11584.07   16263.96   -1.0     0.0588   0.76882       0.06841       0.87521       0.023851      0.30404    0.017233   0.67689   0.020182   0.95887   0.063482   0.90734   0.080158   1.0255    0.042654   1.1487    3.5           2.452     2.223     2.17          0.0          0       0            1           0          0           5            8            6            6.65    0.1   0.022302240433513983   
  118014   53.09868     -27.7190876   23.597   -2.3999999996249244E-6   0.0                      0.014    187.0     184.0     40976.0   GOODS-S   53.0986824    -27.7190876    11578.89   15760.51   -1.0     0.9506   4.1853        0.073059      4.124         0.026282      2.152      0.020136   3.9317    0.028112   5.8654    0.07381    5.7241    0.099207   5.6       0.075862   1.0898    3.5           3.795     3.226     3.35          0.0          0       0            0           1          0           6            5            6            9.31    0.2   0.007648462525341427   
  95773    53.0987615   -27.7647644   25.875   1.4249999999549345E-5    1.9460000000748323E-5    0.061    13.3      12.2      32041.0   GOODS-S   53.09874725   -27.76478386   11574.95   13018.67   -1.0     3.2911   0.37779       0.086747      0.34756       0.021483      0.41714    0.020892   0.45314   0.016648   0.45842   0.064433   0.53391   0.12172    0.48768   0.04107    1.143     3.5           2.724     2.232     3.49          0.0          0       0            2           1          0           18           4            18           9.57    0.3   0.08347713221323391    
  109238   53.0988432   -27.73658     23.032   1.201999999977943E-5     1.1340000000359396E-5    0.016    128.0     121.0     37243.0   GOODS-S   53.09883118   -27.73659134   11570.78   14710.21   1.77     1.7624   5.7181        0.081617      6.7162        0.023338      2.3133     0.05952    4.5712    0.065969   19.754    0.19482    23.23     0.32921    27.09     0.23097    1.0063    3.5           9.974     9.051     10.7          0.0          2       0            0           1          0           8            4            8            10.79   1.2   0.0559775080168911     
  128581   53.0988638   -27.6975798   25.562   2.109999996946499E-6     4.350000001096532E-6     0.048    30.8      20.1      45455.0   GOODS-S   53.09886169   -27.69758415   11569.56   17050.62   -1.0     0.7405   0.61237       0.087896      0.75197       0.024868      0.42289    0.017956   0.73837   0.030705   0.97421   0.069328   0.82862   0.11808    1.0102    0.061989   1.111     3.76          3.355     2.456     3.43          0.0          0       0            0           1          0           5            4            6            8.15    0.5   0.017043159382447104   
  96927    53.098875    -27.7600315   23.492   -9.580000003950317E-6    1.068999999986886E-5     0.017    97.2      96.8      32810.0   GOODS-S   53.09888458   -27.76004219   11567.69   13303.11   -1.0     0.6728   1.9757        0.085529      2.087         0.023379      2.0154     0.044041   3.8677    0.035244   5.6085    0.15448    5.8314    0.25063    6.1156    0.13524    1.0355    3.5           8.622     4.425     7.61          0.0          0       0            0           1          0           14           4            14           9.03    0.3   0.0491162463431704     
  131222   53.0990364   -27.6912934   25.249   -7.699999997612395E-7    3.2000000160792297E-7    0.046    27.8      24.6      46772.0   GOODS-S   53.09903717   -27.69129372   11560.41   17428.07   -1.0     1.3492   1.7838        0.086518      2.0729        0.025438      0.65533    0.022848   1.0671    0.036596   2.7442    0.1319     2.8278    0.13617    3.2626    0.094369   1.0695    4.15          4.464     2.942     4.1           0.0          2       0            0           1          0           2            4            6            9.42    0.7   0.0027114033706212683  
  130318   53.0990372   -27.6935517   25.612   7.660000001408207E-6     4.130000000657219E-6     0.053    22.2      21.8      46387.0   GOODS-S   53.09902954   -27.69355583   11560.82   17292.39   -1.0     0.6973   0.52388       0.086259      0.64849       0.024341      0.34656    0.02249    0.73883   0.044122   0.96445   0.11421    0.89358   0.14608    1.0982    0.1032     1.0603    4.88          4.007     2.943     4.56          0.0          3       0            0           1          0           3            4            6            8.25    0.5   0.028587586116126548   
  110650   53.0990391   -27.734408    24.671   5.7399999988660966E-6    1.3299999999105694E-6    0.032    53.2      51.4      37822.0   GOODS-S   53.09903336   -27.73440933   11560.13   14841.12   -1.0     2.6847   1.4691        0.086732      1.871         0.024365      1.0898     0.031384   1.3546    0.025418   1.9404    0.085128   2.4581    0.14409    3.1082    0.079792   1.0777    3.5           4.553     3.315     4.61          0.0          0       0            0           1          0           6            4            6            9.74    0.3   0.018906324855255313   
  131183   53.0990567   -27.6915663   25.844   1.1899999996956012E-5    -5.5500000009089945E-6   0.073    21.6      19.0      46854.0   GOODS-S   53.0990448    -27.69156075   11559.91   17412.11   -1.0     0.1046   0.26403       0.086305      0.31356       0.025951      0.80591    0.049947   0.81814   0.078633   1.1164    0.26463    0.91149   0.29581    1.0748    0.13206    1.0442    6.75          3.403     2.448     9.56          0.0          3       0            0           1          0           2            4            6            6.51    0.0   0.04287339103828804    
  108056   53.0991064   -27.7392602   24.406   -3.758000000431139E-5    -5.579000000111023E-5    0.042    37.3      29.1      36838.0   GOODS-S   53.09914398   -27.73920441   11554.22   14553.41   -1.0     1.562    1.0065        0.08408       1.1751        0.023174      0.70747    0.044351   0.98629   0.048028   2.998     0.14482    3.058     0.25364    3.5449    0.14486    1.0308    3.5           7.961     5.43      8.37          0.0          0       0            0           1          0           8            4            8            9.57    0.0   0.23382897677734618    
  122461   53.0991578   -27.7108219   24.987   1.0000000003174137E-5    -2.6599999998211388E-6   0.036    39.6      36.0      42677.0   GOODS-S   53.0991478    -27.71081924   11554.21   16256.51   -1.0     0.9873   1.1981        0.06841       1.2597        0.024588      0.52784    0.020785   0.9908    0.024594   1.6628    0.080039   1.7202    0.097522   1.7957    0.071735   1.0886    3.78          4.165     2.566     3.61          0.0          0       0            0           1          0           5            8            6            8.88    0.0   0.03327853707014691    
  110733   53.0991915   -27.7331013   25.123   5.560000005289112E-6     7.219999996976867E-6     0.05     40.4      39.9      38083.0   GOODS-S   53.09918594   -27.73310852   11552.05   14919.22   -1.0     0.949    0.84434       0.086663      0.58662       0.023055      0.63342    0.035921   1.0923    0.043085   1.586     0.11413    2.0766    0.21162    1.4325    0.0974     1.0606    3.5           5.471     4.166     6.54          0.0          2       0            0           1          0           6            4            6            8.53    0.0   0.03145574833181919    
  107091   53.0992331   -27.7434831   25.82    -6.249999998431122E-6    -5.099999995650251E-7    0.055    28.9      25.9      36122.0   GOODS-S   53.09923935   -27.74348259   11549.07   14296.76   -1.0     3.142    0.39303       0.080911      0.54952       0.02269       0.34492    0.0177     0.41159   0.019781   0.4659    0.05588    0.47501   0.097091   0.6594    0.039949   1.15      3.53          2.354     2.219     2.49          0.0          0       0            2           1          0           8            4            8            9.12    0.0   0.019997873068119506   
  116812   53.0994113   -27.7219532   25.768   -7.340000003352998E-6    -8.390000001412545E-6    0.061    29.9      28.8      40303.0   GOODS-S   53.09941864   -27.72194481   11539.69   15589.0    -1.0     1.5017   0.93059       0.085849      1.2284        0.024371      0.376      0.020643   0.51183   0.027944   1.391     0.070558   1.3141    0.12036    1.7223    0.071624   1.0877    4.01          3.321     2.895     3.6           0.0          0       0            0           1          0           6            4            6            9.37    0.0   0.038202322086874296   
  100756   53.0994162   -27.7550246   24.828   1.3699999996674705E-6    1.2600000012241708E-6    0.031    61.3      61.3      33909.0   GOODS-S   53.09941483   -27.75502586   11539.69   13604.23   -1.0     1.8207   1.8738        0.081604      1.9819        0.02582       1.1898     0.018543   1.3182    0.019725   2.4413    0.080329   2.6083    0.11278    2.739     0.069528   1.0992    3.58          3.578     2.904     3.33          0.0          0       0            0           1          0           12           4            12           9.37    0.4   0.006294812069812791   
  112747   53.0994561   -27.7296864   25.612   -6.900000002474371E-7    -1.1109999999092679E-5   0.052    142.0     24.0      38702.0   GOODS-S   53.09945679   -27.72967529   11537.59   15125.15   -1.0     0.9426   0.57227       0.086385      0.51953       0.022475      0.37348    0.024239   0.57903   0.02544    0.81148   0.074652   0.84247   0.12626    0.75936   0.066237   1.0874    4.2           3.421     2.574     3.82          0.0          0       0            2           1          0           6            4            6            8.16    0.0   0.04005639002806506    
  125961   53.0995101   -27.7031961   25.229   -1.1539999995591188E-5   -2.5319999998885123E-5   0.042    26.1      25.8      44369.0   GOODS-S   53.09952164   -27.70317078   11534.57   16715.46   -1.0     1.4966   1.0226        0.06841       1.1685        0.025215      0.78299    0.026849   0.88631   0.038131   1.7569    0.10185    1.8729    0.12439    2.1248    0.080972   1.0792    3.5           4.834     3.024     5.09          0.0          0       0            0           1          0           5            8            6            9.12    0.0   0.09829334672411529    
  106779   53.0995222   -27.7437362   25.395   1.2010000006057453E-5    -9.470000001954304E-6    0.055    30.7      27.0      36103.0   GOODS-S   53.09951019   -27.74372673   11534.56   14282.09   -1.0     0.4441   0.49155       0.084316      0.53718       0.022439      0.46446    0.023903   0.63985   0.026241   0.83439   0.074139   0.80576   0.13723    0.87427   0.063996   1.0913    3.75          3.396     3.077     4.46          0.0          0       0            2           1          0           8            4            8            7.85    0.0   0.05124953738383193    
  108716   53.0995971   -27.73925     25.737   -4.650000001049648E-6    -1.7199999966521773E-6   0.06     25.2      23.0      36919.0   GOODS-S   53.09960175   -27.73924828   11529.76   14550.8    -1.0     0.841    0.62142       0.085787      0.58993       0.023481      0.29746    0.02305    0.6044    0.025708   0.90546   0.073611   0.98226   0.13463    0.92582   0.061051   1.1045    3.74          3.454     2.594     3.93          0.0          0       0            2           1          0           8            4            8            8.37    0.0   0.01605799870190375    
  108874   53.099616    -27.7388458   25.702   1.806999999587333E-5     -1.3330000001587905E-5   0.063    34.1      14.8      36974.0   GOODS-S   53.09959793   -27.73883247   11529.98   14575.82   -1.0     0.9065   0.55242       0.083435      0.35408       0.022502      0.22034    0.018668   0.42273   0.020861   0.54537   0.055884   0.70639   0.10593    0.44953   0.053676   1.1176    3.97          2.835     2.416     3.06          0.0          3       0            2           1          0           8            4            8            8.02    0.0   0.0749523658253316     
  104574   53.0996185   -27.7483498   25.706   -2.5210000003994537E-5   -1.4919999998141975E-5   0.064    23.6      23.1      35223.0   GOODS-S   53.09964371   -27.74833488   11527.54   14005.71   -1.0     3.3077   0.24166       0.086196      0.30063       0.025935      0.3529     0.023872   0.41177   0.023602   0.41134   0.090023   0.39344   0.13933    0.48594   0.056559   1.1296    3.63          2.913     2.414     4.24          0.0          0       0            2           1          0           7            4            7            9.09    0.0   0.09662373673767627    
  129711   53.0997521   -27.6942594   24.819   9.21000000175809E-6      2.3999999854140697E-7    0.036    31.1      30.5      46230.0   GOODS-S   53.09974289   -27.69425964   11522.8    17250.15   -1.0     0.5426   1.1212        0.083801      1.2615        0.025134      0.66144    0.019702   1.1114    0.038279   1.6457    0.12434    1.6753    0.12432    1.8714    0.08389    1.0763    4.07          3.728     3.088     3.81          0.0          0       0            0           1          0           2            4            6            8.35    0.0   0.029370366142629032   
  93254    53.0997737   -27.7684242   25.718   1.5550000000530417E-5    -1.1199999967459462E-6   0.059    23.7      18.1      31228.0   GOODS-S   53.09975815   -27.76842308   11521.16   12800.31   -1.0     1.5298   0.74006       0.088693      0.73222       0.021533      0.66255    0.01866    0.60693   0.014623   0.99332   0.058409   0.93779   0.11159    0.92123   0.047192   1.129     3.5           3.144     2.426     3.12          0.0          0       0            2           1          0           18           4            18           8.66    0.0   0.049697055358962086   
  112324   53.099818    -27.7303012   23.022   6.450000000768341E-6     -2.9999999995311555E-7   0.011    302.0     295.0     38616.0   GOODS-S   53.09981155   -27.7303009    11518.83   15087.66   1.311    1.2815   7.9835        0.085833      9.0726        0.023844      5.5553     0.022531   7.3003    0.026719   12.588    0.073161   12.367    0.13201    13.953    0.089674   1.0686    3.5           4.641     4.067     4.19          26.07        0       0            0           1          0           6            4            6            9.73    0.2   0.020581484555288205   
  129060   53.0998681   -27.6961889   25.003   1.0770000002935376E-5    -8.55999999771484E-6     0.036    27.8      27.7      45868.0   GOODS-S   53.09985733   -27.69618034   11516.71   17134.85   -1.0     0.7473   1.0188        0.084663      1.2561        0.024139      0.47553    0.017932   1.017     0.034932   1.4662    0.079323   1.3856    0.11432    1.696     0.058478   1.1154    3.5           3.548     2.551     3.31          0.0          0       0            0           1          0           4            4            6            8.46    0.8   0.046131907657520725   
  119880   53.0998951   -27.7157965   25.664   -1.1820000004547637E-5   -1.4329999999063148E-5   0.061    25.9      22.9      41559.0   GOODS-S   53.09990692   -27.71578217   11513.85   15958.82   -1.0     1.0542   0.76041       0.06841       0.73413       0.025007      0.27845    0.020375   0.57236   0.023928   0.99239   0.073391   1.0558    0.094302   1.012     0.059768   1.1174    3.71          3.107     2.533     3.37          0.0          0       0            0           1          0           6            8            6            8.59    0.1   0.06387751463426601    
  110188   53.1000777   -27.7356186   24.213   2.930000000844757E-6     -1.9199999989893968E-6   0.021    92.5      80.3      37637.0   GOODS-S   53.10007477   -27.73561668   11504.66   14768.7    1.61     1.6018   2.8101        0.083867      2.7485        0.023306      2.0243     0.024179   2.2041    0.028381   4.6217    0.075562   4.5939    0.13612    4.461     0.080137   1.0742    3.5           4.661     3.505     4.46          0.0          2       0            0           1          0           8            4            8            9.45    0.2   0.01161628916377727    
  98339    53.1000931   -27.7605848   25.346   -7.399999972790283E-7    6.7100000009645555E-6    0.039    43.2      36.4      32734.0   GOODS-S   53.10009384   -27.76059151   11503.45   13270.24   -1.0     0.1717   1.121         0.080488      1.146         0.024366      0.34243    0.017878   0.86389   0.015008   1.3075    0.063546   1.3564    0.096695   1.3767    0.047287   1.1416    3.5           2.634     2.366     2.17          0.0          0       0            1           0          0           14           4            14           7.73    0.1   0.02427075538011348    
