# These galaxies are in the GOODS-S field.
# pearsid pearsra pearsdec matchid matchra matchdec source zphot zphot_l68 zphot_u68
93458 53.139364 -27.767368 17003 53.139381 -27.767363 CANDELS 1.2130 1.1600 1.2700
71081 53.139383 -27.811464 10779 53.139385 -27.811474 CANDELS 0.0600 0.0300 0.0900
24770 53.139390 -27.897459 2070 53.139381 -27.897457 CANDELS 0.9030 0.8100 0.9900
78417 53.139396 -27.794306 12923 53.139401 -27.794310 CANDELS 1.2310 1.1600 1.3100
81636 53.139403 -27.786768 14207 53.139401 -27.786777 CANDELS 1.2260 1.1700 1.2800
111206 53.139417 -27.720204 22836 53.139423 -27.720205 CANDELS 0.1190 0.0800 0.1600
97857 53.139423 -27.760405 17748 53.139404 -27.760410 CANDELS 0.2450 0.1900 0.3000
110258 53.139439 -27.734707 20685 53.139439 -27.734705 CANDELS 0.8870 0.8300 0.9400
25316 53.139463 -27.895650 2188 53.139465 -27.895653 CANDELS 0.8710 0.7900 0.9500
106500 53.139489 -27.741774 20058 53.139492 -27.741768 CANDELS 0.1260 0.0900 0.1500
33507 53.139491 -27.879625 3521 53.139515 -27.879646 CANDELS 1.3890 1.3300 1.4500
94858 53.139508 -27.765949 17102 53.139507 -27.765943 CANDELS 0.9850 0.9200 1.0500
103969 53.139516 -27.749492 19034 53.139496 -27.749495 CANDELS 1.2680 1.2000 1.3300
85596 53.139526 -27.780678 28331 53.139533 -27.780670  3DHST  3.5180 -99.0000 -99.0000
78221 53.139586 -27.794446 12906 53.139564 -27.794434 CANDELS 0.5810 0.5200 0.6400
47812 53.139611 -27.851393 6323 53.139610 -27.851393 CANDELS 0.5600 0.4900 0.6400
95996 53.139673 -27.763194 17510 53.139710 -27.763199 CANDELS 2.0710 2.0000 2.1500
26107 53.139725 -27.894664 2243 53.139687 -27.894663 CANDELS 0.8100 0.7400 0.8900
87869 53.139730 -27.773161 16421 53.139728 -27.773155 CANDELS 0.3130 0.2600 0.3700
14386 53.139745 -27.920454 914 53.139748 -27.920454 CANDELS 0.6190 0.5600 0.6800
48014 53.139760 -27.851502 6257 53.139755 -27.851496 CANDELS 0.0940 0.0500 0.1400
31899 53.139820 -27.880603 3586 53.139797 -27.880617 CANDELS 1.1000 1.0500 1.1500
53126 53.139901 -27.841177 7393 53.139881 -27.841194 CANDELS 0.1170 0.0900 0.1500
14958 53.139920 -27.920109 896 53.139912 -27.920113 CANDELS 1.2750 1.2100 1.3500
114244 53.139936 -27.726237 21643 53.139927 -27.726232 CANDELS 1.0140 0.9500 1.0800
17488 53.139983 -27.913919 1174 53.139954 -27.913908 CANDELS 0.3630 0.3100 0.4200
33007 53.140006 -27.878443 3816 53.139999 -27.878441 CANDELS 0.1410 0.0900 0.1800
12134 53.140195 -27.926333 27053 53.140202 -27.926327 CANDELS 0.0880 0.0600 2.0700
103154 53.140201 -27.751143 18808 53.140205 -27.751133 CANDELS 3.3300 3.2600 3.4000
54514 53.140203 -27.841357 7359 53.140202 -27.841360 CANDELS 2.8330 2.7600 2.9100
50821 53.140213 -27.847078 6727 53.140209 -27.847080 CANDELS 0.3810 0.2700 0.4800
107858 53.140221 -27.741647 19855 53.140209 -27.741648 CANDELS 0.0640 0.0300 0.1100
119630 53.140265 -27.715087 23828 53.140266 -27.715090 CANDELS 1.4650 1.3700 1.5600
114418 53.140280 -27.726361 21559 53.140282 -27.726364 CANDELS 0.1510 0.0900 0.2200
12608 53.140295 -27.925479 706 53.140285 -27.925476 CANDELS 0.4460 0.3500 0.5300
76836 53.140313 -27.797521 12529 53.140305 -27.797525 CANDELS 1.6930 1.6500 1.7400
102502 53.140318 -27.751935 18689 53.140324 -27.751942 CANDELS 0.0830 0.0500 0.4000
99509 53.140322 -27.757179 18134 53.140343 -27.757179 CANDELS 1.5360 1.4500 1.6200
98559 53.140413 -27.759323 17885 53.140419 -27.759293 CANDELS 3.2970 3.2300 3.3700
27014 53.140426 -27.890837 2544 53.140415 -27.890840 CANDELS 0.3380 0.2700 0.4000
107464 53.140446 -27.742097 19823 53.140427 -27.742096 CANDELS 2.6060 2.5500 2.6600
76100 53.140447 -27.799070 12241 53.140457 -27.799063 CANDELS 2.5700 2.5200 2.6200
85374 53.140455 -27.780922 15022 53.140457 -27.780920 CANDELS 0.9060 0.8300 0.9700
55169 53.140472 -27.840226 7457 53.140469 -27.840227 CANDELS 1.1840 1.0900 1.2800
21614 53.140516 -27.904663 1612 53.140511 -27.904661 CANDELS 0.7230 0.6400 0.8100
119834 53.140517 -27.715357 23861 53.140499 -27.715397 CANDELS 1.3950 1.3100 1.4800
73423 53.140539 -27.804566 11623 53.140537 -27.804571 CANDELS 0.6060 0.5500 0.6600
35068 53.140556 -27.877191 3730 53.140549 -27.877190 CANDELS 1.1310 1.0500 1.2100
28130 53.140572 -27.890424 2546 53.140564 -27.890406 CANDELS 4.0410 3.8900 4.1900
68899 53.140576 -27.816399 10254 53.140560 -27.816389 CANDELS 2.6520 2.5700 2.7300
63258 53.140589 -27.826894 9015 53.140591 -27.826899 CANDELS 3.8090 3.6700 3.9500
77640 53.140590 -27.795613 12770 53.140587 -27.795618 CANDELS 1.9720 1.9200 2.0300
70162 53.140593 -27.813351 10583 53.140594 -27.813347 CANDELS 1.6330 1.5400 1.7300
114821 53.140597 -27.724274 21928 53.140579 -27.724289 CANDELS 0.1300 0.1000 0.1600
51351 53.140617 -27.846065 6860 53.140629 -27.846054 CANDELS 1.9460 1.8700 2.0200
102621 53.140636 -27.752082 18794 53.140575 -27.752106 CANDELS 1.8240 1.7500 1.9100
25418 53.140674 -27.896190 2143 53.140678 -27.896189 CANDELS 2.4990 2.3000 2.5800
109077 53.140688 -27.738161 20403 53.140713 -27.738194 CANDELS 1.2760 1.2200 1.3400
14050 53.140698 -27.921620 857 53.140701 -27.921598 CANDELS 2.3620 2.2900 2.4600
48656 53.140702 -27.850578 6392 53.140705 -27.850588 CANDELS 1.9430 1.8800 2.0100
94873 53.140714 -27.765894 17116 53.140705 -27.765898 CANDELS 0.1060 0.0700 0.1600
113730 53.140738 -27.727584 21422 53.140747 -27.727577 CANDELS 1.2330 1.1700 1.3000
74073 53.140751 -27.803989 11653 53.140739 -27.803991 CANDELS 2.5560 0.1000 2.6000
73866 53.140757 -27.804472 11636 53.140755 -27.804478 CANDELS 0.5900 0.5400 0.6300
114767 53.140779 -27.725344 21721 53.140770 -27.725349 CANDELS 0.5760 0.5200 0.6300
108946 53.140799 -27.738307 37043 53.140793 -27.738303  3DHST  1.2709 -99.0000 -99.0000
29091 53.140820 -27.888530 2713 53.140827 -27.888512 CANDELS 0.9670 0.8700 1.0600
109151 53.140917 -27.736119 20655 53.140907 -27.736114 CANDELS 0.6570 0.6200 0.6900
63812 53.140946 -27.825878 9122 53.140942 -27.825882 CANDELS 1.9470 1.8800 2.0100
50281 53.140962 -27.847331 6728 53.140949 -27.847332 CANDELS 0.6110 0.5600 0.6700
76692 53.140966 -27.796647 12720 53.140968 -27.796648 CANDELS 0.3350 0.2800 0.4000
101097 53.141011 -27.755063 18402 53.141007 -27.755049 CANDELS 2.1290 2.0900 2.1700
100651 53.141013 -27.755720 18315 53.141007 -27.755709 CANDELS 2.3640 2.3000 2.4300
31829 53.141019 -27.881726 3297 53.141045 -27.881735 CANDELS 0.3570 0.2700 0.4300
92506 53.141026 -27.766731 17205 53.141018 -27.766727 CANDELS 1.8260 1.7200 1.9300
112827 53.141037 -27.726180 21767 53.141029 -27.726170 CANDELS 0.9280 0.8700 0.9800
97909 53.141092 -27.761312 17653 53.141094 -27.761316 CANDELS 0.2760 0.2100 0.3500
97317 53.141097 -27.761839 17673 53.141090 -27.761848 CANDELS 1.5630 1.4900 1.6300
14658 53.141120 -27.919905 893 53.141109 -27.919903 CANDELS 3.5870 3.4100 3.7700
110487 53.141122 -27.732656 20946 53.141113 -27.732651 CANDELS 0.9250 0.8700 0.9800
18329 53.141128 -27.911944 1264 53.141117 -27.911943 CANDELS 0.3710 0.2600 0.4700
99072 53.141192 -27.759246 17879 53.141186 -27.759243 CANDELS 1.7080 1.6500 1.7700
23511 53.141203 -27.899534 1947 53.141213 -27.899546 CANDELS 1.3010 1.2300 1.3700
76079 53.141207 -27.799575 12152 53.141216 -27.799576 CANDELS 2.8030 2.7400 2.8700
23433 53.141214 -27.900469 1854 53.141224 -27.900476 CANDELS 0.5320 0.4400 0.6200
26640 53.141221 -27.893179 2365 53.141220 -27.893189 CANDELS 2.8110 2.7600 2.8700
29744 53.141229 -27.887624 2774 53.141224 -27.887648 CANDELS 3.1590 3.0900 3.2200
19226 53.141256 -27.907070 1532 53.141277 -27.907082 CANDELS 0.6230 0.5600 0.6800
91085 53.141294 -27.771398 16466 53.141293 -27.771397 CANDELS 1.4370 1.3700 1.5000
61563 53.141325 -27.829877 8676 53.141346 -27.829874 CANDELS 1.1830 1.1400 1.2300
21196 53.141363 -27.904972 1587 53.141369 -27.904972 CANDELS 0.8250 0.7600 0.8900
62990 53.141377 -27.825690 9246 53.141376 -27.825697 CANDELS 1.7020 1.6100 1.8000
120887 53.141419 -27.714113 23634 53.141422 -27.714115 CANDELS 1.3790 1.3000 1.4500
31202 53.141467 -27.883810 3084 53.141476 -27.883821 CANDELS 0.8200 0.7000 0.9500
23664 53.141483 -27.899644 1906 53.141464 -27.899622 CANDELS 0.3710 0.2000 0.4900
61505 53.141515 -27.829748 8713 53.141522 -27.829750 CANDELS 1.9070 1.8300 1.9900
23611 53.141526 -27.900225 1865 53.141487 -27.900211 CANDELS 1.4130 1.2700 1.5800
24793 53.141540 -27.895746 2185 53.141537 -27.895746 CANDELS 0.3640 0.2300 0.4900
105056 53.141540 -27.745823 19523 53.141533 -27.745829 CANDELS 0.2940 0.2300 0.3600
113303 53.141549 -27.726881 21579 53.141540 -27.726875 CANDELS 1.3620 1.3000 1.4200
15868 53.141551 -27.918048 967 53.141540 -27.918053 CANDELS 0.6870 0.5600 0.8200
26886 53.141560 -27.893077 2389 53.141563 -27.893082 CANDELS 3.1520 3.0700 3.2400
103421 53.141572 -27.750809 18820 53.141571 -27.750809 CANDELS 0.6690 0.5300 0.8100
75664 53.141576 -27.800558 12043 53.141582 -27.800573 CANDELS 4.5880 4.5400 4.6400
108456 53.141609 -27.738597 20261 53.141621 -27.738594 CANDELS 1.0010 0.9600 1.0500
73994 53.141609 -27.804077 11686 53.141617 -27.804081 CANDELS 1.3340 1.2700 1.3900
73527 53.141643 -27.805797 11408 53.141628 -27.805790 CANDELS 3.4820 3.4300 3.5400
30811 53.141655 -27.880853 3487 53.141644 -27.880846 CANDELS 0.4580 0.4100 0.5000
89145 53.141674 -27.773107 16188 53.141678 -27.773111 CANDELS 0.5270 0.4800 0.5800
109167 53.141678 -27.736678 20564 53.141666 -27.736687 CANDELS 0.8750 0.8200 0.9300
51904 53.141682 -27.845306 6921 53.141682 -27.845301 CANDELS 1.3990 1.3400 1.4600
33607 53.141688 -27.879852 3468 53.141689 -27.879849 CANDELS 0.4480 0.3900 0.5000
107778 53.141693 -27.740847 19971 53.141697 -27.740833 CANDELS 0.9610 0.9100 1.0200
115226 53.141736 -27.724509 21839 53.141731 -27.724506 CANDELS 1.5860 1.5100 1.6600
107171 53.141790 -27.742518 19816 53.141781 -27.742518 CANDELS 0.5130 0.4600 0.5700
53974 53.141839 -27.841369 7442 53.141819 -27.841356 CANDELS 1.4280 1.3300 1.5100
110198 53.141864 -27.735611 20506 53.141869 -27.735598 CANDELS 0.6860 0.6400 0.7400
22402 53.141867 -27.901909 1819 53.141861 -27.901907 CANDELS 0.7770 0.7100 0.8400
62223 53.141881 -27.827172 9073 53.141884 -27.827168 CANDELS 0.8370 0.7700 0.9000
68303 53.141894 -27.817652 10089 53.141903 -27.817657 CANDELS 1.1130 1.0300 1.2100
78170 53.141932 -27.794766 12902 53.141933 -27.794773 CANDELS 0.4840 0.4400 0.5300
32836 53.141997 -27.881791 3273 53.141987 -27.881798 CANDELS 0.2980 0.2100 0.4000
76898 53.142007 -27.797401 12437 53.142010 -27.797417 CANDELS 3.9870 3.9100 4.0700
114878 53.142024 -27.724573 21897 53.142010 -27.724566 CANDELS 1.6210 1.5700 1.6800
20415 53.142079 -27.907722 1448 53.142078 -27.907728 CANDELS 2.4120 2.2700 2.5500
65789 53.142080 -27.819918 10090 53.142078 -27.819918 CANDELS 1.8780 1.8200 1.9400
62806 53.142086 -27.827671 8939 53.142094 -27.827663 CANDELS 1.9690 1.5100 2.1300
79283 53.142121 -27.786696 14564 53.142120 -27.786699 CANDELS 0.3000 0.2400 0.3600
118708 53.142124 -27.715372 23866 53.142128 -27.715372 CANDELS 0.5050 0.4500 0.5600
47213 53.142132 -27.853180 6128 53.142124 -27.853180 CANDELS 0.3870 0.3200 0.4500
69926 53.142152 -27.813774 10602 53.142143 -27.813768 CANDELS 2.4440 2.3500 2.5400
60090 53.142160 -27.832684 8355 53.142139 -27.832693 CANDELS 2.0890 1.8800 2.3500
66427 53.142165 -27.820283 9839 53.142170 -27.820276 CANDELS 1.9540 1.8700 2.0200
53372 53.142182 -27.842796 7209 53.142174 -27.842821 CANDELS 1.5220 1.4400 1.6100
60997 53.142229 -27.830488 8643 53.142204 -27.830454 CANDELS 3.8140 3.7100 3.9200
112280 53.142240 -27.730670 21112 53.142235 -27.730665 CANDELS 1.9830 1.3600 2.5800
76915 53.142257 -27.795411 12893 53.142242 -27.795404 CANDELS 1.9920 1.9500 2.0400
23246 53.142288 -27.900512 1866 53.142288 -27.900513 CANDELS 1.1890 1.1200 1.2600
115807 53.142317 -27.723693 21889 53.142326 -27.723690 CANDELS 3.3650 3.2100 3.5200
53661 53.142319 -27.842668 7221 53.142322 -27.842674 CANDELS 1.5690 1.4700 1.6700
116335 53.142347 -27.722578 22070 53.142349 -27.722576 CANDELS 2.7180 0.2300 2.7600
62420 53.142348 -27.827645 8970 53.142342 -27.827641 CANDELS 1.9760 1.9400 2.0100
50090 53.142352 -27.847095 6774 53.142357 -27.847086 CANDELS 0.4530 0.4000 0.5000
51178 53.142398 -27.846276 6854 53.142387 -27.846287 CANDELS 1.9480 1.8800 2.0100
26248 53.142417 -27.894178 2311 53.142422 -27.894184 CANDELS 2.1480 2.0500 2.2500
58913 53.142431 -27.834172 8184 53.142426 -27.834160 CANDELS 1.9690 1.9000 2.0300
75407 53.142431 -27.800891 12051 53.142429 -27.800896 CANDELS 1.3290 1.2600 1.3900
91777 53.142463 -27.764943 31463 53.142469 -27.764939  3DHST  0.3623 -99.0000 -99.0000
113173 53.142542 -27.728812 21260 53.142525 -27.728813 CANDELS 0.1890 0.1400 0.2500
74352 53.142548 -27.803721 11713 53.142548 -27.803721 CANDELS 0.6040 0.5400 0.6600
117066 53.142561 -27.719135 22555 53.142567 -27.719130 CANDELS 0.5310 0.4900 0.5700
22708 53.142595 -27.899975 2005 53.142601 -27.899969 CANDELS 0.6750 0.6200 0.7300
25184 53.142600 -27.895068 2268 53.142586 -27.895065 CANDELS 0.6920 0.6500 0.7400
63398 53.142626 -27.826555 9060 53.142628 -27.826548 CANDELS 3.5460 3.5000 3.5900
52890 53.142636 -27.843843 7083 53.142628 -27.843840 CANDELS 0.6130 0.5400 0.6900
24671 53.142654 -27.897379 2071 53.142685 -27.897371 CANDELS 0.6760 0.6000 0.7600
22266 53.142656 -27.903210 1689 53.142662 -27.903212 CANDELS 0.7490 0.6400 0.8600
65551 53.142691 -27.822023 9606 53.142696 -27.822018 CANDELS 0.9720 0.9100 1.0400
31962 53.142693 -27.883615 3111 53.142708 -27.883621 CANDELS 2.5540 2.4800 2.6300
120644 53.142697 -27.714311 23821 53.142700 -27.714308 CANDELS 0.9330 0.8800 0.9800
33074 53.142705 -27.881445 3317 53.142708 -27.881445 CANDELS 1.0590 0.8700 1.2100
80297 53.142734 -27.790020 13606 53.142750 -27.790022 CANDELS 1.0500 0.9900 1.1100
62620 53.142734 -27.827027 9022 53.142723 -27.827007 CANDELS 0.0710 0.0400 0.1100
44995 53.142804 -27.857604 5663 53.142776 -27.857622 CANDELS 1.9900 1.9000 2.0900
34245 53.142814 -27.878909 3552 53.142807 -27.878910 CANDELS 1.1370 1.0700 1.2100
62238 53.142871 -27.827913 8923 53.142845 -27.827890 CANDELS 0.3660 0.2600 4.9900
52338 53.142885 -27.844646 7018 53.142887 -27.844645 CANDELS 1.9910 1.9500 2.0300
86007 53.142887 -27.779906 15218 53.142834 -27.779919 CANDELS 2.7370 2.6900 2.7800
36291 53.142894 -27.873808 4127 53.142891 -27.873802 CANDELS 1.1680 1.1300 1.6600
96123 53.142898 -27.763669 17450 53.142895 -27.763666 CANDELS 0.5170 0.4600 0.5700
36394 53.142929 -27.874205 4047 53.142914 -27.874227 CANDELS 2.8820 2.7300 3.0100
19435 53.142984 -27.909361 1383 53.142990 -27.909365 CANDELS 0.6570 0.6000 0.7100
23136 53.142997 -27.901091 1817 53.143002 -27.901096 CANDELS 0.8270 0.7400 0.9100
35565 53.143049 -27.876190 3820 53.143028 -27.876183 CANDELS 3.6590 3.4100 3.8700
109794 53.143109 -27.730585 21536 53.143101 -27.730583 CANDELS 0.6280 0.5800 0.6800
69190 53.143112 -27.815503 10376 53.143116 -27.815498 CANDELS 4.1860 4.1100 4.2600
93878 53.143169 -27.767285 16953 53.143177 -27.767284 CANDELS 3.3500 3.2900 3.4100
21385 53.143181 -27.904855 1594 53.143196 -27.904823 CANDELS 0.7490 0.6400 0.8600
82075 53.143227 -27.786825 14118 53.143250 -27.786823 CANDELS 0.6930 0.6300 0.7600
91414 53.143248 -27.771255 16432 53.143250 -27.771252 CANDELS 0.5610 0.5000 0.6200
58684 53.143286 -27.834176 8227 53.143303 -27.834187 CANDELS 0.4820 0.4400 0.5500
77829 53.143316 -27.795290 12796 53.143337 -27.795265 CANDELS 1.9630 1.9200 2.0100
119082 53.143374 -27.717714 22570 53.143375 -27.717705 CANDELS 2.5490 2.4700 2.6200
81649 53.143385 -27.788006 13826 53.143391 -27.788004 CANDELS 3.3750 3.3100 3.4400
114427 53.143406 -27.726345 21588 53.143402 -27.726339 CANDELS 1.5480 1.4600 1.6500
83809 53.143466 -27.783222 15010 53.143471 -27.783213 CANDELS 1.4980 1.4300 1.5600
99598 53.143482 -27.758095 18014 53.143536 -27.758137 CANDELS 0.9040 0.8500 0.9600
109438 53.143484 -27.737160 20395 53.143475 -27.737171 CANDELS 0.7160 0.6500 0.7800
102545 53.143487 -27.752499 18631 53.143494 -27.752506 CANDELS 0.4970 0.4200 0.5700
100384 53.143491 -27.755723 18277 53.143494 -27.755720 CANDELS 0.4040 0.3000 0.5000
78036 53.143519 -27.795228 12821 53.143520 -27.795225 CANDELS 1.9780 1.9000 2.5200
59530 53.143536 -27.833333 8289 53.143532 -27.833334 CANDELS 0.5240 0.4600 0.5900
80816 53.143571 -27.789133 13727 53.143566 -27.789131 CANDELS 0.5560 0.5000 0.6200
58286 53.143584 -27.834724 8206 53.143589 -27.834705 CANDELS 1.9740 1.9000 2.0500
99644 53.143614 -27.758164 18014 53.143536 -27.758137 CANDELS 0.9040 0.8500 0.9600
104641 53.143615 -27.747921 19238 53.143608 -27.747927 CANDELS 0.6800 0.6100 0.7500
108001 53.143618 -27.739801 20055 53.143688 -27.739798 CANDELS 1.0280 0.9400 1.1200
45221 53.143634 -27.857083 5731 53.143639 -27.857075 CANDELS 0.7700 0.6900 0.8500
29820 53.143642 -27.887939 2739 53.143650 -27.887940 CANDELS 2.6640 2.6000 2.7300
110983 53.143690 -27.734172 20644 53.143688 -27.734163 CANDELS 4.5730 4.4900 4.6600
112986 53.143698 -27.729360 21186 53.143696 -27.729343 CANDELS 3.8210 3.7000 3.9300
33250 53.143733 -27.880584 3369 53.143726 -27.880570 CANDELS 0.2410 0.1500 0.3400
111791 53.143762 -27.732114 20910 53.143765 -27.732105 CANDELS 3.4980 3.3900 3.6100
110765 53.143821 -27.733225 20802 53.143814 -27.733229 CANDELS 0.8980 0.8300 0.9700
63307 53.143841 -27.813469 11392 53.143837 -27.813473 CANDELS 0.2600 0.1900 0.3300
112176 53.143860 -27.731227 21050 53.143852 -27.731218 CANDELS 1.7440 1.5300 1.9600
35989 53.143862 -27.875152 3916 53.143860 -27.875158 CANDELS 0.8150 0.7400 0.8800
67599 53.143903 -27.818001 10124 53.143906 -27.817991 CANDELS 0.7600 0.6900 0.8300
24717 53.143907 -27.897703 2033 53.143909 -27.897711 CANDELS 0.6930 0.6100 0.7800
86241 53.143937 -27.779730 15223 53.143936 -27.779724 CANDELS 1.7380 1.6900 1.7900
9382 53.144008 -27.928778 630 53.144024 -27.928768 CANDELS 0.8970 0.8200 0.9700
96494 53.144032 -27.761488 17615 53.144035 -27.761478 CANDELS 0.6090 0.5300 0.6900
63049 53.144039 -27.827184 8980 53.144043 -27.827175 CANDELS 0.7090 0.6100 0.8100
57822 53.144044 -27.835109 8113 53.144035 -27.835113 CANDELS 1.0130 0.9500 1.0800
15281 53.144057 -27.919443 917 53.144043 -27.919443 CANDELS 0.9260 0.7600 1.0900
13648 53.144067 -27.923143 784 53.144066 -27.923149 CANDELS 1.2900 1.2000 1.3900
110397 53.144070 -27.734604 20694 53.144058 -27.734598 CANDELS 0.8560 0.8000 0.9100
62555 53.144124 -27.828083 8878 53.144119 -27.828079 CANDELS 2.7580 2.6900 2.8200
66934 53.144134 -27.819492 9944 53.144127 -27.819492 CANDELS 1.0210 0.9600 1.0800
89789 53.144147 -27.773557 16132 53.144169 -27.773552 CANDELS 1.9310 1.8900 1.9800
56067 53.144147 -27.839158 7586 53.144154 -27.839168 CANDELS 1.0120 0.9200 1.1000
26891 53.144178 -27.890151 2674 53.144188 -27.890129 CANDELS 1.0920 1.0500 1.1300
19016 53.144188 -27.909835 1387 53.144196 -27.909830 CANDELS 1.2920 1.2300 1.3500
20901 53.144242 -27.905625 1569 53.144249 -27.905628 CANDELS 1.1540 1.1000 1.2100
92911 53.144244 -27.769059 16680 53.144241 -27.769058 CANDELS 2.5480 2.4900 2.6100
55199 53.144268 -27.840138 7503 53.144268 -27.840136 CANDELS 0.7560 0.4800 0.9600
87611 53.144271 -27.777147 15624 53.144260 -27.777176 CANDELS 1.0560 1.0100 1.1000
109505 53.144355 -27.735552 20744 53.144344 -27.735558 CANDELS 1.1820 1.1300 1.2400
112634 53.144365 -27.729773 21218 53.144356 -27.729775 CANDELS 0.2600 0.2200 2.8200
98198 53.144448 -27.760465 17764 53.144447 -27.760464 CANDELS 0.7890 0.7000 0.8800
79858 53.144449 -27.791107 13444 53.144463 -27.791107 CANDELS 1.4890 1.4200 1.5600
80508 53.144464 -27.790356 13476 53.144466 -27.790356 CANDELS 2.5210 2.4400 2.6000
86424 53.144478 -27.779036 15518 53.144493 -27.779030 CANDELS 1.4910 1.4300 1.5500
113611 53.144499 -27.728071 21345 53.144493 -27.728073 CANDELS 2.3330 2.2500 2.4700
112746 53.144515 -27.729879 21145 53.144508 -27.729876 CANDELS 0.0920 0.0600 0.4500
62199 53.144593 -27.827683 8947 53.144585 -27.827696 CANDELS 0.5900 0.5400 0.6500
48056 53.144610 -27.851552 6296 53.144600 -27.851547 CANDELS 0.7250 0.6500 0.8000
91365 53.144656 -27.771106 16444 53.144653 -27.771110 CANDELS 3.1300 3.0900 3.1700
98722 53.144671 -27.759836 17800 53.144665 -27.759836 CANDELS 0.4550 0.3800 0.5300
62440 53.144690 -27.827329 9079 53.144692 -27.827330 CANDELS 1.1480 1.1000 1.2000
81944 53.144716 -27.785450 14530 53.144718 -27.785446 CANDELS 0.2730 0.2300 0.3200
10603 53.144760 -27.928434 627 53.144756 -27.928425 CANDELS 1.9410 1.8500 2.0000
86983 53.144815 -27.778586 15578 53.144825 -27.778555 CANDELS 1.4370 1.4000 1.4800
26457 53.144824 -27.894123 2299 53.144817 -27.894133 CANDELS 2.3360 2.2800 2.4100
104801 53.144835 -27.748135 19179 53.144840 -27.748133 CANDELS 0.6110 0.5300 0.6800
107036 53.144866 -27.743417 19695 53.144859 -27.743410 CANDELS 0.6340 0.5800 0.6900
27862 53.144912 -27.890934 2521 53.144939 -27.890936 CANDELS 1.1120 1.0500 1.1700
92399 53.144928 -27.769311 16665 53.144932 -27.769316 CANDELS 0.7460 0.6900 0.8100
85300 53.144942 -27.780816 15137 53.144966 -27.780821 CANDELS 0.4440 0.3900 0.5100
54823 53.144942 -27.840218 7559 53.144947 -27.840216 CANDELS 0.9280 0.8700 0.9900
100078 53.144943 -27.756299 18219 53.144943 -27.756302 CANDELS 2.7960 2.7400 2.8500
80372 53.144981 -27.790038 13578 53.145004 -27.790029 CANDELS 1.5180 1.4600 1.5800
80214 53.145077 -27.789438 13859 53.145081 -27.789423 CANDELS 1.2540 1.1900 1.3200
71524 53.145084 -27.809846 11032 53.145088 -27.809851 CANDELS 1.1990 1.1400 1.2600
77916 53.145086 -27.795404 12739 53.145081 -27.795408 CANDELS 0.1320 0.0700 2.5000
56801 53.145096 -27.837378 7808 53.145103 -27.837370 CANDELS 0.5740 0.5300 0.6100
68999 53.145098 -27.815391 10419 53.145096 -27.815393 CANDELS 0.2450 0.1900 0.3000
28207 53.145123 -27.890355 2584 53.145122 -27.890345 CANDELS 3.6550 3.5500 3.7500
55031 53.145164 -27.840387 7485 53.145172 -27.840384 CANDELS 0.9180 0.8700 0.9700
119440 53.145166 -27.716273 22776 53.145172 -27.716276 CANDELS 2.4060 2.2900 2.5500
49797 53.145173 -27.847726 6681 53.145180 -27.847731 CANDELS 0.0750 0.0500 0.1000
102504 53.145193 -27.751045 18931 53.145187 -27.751047 CANDELS 0.3060 0.2400 0.3800
23172 53.145209 -27.897243 2178 53.145203 -27.897242 CANDELS 0.6790 0.6400 0.7100
86604 53.145223 -27.777903 15775 53.145237 -27.777906 CANDELS 1.0420 0.9900 1.0900
118634 53.145253 -27.718468 22497 53.145248 -27.718464 CANDELS 2.3160 2.2200 2.4200
8856 53.145272 -27.929901 578 53.145271 -27.929899 CANDELS 0.3990 0.3400 0.4600
79367 53.145282 -27.791867 13322 53.145275 -27.791866 CANDELS 1.3050 1.2500 1.3600
34620 53.145331 -27.877486 3676 53.145313 -27.877497 CANDELS 0.7790 0.6800 0.8800
119418 53.145344 -27.715350 24005 53.145325 -27.715361 CANDELS 0.4510 0.3900 0.5100
105980 53.145346 -27.744600 19600 53.145344 -27.744598 CANDELS 0.6620 0.6200 0.7000
86483 53.145356 -27.778822 15547 53.145348 -27.778837 CANDELS 3.3160 3.2300 3.4000
53892 53.145409 -27.842001 7264 53.145409 -27.841991 CANDELS 0.6030 0.5100 0.6900
46302 53.145415 -27.854928 5945 53.145397 -27.854908 CANDELS 0.3360 0.2700 0.4100
94425 53.145437 -27.766735 16990 53.145451 -27.766745 CANDELS 1.2850 1.2300 1.3400
102735 53.145445 -27.750531 19057 53.145439 -27.750530 CANDELS 0.6290 0.5700 0.6900
33749 53.145448 -27.879642 3495 53.145439 -27.879621 CANDELS 2.3150 2.1700 2.4400
105198 53.145461 -27.745452 19470 53.145462 -27.745455 CANDELS 1.6180 1.5400 1.7000
23524 53.145464 -27.900231 1885 53.145474 -27.900223 CANDELS 0.7390 0.6600 0.8100
18293 53.145484 -27.912550 1240 53.145512 -27.912573 CANDELS 2.7180 2.6400 2.7900
19639 53.145496 -27.903841 1814 53.145481 -27.903849 CANDELS 0.3410 0.2800 0.4000
59393 53.145523 -27.833154 8357 53.145523 -27.833136 CANDELS 0.9870 0.8600 1.1000
112745 53.145533 -27.729752 21172 53.145531 -27.729752 CANDELS 0.9860 0.9300 1.0400
106026 53.145536 -27.745192 19494 53.145531 -27.745186 CANDELS 0.6290 0.5600 0.7000
59250 53.145591 -27.833947 16779 53.145595 -27.833945  3DHST  0.5788 -99.0000 -99.0000
