# These galaxies are in the GOODS-S field.
# pearsid pearsra pearsdec matchid matchra matchdec source zphot zphot_l68 zphot_u68
127069 53.087434 -27.701031 26311 53.087437 -27.701016 CANDELS 2.9830 2.9000 3.0700
123363 53.087513 -27.707717 23035 53.087517 -27.707788 CANDELS 3.2020 3.1500 3.2600
124519 53.087556 -27.706278 23023 53.087532 -27.706310 CANDELS 0.7230 0.6500 0.7900
132368 53.087570 -27.689328 25417 53.087578 -27.689333 CANDELS 2.0300 1.9300 2.1300
111090 53.087579 -27.733719 20711 53.087578 -27.733704 CANDELS 2.6610 2.5900 2.7300
114113 53.087628 -27.726116 21656 53.087631 -27.726128 CANDELS 2.7190 2.3600 2.7600
132172 53.087633 -27.687615 25009 53.087585 -27.687618 CANDELS 2.0360 1.9900 2.0700
117391 53.087673 -27.719480 22544 53.087677 -27.719540 CANDELS 0.4460 0.4100 0.5700
124798 53.087716 -27.705903 26771 53.087704 -27.705919 CANDELS 1.3380 1.2400 1.4400
114901 53.087761 -27.725372 21705 53.087769 -27.725376 CANDELS 2.6600 2.6000 2.7200
117679 53.087789 -27.719933 22360 53.087769 -27.719948 CANDELS 2.1410 2.0600 2.2200
122854 53.087806 -27.710176 23185 53.087807 -27.710163 CANDELS 0.3410 0.2000 0.4700
119050 53.087852 -27.717205 22677 53.087852 -27.717215 CANDELS 0.5120 0.4800 4.7100
109527 53.087861 -27.737635 20294 53.087856 -27.737637 CANDELS 2.1800 2.0600 2.3000
106084 53.087896 -27.742750 19989 53.087891 -27.742750 CANDELS 0.3650 0.3400 6.7500
112423 53.087956 -27.730640 38485 53.087956 -27.730648  3DHST  0.2963 -99.0000 -99.0000
101955 53.088119 -27.753015 18645 53.088100 -27.753002 CANDELS 0.4800 0.4300 0.5300
133150 53.088138 -27.685179 24796 53.088135 -27.685181 CANDELS 1.1200 1.0800 1.1600
107087 53.088214 -27.743160 36181 53.088214 -27.743155  3DHST  0.5095 -99.0000 -99.0000
121655 53.088237 -27.712618 23601 53.088234 -27.712631 CANDELS 2.0330 1.9200 2.1400
111365 53.088280 -27.731851 20986 53.088284 -27.731861 CANDELS 0.2750 0.2200 0.3300
108802 53.088319 -27.739057 20141 53.088314 -27.739061 CANDELS 0.4140 0.3100 0.5100
111108 53.088456 -27.733818 20701 53.088444 -27.733812 CANDELS 0.7020 0.6200 0.7900
105904 53.088476 -27.745268 19525 53.088474 -27.745256 CANDELS 1.5560 1.4300 1.6900
105828 53.088519 -27.741816 20172 53.088505 -27.741806 CANDELS 0.4990 0.4600 0.5300
97560 53.088578 -27.761202 17722 53.088577 -27.761204 CANDELS 0.0750 0.0400 0.1100
121350 53.088676 -27.712797 23705 53.088673 -27.712801 CANDELS 1.2910 1.1900 1.3900
105516 53.088676 -27.743228 19910 53.088673 -27.743225 CANDELS 0.5240 0.5000 0.5500
136823 53.088770 -27.680886 24678 53.088768 -27.680889 CANDELS 5.2240 5.1200 5.3300
106612 53.088837 -27.743434 19686 53.088829 -27.743435 CANDELS 0.5320 0.5100 0.5600
122201 53.088877 -27.708068 22910 53.088879 -27.708077 CANDELS 0.3500 0.2800 0.4100
126409 53.089039 -27.702532 26424 53.089024 -27.702530 CANDELS 1.9800 1.8800 2.0800
122628 53.089129 -27.710563 23912 53.089104 -27.710581 CANDELS 3.9370 3.7900 4.0800
137828 53.089137 -27.679097 24514 53.089085 -27.679089 CANDELS 1.2040 1.0800 1.3700
130877 53.089190 -27.692179 25824 53.089195 -27.692192 CANDELS 0.5940 0.5400 0.6500
109547 53.089221 -27.735996 20460 53.089211 -27.735996 CANDELS 0.1910 0.0500 0.3500
120967 53.089246 -27.713869 23739 53.089237 -27.713860 CANDELS 1.0070 0.9400 1.0700
122449 53.089263 -27.708657 22913 53.089260 -27.708656 CANDELS 0.7160 0.6700 0.7700
102640 53.089298 -27.750698 18965 53.089283 -27.750702 CANDELS 0.4810 0.4400 0.5200
110422 53.089375 -27.734460 20702 53.089352 -27.734501 CANDELS 0.6930 0.6400 0.7500
112947 53.089421 -27.729410 21193 53.089413 -27.729412 CANDELS 0.1720 0.1200 0.2300
109562 53.089470 -27.737430 20353 53.089458 -27.737415 CANDELS 2.8060 2.7500 2.8600
122404 53.089611 -27.710895 23406 53.089603 -27.710886 CANDELS 0.7340 0.6700 0.7900
137226 53.089622 -27.679173 24540 53.089630 -27.679178 CANDELS 0.8950 0.8100 0.9900
110839 53.089655 -27.732986 21012 53.089657 -27.732983 CANDELS 0.4610 0.4200 0.5400
108603 53.089671 -27.739765 20076 53.089668 -27.739759 CANDELS 0.7740 0.6900 0.8600
109536 53.089734 -27.737636 20314 53.089729 -27.737648 CANDELS 3.0700 2.9400 3.1900
102352 53.089790 -27.752398 18688 53.089787 -27.752394 CANDELS 0.3990 0.1800 0.5300
109332 53.089828 -27.736650 20440 53.089829 -27.736643 CANDELS 0.2740 0.2100 0.3400
123477 53.089893 -27.706539 43645 53.089902 -27.706544  3DHST  0.6392 -99.0000 -99.0000
123167 53.089926 -27.708633 22974 53.089928 -27.708637 CANDELS 0.0970 0.0600 0.1300
128095 53.090035 -27.698489 25596 53.090019 -27.698484 CANDELS 1.6260 1.5700 1.6900
108908 53.090036 -27.738613 20184 53.090015 -27.738621 CANDELS 0.9860 0.9100 1.0700
122948 53.090050 -27.709218 26801 53.090038 -27.709228 CANDELS 1.7110 1.6500 1.7700
126245 53.090089 -27.702665 26441 53.090099 -27.702667 CANDELS 4.6250 4.5500 4.7100
108861 53.090103 -27.736454 20774 53.090095 -27.736460 CANDELS 0.2040 0.1700 0.2400
110950 53.090117 -27.733912 20706 53.090118 -27.733917 CANDELS 0.6660 0.5900 0.7400
124313 53.090127 -27.706733 43553 53.090122 -27.706727  3DHST  0.6439 -99.0000 -99.0000
121642 53.090193 -27.712254 23393 53.090183 -27.712202 CANDELS 0.2970 0.1100 0.5300
114196 53.090258 -27.726281 21624 53.090248 -27.726274 CANDELS 2.1830 2.0500 2.3000
134787 53.090261 -27.682261 25120 53.090275 -27.682259 CANDELS 1.0340 0.9800 1.0800
109704 53.090316 -27.737060 37300 53.090290 -27.737075  3DHST  0.4989 -99.0000 -99.0000
134467 53.090373 -27.685008 24773 53.090359 -27.684992 CANDELS 1.0800 0.9600 1.2000
122913 53.090376 -27.709510 23376 53.090382 -27.709503 CANDELS 0.6440 0.5800 0.7000
123686 53.090460 -27.706531 26799 53.090469 -27.706532 CANDELS 0.5110 0.4800 5.5400
117521 53.090491 -27.720322 22288 53.090492 -27.720322 CANDELS 0.5600 0.4800 0.6400
99476 53.090517 -27.758266 18023 53.090511 -27.758257 CANDELS 2.0460 1.5200 2.0900
126700 53.090541 -27.699820 25797 53.090534 -27.699820 CANDELS 0.2240 0.1300 0.3400
119959 53.090541 -27.715304 23988 53.090534 -27.715298 CANDELS 2.3110 2.2600 2.3600
130063 53.090593 -27.694140 25634 53.090572 -27.694118 CANDELS 1.9580 1.8500 2.0600
99731 53.090606 -27.757895 18028 53.090588 -27.757898 CANDELS 0.2600 0.1600 0.3800
100001 53.090640 -27.745015 20389 53.090637 -27.745026 CANDELS 0.3690 0.3100 0.4200
132285 53.090761 -27.688828 25171 53.090775 -27.688803 CANDELS 3.3110 3.2300 3.4000
132256 53.090840 -27.689270 25057 53.090832 -27.689262 CANDELS 1.4520 1.3700 1.5400
113319 53.090861 -27.728678 21262 53.090851 -27.728683 CANDELS 1.6400 1.5600 1.7200
112070 53.090872 -27.731197 21056 53.090874 -27.731201 CANDELS 1.2960 1.2400 1.3500
131822 53.090894 -27.690085 25177 53.090908 -27.690109 CANDELS 3.7240 3.6100 3.8300
125541 53.091004 -27.703846 26491 53.091007 -27.703840 CANDELS 0.9960 0.9400 1.0500
107206 53.091025 -27.742869 19761 53.091019 -27.742891 CANDELS 0.5750 0.5200 0.6300
109650 53.091052 -27.736203 20546 53.091045 -27.736202 CANDELS 0.1100 0.0700 0.1500
123236 53.091054 -27.708227 23022 53.091057 -27.708212 CANDELS 0.9950 0.9500 1.0400
116802 53.091085 -27.720700 22261 53.091072 -27.720711 CANDELS 0.7420 0.6700 0.8200
135243 53.091087 -27.683799 24776 53.091091 -27.683800 CANDELS 2.0450 1.9300 2.1600
99452 53.091323 -27.758460 17945 53.091324 -27.758455 CANDELS 0.8240 0.7100 0.9200
118673 53.091410 -27.717613 22606 53.091404 -27.717617 CANDELS 0.7730 0.7300 0.8200
122907 53.091410 -27.709959 23311 53.091415 -27.709951 CANDELS 2.0020 1.9200 2.0800
113595 53.091432 -27.727428 21470 53.091431 -27.727434 CANDELS 2.5190 2.4500 2.5900
128250 53.091484 -27.698006 25947 53.091488 -27.698000 CANDELS 0.5100 0.4600 0.5600
124964 53.091513 -27.703895 26647 53.091484 -27.703903 CANDELS 1.0090 0.9500 1.0600
120576 53.091544 -27.714400 23675 53.091526 -27.714378 CANDELS 0.6770 0.5600 0.8000
134573 53.091689 -27.683113 24770 53.091747 -27.683084 CANDELS 0.3100 0.2600 0.3600
97540 53.091700 -27.761727 17632 53.091705 -27.761736 CANDELS 2.4480 2.3900 2.5000
120778 53.091726 -27.712023 23373 53.091724 -27.712048 CANDELS 1.6570 1.6000 1.7200
114118 53.091756 -27.726019 21648 53.091763 -27.726013 CANDELS 1.6330 1.5700 1.7000
123779 53.091820 -27.707134 22893 53.091812 -27.707138 CANDELS 1.0390 0.9800 1.1000
134588 53.091826 -27.684476 25017 53.091831 -27.684484 CANDELS 0.3930 0.2600 0.5000
128541 53.091841 -27.696694 25762 53.091843 -27.696701 CANDELS 1.1780 1.0900 1.2700
121974 53.091862 -27.711635 23323 53.091862 -27.711615 CANDELS 0.6290 0.5800 0.6800
127732 53.091877 -27.698265 26087 53.091888 -27.698275 CANDELS 0.1220 0.0800 0.1800
109502 53.091977 -27.736126 20514 53.091919 -27.736134 CANDELS 0.3240 0.1400 0.5000
110120 53.092013 -27.735463 20548 53.091991 -27.735477 CANDELS 1.4910 1.4300 1.5500
114519 53.092026 -27.725311 21724 53.092007 -27.725336 CANDELS 0.4950 0.4100 0.6800
126747 53.092094 -27.701658 26287 53.092091 -27.701664 CANDELS 0.2610 0.2000 0.3300
120540 53.092127 -27.714839 23759 53.092114 -27.714859 CANDELS 3.6050 0.7600 3.8400
112801 53.092186 -27.729025 21294 53.092182 -27.729029 CANDELS 0.5360 0.4800 0.5900
113815 53.092294 -27.727118 21490 53.092300 -27.727114 CANDELS 0.5120 0.4100 0.6100
113434 53.092306 -27.727519 21429 53.092297 -27.727524 CANDELS 1.2800 1.1900 1.3700
121507 53.092313 -27.712163 23401 53.092297 -27.712162 CANDELS 1.5180 1.4700 1.5700
107994 53.092330 -27.740882 19945 53.092342 -27.740900 CANDELS 1.6740 1.6000 1.7500
133763 53.092330 -27.685616 24957 53.092331 -27.685616 CANDELS 1.0740 0.9900 1.1600
115343 53.092351 -27.724345 21813 53.092358 -27.724346 CANDELS 0.4160 0.3000 0.5300
106061 53.092427 -27.744574 19583 53.092442 -27.744583 CANDELS 0.6990 0.6300 0.7600
122929 53.092446 -27.709815 23234 53.092442 -27.709818 CANDELS 0.7910 0.7100 0.8800
111879 53.092509 -27.731193 21065 53.092503 -27.731192 CANDELS 2.0780 1.9900 2.2100
108254 53.092560 -27.740816 19948 53.092537 -27.740810 CANDELS 1.6940 1.6200 1.7700
121785 53.092642 -27.712408 23677 53.092632 -27.712412 CANDELS 0.7740 0.6900 0.8600
120704 53.092730 -27.713785 23662 53.092728 -27.713777 CANDELS 0.4670 0.4100 0.5300
119714 53.092751 -27.714922 24605 53.092747 -27.714926 CANDELS 0.3300 0.2800 0.3800
100332 53.092757 -27.756947 18110 53.092751 -27.756947 CANDELS 0.6860 0.6000 0.7700
135801 53.092768 -27.682074 24581 53.092770 -27.682072 CANDELS 0.3710 0.2900 0.4400
111753 53.092860 -27.731605 21045 53.092865 -27.731598 CANDELS 1.9610 1.8800 2.0400
138767 53.092903 -27.677877 34200 53.092922 -27.677872 CANDELS 2.7860 2.7100 2.8700
137013 53.092966 -27.680091 24475 53.092979 -27.680088 CANDELS 0.6830 0.6300 0.7400
104363 53.093000 -27.748771 19095 53.092983 -27.748743 CANDELS 0.7270 0.6400 0.8200
108497 53.093031 -27.735719 20775 53.093025 -27.735729 CANDELS 0.4360 0.3900 0.5000
101450 53.093046 -27.752889 18590 53.093056 -27.752886 CANDELS 2.6320 2.5500 2.7100
123472 53.093059 -27.707373 22919 53.093056 -27.707369 CANDELS 0.9500 0.8800 1.0100
105400 53.093063 -27.746523 19357 53.093063 -27.746523 CANDELS 0.7160 0.6500 0.7800
119210 53.093101 -27.717036 22690 53.093098 -27.717037 CANDELS 0.4250 0.3200 0.5100
109396 53.093161 -27.737726 20306 53.093159 -27.737726 CANDELS 0.7180 0.6600 0.7800
138956 53.093236 -27.677710 34887 53.093231 -27.677698 CANDELS 2.1570 0.2400 2.4500
115210 53.093270 -27.724513 21809 53.093292 -27.724516 CANDELS 1.2690 1.1600 1.3800
126281 53.093451 -27.702480 26294 53.093456 -27.702478 CANDELS 1.1880 1.1200 1.2600
118923 53.093575 -27.717718 22608 53.093571 -27.717730 CANDELS 2.4040 2.3300 2.4800
106683 53.093639 -27.744008 19613 53.093639 -27.744011 CANDELS 3.4090 3.3500 3.4700
120707 53.093652 -27.714504 23904 53.093647 -27.714495 CANDELS 3.6910 3.5700 3.8100
135917 53.093710 -27.682547 24817 53.093723 -27.682541 CANDELS 3.1070 3.0300 3.1800
125817 53.093813 -27.703364 26518 53.093815 -27.703360 CANDELS 1.3040 1.2400 1.3600
137940 53.093821 -27.679095 24518 53.093826 -27.679091 CANDELS 2.9280 2.8600 3.0000
125684 53.093892 -27.701934 26502 53.093887 -27.701933 CANDELS 0.5080 0.4500 0.5600
102587 53.093903 -27.751296 18861 53.093899 -27.751289 CANDELS 0.5510 0.4900 0.6100
102100 53.093999 -27.753298 18538 53.093998 -27.753296 CANDELS 2.8160 2.7600 2.8700
128468 53.094072 -27.694773 25618 53.094074 -27.694773 CANDELS 0.4650 0.4200 0.5100
105210 53.094077 -27.746531 19366 53.094070 -27.746536 CANDELS 0.4730 0.4000 0.5300
128313 53.094077 -27.697801 25895 53.094082 -27.697790 CANDELS 0.4670 0.3800 0.5500
114932 53.094095 -27.723820 22017 53.094097 -27.723831 CANDELS 0.7920 0.7300 0.8600
106067 53.094097 -27.740505 20219 53.094109 -27.740511 CANDELS 0.7190 0.6600 0.7700
127005 53.094240 -27.700917 26252 53.094292 -27.700916 CANDELS 2.4190 2.3200 2.5100
121303 53.094370 -27.710977 23427 53.094364 -27.710989 CANDELS 1.2030 1.1300 1.2700
106472 53.094397 -27.744597 19534 53.094376 -27.744595 CANDELS 0.5880 0.5200 0.6500
105522 53.094430 -27.745873 19459 53.094429 -27.745876 CANDELS 0.6890 0.6400 0.7400
108642 53.094438 -27.734128 20941 53.094437 -27.734133 CANDELS 0.3320 0.2800 0.3800
100977 53.094639 -27.754642 18435 53.094631 -27.754618 CANDELS 1.5500 1.4800 1.6200
133586 53.094686 -27.686449 24906 53.094688 -27.686441 CANDELS 0.7290 0.6400 0.8200
129096 53.094690 -27.694627 25715 53.094685 -27.694651 CANDELS 1.5740 1.5200 1.6300
115331 53.094715 -27.723573 22007 53.094719 -27.723585 CANDELS 0.7260 0.6700 0.7800
108338 53.094752 -27.740447 19972 53.094749 -27.740452 CANDELS 0.2520 0.1600 0.3600
125930 53.094805 -27.703213 26688 53.094803 -27.703222 CANDELS 1.8160 1.7200 1.9200
103778 53.094809 -27.749798 18989 53.094818 -27.749802 CANDELS 0.5250 0.4600 0.5900
106246 53.094961 -27.744182 19631 53.094955 -27.744169 CANDELS 0.3250 0.2700 0.3800
99601 53.094977 -27.757825 18068 53.094955 -27.757834 CANDELS 1.9020 1.8200 1.9900
102175 53.094987 -27.753193 18527 53.094974 -27.753193 CANDELS 0.5630 0.4700 0.6600
99892 53.095101 -27.755100 18380 53.095089 -27.755094 CANDELS 1.0590 1.0200 1.1000
100062 53.095151 -27.757157 18105 53.095158 -27.757135 CANDELS 2.5740 2.5200 2.6300
106806 53.095178 -27.743848 19626 53.095158 -27.743847 CANDELS 3.4590 3.3900 3.5300
118459 53.095252 -27.717270 22696 53.095249 -27.717270 CANDELS 0.6700 0.6100 0.7300
131388 53.095325 -27.690280 25810 53.095322 -27.690269 CANDELS 1.8630 1.7800 1.9600
102132 53.095336 -27.752192 18773 53.095329 -27.752180 CANDELS 0.4790 0.4400 0.5200
116911 53.095338 -27.720896 22244 53.095272 -27.720907 CANDELS 1.6250 1.5700 1.6800
102888 53.095347 -27.751843 18717 53.095348 -27.751848 CANDELS 4.5770 4.4900 4.6700
133071 53.095382 -27.687515 24919 53.095394 -27.687527 CANDELS 3.3050 3.2500 3.3600
109016 53.095400 -27.737633 20331 53.095390 -27.737627 CANDELS 1.9270 1.8600 2.0000
126353 53.095423 -27.702255 26498 53.095447 -27.702244 CANDELS 1.2720 1.1800 1.3600
128795 53.095466 -27.696869 25746 53.095486 -27.696840 CANDELS 1.9580 1.8800 2.0400
106646 53.095470 -27.744029 19623 53.095470 -27.744034 CANDELS 0.1070 0.0700 0.1500
110654 53.095518 -27.734268 20656 53.095501 -27.734274 CANDELS 1.2200 1.1600 1.2800
114392 53.095635 -27.725858 21732 53.095638 -27.725864 CANDELS 0.3330 0.2300 0.4400
125052 53.095727 -27.704773 26573 53.095718 -27.704773 CANDELS 0.6540 0.6000 0.7100
120725 53.095820 -27.714173 23891 53.095825 -27.714157 CANDELS 0.9400 0.8600 1.0200
118671 53.095827 -27.717957 22604 53.095852 -27.717928 CANDELS 2.2650 2.1600 2.3600
114108 53.095892 -27.725411 21861 53.095898 -27.725414 CANDELS 0.6760 0.6300 0.7300
120466 53.095966 -27.714762 24172 53.095970 -27.714762 CANDELS 0.9140 0.8400 1.0000
120825 53.096061 -27.707305 22956 53.096062 -27.707296 CANDELS 0.6880 0.6300 0.7400
112370 53.096080 -27.730874 21049 53.096077 -27.730883 CANDELS 1.7210 1.6400 1.8000
125992 53.096226 -27.703007 26385 53.096195 -27.702999 CANDELS 1.9920 1.8800 2.1000
102018 53.096285 -27.752494 18750 53.096210 -27.752537 CANDELS 0.9700 0.9200 1.0200
120512 53.096317 -27.714812 23837 53.096336 -27.714817 CANDELS 1.3430 1.2100 1.4600
99136 53.096320 -27.758902 17903 53.096325 -27.758888 CANDELS 1.7090 1.6600 1.7600
105745 53.096343 -27.745028 19616 53.096359 -27.745054 CANDELS 1.5750 1.5200 1.6400
119325 53.096391 -27.717072 22671 53.096390 -27.717068 CANDELS 2.4080 2.2800 2.5600
127811 53.096416 -27.698182 25959 53.096401 -27.698173 CANDELS 0.1210 0.0800 0.1600
106859 53.096508 -27.739684 20251 53.096497 -27.739700 CANDELS 0.7450 0.6800 0.8100
121817 53.096511 -27.711107 23300 53.096512 -27.711100 CANDELS 0.6530 0.6000 0.7000
132667 53.096538 -27.688214 24624 53.096546 -27.688221 CANDELS 0.4190 0.3900 0.4500
124360 53.096561 -27.705442 26722 53.096558 -27.705448 CANDELS 1.0170 0.9600 1.0700
128247 53.096595 -27.694152 25559 53.096638 -27.694113 CANDELS 0.4480 0.4100 0.5700
102749 53.096629 -27.751771 18753 53.096641 -27.751768 CANDELS 0.2640 0.1200 0.4200
104674 53.096680 -27.748383 19129 53.096683 -27.748388 CANDELS 2.6640 0.1400 2.7900
97327 53.096683 -27.762249 17568 53.096691 -27.762243 CANDELS 1.1750 1.1100 1.2400
125448 53.096767 -27.704331 23113 53.096756 -27.704328 CANDELS 0.1650 0.1200 0.2200
118171 53.096798 -27.719067 22418 53.096779 -27.719080 CANDELS 0.9080 0.8000 1.0100
105510 53.096838 -27.746524 19351 53.096817 -27.746527 CANDELS 1.7340 1.6600 1.8100
123285 53.096851 -27.708787 23075 53.096848 -27.708790 CANDELS 2.0500 1.9400 2.1600
102037 53.097120 -27.753407 18532 53.097118 -27.753401 CANDELS 1.2260 1.1600 1.3000
113632 53.097138 -27.727589 21462 53.097149 -27.727589 CANDELS 1.4290 1.3600 1.5000
116423 53.097181 -27.722401 22053 53.097176 -27.722385 CANDELS 0.2200 0.1100 0.4000
107208 53.097183 -27.742252 19850 53.097179 -27.742254 CANDELS 1.1920 1.1400 1.2500
126851 53.097216 -27.698643 25961 53.097237 -27.698626 CANDELS 1.5520 1.4800 1.6200
108962 53.097258 -27.738908 20138 53.097267 -27.738907 CANDELS 0.2110 0.1600 0.2600
124445 53.097313 -27.706514 23015 53.097305 -27.706507 CANDELS 1.4780 1.3300 1.6300
105016 53.097315 -27.746653 19394 53.097317 -27.746655 CANDELS 0.7240 0.6600 0.7900
127795 53.097341 -27.696614 25783 53.097397 -27.696650 CANDELS 0.9680 0.9300 1.0100
128679 53.097383 -27.696858 25916 53.097385 -27.696856 CANDELS 0.8550 0.7800 0.9300
111351 53.097402 -27.732456 20911 53.097389 -27.732462 CANDELS 0.3390 0.2800 0.4000
96236 53.097496 -27.763928 17354 53.097504 -27.763926 CANDELS 1.7210 1.6800 1.7700
115462 53.097521 -27.721266 22420 53.097519 -27.721272 CANDELS 0.5800 0.5200 0.6400
120147 53.097629 -27.715298 23845 53.097649 -27.715282 CANDELS 2.0110 1.9100 2.1200
98923 53.097646 -27.757827 18030 53.097641 -27.757822 CANDELS 1.3390 1.2700 1.4000
109276 53.097698 -27.738382 20194 53.097694 -27.738375 CANDELS 2.6970 2.6100 2.7800
119470 53.097802 -27.716066 22828 53.097801 -27.716062 CANDELS 0.9620 0.9000 1.0200
110508 53.097807 -27.735013 20596 53.097794 -27.735004 CANDELS 1.9470 1.8700 2.0200
111951 53.097944 -27.731537 20995 53.097946 -27.731524 CANDELS 0.2920 0.1700 0.4200
122141 53.097950 -27.710666 23193 53.097920 -27.710655 CANDELS 0.4710 0.4000 0.5300
124143 53.098008 -27.706169 26683 53.098019 -27.706163 CANDELS 0.5350 0.4800 0.5900
131501 53.098027 -27.691031 25456 53.098026 -27.691038 CANDELS 2.9410 2.8900 2.9900
120832 53.098085 -27.713729 23568 53.098084 -27.713705 CANDELS 1.5440 1.4800 1.6100
123701 53.098090 -27.707662 22987 53.098091 -27.707647 CANDELS 0.4650 0.4100 0.5200
122097 53.098131 -27.711702 23424 53.098129 -27.711704 CANDELS 0.8710 0.8000 0.9400
100679 53.098260 -27.755856 18264 53.098251 -27.755846 CANDELS 0.7270 0.6500 0.8000
101176 53.098350 -27.754722 18413 53.098351 -27.754732 CANDELS 1.0160 0.9600 1.0700
92755 53.098378 -27.766944 17211 53.098373 -27.766939 CANDELS 1.0950 1.0500 1.1500
110664 53.098427 -27.732665 20894 53.098434 -27.732666 CANDELS 1.0260 0.9600 1.0900
105214 53.098501 -27.747156 19275 53.098495 -27.747147 CANDELS 0.4520 0.3600 0.5400
128267 53.098511 -27.698100 26001 53.098553 -27.698103 CANDELS 2.7430 2.6600 2.8200
129975 53.098584 -27.693570 25494 53.098579 -27.693567 CANDELS 0.4820 0.4300 0.5300
122590 53.098592 -27.710691 23222 53.098591 -27.710695 CANDELS 0.2240 0.1000 0.3200
118014 53.098680 -27.719088 22459 53.098686 -27.719089 CANDELS 0.9510 0.9000 1.0000
95773 53.098762 -27.764764 17217 53.098743 -27.764788 CANDELS 3.5130 3.4400 3.5800
109238 53.098843 -27.736580 20568 53.098816 -27.736591 CANDELS 1.6820 1.6200 1.7400
128581 53.098864 -27.697580 25691 53.098866 -27.697582 CANDELS 0.7550 0.6900 0.8200
96927 53.098875 -27.760032 17884 53.098888 -27.760040 CANDELS 0.6900 0.6300 0.7500
131222 53.099036 -27.691293 25362 53.099041 -27.691296 CANDELS 1.3110 1.2300 1.3900
130318 53.099037 -27.693552 25467 53.099026 -27.693554 CANDELS 0.3750 0.2000 0.5300
110650 53.099039 -27.734408 20664 53.099026 -27.734406 CANDELS 2.6820 2.6200 2.7400
131183 53.099057 -27.691566 25382 53.099056 -27.691567 CANDELS 3.0010 0.2000 3.0500
108056 53.099106 -27.739260 20192 53.099133 -27.739210 CANDELS 1.6130 1.5500 1.6800
122461 53.099158 -27.710822 23261 53.099148 -27.710817 CANDELS 0.9390 0.8800 1.0000
110733 53.099192 -27.733101 20826 53.099190 -27.733110 CANDELS 1.0120 0.9600 1.0600
107091 53.099233 -27.743483 19659 53.099239 -27.743486 CANDELS 3.2830 3.2200 3.3500
116812 53.099411 -27.721953 22114 53.099419 -27.721945 CANDELS 1.5030 1.4300 1.5800
100756 53.099416 -27.755025 18353 53.099415 -27.755026 CANDELS 1.8160 1.7300 1.8900
112747 53.099456 -27.729686 21169 53.099457 -27.729670 CANDELS 0.9660 0.8800 1.0500
125961 53.099510 -27.703196 26572 53.099522 -27.703173 CANDELS 1.8930 1.8100 1.9800
106779 53.099522 -27.743736 19637 53.099522 -27.743727 CANDELS 0.2940 0.2000 0.3900
108716 53.099597 -27.739250 20121 53.099602 -27.739248 CANDELS 0.5910 0.5000 0.6800
108874 53.099616 -27.738846 20147 53.099602 -27.738831 CANDELS 0.9310 0.8500 1.0100
104574 53.099618 -27.748350 19130 53.099651 -27.748337 CANDELS 3.3120 3.2200 3.4100
129711 53.099752 -27.694259 25589 53.099747 -27.694256 CANDELS 0.5220 0.4400 0.6100
93254 53.099774 -27.768424 16760 53.099758 -27.768423 CANDELS 1.6710 1.5800 1.7700
112324 53.099818 -27.730301 21162 53.099812 -27.730303 CANDELS 1.2790 1.2200 1.3400
129060 53.099868 -27.696189 25780 53.099857 -27.696182 CANDELS 0.6360 0.5800 0.6900
119880 53.099895 -27.715796 22822 53.099911 -27.715782 CANDELS 0.9830 0.9100 1.0500
110188 53.100078 -27.735619 20540 53.100071 -27.735617 CANDELS 1.5960 1.5400 1.6600
98339 53.100093 -27.760585 17729 53.100098 -27.760586 CANDELS 0.0970 0.0700 0.1300
102847 53.100103 -27.751121 18845 53.100094 -27.751123 CANDELS 1.0630 1.0100 1.1100
106204 53.100104 -27.744870 19500 53.100090 -27.744841 CANDELS 1.8100 1.7100 1.9100
121302 53.100188 -27.713239 23554 53.100185 -27.713240 CANDELS 0.6130 0.5500 0.6700
110498 53.100216 -27.734891 20614 53.100220 -27.734894 CANDELS 1.2970 1.2400 1.3600
120165 53.100330 -27.715375 23925 53.100323 -27.715370 CANDELS 1.6910 1.6100 1.7700
98332 53.100400 -27.759753 17864 53.100399 -27.759764 CANDELS 0.2970 0.2000 0.4000
102445 53.100433 -27.752827 18574 53.100429 -27.752817 CANDELS 0.4650 0.3500 0.5900
93102 53.100469 -27.767594 16969 53.100464 -27.767593 CANDELS 1.2050 1.1600 1.2500
111478 53.100497 -27.732836 20849 53.100498 -27.732830 CANDELS 1.6650 1.6000 1.7300
113955 53.100502 -27.727240 21443 53.100494 -27.727228 CANDELS 3.0830 3.0300 3.1400
94290 53.100647 -27.766726 17006 53.100643 -27.766724 CANDELS 0.8780 0.8200 0.9400
124712 53.100681 -27.705969 26142 53.100689 -27.705973 CANDELS 2.1120 2.0200 2.2000
125478 53.100697 -27.703050 26369 53.100700 -27.703068 CANDELS 5.6350 1.1300 6.5800
121729 53.100732 -27.712040 23435 53.100712 -27.712038 CANDELS 2.2650 2.2100 2.3400
111743 53.100786 -27.732319 20906 53.100769 -27.732315 CANDELS 1.6850 1.6100 1.7600
107776 53.100809 -27.741463 19861 53.100815 -27.741465 CANDELS 0.5920 0.5000 0.6900
119476 53.100829 -27.716015 23896 53.100815 -27.715986 CANDELS 2.4140 2.3400 2.4900
109250 53.100832 -27.737885 20257 53.100849 -27.737890 CANDELS 0.8810 0.8100 0.9500
107863 53.100847 -27.740670 20066 53.100887 -27.740709 CANDELS 1.0240 0.9700 1.0800
108145 53.101047 -27.740866 36624 53.101060 -27.740866  3DHST  1.0801 -99.0000 -99.0000
