# Catalog for all galaxies that now have refined redshifts. See paper/code for sample selection. 
# pearsid field ra dec old_z new_z new_z_err source dn4000 dn4000_err d4000 d4000_err old_chi2 new_chi2
60092 GOODS-N 189.151200 62.222291 0.7089 0.5821 0.0435 3DHST 1.0804 0.1333 1.5748 0.1018 460.8265 151.0529
60103 GOODS-N 189.206064 62.221384 1.1866 1.2434 0.0185 3DHST 1.3253 0.2883 1.5773 0.1801 127.4519 100.8135
60675 GOODS-N 189.176570 62.222126 0.8232 0.7757 0.0285 3DHST 1.2420 0.2933 1.5183 0.1600 108.6943 81.9990
61065 GOODS-N 189.175163 62.222689 0.8687 0.8320 0.0112 3DHST 1.0767 0.1646 1.2105 0.0938 101.9260 87.9903
61291 GOODS-N 189.162352 62.224920 0.9906 0.9926 0.0065 3DHST 1.3411 0.1204 1.6798 0.0747 83.4105 81.5037
61746 GOODS-N 189.202411 62.224630 0.9505 0.8875 0.0226 3DHST 1.1334 0.1533 1.2418 0.0894 146.7332 118.8339
62107 GOODS-N 189.160379 62.227589 0.9963 1.0361 0.0209 3DHST 1.2883 0.1473 1.6592 0.0946 100.6982 93.6034
62118 GOODS-N 189.152115 62.228115 0.6437 0.6221 0.0108 3DHST 0.9654 0.0732 1.2565 0.0489 479.9583 471.3929
62128 GOODS-N 189.155168 62.226361 0.9995 0.9601 0.0623 3DHST 1.2789 0.2444 1.4536 0.1434 83.9414 79.6699
62376 GOODS-N 189.180433 62.225828 0.9288 0.8081 0.0457 3DHST 1.1937 0.1762 1.3100 0.1013 202.3362 113.2629
62388 GOODS-N 189.197674 62.225111 0.9350 0.7589 0.0411 3DHST 1.2773 0.2695 1.5964 0.1838 145.3995 76.3124
62719 GOODS-N 189.216541 62.225704 0.9726 0.9089 0.0237 3DHST 1.2201 0.1311 1.4807 0.0804 238.2610 170.4788
63227 GOODS-N 189.153547 62.229494 0.9118 0.8992 0.0115 3DHST 1.1245 0.0736 1.1312 0.0387 607.9184 598.1504
63419 GOODS-N 189.170656 62.228275 1.0029 1.0257 0.0284 3DHST 1.4606 0.2073 1.2804 0.1031 233.7516 225.4774
63526 GOODS-N 189.171079 62.227810 0.8683 0.8901 0.0107 3DHST 1.5571 0.2326 1.8906 0.1438 138.7096 112.2635
64523 GOODS-N 189.179820 62.229955 1.2106 1.1815 0.0251 3DHST 1.1916 0.1798 1.2207 0.0991 179.3417 172.7805
65022 GOODS-N 189.231330 62.231617 1.1334 1.1193 0.0149 3DHST 1.1084 0.1460 1.2689 0.0785 147.5153 142.0867
65404 GOODS-N 189.193118 62.234728 1.0070 1.0556 0.0146 3DHST 1.1983 0.0748 1.3782 0.0428 670.5435 586.7468
65833 GOODS-N 189.225379 62.231866 0.8954 0.7548 0.0425 3DHST 1.2447 0.1435 1.5370 0.0748 444.9363 134.2806
66753 GOODS-N 189.206239 62.235309 0.7213 0.6876 0.0159 3DHST 1.5314 0.1202 1.5818 0.0628 145.9378 120.9057
69764 GOODS-N 189.193349 62.238527 0.7500 0.7637 0.0041 3DHST 2.4068 0.2932 2.9184 0.1795 7032.2697 6990.6452
69850 GOODS-N 189.209772 62.238607 0.8832 0.7543 0.0533 3DHST 0.7631 0.1428 1.1842 0.1056 236.4083 155.3462
70156 GOODS-N 189.161450 62.239534 0.9590 0.7807 0.0595 3DHST 1.2630 0.1934 1.3086 0.1037 241.9417 125.2507
70787 GOODS-N 189.245169 62.243123 0.8286 0.7359 0.0112 3DHST 1.1608 0.0647 1.3262 0.0407 476.2081 151.5337
70857 GOODS-N 189.116152 62.247046 0.7193 0.7229 0.0039 3DHST 1.2150 0.0875 1.4691 0.0465 356.2623 350.9376
72201 GOODS-N 189.143711 62.242866 0.8345 0.6777 0.0422 3DHST 1.2498 0.1471 1.4236 0.0737 405.4813 130.9155
72684 GOODS-N 189.190696 62.245196 1.1978 1.0604 0.0175 3DHST 1.1423 0.2276 1.3171 0.1237 227.4497 106.4578
72800 GOODS-N 189.195373 62.246604 0.6540 0.7083 0.0073 3DHST 0.9735 0.0544 1.2330 0.0354 302.7095 164.4202
72986 GOODS-N 189.173811 62.243879 0.9333 0.7056 0.0552 3DHST 1.0530 0.2598 1.2759 0.1405 213.2769 109.3665
73058 GOODS-N 189.124581 62.244810 0.7603 0.7603 0.0068 3DHST 1.4633 0.1265 1.3797 0.0573 78.9155 78.9155
73266 GOODS-N 189.239410 62.247635 1.1951 1.3268 0.0519 3DHST 1.1077 0.1493 0.8209 0.0865 139.8274 110.7572
73756 GOODS-N 189.249760 62.247251 0.7817 0.7022 0.0194 3DHST 1.3575 0.1748 1.2696 0.0781 150.1591 95.5486
74641 GOODS-N 189.174731 62.249158 0.8502 0.8551 0.0157 3DHST 1.2276 0.1257 1.4644 0.0831 118.5618 118.4213
