# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1 catalog.
# figs_id threed_north_idv41 figs_ra figs_dec threed_ra threed_dec
301401 31631 189.165207 62.299786 189.165222 62.299782
301402 31586 189.225586 62.299709 189.225586 62.299713
301403 31618 189.229996 62.299686 189.230011 62.299690
301404 31574 189.130219 62.299622 189.130219 62.299622
301405 31609 189.174728 62.299644 189.174728 62.299656
301406 31600 189.210419 62.299599 189.210419 62.299599
301407 31604 189.173569 62.299568 189.173569 62.299568
301408 31597 189.091232 62.299503 189.091217 62.299496
301409 31446 189.112732 62.299435 189.112717 62.299435
301410 31396 189.112396 62.299263 189.112381 62.299259
301411 31592 189.156235 62.299526 189.156219 62.299530
301412 31480 189.126816 62.299423 189.126816 62.299423
301413 31372 189.134064 62.299328 189.134064 62.299328
301414 31562 189.201431 62.299454 189.201431 62.299454
301415 31577 189.103470 62.299397 189.103470 62.299400
301416 31521 189.104202 62.299370 189.104202 62.299374
301417 31567 189.130051 62.299416 189.130051 62.299419
301418 31304 189.244720 62.299236 189.244720 62.299236
301419 31551 189.258575 62.299381 189.258591 62.299389
301420 31441 189.242264 62.299271 189.242264 62.299274
301421 31314 189.232224 62.299126 189.232208 62.299133
301422 31553 189.234955 62.299294 189.234985 62.299305
301423 31533 189.132065 62.299213 189.132065 62.299217
301424 31527 189.108398 62.299187 189.108414 62.299191
301425 31502 189.104553 62.299110 189.104538 62.299114
301426 31310 189.223618 62.299034 189.223633 62.299042
301427 31481 189.146362 62.299049 189.146347 62.299053
301428 31456 189.148544 62.299049 189.148514 62.299095
301429 31443 189.162628 62.298920 189.162628 62.298923
301430 31503 189.099884 62.298923 189.099899 62.298889
301431 31469 189.252762 62.298901 189.252747 62.298901
301432 31467 189.136612 62.298889 189.136581 62.298901
301433 31262 189.094971 62.298729 189.094971 62.298725
301434 31400 189.172180 62.298801 189.172180 62.298805
301435 31491 189.088989 62.298798 189.089005 62.298801
301436 31461 189.161865 62.298817 189.161880 62.298824
301437 31404 189.234406 62.298752 189.234406 62.298756
301438 31381 189.229218 62.298679 189.229202 62.298691
301439 31439 189.085480 62.298607 189.085495 62.298607
301440 31468 189.100983 62.298695 189.100983 62.298691
301441 31453 189.136093 62.298687 189.136093 62.298691
301442 31301 189.261826 62.298603 189.261826 62.298607
301443 31438 189.106445 62.298626 189.106445 62.298630
301444 31445 189.114975 62.298645 189.114975 62.298653
301445 31464 189.113998 62.298653 189.113998 62.298660
301446 31383 189.233627 62.298637 189.233627 62.298641
301447 31371 189.196945 62.298603 189.196930 62.298611
301448 31431 189.211563 62.298595 189.211578 62.298588
301449 31405 189.155792 62.298508 189.155777 62.298512
301450 31362 189.247025 62.298470 189.247025 62.298481
301451 31420 189.175568 62.298508 189.175568 62.298504
301452 31414 189.223526 62.298462 189.223526 62.298466
301453 31307 189.126907 62.298317 189.126892 62.298340
301454 31407 189.083923 62.298332 189.083908 62.298340
301455 31411 189.085983 62.298332 189.085968 62.298332
301456 31412 189.133423 62.298393 189.133423 62.298393
301457 31365 189.162720 62.298336 189.162720 62.298344
301458 31257 189.199326 62.298260 189.199326 62.298267
301459 31282 189.094269 62.298187 189.094284 62.298203
301460 31364 189.243912 62.298328 189.243912 62.298332
301461 31395 189.117386 62.298256 189.117371 62.298252
301462 31385 189.113419 62.298187 189.113403 62.298187
301463 31348 189.255890 62.298187 189.255890 62.298191
301464 31324 189.104691 62.298084 189.104691 62.298084
301465 31292 189.116791 62.298073 189.116806 62.298092
301466 31342 189.256210 62.298130 189.256180 62.298126
301467 31354 189.247711 62.298122 189.247711 62.298122
301468 31249 189.158478 62.298038 189.158493 62.298050
301469 31328 189.236755 62.298069 189.236771 62.298073
301470 31363 189.229492 62.298096 189.229492 62.298100
301472 31273 189.192673 62.297882 189.192688 62.297886
301473 31311 189.189575 62.297901 189.189575 62.297901
301474 31321 189.106613 62.297855 189.106613 62.297852
301475 31224 189.125702 62.297802 189.125687 62.297794
301476 31316 189.091339 62.297810 189.091263 62.297810
301477 31313 189.135101 62.297844 189.135101 62.297848
301478 31234 189.152328 62.297733 189.152328 62.297733
301479 31173 189.180817 62.297741 189.180817 62.297741
301480 31291 189.106369 62.297703 189.106354 62.297707
301481 31298 189.185852 62.297749 189.185837 62.297764
301482 31216 189.151459 62.297722 189.151505 62.297768
301483 31202 189.133911 62.297665 189.133926 62.297676
301484 31221 189.123688 62.297588 189.123672 62.297592
301485 30883 189.143372 62.297356 189.143372 62.297359
301486 31260 189.175034 62.297642 189.175018 62.297646
301487 31280 189.243378 62.297646 189.243378 62.297653
301488 31137 189.198685 62.297520 189.198669 62.297520
301489 31128 189.213852 62.297470 189.213867 62.297478
301490 31200 189.109390 62.297459 189.109390 62.297459
301491 31201 189.237106 62.297535 189.237091 62.297550
301492 31219 189.218597 62.297482 189.218597 62.297485
301493 30911 189.119797 62.297153 189.119781 62.297150
301494 31143 189.149567 62.297413 189.149567 62.297417
301495 31250 189.242172 62.297493 189.242172 62.297497
301496 30296 189.158646 62.296585 189.158661 62.296589
301497 30588 189.156830 62.296238 189.156845 62.296238
301499 31177 189.140961 62.297306 189.140961 62.297310
301500 30969 189.089417 62.297047 189.089401 62.297050
301501 31227 189.181213 62.297359 189.181183 62.297379
301502 31205 189.096466 62.297260 189.096497 62.297260
301503 31193 189.147507 62.297318 189.147552 62.297344
301504 31189 189.117569 62.297241 189.117569 62.297249
301505 31211 189.123169 62.297230 189.123169 62.297234
301506 31047 189.260391 62.297081 189.260376 62.297089
301507 31167 189.126312 62.297165 189.126297 62.297169
301508 31050 189.150726 62.297047 189.150757 62.297050
301509 31187 189.084213 62.297054 189.084198 62.297054
301510 31160 189.101212 62.297062 189.101212 62.297062
301511 31133 189.099518 62.297035 189.099503 62.297031
301512 31183 189.129349 62.297100 189.129334 62.297096
301513 31056 189.163132 62.296978 189.163116 62.296982
301514 31120 189.152542 62.297035 189.152557 62.297024
301515 31088 189.180740 62.296925 189.180725 62.296932
301516 31126 189.233276 62.296967 189.233276 62.296970
301517 31058 189.251572 62.296852 189.251572 62.296856
301518 31059 189.100388 62.296776 189.100372 62.296776
301520 31072 189.127045 62.296749 189.127029 62.296753
301521 31134 189.222458 62.296791 189.222473 62.296799
301522 31121 189.227722 62.296780 189.227722 62.296795
301523 30612 189.098495 62.296379 189.098434 62.296391
301524 31028 189.139130 62.296616 189.139130 62.296623
301525 30898 189.153107 62.296585 189.153107 62.296589
301526 31102 189.256271 62.296703 189.256256 62.296700
301527 31062 189.256805 62.296654 189.256805 62.296650
301528 31122 189.244858 62.296703 189.244858 62.296711
301529 31109 189.218384 62.296597 189.218399 62.296593
301530 30986 189.121979 62.296391 189.121979 62.296398
301531 31091 189.172958 62.296467 189.173004 62.296452
301532 30853 189.256424 62.296337 189.256424 62.296329
301533 30974 189.162994 62.296329 189.162994 62.296333
301534 30957 189.224335 62.296303 189.224335 62.296310
301535 31038 189.104889 62.296276 189.104889 62.296280
301536 30960 189.102417 62.296272 189.102417 62.296268
301537 31045 189.210587 62.296391 189.210602 62.296410
301538 31075 189.240845 62.296337 189.240860 62.296337
301539 30510 189.132751 62.295826 189.132751 62.295826
301540 31035 189.161850 62.296242 189.161850 62.296249
301541 31060 189.149155 62.296242 189.149124 62.296249
301542 30961 189.226456 62.296192 189.226440 62.296188
301543 31057 189.096191 62.296146 189.096176 62.296146
301544 30801 189.101852 62.295883 189.101852 62.295887
301545 31025 189.210159 62.296101 189.210159 62.296104
301546 30645 189.111618 62.295753 189.111588 62.295780
301547 30962 189.112320 62.295982 189.112305 62.295982
301548 30978 189.143097 62.295994 189.143112 62.295994
301549 31013 189.227783 62.295979 189.227783 62.295982
301550 30940 189.165359 62.295906 189.165375 62.295914
301551 31008 189.096024 62.295898 189.096008 62.295902
301552 30997 189.167160 62.295944 189.167160 62.295952
301553 31005 189.196121 62.295925 189.196121 62.295937
301554 30993 189.096893 62.295841 189.096863 62.295849
301555 30926 189.102707 62.295826 189.102692 62.295822
301556 30817 189.143997 62.295795 189.144012 62.295792
301559 30982 189.097382 62.295769 189.097382 62.295769
301560 30676 189.116135 62.295605 189.116119 62.295612
301561 30863 189.126282 62.295631 189.126282 62.295635
301562 30949 189.147858 62.295746 189.147842 62.295750
301563 30922 189.089310 62.295643 189.089310 62.295650
301564 30966 189.138885 62.295704 189.138870 62.295708
301565 30627 189.103333 62.295353 189.103317 62.295361
301567 30571 189.128296 62.295387 189.128296 62.295391
301568 30956 189.154480 62.295609 189.154495 62.295612
301569 30876 189.226303 62.295506 189.226303 62.295509
301570 30811 189.175842 62.295433 189.175842 62.295437
301571 30927 189.208282 62.295521 189.208267 62.295528
301572 30884 189.191223 62.295460 189.191223 62.295464
301573 30921 189.214767 62.295486 189.214783 62.295490
301574 30752 189.123657 62.295280 189.123642 62.295300
301575 30918 189.166245 62.295425 189.166214 62.295433
301576 30916 189.179749 62.295399 189.179733 62.295403
301577 30906 189.257538 62.295383 189.257538 62.295387
301578 30895 189.258759 62.295368 189.258759 62.295376
301579 30910 189.233582 62.295353 189.233597 62.295357
301580 30889 189.107361 62.295269 189.107407 62.295265
301581 30796 189.234222 62.295250 189.234222 62.295254
301582 30494 189.253098 62.295067 189.253098 62.295071
301583 30600 189.164795 62.295155 189.164780 62.295151
301584 30867 189.219345 62.295231 189.219345 62.295238
301585 30885 189.166794 62.295212 189.166794 62.295216
301587 30833 189.201279 62.295158 189.201294 62.295155
301588 30868 189.083984 62.295063 189.083969 62.295055
301589 30860 189.153412 62.295105 189.153412 62.295109
301590 30755 189.157257 62.295055 189.157242 62.295059
301591 30880 189.217911 62.295174 189.217941 62.295177
301592 30871 189.238480 62.295128 189.238480 62.295128
301593 30851 189.085236 62.295006 189.085220 62.295006
301594 30873 189.261276 62.295101 189.261276 62.295109
301595 30864 189.088028 62.295013 189.088028 62.295017
301596 30823 189.151733 62.295040 189.151733 62.295040
301597 30866 189.101440 62.295013 189.101440 62.295017
301598 30859 189.109085 62.295013 189.109085 62.295013
301599 30670 189.192245 62.294960 189.192261 62.294979
301600 30831 189.185028 62.295021 189.185028 62.295025
301602 30798 189.249207 62.294945 189.249222 62.294952
301603 30754 189.115250 62.294796 189.115250 62.294804
301604 30751 189.184174 62.294827 189.184174 62.294827
301605 30720 189.156403 62.294804 189.156403 62.294815
301606 30807 189.188950 62.294868 189.188965 62.294884
301607 30804 189.222656 62.294853 189.222656 62.294857
301608 30793 189.092758 62.294720 189.092728 62.294701
301610 30622 189.159470 62.294628 189.159470 62.294628
301611 30818 189.173706 62.294788 189.173737 62.294792
301612 30808 189.084946 62.294674 189.084930 62.294670
301614 30799 189.187653 62.294735 189.187653 62.294739
301615 30739 189.216187 62.294682 189.216187 62.294685
301616 30792 189.182968 62.294682 189.182968 62.294685
301619 30682 189.106354 62.294525 189.106338 62.294521
301620 30791 189.239258 62.294662 189.239258 62.294666
301621 30634 189.204636 62.294582 189.204636 62.294575
301622 30783 189.208191 62.294617 189.208191 62.294617
301623 30756 189.167664 62.294590 189.167664 62.294590
301624 30583 189.164124 62.294502 189.164139 62.294510
301625 30777 189.117294 62.294540 189.117279 62.294544
301626 30542 189.129868 62.294403 189.129868 62.294403
301627 30722 189.139542 62.294525 189.139542 62.294529
301628 30685 189.100845 62.294430 189.100845 62.294430
301629 30734 189.100098 62.294365 189.100067 62.294373
301630 30564 189.204071 62.294338 189.204071 62.294338
301631 30723 189.098358 62.294304 189.098358 62.294304
301632 30696 189.105209 62.294300 189.105209 62.294304
301633 30702 189.168991 62.294350 189.168991 62.294353
301634 30681 189.102936 62.294262 189.102936 62.294262
301635 30084 189.225479 62.293842 189.225494 62.293846
301636 30703 189.242020 62.294212 189.242020 62.294216
301637 30687 189.120102 62.294117 189.120087 62.294125
301638 30632 189.160797 62.294083 189.160797 62.294083
301639 30679 189.095047 62.294029 189.095062 62.294029
301640 30567 189.186539 62.293983 189.186539 62.293987
301641 30373 189.087723 62.293762 189.087723 62.293766
301642 30595 189.221848 62.293999 189.221848 62.293999
301643 30304 189.258621 62.293736 189.258621 62.293743
301644 30661 189.146149 62.293953 189.146149 62.293961
301645 30569 189.147034 62.293896 189.147034 62.293900
301647 30077 189.184692 62.293560 189.184692 62.293564
301648 30492 189.105606 62.293732 189.105591 62.293735
301649 30639 189.089951 62.293800 189.089920 62.293800
301650 30577 189.178589 62.293827 189.178543 62.293854
301651 30633 189.233688 62.293831 189.233688 62.293835
301652 30580 189.127655 62.293777 189.127701 62.293785
301653 30591 189.145370 62.293743 189.145370 62.293743
301655 30541 189.085983 62.293663 189.085999 62.293667
301656 30598 189.086517 62.293610 189.086502 62.293606
301657 30589 189.141785 62.293755 189.141769 62.293747
301658 30570 189.191422 62.293556 189.191437 62.293560
301659 30515 189.156296 62.293484 189.156342 62.293495
301660 30487 189.175049 62.293449 189.175049 62.293453
301661 30452 189.220993 62.293438 189.220993 62.293442
301662 30257 189.249512 62.293266 189.249512 62.293274
301663 30514 189.138199 62.293427 189.138199 62.293430
301664 30563 189.191681 62.293507 189.191681 62.293495
301665 30511 189.239777 62.293423 189.239777 62.293427
301666 30480 189.102478 62.293289 189.102448 62.293304
301667 30437 189.084305 62.293167 189.084305 62.293159
301668 30413 189.143890 62.293259 189.143906 62.293266
301669 30291 189.215851 62.293201 189.215851 62.293205
301670 30423 189.187576 62.293266 189.187576 62.293266
301671 30533 189.160477 62.293335 189.160477 62.293343
301672 30517 189.141754 62.293262 189.141769 62.293266
301673 30453 189.112610 62.293163 189.112625 62.293171
301674 30521 189.167786 62.293224 189.167816 62.293224
301675 30538 189.166138 62.293232 189.166153 62.293232
301676 30397 189.101227 62.293026 189.101227 62.293026
301677 30536 189.108261 62.293179 189.108261 62.293186
301678 30478 189.128998 62.293087 189.128998 62.293091
301679 30405 189.083771 62.293011 189.083710 62.292988
301681 30497 189.161194 62.293125 189.161194 62.293121
301682 30490 189.088760 62.293045 189.088760 62.293045
301684 30498 189.155914 62.293026 189.155899 62.293030
301685 30462 189.094910 62.292942 189.094910 62.292950
301686 30493 189.103760 62.292953 189.103760 62.292957
301687 30362 189.123642 62.292877 189.123642 62.292881
301688 30496 189.246033 62.293018 189.245987 62.293034
301690 30406 189.146805 62.292904 189.146805 62.292904
301691 30467 189.235504 62.292938 189.235504 62.292942
301692 30485 189.088211 62.292881 189.088196 62.292877
301693 30450 189.087845 62.292816 189.087845 62.292812
301694 30439 189.159622 62.292854 189.159622 62.292870
301695 30414 189.179565 62.292828 189.179550 62.292835
301696 30470 189.132538 62.292828 189.132538 62.292828
301697 30445 189.212158 62.292816 189.212173 62.292816
301698 30403 189.198318 62.292767 189.198334 62.292763
301699 30251 189.252151 62.292641 189.252151 62.292645
301700 30365 189.146484 62.292686 189.146484 62.292694
301701 30418 189.225418 62.292732 189.225433 62.292728
301702 30244 189.158386 62.292595 189.158386 62.292595
301703 30379 189.104614 62.292622 189.104599 62.292625
301704 30366 189.191483 62.292641 189.191452 62.292645
301705 30343 189.179794 62.292622 189.179794 62.292629
301706 30446 189.225891 62.292694 189.225891 62.292694
301707 30243 189.214447 62.292545 189.214462 62.292545
301708 30427 189.186111 62.292645 189.186127 62.292645
301709 30422 189.141937 62.292625 189.141937 62.292625
301710 30184 189.097366 62.292347 189.097397 62.292351
301711 30412 189.179306 62.292526 189.179306 62.292522
301712 30270 189.186401 62.292412 189.186401 62.292416
301713 30391 189.146378 62.292442 189.146378 62.292446
301714 30344 189.133408 62.292374 189.133392 62.292381
301715 30207 189.149933 62.292282 189.149918 62.292282
301716 30182 189.182709 62.292282 189.182739 62.292282
301717 30352 189.159134 62.292362 189.159149 62.292366
301718 30044 189.212753 62.292126 189.212753 62.292126
301719 30369 189.130295 62.292324 189.130310 62.292320
301720 30375 189.234634 62.292336 189.234634 62.292339
301721 30351 189.100006 62.292267 189.099960 62.292267
301722 30360 189.107681 62.292248 189.107681 62.292244
301723 30260 189.226257 62.292240 189.226273 62.292244
301724 30356 189.228760 62.292271 189.228760 62.292271
301725 30355 189.254425 62.292233 189.254425 62.292233
301726 30249 189.099014 62.292042 189.099030 62.292038
301727 30314 189.190277 62.292110 189.190262 62.292103
301728 30208 189.190033 62.291866 189.190033 62.291874
301729 30284 189.227310 62.292130 189.227310 62.292130
301730 30240 189.248840 62.292038 189.248840 62.292042
301731 30328 189.088440 62.292030 189.088440 62.292027
301732 28574 189.241867 62.291153 189.241867 62.291157
301733 30329 189.173843 62.292076 189.173859 62.292076
301734 30149 189.139267 62.291878 189.139267 62.291878
301735 30325 189.107803 62.291996 189.107788 62.292004
301736 30254 189.200027 62.292046 189.200012 62.292042
301738 30127 189.251373 62.291878 189.251373 62.291882
301739 30150 189.092728 62.291763 189.092728 62.291767
301740 30274 189.182968 62.291954 189.182983 62.291988
301741 30181 189.186829 62.291901 189.186844 62.291901
301742 30269 189.090225 62.291821 189.090225 62.291817
301743 30307 189.102859 62.291882 189.102844 62.291885
301745 29879 189.254227 62.291573 189.254227 62.291580
301746 29371 189.124481 62.291283 189.124481 62.291286
301747 30187 189.152100 62.291710 189.152100 62.291714
301748 30063 189.084595 62.291569 189.084579 62.291569
301749 29664 189.158310 62.291431 189.158310 62.291435
301750 29918 189.173691 62.291481 189.173691 62.291485
301751 30264 189.139771 62.291748 189.139816 62.291771
301753 30146 189.135269 62.291615 189.135269 62.291615
301754 30261 189.164032 62.291695 189.164047 62.291698
301755 30206 189.106171 62.291588 189.106171 62.291592
301756 30147 189.151215 62.291550 189.151215 62.291557
301758 30209 189.258240 62.291607 189.258240 62.291611
301759 30160 189.257004 62.291573 189.257019 62.291580
301760 30221 189.116333 62.291542 189.116333 62.291546
301761 30241 189.202881 62.291580 189.202881 62.291580
301764 30053 189.197540 62.291325 189.197525 62.291328
301765 30239 189.215744 62.291500 189.215759 62.291500
301766 30114 189.098495 62.291317 189.098511 62.291317
301767 30232 189.087662 62.291374 189.087677 62.291382
301768 30088 189.132233 62.291313 189.132248 62.291321
301769 30190 189.179993 62.291397 189.179993 62.291405
301770 30214 189.245483 62.291428 189.245468 62.291424
301771 30126 189.251740 62.291378 189.251740 62.291386
301772 30217 189.225769 62.291367 189.225784 62.291367
301773 30212 189.083786 62.291241 189.083862 62.291264
301774 30090 189.170120 62.291271 189.170166 62.291241
301776 30180 189.168198 62.291271 189.168198 62.291275
301777 30176 189.233170 62.291214 189.233170 62.291218
301779 30179 189.250687 62.291145 189.250687 62.291153
301780 30200 189.117203 62.291245 189.117203 62.291245
301781 30169 189.220261 62.291115 189.220261 62.291115
301782 30081 189.205612 62.291035 189.205627 62.291027
301783 30139 189.118988 62.291008 189.118988 62.291016
301784 30155 189.177307 62.291054 189.177307 62.291058
301785 30078 189.115067 62.290920 189.115067 62.290932
301786 30052 189.096710 62.290863 189.096710 62.290867
301787 30105 189.148468 62.290962 189.148453 62.290958
301788 30045 189.149445 62.290970 189.149399 62.290958
301789 30104 189.198593 62.290936 189.198593 62.290936
301790 30048 189.209198 62.290939 189.209198 62.290936
301791 30123 189.130630 62.290920 189.130646 62.290916
301792 30135 189.193405 62.290955 189.193405 62.290955
301793 30075 189.193054 62.290840 189.193039 62.290840
301794 29993 189.220352 62.290730 189.220352 62.290733
301795 30110 189.164780 62.290798 189.164795 62.290810
301797 29999 189.161255 62.290600 189.161240 62.290604
301798 30070 189.190598 62.290657 189.190598 62.290657
301799 30055 189.127350 62.290604 189.127350 62.290607
301800 30085 189.098251 62.290585 189.098251 62.290585
301801 30083 189.183319 62.290630 189.183319 62.290630
301802 29982 189.236328 62.290527 189.236313 62.290535
301803 30004 189.236816 62.290394 189.236816 62.290398
301804 30033 189.122894 62.290356 189.122894 62.290360
301805 30037 189.145721 62.290375 189.145721 62.290386
301806 30002 189.168839 62.290340 189.168854 62.290340
301807 29984 189.257477 62.290329 189.257477 62.290337
301808 29954 189.185806 62.290272 189.185806 62.290276
301809 30021 189.236206 62.290310 189.236206 62.290318
301810 29908 189.174133 62.290203 189.174103 62.290195
301811 29976 189.089996 62.290146 189.090012 62.290146
301812 30000 189.090988 62.290173 189.091003 62.290169
301814 30013 189.155548 62.290234 189.155533 62.290241
301815 29952 189.138062 62.290169 189.138062 62.290169
301816 29743 189.223572 62.290070 189.223511 62.290085
301817 29756 189.202484 62.290020 189.202484 62.290020
301819 29937 189.249893 62.290035 189.249893 62.290035
301820 29972 189.255112 62.290062 189.255112 62.290070
301821 29955 189.251495 62.290035 189.251495 62.290043
301822 29964 189.220490 62.290009 189.220490 62.290009
301823 29831 189.131577 62.289875 189.131577 62.289879
301824 29934 189.237549 62.289955 189.237534 62.289955
301825 29641 189.262161 62.289799 189.262238 62.289845
301826 29942 189.102493 62.289795 189.102493 62.289799
301827 29464 189.175858 62.289585 189.175781 62.289600
301828 29897 189.169449 62.289768 189.169449 62.289776
301829 29107 189.142532 62.289139 189.142532 62.289146
301830 29926 189.149933 62.289734 189.149948 62.289734
301831 29828 189.159225 62.289642 189.159256 62.289669
301832 29894 189.214066 62.289722 189.214081 62.289711
301833 29912 189.247284 62.289692 189.247269 62.289700
301834 29870 189.171066 62.289631 189.171066 62.289631
301835 29340 189.103638 62.289173 189.103638 62.289173
301836 29797 189.225967 62.289555 189.225967 62.289547
301837 29835 189.139450 62.289463 189.139450 62.289463
301838 29877 189.184921 62.289524 189.184937 62.289528
301839 29868 189.084534 62.289402 189.084534 62.289402
301840 29824 189.227951 62.289429 189.227936 62.289429
301841 29830 189.203278 62.289410 189.203293 62.289406
301842 29844 189.146729 62.289371 189.146729 62.289371
301843 29858 189.232071 62.289406 189.232071 62.289406
301844 29816 189.261902 62.289368 189.261887 62.289391
301845 29510 189.228607 62.289112 189.228607 62.289112
301846 29676 189.198822 62.289120 189.198822 62.289120
301847 29825 189.233124 62.289223 189.233124 62.289223
301848 29820 189.257568 62.289200 189.257553 62.289204
301849 29811 189.132935 62.289139 189.132919 62.289146
301850 29793 189.161911 62.289078 189.161896 62.289082
301852 29695 189.253113 62.288963 189.253174 62.288982
301853 29665 189.123123 62.288906 189.123123 62.288906
301854 29760 189.137207 62.288998 189.137177 62.289009
301855 29567 189.193802 62.288845 189.193802 62.288849
301856 29784 189.120285 62.288963 189.120270 62.288963
301857 29561 189.146484 62.288788 189.146484 62.288799
301858 29708 189.109268 62.288815 189.109268 62.288822
301859 29719 189.089157 62.288818 189.089157 62.288818
301860 29704 189.090866 62.288742 189.090866 62.288746
301861 29718 189.111115 62.288780 189.111115 62.288792
301862 29757 189.133209 62.288830 189.133194 62.288830
301863 29724 189.117340 62.288776 189.117325 62.288776
301864 29762 189.118469 62.288837 189.118469 62.288837
301865 29754 189.246536 62.288811 189.246506 62.288803
301866 29678 189.215317 62.288723 189.215332 62.288727
301867 29729 189.170517 62.288738 189.170532 62.288738
301869 29699 189.256714 62.288654 189.256714 62.288651
301870 29726 189.218964 62.288654 189.218948 62.288658
301871 29697 189.176254 62.288597 189.176239 62.288605
301872 29717 189.141037 62.288593 189.141052 62.288586
301875 29698 189.111969 62.288441 189.111969 62.288448
301876 29683 189.234375 62.288456 189.234360 62.288460
301877 29462 189.230804 62.288326 189.230820 62.288330
301878 29598 189.233856 62.288399 189.233841 62.288403
301879 29639 189.202240 62.288399 189.202225 62.288391
301880 29599 189.253601 62.288357 189.253601 62.288364
301881 29670 189.237183 62.288368 189.237183 62.288376
301882 29594 189.198135 62.288326 189.198135 62.288334
301884 29550 189.103958 62.288193 189.103943 62.288197
301885 29642 189.133224 62.288212 189.133224 62.288216
301886 29623 189.155975 62.288212 189.155975 62.288208
301887 29626 189.213058 62.288200 189.213043 62.288204
301888 29602 189.185577 62.288151 189.185577 62.288151
301890 29530 189.164444 62.288094 189.164444 62.288097
301891 28909 189.249832 62.287693 189.249832 62.287701
301892 29522 189.244293 62.288067 189.244278 62.288067
301893 29595 189.147507 62.288063 189.147537 62.288067
301894 29584 189.137207 62.288021 189.137207 62.288013
301895 29575 189.137558 62.287994 189.137558 62.287998
301896 29460 189.168808 62.287971 189.168808 62.287968
301897 29404 189.197006 62.287895 189.196991 62.287903
301898 29578 189.153900 62.288010 189.153885 62.288010
301900 29583 189.141495 62.287956 189.141495 62.287956
301901 29588 189.253220 62.287952 189.253220 62.287956
301902 29587 189.169754 62.287941 189.169785 62.287949
301903 29300 189.186783 62.287754 189.186783 62.287758
301904 29457 189.257095 62.287853 189.257095 62.287857
301905 29534 189.138550 62.287861 189.138565 62.287861
301906 29570 189.086304 62.287807 189.086319 62.287815
301907 29167 189.239563 62.287636 189.239548 62.287647
301908 29437 189.194595 62.287758 189.194595 62.287762
301909 29555 189.254074 62.287827 189.254074 62.287834
301910 29553 189.242569 62.287819 189.242569 62.287823
301911 29523 189.200104 62.287777 189.200104 62.287777
301912 29508 189.171478 62.287739 189.171478 62.287743
301913 27331 189.205948 62.286640 189.205963 62.286640
301914 29545 189.127640 62.287720 189.127625 62.287727
301915 29419 189.127380 62.287594 189.127380 62.287601
301916 29526 189.154953 62.287739 189.154984 62.287750
301918 29492 189.191498 62.287647 189.191498 62.287647
301919 29509 189.145645 62.287624 189.145645 62.287624
301920 29518 189.125854 62.287601 189.125870 62.287601
301921 29341 189.101364 62.287460 189.101364 62.287464
301922 29493 189.133438 62.287544 189.133408 62.287567
301923 29512 189.164734 62.287552 189.164719 62.287552
301924 29426 189.213028 62.287495 189.213028 62.287506
301926 29466 189.111359 62.287415 189.111343 62.287411
301927 29183 189.245468 62.287262 189.245468 62.287266
301928 29315 189.246063 62.287155 189.246033 62.287155
301929 29245 189.110687 62.287197 189.110687 62.287197
301930 29432 189.095032 62.287296 189.095032 62.287300
301931 29454 189.259308 62.287251 189.259308 62.287251
301932 29323 189.198135 62.287071 189.198135 62.287079
301933 29396 189.177017 62.287094 189.177002 62.287102
301934 29430 189.238113 62.287106 189.238113 62.287109
301935 29416 189.248291 62.287094 189.248306 62.287113
301936 29406 189.172318 62.287045 189.172317 62.287048
301937 29266 189.163589 62.286949 189.163589 62.286957
301938 29422 189.260300 62.287045 189.260284 62.287048
301939 29380 189.156219 62.286961 189.156219 62.286957
301940 29331 189.095337 62.286854 189.095352 62.286854
301941 29328 189.113663 62.286865 189.113617 62.286861
301942 29368 189.144775 62.286888 189.144760 62.286892
301943 29211 189.211929 62.286793 189.211929 62.286793
301944 29390 189.222778 62.286880 189.222778 62.286880
301945 29298 189.132309 62.286823 189.132309 62.286789
301946 29298 189.132309 62.286728 189.132309 62.286789
301947 29378 189.156250 62.286823 189.156265 62.286835
301948 29354 189.260742 62.286816 189.260742 62.286823
301949 28959 189.133438 62.286465 189.133438 62.286472
301950 29268 189.178116 62.286682 189.178116 62.286686
301951 29359 189.185242 62.286747 189.185257 62.286751
301953 29357 189.251450 62.286701 189.251434 62.286713
301954 29349 189.105682 62.286629 189.105652 62.286633
301955 29324 189.143906 62.286633 189.143906 62.286636
301956 29343 189.146423 62.286674 189.146469 62.286674
301957 29329 189.180191 62.286591 189.180191 62.286594
301958 29322 189.225464 62.286613 189.225464 62.286610
301959 29236 189.256424 62.286552 189.256454 62.286541
301960 29098 189.175903 62.286480 189.175903 62.286484
301961 29233 189.119354 62.286434 189.119354 62.286434
301962 29310 189.098816 62.286423 189.098816 62.286423
301963 29311 189.155304 62.286461 189.155304 62.286465
301964 29306 189.126602 62.286392 189.126617 62.286388
301966 29275 189.182327 62.286366 189.182404 62.286377
301967 29223 189.193680 62.286316 189.193680 62.286316
301968 29165 189.175430 62.286308 189.175415 62.286312
301969 29284 189.257019 62.286335 189.257019 62.286346
301970 29285 189.216202 62.286346 189.216187 62.286346
301971 29021 189.087311 62.286137 189.087326 62.286121
301972 29075 189.087082 62.285896 189.087097 62.285908
301973 29185 189.145004 62.286209 189.144989 62.286209
301974 29093 189.149704 62.286198 189.149704 62.286201
