# col1    col2          col3         col4     delta_ra                 delta_dec                col5     col6     col7     correct_dec          id        field     ra             dec           x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W   e_F606W    f_F814W   e_F814W   f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  93156   189.2786318   62.2840168   19.844   6.310000003395544E-6     3.8111111138050546E-6    0.0020   2790.0   2770.0   62.283927911111114   28121.0   GOODS-N   189.27862549   62.2839241    8945.12    12962.17   1.019    0.6503   102.13        0.061545      78.009        0.025325      157.48    0.023292   -99.0     -99.0     133.93    0.030448   164.31    0.097762   123.91    0.15417    1.0223    3.5           8.411     6.517     3.94          3.71         0       0            0           1          0           12           4            12           10.19   0.6   0.017316393913820723   
  97358   189.2788126   62.2887406   23.021   4.009999997833802E-6     -1.0248888891339902E-5   0.011    268.0    253.0    62.28865171111111    29527.0   GOODS-N   189.27880859   62.28866196   8940.16    13246.45   0.5901   0.6198   4.2638        0.063121      4.3408        0.025325      3.7651    0.022805   -99.0     -99.0     6.2915    0.031392   6.8645    0.10033    6.8995    0.081697   1.0735    3.5           5.067     3.449     4.16          0.0          2       0            0           1          0           12           4            12           8.81    0.1   0.03750172068876712    
  93971   189.2789552   62.2822706   24.531   9.280000000444488E-6     -6.708888889761511E-6    0.032    67.8     54.1     62.28218171111111    28395.0   GOODS-N   189.27894592   62.28218842   8936.04    12858.11   -1.0     0.9908   2.0468        0.062878      2.1414        0.025325      0.90641   0.026277   -99.0     -99.0     3.5533    0.035235   3.7502    0.11374    3.8736    0.088723   1.0676    3.5           4.631     4.372     5.0           0.0          2       0            0           1          0           12           4            12           9.14    0.6   0.028718781644009317   
  88929   189.2792124   62.2745658   22.817   7.080000017367638E-6     -5.818888894282281E-6    0.012    224.0    217.0    62.27447691111111    26673.0   GOODS-N   189.27920532   62.27448273   8928.35    12395.73   0.9427   0.9557   16.357        0.064628      19.037        0.025325      1.695     0.029453   -99.0     -99.0     28.19     0.041652   33.412    0.13033    38.39     0.1718     1.0153    3.5           9.035     7.354     5.79          4.81         3       0            0           1          0           10           4            12           10.6    0.0   0.02407134296217917    
  91700   189.2792286   62.2770288   25.61    2.3280000021941305E-5    -7.10888889443595E-6     0.053    30.6     27.4     62.27693991111111    27484.0   GOODS-N   189.27920532   62.27694702   8928.66    12543.59   -1.0     1.5004   0.74152       0.061969      0.87637       0.025325      0.5444    0.020105   -99.0     -99.0     1.1177    0.027072   1.038     0.085637   1.2111    0.056687   1.1208    3.54          3.467     2.489     3.64          0.0          0       0            0           1          0           12           4            12           8.74    0.1   0.046636499525523456   
  97704   189.2795109   62.2886848   25.403   4.0000000467443897E-7    -8.828888887535413E-6    0.041    50.7     37.4     62.28859591111111    29675.0   GOODS-N   189.2795105    62.28860474   8920.84    13242.92   -1.0     1.6477   1.1464        0.064641      0.56587       0.025325      0.76367   0.020421   -99.0     -99.0     1.6155    0.027208   1.6186    0.090103   0.78877   0.053548   1.1298    3.66          2.893     2.503     3.21          0.0          3       0            2           1          0           12           4            12           8.69    0.0   0.031791053075930935   
  105087  189.279548    62.3021415   22.7     3.750000001900844E-5     8.701111106290682E-6     0.0080   435.0    434.0    62.30205261111111    31904.0   GOODS-N   189.2795105    62.30204391   8921.45    14049.4    0.0      0.2128   13.348        0.06361       13.389        0.031454      3.5451    0.016209   -99.0     -99.0     15.666    0.02833    16.323    0.076799   16.165    0.072962   1.1146    3.5           3.114     3.037     2.23          3.13         0       0            1           0          0           8            4            8            6.61    1.0   0.0701333057020511     
  102112  189.27965     62.2965491   25.71    3.269000001182576E-5     1.6271111107357683E-5    0.06     21.5     20.2     62.29646021111111    31070.0   GOODS-N   189.27961731   62.29644394   8918.21    13713.36   -1.0     2.8687   0.48073       0.063762      0.69289       0.028174      0.37256   0.023974   -99.0     -99.0     0.60192   0.038386   0.79622   0.10426    1.133     0.070164   1.102     3.88          4.156     2.125     4.18          0.0          0       0            0           1          0           8            4            8            9.49    0.4   0.08015256020340952    
  111497  189.2798221   62.3119835   25.429   -8.830000012949313E-6    8.781111105804484E-6     0.049    90.1     29.1     62.31189461111111    33386.0   GOODS-N   189.27983093   62.31188583   8912.85    14639.93   -1.0     0.5536   0.4633        0.051984      0.48862       0.044296      0.48057   0.029914   -99.0     -99.0     0.7401    0.069366   0.98636   0.10926    1.027     0.13993    1.075     4.96          3.035     2.762     5.72          0.0          2       0            0           1          0           4            7            4            7.9     0.2   0.03489251957426357    
  85383   189.2799774   62.2664704   24.239   9.140000003071691E-6     -1.0238888883407071E-5   0.026    49.2     48.1     62.26638151111111    25329.0   GOODS-N   189.27996826   62.26639175   8906.71    11910.21   -1.0     0.8663   1.811         0.065136      1.958         0.026176      0.8479    0.035836   -99.0     -99.0     3.9707    0.046818   4.4908    0.15947    4.7937    0.12998    1.0363    3.94          8.617     3.491     6.89          0.0          0       0            0           1          0           12           4            12           9.41    0.6   0.03991396546161039    
  109106  189.2800208   62.308478    24.411   6.779999998229869E-5     -1.7718888891238294E-5   0.027    73.2     64.1     62.30838911111111    32870.0   GOODS-N   189.279953     62.30840683   8909.19    14431.13   2.299    2.2901   2.2175        0.06615       2.5292        0.036108      1.4123    0.02679    -99.0     -99.0     3.3006    0.050281   4.2313    0.12461    4.7646    0.1403     1.0583    3.8           6.125     3.383     5.16          0.0          0       0            0           1          0           6            4            6            9.88    0.2   0.13013295691557158    
  104177  189.280067    62.3006426   24.942   -6.910999999831802E-5    -1.3918888889463688E-5   0.062    35.0     27.3     62.300553711111114   31679.0   GOODS-N   189.28013611   62.30056763   8903.65    13960.88   -1.0     0.9847   0.46893       0.065059      0.45403       0.027847      0.39206   0.03373    -99.0     -99.0     1.0539    0.059098   1.1934    0.16346    1.1407    0.11338    1.0534    4.28          5.106     3.486     6.94          0.0          0       0            0           1          0           8            4            8            8.5     0.1   0.12603741601623827    
  117418  189.2801454   62.3215399   23.224   9.29000000837732E-6      -5.898888893796084E-6    0.013    105.0    52.7     62.32145101111111    34558.0   GOODS-N   189.28013611   62.32145691   8904.57    15214.09   0.6767   0.6584   2.9494        0.062199      3.2517        0.037547      2.4661    0.036138   -99.0     -99.0     7.2064    0.084961   7.6943    0.1602     8.375     0.1951     1.0333    4.23          7.54      3.752     7.08          0.0          0       0            0           1          0           5            4            5            9.02    0.8   0.026311721267902308   
  106980  189.2803301   62.3057951   24.804   -4.3700000276203355E-6   -7.438888893318563E-6    0.052    32.5     30.6     62.30570621111111    32487.0   GOODS-N   189.28033447   62.30571365   8898.36    14269.54   -1.0     0.9404   0.76049       0.054237      0.77078       0.027823      0.50122   0.040168   -99.0     -99.0     1.9614    0.066848   2.176     0.15321    2.1774    0.1449     1.0332    4.6           5.449     4.408     7.72          0.0          0       0            0           1          0           8            6            8            9.02    0.2   0.02776016091441521    
  102683  189.2804245   62.2985963   23.873   -1.5299999915896478E-6   -1.934888889110198E-5    0.021    73.3     66.0     62.29850741111111    31297.0   GOODS-N   189.28042603   62.29852676   8895.63    13838.39   -1.0     0.9499   2.2023        0.063889      2.4001        0.027237      1.3655    0.033613   -99.0     -99.0     5.4463    0.05824    5.5837    0.15992    6.0076    0.12688    1.0408    3.54          6.638     5.009     6.97          0.0          0       0            0           1          0           8            4            8            9.41    0.4   0.06970304425146484    
  90142   189.280668    62.2785043   23.561   2.8349999979582208E-5    -2.315888888659856E-5    0.019    127.0    96.5     62.27841541111111    27404.0   GOODS-N   189.28063965   62.27843857   8888.54    12633.07   1.015    1.1345   8.2132        0.06481       10.12         0.025325      0.73698   0.039369   -99.0     -99.0     17.442    0.054008   22.55     0.17568    27.43     0.15739    1.0208    3.52          11.02     5.103     8.15          17.99        0       0            0           1          0           12           4            11           10.77   0.9   0.09594186733408361    
  116739  189.2808518   62.3209872   23.25    2.9049999994867903E-5    -1.6488888903154475E-6   0.016    37.1     32.4     62.32089831111111    34479.0   GOODS-N   189.28082275   62.32089996   8885.58    15180.74   -1.0     0.9225   2.8899        0.063788      3.4254        0.043982      1.7217    0.066604   -99.0     -99.0     11.975    0.17816    13.979    0.30463    16.359    0.30936    1.0134    4.03          13.561    3.939     11.9          0.0          16      0            0           1          0           5            4            4            9.96    1.8   0.048940724509507254   
  101139  189.280955    62.2946407   24.721   -5.079999993995443E-6    -3.848888887603152E-6    0.026    69.7     67.8     62.29455181111111    30727.0   GOODS-N   189.28096008   62.29455566   8880.59    13600.09   -1.0     0.2833   1.4129        0.063382      1.3464        0.027175      1.0642    0.01826    -99.0     -99.0     1.6809    0.026192   1.7952    0.07951    1.689     0.05457    1.1369    3.5           2.837     2.534     2.87          0.0          0       0            0           1          0           10           4            9            7.7     0.0   0.01625676598657782    
  117360  189.2810731   62.3220735   23.163   -9.05000001694134E-6     -2.5388888857946768E-6   0.013    128.0    87.0     62.32198461111111    34592.0   GOODS-N   189.28108215   62.32198715   8878.5     15246.02   0.944    0.8698   12.221        0.065021      14.032        0.035585      1.6719    0.027608   -99.0     -99.0     19.717    0.059445   24.243    0.12734    27.481    0.14773    1.0513    3.5           5.878     4.693     5.47          6.87         0       0            0           1          0           6            4            6            10.29   2.2   0.01767942107797112    
  110498  189.2815091   62.3103718   25.872   -1.556000000846325E-5    -1.981888888735739E-5    0.063    34.5     32.1     62.31028291111111    33186.0   GOODS-N   189.28152466   62.31030273   8865.38    14544.83   -1.0     1.8934   0.58977       0.063811      0.61702       0.042395      0.53359   0.021375   -99.0     -99.0     0.45187   0.049972   0.90368   0.096531   0.93339   0.084908   1.1372    3.53          3.659     1.922     3.95          0.0          0       0            2           1          0           4            4            4            8.47    0.0   0.0759478864018299     
  107085  189.2817276   62.3049134   25.022   -1.068000000259417E-5    -1.1758888895485597E-5   0.034    45.3     44.5     62.30482451111111    32392.0   GOODS-N   189.28173828   62.30483627   8859.43    14217.07   -1.0     0.9318   1.3401        0.050478      1.2662        0.028984      0.57987   0.020583   -99.0     -99.0     1.7206    0.03385    1.9445    0.072312   1.8139    0.071278   1.1041    3.66          3.338     2.902     3.59          0.0          0       0            0           1          0           8            8            8            8.77    0.1   0.04594902456666216    
  80215   189.2818322   62.2566162   25.431   1.76199999941673E-5      3.61111112567869E-7      0.058    258.0    258.0    62.256527311111114   23317.0   GOODS-N   189.28181458   62.25652695   8854.61    11318.49   -1.0     0.6058   0.63823       0.050478      0.63543       0.025325      0.41763   0.021982   -99.0     -99.0     0.90157   0.028686   0.96971   0.075718   0.95316   0.074976   1.0801    4.15          3.385     3.149     4.16          0.0          0       0            2           1          0           14           8            14           7.97    0.7   0.029557067581919175   
  104244  189.2821752   62.300359    24.353   -2.0839999990585056E-5   -7.598888892346167E-6    0.022    76.4     72.5     62.30027011111111    31664.0   GOODS-N   189.28219604   62.30027771   8846.42    13943.54   -1.0     0.0835   1.5096        0.063264      1.5699        0.028169      1.5143    0.019536   -99.0     -99.0     2.152     0.034271   2.2252    0.092062   2.2846    0.070734   1.1006    3.5           3.713     2.97      3.91          0.0          0       0            0           1          0           8            4            8            6.74    0.0   0.04432320001946676    
  80372   189.2822013   62.257225    25.579   2.0509999984597016E-5    2.6311111085419725E-6    0.059    196.0    195.0    62.25713611111111    23431.0   GOODS-N   189.28218079   62.25713348   8844.75    11354.79   -1.0     1.1721   0.71049       0.050478      0.88577       0.025325      0.67328   0.021001   -99.0     -99.0     1.3683    0.027461   1.0334    0.072485   1.2719    0.062333   1.104     3.94          3.416     2.451     3.45          0.0          0       0            0           1          0           14           8            14           8.51    0.0   0.03565224823617499    
  106736  189.2822249   62.3143415   18.979   -1.6600000094513234E-6   -5.968888892482482E-6    0.0020   3750.0   3750.0   62.31425261111111    33015.0   GOODS-N   189.28222656   62.31425858   8846.14    14782.27   0.201    0.2064   199.24        0.050478      219.11        0.04513       131.52    0.038585   -99.0     -99.0     493.66    0.087895   551.51    0.13794    598.79    0.53642    1.0       3.5           17.716    9.824     8.83          6.15         0       0            0           1          0           4            7            4            10.18   0.6   0.021666645763530796   
  86854   189.2822288   62.2711951   21.85    2.2400000148081745E-6    3.301111107134602E-6     0.0070   414.0    410.0    62.27110621111111    25947.0   GOODS-N   189.28222656   62.27110291   8843.81    12193.02   0.94     0.9472   24.6          0.064198      29.91         0.025675      3.9917    0.045135   -99.0     -99.0     63.037    0.059427   77.433    0.1995     92.948    0.21268    1.0053    3.5           11.629    8.112     9.52          6.71         0       0            0           1          0           12           4            12           10.85   2.4   0.01246224737498389    
  98644   189.2822416   62.2910536   24.85    -2.200000039920269E-7    2.4911111111691753E-6    0.031    59.9     55.6     62.29096471111111    30064.0   GOODS-N   189.28224182   62.29096222   8844.34    13384.5    -1.0     1.8635   2.0546        0.064161      2.3995        0.025325      1.0422    0.022304   -99.0     -99.0     2.7054    0.026463   2.8799    0.088786   3.3204    0.060749   1.1086    3.5           3.653     2.763     3.26          0.0          0       0            0           1          0           12           4            12           9.71    0.4   0.008975558112131868   
  110280  189.2824424   62.3116796   23.849   2.2100000194313907E-6    -2.046888889140064E-5    0.022    148.0    100.0    62.31159071111111    33226.0   GOODS-N   189.28244019   62.31161118   8839.93    14623.43   -1.0     0.5511   1.2203        0.062009      1.3419        0.043997      1.3584    0.040419   -99.0     -99.0     3.4549    0.092004   3.5096    0.17606    3.8102    0.17841    1.0538    3.5           7.828     3.375     7.5           0.0          0       0            0           1          0           4            4            4            8.65    0.0   0.07378067566617227    
  83289   189.2826861   62.2626176   25.876   1.7700000114473369E-6    -2.568888888276888E-6    0.07     29.4     29.4     62.26252871111111    24584.0   GOODS-N   189.28268433   62.26253128   8830.77    11678.71   -1.0     0.1802   -99.0         -99.0         0.43072       0.02855       0.32622   0.027859   -99.0     -99.0     0.84705   0.041067   -99.0     -99.0      0.84564   0.069299   1.1064    3.6           4.869     2.005     5.19          0.0          0       0            2           1          0           10           0            10           6.3     0.9   0.009711882268252807   
  80188   189.2827254   62.2570296   25.267   -1.9960000003038658E-5   -5.848888889659065E-6    0.05     198.0    196.0    62.25694071111111    23466.0   GOODS-N   189.28274536   62.25694656   8829.0     11343.56   1.879    2.8908   0.83441       0.050478      1.1487        0.025325      0.79066   0.024681   -99.0     -99.0     1.1176    0.032466   1.4349    0.085697   1.9502    0.091419   1.0651    4.46          4.357     3.02      4.45          0.0          0       0            0           1          0           14           8            14           8.96    1.3   0.03952497340119273    
  85422   189.2827329   62.2683371   21.534   2.8000000042993634E-6    -5.1188888932074406E-6   0.0060   400.0    384.0    62.26824821111111    25387.0   GOODS-N   189.2827301    62.26825333   8829.64    12021.96   0.9358   0.9291   19.444        0.061372      22.101        0.026557      7.0774    0.065292   -99.0     -99.0     72.558    0.085849   88.078    0.27446    98.835    0.25062    1.0004    3.5           12.032    9.829     11.8          7.82         0       0            0           1          0           12           4            12           10.78   1.9   0.019015584854637002   
  84983   189.2828076   62.2673573   22.927   -1.4059999983828675E-5   3.0911111110754064E-6    0.011    209.0    188.0    62.26726841111111    25549.0   GOODS-N   189.28282166   62.26726532   8827.26    11962.86   0.5134   0.481    4.8038        0.062419      5.329         0.025616      4.0359    0.032423   -99.0     -99.0     10.111    0.04216    10.727    0.13761    11.749    0.1057     1.052     3.58          6.989     3.731     6.09          0.0          1       0            0           1          0           12           4            12           9.07    0.2   0.026050439011293003   
  118361  189.2830508   62.3232056   24.596   2.6000000730164174E-7    -3.408888886724526E-6    0.026    46.7     44.4     62.32311671111111    34836.0   GOODS-N   189.28305054   62.32312012   8823.81    15314.17   -1.0     0.7602   1.7246        0.068683      2.1258        0.04023       0.63803   0.018933   -99.0     -99.0     2.4175    0.052153   2.338     0.091923   2.8452    0.094282   1.1128    3.67          3.393     2.586     3.38          0.0          0       0            0           1          0           4            4            4            8.86    0.7   0.012279698629457231   
  94648   189.283324    62.2842714   24.906   -4.696999999964646E-5    2.953111111025919E-5     0.054    102.0    37.9     62.28418251111111    28683.0   GOODS-N   189.28337097   62.28415298   8812.74    12975.95   -1.0     0.0465   1.5063        0.062661      1.6992        0.025325      0.71372   0.025021   -99.0     -99.0     2.1645    0.033981   2.6271    0.10789    2.9257    0.088908   1.0674    4.01          5.792     2.673     4.57          0.0          3       0            0           1          0           12           4            12           5.56    1.7   0.13223794590151952    
  86052   189.2833393   62.2666263   25.843   -1.6410000000632863E-5   -3.1188888911515278E-6   0.061    52.5     13.4     62.26653741111111    25428.0   GOODS-N   189.28335571   62.26654053   8812.4     11919.25   -1.0     1.7216   0.77274       0.063173      0.7562        0.02598       0.55167   0.024081   -99.0     -99.0     1.4055    0.031288   1.2806    0.10336    1.2372    0.078396   1.0785    4.59          3.402     2.651     4.27          0.0          3       0            0           1          0           12           4            12           9.05    0.1   0.029696015621632516   
  89877   189.2834216   62.273855    24.731   -1.0410000015781407E-5   5.511111069722574E-7     0.034    34.2     32.6     62.27376611111111    26922.0   GOODS-N   189.28343201   62.27376556   8810.37    12352.74   -1.0     1.0586   1.0212        0.063575      1.1388        0.025325      0.93481   0.033291   -99.0     -99.0     2.1102    0.044233   2.3657    0.1454     2.6044    0.089989   1.0664    3.58          6.97      2.848     6.29          0.0          16      0            0           1          0           12           4            12           8.83    0.6   0.017548128083510584   
  105674  189.2834257   62.3024056   25.964   -6.310000003395544E-6    -1.8588888863746433E-6   0.059    26.5     22.4     62.30231671111111    32026.0   GOODS-N   189.28343201   62.30231857   8811.77    14065.96   -1.0     0.6561   0.38311       0.063452      0.3508        0.027996      0.2988    0.018466   -99.0     -99.0     0.49382   0.032193   0.53377   0.087278   0.48252   0.04755    1.1549    3.59          2.572     1.956     3.13          0.0          0       0            2           1          0           8            4            8            7.76    0.1   0.012500623792163273   
  109561  189.2835801   62.308628    25.579   -4.4900000091274705E-6   -5.048888887415615E-6    0.044    41.0     40.7     62.30853911111111    32959.0   GOODS-N   189.28358459   62.30854416   8808.12    14439.57   -1.0     0.647    0.61682       0.057126      0.82078       0.044968      0.40116   0.01834    -99.0     -99.0     0.96312   0.042309   0.80367   0.073483   1.0558    0.073289   1.159     3.5           2.385     2.059     2.85          0.0          0       0            0           1          0           4            8            4            8.21    0.3   0.019666995388404794   
  90163   189.2837846   62.2754429   22.016   1.3896999999474247E-4    1.679111111485554E-5     0.0060   668.0    667.0    62.27535401111111    27057.0   GOODS-N   189.28364563   62.27533722   8804.55    12447.15   0.0      0.2129   24.65         0.064333      25.453        0.025325      5.5451    0.017568   -99.0     -99.0     29.601    0.023013   30.017    0.077342   30.6      0.075072   1.0799    3.5           4.103     3.661     2.34          3.27         0       0            1           0          0           12           4            12           6.86    1.1   0.24046888469286498    
  80693   189.2838059   62.2576761   25.34    7.680000010168442E-6     3.5911111098130277E-6    0.057    156.0    156.0    62.25758721111111    23570.0   GOODS-N   189.28379822   62.25758362   8799.58    11381.9    -1.0     1.9363   1.5485        0.050478      1.842         0.025953      0.8059    0.041594   -99.0     -99.0     3.8414    0.054962   4.5061    0.14502    5.2919    0.11857    1.0423    3.6           8.491     3.656     7.65          0.0          0       0            0           1          0           12           8            12           10.09   2.0   0.018242036791316533   
  91737   189.2840903   62.2831924   20.668   1.7420000006040937E-5    3.3811111066484045E-6    0.0040   1100.0   1060.0   62.28310351111111    28005.0   GOODS-N   189.28407288   62.28310013   8793.14    12912.93   0.4577   0.388    48.348        0.061516      59.666        0.025325      16.969    0.041955   -99.0     -99.0     109.61    0.05663    140.54    0.17653    171.23    0.22608    1.0022    3.5           11.3      9.509     8.08          12.59        2       0            0           1          0           12           4            12           10.14   2.3   0.03160543462583851    
  92646   189.2842212   62.2789061   25.675   4.150999998842053E-5     -1.8088888886325094E-5   0.058    23.0     16.1     62.27881721111111    27837.0   GOODS-N   189.28417969   62.2788353    8789.98    12657.09   -1.0     1.2699   0.46186       0.063541      0.54241       0.025325      0.59747   0.032189   -99.0     -99.0     1.0286    0.04485    1.0286    0.13971    1.1926    0.079133   1.0758    3.87          5.648     2.391     5.95          0.0          0       0            0           1          0           13           4            11           8.5     0.1   0.0952505918367715     
  105993  189.2842694   62.3039206   24.266   -3.236000000583772E-5    -8.928888888704023E-6    0.025    82.5     61.1     62.30383171111111    32183.0   GOODS-N   189.28430176   62.30384064   8787.78    14157.31   -1.0     0.901    1.2185        0.050478      1.2088        0.028986      1.0508    0.027931   -99.0     -99.0     2.5297    0.049274   2.5679    0.10502    2.515     0.10506    1.0648    3.78          5.565     3.316     5.72          0.0          0       0            0           1          0           8            8            8            8.83    0.1   0.06296787920768022    
  119190  189.284399    62.3257504   25.082   -9.570000003122914E-6    8.011111063410681E-7     0.038    49.0     47.9     62.32566151111111    35149.0   GOODS-N   189.28440857   62.32566071   8785.94    15466.5    -1.0     0.5083   0.81046       0.063555      0.62964       0.039668      0.52658   0.020276   -99.0     -99.0     0.99572   0.058689   1.2399    0.095989   0.95097   0.12701    1.074     5.04          3.438     2.419     3.94          0.0          0       0            2           1          0           4            4            4            7.94    0.1   0.016258900732202115   
  107639  189.284583    62.3059281   25.716   -2.3929999997562845E-5   -1.939888888813357E-5    0.056    34.8     25.9     62.30583921111111    32580.0   GOODS-N   189.28460693   62.30585861   8779.29    14278.37   -1.0     0.2283   0.74076       0.050478      0.64785       0.028575      0.35862   0.019403   -99.0     -99.0     0.7858    0.032172   1.0194    0.068578   0.88014   0.055609   1.1407    3.5           2.802     2.421     3.39          0.0          0       0            2           1          0           8            8            8            7.39    0.0   0.0804988346301782     
  105596  189.2846282   62.3026026   25.008   -9.250000005067704E-6    -3.228888886042114E-6    0.034    67.4     51.5     62.30251371111111    32018.0   GOODS-N   189.28463745   62.30251694   8778.16    14077.81   -1.0     0.1702   0.90785       0.053044      1.0977        0.027336      0.95021   0.020082   -99.0     -99.0     1.3244    0.034627   1.3755    0.079346   1.642     0.075994   1.0863    4.32          3.172     2.765     3.74          0.0          3       0            0           1          0           8            6            8            7.09    0.6   0.01935676062089712    
  82526   189.2848414   62.26076     25.512   5.5799999927330646E-6    5.221111109676713E-6     0.061    38.0     29.6     62.26067111111111    24162.0   GOODS-N   189.28483582   62.26066589   8770.65    11566.89   -1.0     2.8041   0.41468       0.057081      0.49462       0.028216      0.76112   0.035259   -99.0     -99.0     0.80006   0.050929   1.0227    0.13899    1.2044    0.12825    1.0427    5.66          4.345     2.864     6.81          0.0          2       0            0           1          0           10           7            10           9.07    0.0   0.020993124064157695   
  90942   189.2849096   62.2759129   25.59    -2.510000001620938E-6    -5.308888887611829E-6    0.066    25.1     23.2     62.27582401111111    27303.0   GOODS-N   189.28491211   62.27582932   8769.41    12476.62   -1.0     2.3806   0.66555       0.065242      1.0899        0.025325      0.48373   0.018899   -99.0     -99.0     0.6811    0.025337   0.86645   0.083854   1.4009    0.052748   1.132     3.64          2.901     2.453     2.91          0.0          0       0            0           1          0           12           4            14           9.21    0.0   0.01956884091767075    
  105168  189.2850436   62.3027527   24.449   -5.840000000034706E-6    -5.718888893113672E-6    0.029    78.6     67.4     62.30266381111111    31957.0   GOODS-N   189.28504944   62.30266953   8766.98    14087.04   -1.0     1.2383   3.1439        0.050478      3.3444        0.028303      1.1727    0.024605   -99.0     -99.0     5.2782    0.04334    5.8365    0.092516   6.1296    0.10612    1.0618    3.67          5.494     3.789     4.99          0.0          2       0            0           1          0           8            8            8            9.61    0.1   0.022789409738589412   
  91474   189.2850939   62.2776138   23.587   1.394000000232154E-5     -1.7198888890845865E-5   0.019    104.0    95.6     62.27752491111111    27422.0   GOODS-N   189.28507996   62.27754211   8764.6     12579.31   1.2217   1.1767   1.9759        0.064837      2.2886        0.025325      2.4494    0.049284   -99.0     -99.0     6.325     0.06477    6.7784    0.2196     7.7514    0.14131    1.0286    3.5           8.33      5.631     8.45          0.0          0       0            0           1          0           13           4            14           9.55    0.3   0.06617085920612002    
  109225  189.285301    62.3090044   25.149   -2.3099999992837184E-5   -2.53788888926465E-5     0.048    41.9     40.3     62.30891551111111    32971.0   GOODS-N   189.2853241    62.30894089   8759.46    14463.23   -1.0     1.2069   0.79685       0.060917      0.87525       0.044425      0.67831   0.02493    -99.0     -99.0     1.4951    0.05812    1.4125    0.10661    1.5317    0.14039    1.0749    4.43          3.518     2.989     4.7           0.0          0       0            0           1          0           4            4            4            8.68    0.1   0.09920080816459263    
  112500  189.285488    62.3134711   25.82    -3.940000027569113E-6    -6.608888888592901E-6    0.051    42.0     35.1     62.31338221111111    33620.0   GOODS-N   189.28549194   62.31338882   8754.99    14730.21   -1.0     1.6089   0.50179       0.053685      0.48181       0.04348       0.47544   0.018548   -99.0     -99.0     0.6559    0.043851   0.66257   0.069983   0.62809   0.077125   1.1506    3.82          2.327     2.066     3.12          0.0          0       0            2           1          0           4            6            4            8.45    0.0   0.024687900774136542   
  90936   189.2858675   62.2758807   25.684   -5.909999998721105E-6    1.2091111109668873E-5    0.075    33.7     24.6     62.27579181111111    27218.0   GOODS-N   189.28587341   62.27577972   8742.39    12473.54   -1.0     2.8357   0.8187        0.061571      1.2305        0.025325      0.49836   0.025416   -99.0     -99.0     1.1094    0.033125   1.4364    0.10665    2.1314    0.080693   1.0744    3.87          4.371     3.199     4.72          0.0          0       0            0           1          0           13           4            14           9.98    0.3   0.04463917552043759    
  86491   189.2861453   62.2699628   20.537   -3.329000000462656E-5    2.9851111115419826E-5    0.0030   1730.0   1720.0   62.26987391111111    25721.0   GOODS-N   189.28617859   62.26984406   8733.8     12117.62   1.0E-4   0.1766   98.244        0.064921      105.45        0.025681      25.842    0.017675   -99.0     -99.0     112.0     0.023071   120.05    0.078323   127.22    0.10571    1.0522    3.5           5.817     4.669     2.45          3.52         0       0            1           0          0           12           4            12           7.48    1.0   0.12107094266257791    
  105729  189.2863722   62.3035923   24.565   -4.750000016429112E-6    -9.158888893523454E-6    0.029    65.7     64.4     62.30350341111111    32066.0   GOODS-N   189.28637695   62.30351257   8729.94    14137.69   -1.0     1.1808   4.1697        0.050478      4.8426        0.028839      0.64001   0.019768   -99.0     -99.0     5.182     0.034286   6.2189    0.074327   7.1306    0.086876   1.0786    3.5           4.422     3.497     3.64          0.0          0       0            0           1          0           8            8            8            9.96    0.0   0.033916389180677776   
  108651  189.2864446   62.3074099   25.683   -2.3909999981697183E-5   2.0441111111324517E-5    0.057    26.3     24.9     62.307321011111114   32780.0   GOODS-N   189.28646851   62.30730057   8727.59    14364.95   -1.0     0.7162   0.45829       0.063365      0.54913       0.043713      0.29589   0.025129   -99.0     -99.0     0.79467   0.056752   0.8206    0.11201    0.97073   0.11581    1.0924    3.98          3.704     2.55      5.05          0.0          0       0            2           1          0           4            4            4            8.24    0.7   0.08375771776354154    
  99219   189.2865182   62.2915447   25.466   -2.6600000012422242E-5   -1.757888888676007E-5    0.045    29.7     22.7     62.29145581111111    30211.0   GOODS-N   189.2865448    62.29147339   8724.62    13415.37   -1.0     2.3704   0.95231       0.064451      1.2427        0.025325      0.44952   0.019361   -99.0     -99.0     0.99691   0.02646    1.2939    0.086454   1.6669    0.060261   1.11      3.69          3.437     2.601     3.38          0.0          0       0            0           1          0           12           4            12           9.49    0.3   0.07737842600909393    
  82254   189.2866553   62.26101     23.314   1.8949999997630584E-5    -4.178888893591193E-6    0.016    133.0    65.0     62.26092111111111    24297.0   GOODS-N   189.28663635   62.26092529   8720.14    11582.4    0.691    0.7407   2.3849        0.050478      2.5562        0.025979      1.9164    0.046481   -99.0     -99.0     6.5452    0.055103   6.8717    0.14359    7.2714    0.13637    1.0327    3.5           8.473     4.966     7.72          0.0          0       0            0           1          0           12           8            12           9.22    0.0   0.035136258392833304   
