# col1    col2          col3         col4     delta_ra                 delta_dec                col5     col6     col7     correct_dec          id        field     ra             dec           x          y          z_spec   z_peak   faper_F140W   eaper_F140W   faper_F160W   eaper_F160W   f_F606W   e_F606W    f_F814W   e_F814W   f_F125W   e_F125W    f_F140W   e_F140W    f_F160W   e_F160W    tot_cor   kron_radius   a_image   b_image   flux_radius   fwhm_image   flags   f140w_flag   star_flag   use_phot   near_star   nexp_f125w   nexp_f140w   nexp_f160w   lmass   Av    Separation             
  45063   189.1335214   62.1945461   23.493   -3.877999998280757E-5    6.83111110788559E-6      0.014    173.0    163.0    62.19445721111111    10517.0   GOODS-N   189.13356018   62.19445038   13001.26   7595.24    1.5267   1.5358   5.3672        0.087477      5.738         0.058551      3.8085    0.031098   -99.0     -99.0     8.7605    0.057272   9.3399    0.15029    9.8579    0.20618    1.0672    3.5           5.697     3.587     4.76          0.0          0       0            0           1          0           4            2            2            9.81    0.1   0.0696118197910104     
  77314   189.1337081   62.2518035   23.868   1.0590000016463819E-5    -1.998888890852868E-6    0.017    125.0    122.0    62.25171461111111    22465.0   GOODS-N   189.13369751   62.25171661   12992.04   11031.19   -1.0     0.8001   6.454         0.055458      7.3289        0.025325      0.98267   0.020991   -99.0     -99.0     8.4543    0.02837    9.6764    0.082088   10.848    0.077983   1.0769    3.5           4.767     3.374     3.82          5.15         0       0            0           1          0           12           5            12           9.77    1.1   0.01915326805365926    
  42002   189.1337243   62.1885686   25.194   1.1530000023185494E-5    1.4591111117567834E-5    0.043    38.1     35.0     62.188479711111114   9240.0    GOODS-N   189.13371277   62.18846512   12997.36   7236.17    -1.0     1.5804   1.1952        0.078193      1.2738        0.044194      0.62523   0.023708   -99.0     -99.0     1.6585    0.05206    1.813     0.1171     1.9076    0.12811    1.082     4.08          3.421     3.103     3.86          0.0          3       0            0           1          0           4            3            4            9.07    0.1   0.05598427528003555    
  41817   189.1337565   62.188198    25.725   2.847000001793276E-5     6.391111107006964E-6     0.087    114.0    114.0    62.18810911111111    9254.0    GOODS-N   189.13372803   62.18810272   12996.83   7214.16    -1.0     1.5407   0.99635       0.080279      1.233         0.04412       0.26284   0.031664   -99.0     -99.0     1.6455    0.070911   2.0081    0.15974    2.4533    0.16608    1.0614    4.82          4.333     2.805     5.46          0.0          3       0            0           1          0           4            3            4            9.82    1.0   0.053066878683240386   
  83472   189.133802    62.2618438   25.974   -2.3199999930056947E-6   5.641111108900532E-6     0.071    19.6     19.3     62.26175491111111    24352.0   GOODS-N   189.13380432   62.26174927   12988.54   11633.08   -1.0     1.8695   0.55742       0.053725      0.5489        0.025325      0.37847   0.023949   -99.0     -99.0     0.68888   0.03258    0.95187   0.090574   0.92537   0.067001   1.0926    3.83          4.603     2.21      4.52          0.0          0       0            2           1          0           12           5            12           8.72    0.1   0.020676700357515572   
  75229   189.1338104   62.2476034   24.429   -2.4440000004233298E-5   5.511111112355138E-6     0.025    83.8     80.5     62.24751451111111    21446.0   GOODS-N   189.13383484   62.247509     12988.89   10778.72   1.853    1.8543   2.5104        0.055273      2.6546        0.026144      1.6078    0.025174   -99.0     -99.0     4.0228    0.034028   4.4773    0.097326   4.6742    0.092134   1.0671    3.82          4.966     3.459     4.8           0.0          0       0            0           1          0           13           5            12           9.82    0.4   0.045521064079217605   
  72506   189.1339473   62.2425184   24.974   5.649999991419463E-6     1.6811111152037483E-6    0.033    42.8     41.6     62.24242951111111    20393.0   GOODS-N   189.13394165   62.24242783   12986.4    10473.88   -1.0     3.498    0.86778       0.050478      0.98117       0.025325      0.59603   0.018762   -99.0     -99.0     1.228     0.027025   1.2284    0.070544   1.3712    0.060098   1.1105    3.5           3.618     2.732     3.8           0.0          0       0            0           1          0           12           9            12           9.6     0.8   0.011241175018856669   
  41953   189.1343199   62.1884504   25.328   1.2040000001434237E-5    -6.0888888953059E-7      0.05     38.2     33.5     62.18836151111111    9248.0    GOODS-N   189.13430786   62.18836212   12980.82   7229.74    -1.0     1.5912   2.3954        0.079001      3.0321        0.043709      0.37552   0.024628   -99.0     -99.0     3.2384    0.052873   3.807     0.12396    4.7574    0.13577    1.0762    4.03          3.707     3.324     4.06          0.0          3       0            0           1          0           4            3            4            10.36   1.5   0.020341301173280604   
  50892   189.1344047   62.2044999   25.435   5.2900000184763485E-6    4.6111111373647873E-7    0.042    34.0     32.4     62.20441101111111    12495.0   GOODS-N   189.13439941   62.20441055   12976.61   8192.8     -1.0     0.8956   0.95178       0.05463       0.91559       0.036326      0.29024   0.020495   -99.0     -99.0     1.0953    0.034407   1.2273    0.069545   1.1656    0.073123   1.1366    3.75          2.735     2.3       2.87          0.0          0       0            0           1          0           6            5            6            8.56    0.8   0.009034385955646021   
  81005   189.1344659   62.2578252   25.758   5.450000003293098E-6     -7.528888893659769E-6    0.053    30.2     29.8     62.25773631111111    23538.0   GOODS-N   189.13446045   62.25774384   12970.26   11392.62   -1.0     1.5824   1.1662        0.054302      1.3887        0.025325      0.48669   0.019249   -99.0     -99.0     1.696     0.026183   1.6058    0.07382    1.8878    0.056463   1.1214    3.63          3.039     2.68      3.19          0.0          0       0            0           1          0           12           5            12           9.19    0.1   0.028601376022457214   
  89069   189.1344847   62.2724445   25.121   8.989999997766063E-6     5.301111109190515E-6     0.039    18.4     17.9     62.27235561111111    26640.0   GOODS-N   189.13447571   62.27235031   12968.65   12269.18   -1.0     3.4052   0.64243       0.053505      0.75713       0.025325      0.543     0.02626    -99.0     -99.0     0.9697    0.031955   1.0827    0.089027   1.2598    0.065412   1.0961    3.75          4.157     2.439     4.44          0.0          0       0            0           1          0           13           5            12           9.56    0.1   0.024309290595127934   
  44950   189.1345358   62.1940268   24.997   -9.399999782999657E-7    -1.298888889778027E-6    0.034    75.7     40.0     62.193937911111114   10328.0   GOODS-N   189.13453674   62.19393921   12973.97   7564.52    -1.0     0.621    0.99709       0.087486      1.1364        0.045224      0.55219   0.025433   -99.0     -99.0     1.4078    0.048252   1.4196    0.12297    1.5974    0.096968   1.1278    3.79          3.003     2.309     3.37          0.0          0       0            0           1          0           4            2            4            8.37    0.5   0.004935266582035007   
  51648   189.1346879   62.2079273   23.739   -1.6690000023800167E-5   -1.2998888891502247E-5   0.021    125.0    119.0    62.20783841111111    13182.0   GOODS-N   189.13470459   62.20785141   12967.97   8399.13    -1.0     0.906    8.7227        0.053567      9.9133        0.032784      0.77157   0.030635   -99.0     -99.0     13.878    0.043817   16.749    0.10155    18.793    0.18287    1.0286    3.57          8.278     5.443     5.21          3.71         2       0            0           1          0           8            5            8            10.28   0.6   0.054540914061359545   
  39558   189.1347241   62.1860472   22.686   4.2499999892697815E-6    -4.3688888951010085E-6   0.012    93.8     74.2     62.18595831111111    8876.0    GOODS-N   189.13471985   62.18596268   12969.34   7085.74    0.4566   0.4113   6.0197        0.050478      6.4199        0.059173      4.1559    0.030634   -99.0     -99.0     10.685    0.095389   11.824    0.097888   12.45     0.24422    1.052     3.67          6.097     4.071     5.39          0.0          3       0            0           1          0           2            7            2            9.04    0.7   0.017272398763674313   
  86961   189.1347339   62.26871     25.191   1.5137999997705265E-4    -2.238888889394275E-6    0.044    45.0     40.9     62.26862111111111    25864.0   GOODS-N   189.13458252   62.26862335   12966.18   12045.39   -1.0     3.2968   0.70039       0.054227      1.1353        0.025325      0.74421   0.037273   -99.0     -99.0     1.9932    0.049983   1.8542    0.14173    2.9675    0.10753    1.049     3.97          6.481     3.448     6.73          0.0          0       0            0           1          0           12           5            12           10.25   0.1   0.2537163033521771     
  86306   189.1347485   62.2682768   24.949   1.3389999992341473E-5    -1.5828888884072967E-5   0.041    48.1     39.3     62.26818791111111    25763.0   GOODS-N   189.13473511   62.26820374   12961.67   12020.21   -1.0     0.6713   0.83162       0.054043      0.75986       0.025325      0.6366    0.022143   -99.0     -99.0     1.1853    0.030102   1.3259    0.085068   1.1961    0.084673   1.071     4.59          3.7       2.927     4.34          0.0          0       0            0           1          0           12           5            12           8.28    0.1   0.06123988104238235    
  43567   189.1348428   62.1912153   25.943   6.192000000737607E-5     -5.178888883961008E-6    0.069    32.8     24.6     62.191126411111114   9697.0    GOODS-N   189.13478088   62.19113159   12967.13   7395.91    -1.0     0.545    -99.0         -99.0         0.43727       0.044239      0.34789   0.024892   -99.0     -99.0     0.52016   0.053475   -99.0     -99.0      0.68599   0.10838    1.1048    5.61          2.356     1.737     3.88          0.0          0       0            2           1          0           4            0            4            7.54    0.1   0.10565173854204486    
  77385   189.1349037   62.2519764   24.567   7.49999998106432E-7      -7.68888895663622E-7     0.026    68.0     65.7     62.25188751111111    22399.0   GOODS-N   189.13490295   62.25188828   12958.63   11041.39   -1.0     1.0019   2.5609        0.056677      2.6524        0.025325      0.74523   0.019885   -99.0     -99.0     3.2465    0.026881   3.6269    0.079248   3.7087    0.065312   1.0963    3.55          4.036     2.795     3.82          0.0          0       0            0           1          0           12           5            12           9.11    1.2   0.0030400782303584583  
  44882   189.1351235   62.1939023   25.321   2.218000000198117E-5     9.111111154425089E-8     0.044    43.1     37.2     62.19381341111111    10295.0   GOODS-N   189.13510132   62.19381332   12957.89   7556.79    -1.0     0.4686   0.57937       0.087797      0.70903       0.046169      0.55248   0.022683   -99.0     -99.0     1.0593    0.050307   0.84143   0.12588    1.0166    0.11508    1.1018    4.38          2.695     2.576     3.7           0.0          0       0            0           1          0           4            2            4            7.92    0.0   0.03724911101324329    
  88580   189.1351622   62.2744854   21.931   -1.500000053056283E-7    -9.918888885351862E-6    0.0070   231.0    226.0    62.274396511111114   26482.0   GOODS-N   189.13516235   62.27440643   12949.48   12392.51   -1.0     0.9248   11.886        0.051041      13.617        0.025325      4.1325    0.06057    -99.0     -99.0     42.918    0.081513   51.315    0.21756    58.042    0.25381    1.0       3.5           13.546    9.661     11.7          6.82         2       0            0           1          0           12           8            12           10.51   1.7   0.03570888375081521    
  47245   189.13517     62.1976475   25.662   2.290999998422194E-5     -4.558888889505397E-6    0.052    25.3     17.6     62.19755861111111    11083.0   GOODS-N   189.13514709   62.19756317   12956.26   7781.91    -1.0     0.6084   0.34384       0.055838      0.48038       0.043503      0.30878   0.022713   -99.0     -99.0     0.55934   0.044806   0.4905    0.078641   0.67656   0.10079    1.1148    4.17          3.622     1.835     3.79          0.0          0       0            2           1          0           4            5            4            7.72    0.0   0.04182347558007672    
  81733   189.1352672   62.2591918   25.297   -4.7740000013618555E-5   1.630111111694532E-5     0.045    35.0     33.7     62.259102911111114   23817.0   GOODS-N   189.13531494   62.25908661   12946.26   11473.37   -1.0     0.6523   0.67959       0.054648      0.73064       0.025325      0.59124   0.026244   -99.0     -99.0     1.1858    0.035514   1.2783    0.10149    1.3569    0.074716   1.0804    3.72          4.418     2.984     5.06          0.0          0       0            0           1          0           12           5            12           8.28    0.1   0.09921455865806685    
  77555   189.135301    62.2537681   21.918   -1.394000000232154E-5    -1.9688888883706568E-6   0.0070   392.0    385.0    62.25367921111111    22705.0   GOODS-N   189.13531494   62.25368118   12947.03   11149.0    0.683    0.6575   17.157        0.054314      20.832        0.028763      3.8288    0.038087   -99.0     -99.0     38.503    0.052463   46.918    0.14664    56.24     0.19566    1.0152    3.5           10.816    6.173     7.75          10.3         0       0            0           1          0           12           5            11           10.18   2.4   0.02441505769325319    
  34967   189.1353067   62.1849142   19.881   7.019999998192361E-6     2.612111111233162E-5     0.0020   174.0    167.0    62.18482531111111    7631.0    GOODS-N   189.13529968   62.18479919   12953.25   7016.14    0.519    0.5056   73.355        0.050478      88.638        0.058945      28.5      0.065552   -99.0     -99.0     254.06    0.19314    314.32    0.21354    374.97    1.0063     1.0       3.5           23.046    13.831    13.7          9.64         2       0            0           1          0           2            7            2            10.94   1.1   0.09477252316481548    
  40269   189.1356215   62.1871708   22.521   1.380000014705729E-6     1.53111110989812E-6      0.0090   145.0    143.0    62.18708191111111    9077.0    GOODS-N   189.13562012   62.18708038   12944.14   7152.82    0.516    0.4548   11.552        0.079667      12.87         0.043762      3.656     0.030974   -99.0     -99.0     20.408    0.066881   23.14     0.15755    25.452    0.2073     1.0395    3.5           6.159     5.691     5.52          5.01         0       0            0           1          0           4            3            4            9.59    0.3   0.005979570753248683   
  45784   189.1356675   62.1953756   25.748   1.687000002448258E-5     8.541111107263077E-6     0.078    25.5     16.8     62.19528671111111    10587.0   GOODS-N   189.13565063   62.19527817   12942.41   7644.88    -1.0     0.8166   0.33472       0.056027      0.29985       0.044718      0.20694   0.042001   -99.0     -99.0     0.6558    0.085241   0.78125   0.12911    0.69095   0.16248    1.0646    7.27          2.423     2.068     6.37          0.0          0       0            2           1          0           4            5            4            8.31    0.3   0.04180876334645032    
  42702   189.1358154   62.1895172   25.691   2.7440000025080735E-5    1.8911111112629442E-6    0.057    34.8     32.5     62.18942831111111    9383.0    GOODS-N   189.13578796   62.18942642   12939.06   7293.68    -1.0     0.7301   0.41167       0.07875       0.48888       0.042265      0.29205   0.018761   -99.0     -99.0     0.63453   0.039276   0.49053   0.092641   0.57512   0.08229    1.1407    4.1           2.585     1.914     2.86          0.0          0       0            2           1          0           4            3            4            7.88    0.0   0.046587781812920524   
  89542   189.1358204   62.2732935   24.309   -1.3340000009520736E-5   3.621111112295239E-6     0.021    86.3     52.5     62.27320461111111    26797.0   GOODS-N   189.13583374   62.27320099   12930.74   12320.16   -1.0     1.0389   2.2175        0.05316       2.2112        0.025325      1.5075    0.019347   -99.0     -99.0     2.9481    0.025867   3.0381    0.071906   2.991     0.060966   1.1079    3.6           3.262     2.945     3.31          0.0          0       0            0           1          0           12           5            12           9.02    0.1   0.02586827091272529    
  68131   189.1359698   62.2355574   24.413   4.451000000926797E-5     -2.0378888891059432E-5   0.03     31.8     31.4     62.23546851111111    19017.0   GOODS-N   189.13592529   62.23548889   12931.39   10057.31   -1.0     1.3989   5.3402        0.061533      6.9558        0.025411      0.67857   0.026858   -99.0     -99.0     7.9944    0.038258   10.821    0.1231     13.916    0.10849    1.0485    3.59          6.261     4.409     5.61          0.0          0       0            0           1          0           12           4            12           10.51   2.0   0.10466147833910963    
  69270   189.136025    62.2370274   25.557   8.14999998510757E-6      -7.59888888524074E-6     0.051    24.9     18.8     62.23693851111111    19270.0   GOODS-N   189.13601685   62.23694611   12928.56   10144.92   -1.0     1.3486   1.2236        0.063713      1.2769        0.026264      0.55907   0.019803   -99.0     -99.0     1.5625    0.026985   1.74      0.089452   1.7928    0.067233   1.0975    4.1           3.018     2.763     3.35          0.0          0       0            0           1          0           12           4            12           9.02    0.3   0.030580041107260748   
  90204   189.1360406   62.2749391   23.834   8.500000006961272E-6     1.2711111097019057E-6    0.017    83.3     82.7     62.27485021111111    26982.0   GOODS-N   189.1360321    62.27484894   12925.07   12419.06   -1.0     1.4582   5.4368        0.050478      6.7903        0.025325      2.2356    0.023644   -99.0     -99.0     8.2363    0.031712   9.0728    0.083163   11.187    0.08701    1.069     3.5           4.699     4.161     4.45          0.0          3       0            0           1          0           12           10           12           9.92    0.9   0.014953431748775298   
  69140   189.13613     62.2365763   25.246   6.339999998772328E-6     -9.288888875857992E-7    0.039    36.2     30.5     62.23648741111111    19149.0   GOODS-N   189.13612366   62.23648834   12925.84   10117.37   -1.0     1.4743   0.79874       0.064959      0.93062       0.02551       0.99116   0.020892   -99.0     -99.0     1.5976    0.02976    1.259     0.10109    1.4482    0.071249   1.0858    4.81          2.705     2.638     3.6           0.0          0       0            0           1          0           12           4            12           8.69    0.0   0.011145432987425178   
  54091   189.1361717   62.2110108   23.056   -1.2989999987667034E-5   -3.288888947849955E-7    0.012    204.0    200.0    62.21092191111111    13992.0   GOODS-N   189.13618469   62.21092224   12926.18   8583.34    0.4585   0.301    3.6108        0.055148      3.7728        0.031719      4.0426    0.032454   -99.0     -99.0     8.2767    0.057198   8.8414    0.13332    9.1204    0.14928    1.04      3.5           6.121     5.66      6.71          0.0          2       0            0           1          0           8            5            8            8.58    0.7   0.02183434463676561    
  52288   189.1362312   62.2083772   23.714   -2.9790000013463214E-5   -1.322888888921625E-5    0.019    133.0    126.0    62.20828831111111    13416.0   GOODS-N   189.13626099   62.20830154   12924.39   8426.01    -1.0     0.905    5.4912        0.056421      5.9763        0.032226      0.84351   0.027561   -99.0     -99.0     8.6538    0.039243   9.5043    0.096412   10.212    0.14642    1.0428    3.79          6.586     4.211     4.42          4.52         3       0            0           1          0           8            5            8            9.78    0.8   0.06905352136900553    
  61458   189.1362752   62.2226432   25.693   -1.0500000087176886E-6   -1.03888888887127E-5     0.047    25.9     25.9     62.22255431111111    16237.0   GOODS-N   189.13627625   62.2225647    12922.48   9281.78    -1.0     2.7115   0.39351       0.051205      0.3911        0.028038      0.55524   0.021051   -99.0     -99.0     0.51751   0.028228   0.53299   0.068471   0.52297   0.04501    1.1606    3.53          2.246     2.091     2.47          0.0          0       0            2           1          0           10           6            10           8.64    0.0   0.037441465281369005   
  49827   189.1363476   62.2032513   24.893   5.609999999478532E-5     1.8341111108099994E-5    0.034    51.5     31.9     62.20316241111111    12264.0   GOODS-N   189.1362915    62.20314407   12923.72   8116.66    -1.0     0.5925   0.66563       0.055061      0.78172       0.034256      0.58366   0.023984   -99.0     -99.0     1.077     0.039303   1.0101    0.08249    1.1711    0.085214   1.1022    3.61          4.184     2.433     4.14          0.0          0       0            0           1          0           6            5            6            7.95    0.5   0.11502118573344738    
  53042   189.1364946   62.2122965   21.422   4.73000000056345E-6      -3.998888885803353E-6    0.0050   580.0    568.0    62.21220761111111    13555.0   GOODS-N   189.13648987   62.21221161   12917.55   8660.79    0.5592   0.5641   19.329        0.05464       23.886        0.031801      7.2315    0.055058   -99.0     -99.0     64.003    0.095724   80.295    0.22409    97.961    0.25844    1.0062    3.5           16.304    5.596     11.0          16.33        0       0            0           1          0           8            5            8            10.29   2.6   0.016439688407323405   
  72135   189.1366738   62.2419036   24.38    8.300000047256617E-7     -6.57888888611069E-6     0.024    67.9     66.2     62.24181471111111    20333.0   GOODS-N   189.13667297   62.24182129   12910.14   10437.25   -1.0     1.197    2.6741        0.050478      3.0511        0.026005      1.0612    0.02425    -99.0     -99.0     4.3486    0.034881   4.8925    0.091178   5.5112    0.08809    1.0701    3.5           5.164     3.692     4.96          0.0          0       0            0           1          0           12           9            12           9.36    0.9   0.023724849853980497   
  40577   189.1367392   62.1862123   25.971   5.189999995991457E-6     -2.2368888885182514E-5   0.104    83.9     79.8     62.18612341111111    8740.0    GOODS-N   189.13673401   62.18614578   12912.94   7096.64    -1.0     0.4809   0.32333       0.050478      0.29855       0.048897      0.15062   0.023365   -99.0     -99.0     0.37656   0.070308   0.47907   0.07384    0.43672   0.11929    1.1055    5.97          2.182     1.643     3.68          0.0          0       0            2           1          0           4            7            4            7.55    0.9   0.08099852922156796    
  60256   189.1368481   62.2213741   24.574   -7.979999992357989E-6    -9.188888888900237E-6    0.031    43.9     39.1     62.22128521111111    16107.0   GOODS-N   189.13685608   62.2212944    12906.37   9205.62    -1.0     0.9767   0.96975       0.050478      1.0603        0.027672      0.68803   0.034301   -99.0     -99.0     2.1037    0.045197   2.1442    0.11019    2.3146    0.11088    1.0551    3.92          5.367     3.839     5.99          0.0          0       0            0           1          0           10           6            10           8.9     0.1   0.035686823353816      
  59904   189.1369002   62.2209458   25.299   -6.268999999292646E-5    -6.428888887910489E-6    0.049    39.2     27.8     62.22085691111111    15927.0   GOODS-N   189.13696289   62.22086334   12903.77   9179.82    -1.0     0.8521   0.3428        0.050478      0.39208       0.028037      0.43037   0.038676   -99.0     -99.0     0.90302   0.052374   0.85468   0.12425    0.96507   0.1285     1.0421    5.54          4.45      2.963     6.63          0.0          0       0            2           1          0           10           6            10           8.32    0.0   0.1076994613559837     
  42773   189.1371016   62.1898675   24.901   1.663999998413601E-5     -2.5788888891042916E-6   0.03     53.2     47.7     62.18977861111111    9471.0    GOODS-N   189.13708496   62.18978119   12902.77   7314.79    -1.0     0.9478   1.3825        0.07844       1.1442        0.042362      0.62174   0.020209   -99.0     -99.0     1.4844    0.042767   1.7987    0.10075    1.4697    0.088751   1.1312    3.56          2.911     2.584     3.13          0.0          0       0            0           1          0           4            3            4            8.71    0.0   0.029449558184709852   
  54497   189.1372275   62.2110622   25.61    5.209999983435409E-6     -9.96888888948888E-6     0.056    64.2     26.2     62.21097331111111    13944.0   GOODS-N   189.13722229   62.21098328   12897.22   8587.02    -1.0     2.0638   0.79803       0.053215      0.94467       0.032164      0.61277   0.020972   -99.0     -99.0     1.0387    0.038373   1.2627    0.083128   1.4757    0.10419    1.0732    4.4           3.637     3.063     4.33          0.0          3       0            0           1          0           8            5            8            8.98    0.0   0.036937955083370166   
  70065   189.1374049   62.2379406   25.567   1.475999999911437E-5     5.34111111250013E-6      0.046    34.4     31.7     62.23785171111111    19431.0   GOODS-N   189.13739014   62.23784637   12890.26   10198.84   -1.0     1.3815   0.81462       0.061233      0.85529       0.025715      0.51815   0.020106   -99.0     -99.0     1.0385    0.025173   1.0597    0.078643   1.0985    0.051522   1.1372    3.55          2.756     2.525     3.03          0.0          0       0            0           1          0           12           4            12           8.69    0.1   0.031342005666452254   
  50215   189.1374557   62.2038918   24.451   4.530000012437085E-6     -4.918888890870221E-6    0.029    57.5     49.9     62.20380291111111    12435.0   GOODS-N   189.13745117   62.20380783   12891.42   8156.53    -1.0     1.954    1.6711        0.054266      1.75          0.036044      1.1922    0.031919   -99.0     -99.0     2.9072    0.052203   3.3527    0.10748    3.4663    0.14444    1.0551    4.17          4.695     3.879     5.55          0.0          0       0            0           1          0           6            5            6            9.59    0.4   0.01927193274136669    
  73159   189.137491    62.2437171   24.683   -2.120999999988271E-5    -1.2688888894274442E-5   0.029    66.8     62.5     62.24362821111111    20699.0   GOODS-N   189.13751221   62.2436409    12886.33   10546.5    -1.0     1.1871   3.1694        0.050478      3.8433        0.025345      0.84922   0.025168   -99.0     -99.0     4.8142    0.036977   6.0182    0.09463    7.2049    0.085565   1.0703    3.71          4.883     3.454     5.2           0.0          3       0            0           1          0           12           10           12           9.64    1.5   0.05788932394913563    
  82177   189.1375948   62.2605268   23.126   -8.960000002389279E-6    -2.9188888888143083E-6   0.011    279.0    278.0    62.26043791111111    24121.0   GOODS-N   189.13760376   62.26044083   12882.48   11554.31   0.682    0.0846   2.434         0.055311      2.5853        0.025325      3.2946    0.018422   -99.0     -99.0     4.2826    0.024697   3.1838    0.07143    3.3387    0.054972   1.1258    3.5           3.161     2.633     2.85          0.0          0       0            0           1          0           12           5            12           8.42    0.0   0.01832561230153291    
  87000   189.1375951   62.2713042   22.252   -8.659999991778022E-6    -2.0388888870570554E-6   0.0080   249.0    246.0    62.27121531111111    26100.0   GOODS-N   189.13760376   62.27121735   12881.33   12201.03   0.8526   0.9033   10.533        0.053876      11.801        0.025325      3.6375    0.042356   -99.0     -99.0     25.82     0.052223   29.135    0.14713    32.227    0.16951    1.0161    3.5           8.078     8.033     7.88          6.94         0       0            0           1          0           12           5            12           10.21   0.3   0.016257099179948713   
  54170   189.1376439   62.2100616   25.824   -5.6400000119083415E-6   3.3111111008565786E-7    0.051    69.9     47.7     62.209972711111114   13659.0   GOODS-N   189.13764954   62.20997238   12885.44   8526.42    -1.0     2.2195   0.84697       0.054672      1.2502        0.032096      0.53698   0.018219   -99.0     -99.0     0.84513   0.028422   1.0732    0.068396   1.564     0.059882   1.1454    3.55          2.606     2.342     2.63          0.0          3       0            0           1          0           8            5            8            9.79    0.0   0.009541140816765001   
  41812   189.1376541   62.1879629   25.27    -1.0690000010527001E-5   1.711111110580532E-7     0.037    40.8     38.6     62.18787401111111    9103.0    GOODS-N   189.13766479   62.18787384   12886.94   7200.49    -1.0     0.8521   0.85916       0.079426      0.89285       0.04382       0.40124   0.020006   -99.0     -99.0     1.0903    0.043382   1.1073    0.10106    1.136     0.078647   1.1494    3.5           2.591     2.258     3.05          0.0          0       0            0           1          0           4            3            4            8.58    0.3   0.017966191149711746   
  45444   189.1377363   62.1950446   24.906   1.0470000006534974E-5    1.3241111112449744E-5    0.035    51.5     44.6     62.19495571111111    10615.0   GOODS-N   189.13772583   62.19494247   12884.35   7624.58    -1.0     1.4931   2.0066        0.057635      2.3115        0.044249      0.81404   0.025675   -99.0     -99.0     3.0274    0.056003   3.2794    0.092992   3.7295    0.12679    1.0831    3.51          4.024     3.49      4.48          0.0          0       0            0           1          0           4            5            4            9.59    0.7   0.05080712942024991    
  78993   189.1377641   62.2542779   24.782   -7.509999988997151E-6    4.711111074584551E-7     0.034    208.0    31.6     62.25418901111111    22829.0   GOODS-N   189.13777161   62.25418854   12878.31   11179.27   -1.0     0.6633   0.70327       0.05476       0.6793        0.025325      1.0643    0.044043   -99.0     -99.0     2.0722    0.059524   2.2172    0.17045    2.1144    0.1409     1.0288    5.75          5.478     3.156     8.96          0.0          3       0            0           1          0           14           5            13           8.35    0.5   0.012700355854501225   
  88141   189.1377798   62.2704252   25.942   2.3450000014690886E-5    -1.128888889212476E-5    0.067    44.0     25.9     62.27033631111111    26178.0   GOODS-N   189.13775635   62.2703476    12877.38   12148.74   -1.0     0.8444   0.6504        0.053155      0.66687       0.025325      0.11847   0.021539   -99.0     -99.0     0.93642   0.029999   1.0033    0.080948   1.0155    0.06791    1.0907    4.27          3.076     2.729     3.88          0.0          0       0            0           1          0           11           5            12           8.62    0.1   0.056520607803263574   
  52880   189.1378187   62.2085063   24.715   3.1829999983301605E-5    1.2871111117362943E-5    0.036    65.5     55.8     62.208417411111114   13414.0   GOODS-N   189.13778687   62.20840454   12881.47   8432.32    -1.0     3.4666   0.74589       0.054245      0.88697       0.032355      0.89643   0.034455   -99.0     -99.0     1.616     0.048681   1.579     0.11337    1.8538    0.137      1.0493    5.48          4.623     2.524     5.83          0.0          0       0            0           1          0           8            5            8            9.94    0.0   0.07072139258297301    
  37133   189.137837    62.1820132   23.853   -1.0900000006586197E-5   -2.418888890076687E-6    0.022    15.1     15.0     62.18192431111111    7870.0    GOODS-N   189.1378479    62.18192673   12882.33   6843.62    -1.0     0.9747   3.4418        0.06008       3.9187        0.041822      0.73181   0.045487   -99.0     -99.0     8.0438    0.093436   10.301    0.17753    11.579    0.20182    1.0382    3.51          10.448    3.448     8.11          0.0          0       0            0           1          0           4            4            4            10.01   2.2   0.02027701092166956    
  39608   189.1378542   62.1858217   24.441   -1.9206000001759094E-4   2.1901111111333194E-5    0.058    76.9     50.6     62.18573281111111    8647.0    GOODS-N   189.13804626   62.18571091   12876.09   7070.6     -1.0     3.2337   0.42379       0.050478      0.51512       0.043932      1.2767    0.055073   -99.0     -99.0     1.3017    0.12657    1.5133    0.17795    1.8159    0.18761    1.0485    6.85          3.214     2.36      9.92          0.0          2       0            0           1          0           4            7            4            9.8     0.3   0.3321141008924284     
  72730   189.1379719   62.2437771   23.851   -5.910999999514388E-5    5.3511111133275335E-6    0.021    88.8     82.1     62.24368821111111    20792.0   GOODS-N   189.13803101   62.24368286   12871.64   10548.8    1.2245   1.1668   4.492         0.050478      5.6211        0.025694      1.2169    0.028477   -99.0     -99.0     7.4709    0.040578   9.6515    0.10707    11.923    0.11394    1.0449    3.61          6.178     4.735     5.92          0.0          3       0            0           1          0           12           10           12           9.86    1.7   0.10095662930864696    
  47518   189.1380509   62.1984629   24.609   4.639999986011389E-6     -1.688888886519635E-6    0.025    74.0     71.8     62.19837401111111    11286.0   GOODS-N   189.13804626   62.1983757    12875.04   7830.5     -1.0     0.7394   1.6169        0.055665      1.9115        0.041495      0.85326   0.021973   -99.0     -99.0     2.4143    0.044203   2.2169    0.07535    2.5875    0.089797   1.1263    3.5           3.157     2.621     3.27          0.0          0       0            0           1          0           4            5            4            8.53    0.8   0.009882568977692971   
