# Catalog for all galaxies that matched between 3DHST and PEARS in GOODS-N. 
# pearsid field redshift zphot_source ra dec dn4000 dn4000_err d4000 d4000_err
69797 GOODS-N 0.7854 3DHST 189.140895 62.237544 0.7701 0.3216 1.1131 0.2118
69819 GOODS-N 0.8603 3DHST 189.194334 62.237569 0.6587 0.2493 0.9147 0.1623
69824 GOODS-N 0.7279 3DHST 189.149941 62.237559 1.0367 0.6692 0.8598 0.3424
69850 GOODS-N 0.8832 3DHST 189.209772 62.238518 0.8539 0.1506 1.2211 0.1035
70156 GOODS-N 0.9590 3DHST 189.161450 62.239445 1.1926 0.1633 1.1976 0.0877
70677 GOODS-N 0.9758 3DHST 189.186585 62.239519 1.1824 0.3240 1.3363 0.1805
70787 GOODS-N 0.8286 3DHST 189.245169 62.243034 1.1784 0.0648 1.2961 0.0384
70857 GOODS-N 0.7193 3DHST 189.116152 62.246957 1.1792 0.0856 1.3941 0.0444
71198 GOODS-N 0.9426 3DHST 189.176221 62.241568 1.1991 0.1833 1.3475 0.1001
71471 GOODS-N 1.0176 3DHST 189.227397 62.240881 1.5756 1.3781 1.2238 0.7187
71519 GOODS-N 1.1982 3DHST 189.165417 62.240700 1.6797 1.3561 1.6979 0.7131
71596 GOODS-N 1.0359 3DHST 189.150157 62.242224 1.0502 0.2289 1.3325 0.1361
71817 GOODS-N 0.6670 3DHST 189.123094 62.241298 1.5311 1.1344 1.0185 0.3343
71893 GOODS-N 0.9699 3DHST 189.254997 62.241894 0.9965 0.2168 0.9643 0.1133
71974 GOODS-N 0.6206 3DHST 189.210599 62.241267 1.5006 0.6290 1.8017 0.4024
71982 GOODS-N 0.6179 3DHST 189.118988 62.242178 1.6687 0.7574 1.5258 0.3143
72081 GOODS-N 0.9136 3DHST 189.184091 62.241727 0.7489 0.2236 1.0023 0.1370
72135 GOODS-N 1.1970 3DHST 189.136674 62.241815 1.1532 0.4085 1.1308 0.1961
72261 GOODS-N 0.9120 3DHST 189.167346 62.242295 1.1540 0.3870 1.1883 0.2148
72450 GOODS-N 0.9461 3DHST 189.235849 62.242897 1.1876 0.9380 1.5018 0.5073
72646 GOODS-N 1.1305 3DHST 189.149535 62.243344 1.3445 0.3502 1.4919 0.2121
72730 GOODS-N 1.1668 3DHST 189.137972 62.243688 1.2937 0.3373 1.3590 0.1883
72800 GOODS-N 0.6540 3DHST 189.195373 62.246516 0.9136 0.0535 1.2202 0.0364
72879 GOODS-N 0.9856 3DHST 189.124603 62.243023 0.1100 0.1670 0.0942 0.1514
72938 GOODS-N 0.7189 3DHST 189.133416 62.243512 1.0385 0.2378 0.9867 0.0988
73004 GOODS-N 0.6242 3DHST 189.247357 62.243317 0.9425 0.9125 0.9557 0.5168
73058 GOODS-N 0.7603 3DHST 189.124581 62.244721 1.4399 0.1195 1.3661 0.0553
73112 GOODS-N 0.6670 3DHST 189.249045 62.243562 1.1681 0.8108 1.3219 0.4407
73159 GOODS-N 1.1871 3DHST 189.137491 62.243628 0.9926 0.3089 1.0436 0.1611
73266 GOODS-N 1.1951 3DHST 189.239410 62.247546 1.1174 0.1444 1.6438 0.1035
73429 GOODS-N 1.0069 3DHST 189.147944 62.244771 1.2622 0.2619 1.2717 0.1316
73608 GOODS-N 0.8679 3DHST 189.158457 62.244720 1.2072 0.3334 1.2798 0.1806
73635 GOODS-N 0.6526 3DHST 189.216652 62.245125 1.1904 0.6981 0.7802 0.2741
73677 GOODS-N 0.7924 3DHST 189.121531 62.244582 1.6281 1.7147 2.1353 1.2538
73962 GOODS-N 0.7467 3DHST 189.150575 62.246301 1.4527 1.7683 1.6023 0.8248
73991 GOODS-N 0.8818 3DHST 189.229320 62.248160 1.0635 0.1909 1.1584 0.1129
74125 GOODS-N 1.0597 3DHST 189.170245 62.245287 1.3573 0.9476 1.4018 0.6069
74157 GOODS-N 0.8038 3DHST 189.253263 62.245445 1.0591 0.2275 1.1551 0.1079
74236 GOODS-N 0.6344 3DHST 189.110859 62.245530 1.0825 0.4546 0.6850 0.1384
74533 GOODS-N 1.1889 3DHST 189.139896 62.246029 1.9667 2.9977 1.4904 1.5586
74641 GOODS-N 0.8502 3DHST 189.174731 62.249069 1.2229 0.1221 1.4036 0.0816
74794 GOODS-N 0.6358 3DHST 189.192301 62.247729 1.1468 0.2108 1.1814 0.1062
74900 GOODS-N 0.7809 3DHST 189.156752 62.248200 1.6485 0.3793 3.8082 0.4213
74943 GOODS-N 1.0146 3DHST 189.171402 62.247696 1.0906 0.4521 1.2505 0.2619
74987 GOODS-N 0.8299 3DHST 189.240780 62.248600 1.1960 0.0871 1.5109 0.0567
75267 GOODS-N 0.8673 3DHST 189.220894 62.252423 1.1907 0.1003 1.4909 0.0608
75332 GOODS-N 0.6894 3DHST 189.243887 62.247327 0.7494 0.3862 0.9260 0.2243
75367 GOODS-N 0.9049 3DHST 189.208552 62.248338 0.9770 0.1961 1.3080 0.1057
75398 GOODS-N 1.1948 3DHST 189.161862 62.247670 1.0692 0.3782 1.7344 0.2487
75413 GOODS-N 0.9368 3DHST 189.128494 62.248214 1.3084 0.1541 1.2404 0.0698
75437 GOODS-N 0.8897 3DHST 189.219987 62.248230 1.0320 0.1242 0.9703 0.0628
75556 GOODS-N 0.8825 3DHST 189.203636 62.248798 1.0958 0.1632 1.2558 0.0993
75653 GOODS-N 0.8347 3DHST 189.160583 62.248679 1.2602 0.1529 1.4883 0.0856
75659 GOODS-N 0.9243 3DHST 189.186664 62.248714 0.8860 0.0875 1.2667 0.0588
75757 GOODS-N 1.2231 3DHST 189.224303 62.248213 0.6368 0.9694 1.2002 0.6314
75762 GOODS-N 0.8046 3DHST 189.112734 62.252615 1.4322 0.1083 1.7599 0.0569
75917 GOODS-N 1.0026 3DHST 189.206134 62.249044 1.0028 0.2104 1.0660 0.1138
75943 GOODS-N 0.6955 3DHST 189.111687 62.249965 0.9207 0.2590 1.1895 0.1732
75980 GOODS-N 1.0064 3DHST 189.156547 62.249034 1.1948 0.2841 1.2197 0.1327
76098 GOODS-N 0.8627 3DHST 189.201368 62.252073 1.2008 0.0866 1.6797 0.0655
76107 GOODS-N 0.8426 3DHST 189.192888 62.249808 1.6902 0.9431 1.2276 0.2911
76123 GOODS-N 0.7930 3DHST 189.168260 62.248753 1.3446 1.3405 1.3561 0.6049
76262 GOODS-N 0.9134 3DHST 189.223201 62.250931 0.8388 0.1960 1.3263 0.1546
76281 GOODS-N 0.8243 3DHST 189.125891 62.249360 0.8847 0.6548 1.0295 0.3627
76394 GOODS-N 0.9173 3DHST 189.243803 62.249530 1.7797 1.8035 2.3416 1.5359
76405 GOODS-N 0.7126 3DHST 189.178046 62.250802 1.3280 0.2091 1.2131 0.1044
76778 GOODS-N 0.8357 3DHST 189.170511 62.251326 1.0266 0.1574 1.2699 0.0880
76917 GOODS-N 0.9336 3DHST 189.181488 62.251585 0.8822 0.1139 1.1824 0.0676
76936 GOODS-N 0.6901 3DHST 189.166858 62.251425 1.2251 0.1680 1.4703 0.1039
77037 GOODS-N 0.8375 3DHST 189.166959 62.250629 1.3756 1.2232 1.3065 0.5053
77103 GOODS-N 0.9390 3DHST 189.258085 62.252898 1.1846 0.0917 1.1652 0.0479
77314 GOODS-N 0.8001 3DHST 189.133708 62.251715 1.0867 0.1906 1.3973 0.1246
77333 GOODS-N 1.0090 3DHST 189.161711 62.252923 1.2895 0.1623 1.6275 0.0999
77385 GOODS-N 1.0019 3DHST 189.134904 62.251888 0.9613 0.3082 1.2032 0.1692
77487 GOODS-N 1.0074 3DHST 189.158097 62.252578 1.1933 0.3646 1.5313 0.2156
77555 GOODS-N 0.6575 3DHST 189.135301 62.253679 1.1463 0.1034 1.3435 0.0575
77596 GOODS-N 0.7081 3DHST 189.187838 62.252627 0.8097 0.2391 1.0687 0.1379
77715 GOODS-N 0.9805 3DHST 189.192615 62.257590 1.1388 0.0863 1.3381 0.0493
77819 GOODS-N 0.8403 3DHST 189.174734 62.252426 1.4087 0.7936 1.3687 0.4716
77927 GOODS-N 0.8346 3DHST 189.237947 62.253144 1.2130 0.1869 1.3223 0.0867
78300 GOODS-N 0.8473 3DHST 189.225646 62.254197 1.1103 0.0842 1.0552 0.0422
78345 GOODS-N 0.9033 3DHST 189.201450 62.253779 0.8647 0.1839 1.1414 0.1294
78354 GOODS-N 0.7063 3DHST 189.258733 62.254839 0.8554 0.1232 1.3267 0.0929
78475 GOODS-N 0.8184 3DHST 189.149125 62.253905 1.3344 0.1555 1.6509 0.1060
78497 GOODS-N 0.7322 3DHST 189.120835 62.253323 2.3016 3.0203 1.4147 1.0629
78535 GOODS-N 0.8508 3DHST 189.275403 62.254605 1.0658 0.0600 1.1649 0.0356
78596 GOODS-N 0.6939 3DHST 189.242642 62.253780 1.3561 0.4414 1.3823 0.2250
78698 GOODS-N 0.9549 3DHST 189.276272 62.255026 1.1759 0.0671 1.2633 0.0358
78908 GOODS-N 0.8341 3DHST 189.114702 62.253995 1.3843 0.9920 1.2447 0.4200
79139 GOODS-N 0.7604 3DHST 189.157691 62.255014 1.8199 1.8215 1.4377 0.7007
79185 GOODS-N 0.8522 3DHST 189.165655 62.263279 1.3606 0.0853 1.6544 0.0568
79351 GOODS-N 1.1564 3DHST 189.157435 62.256407 1.1708 0.2861 1.1883 0.1423
79426 GOODS-N 0.9434 3DHST 189.217982 62.260341 1.1030 0.0990 1.6953 0.0676
79587 GOODS-N 0.8516 3DHST 189.310322 62.258285 1.4170 0.1264 1.8191 0.0892
79701 GOODS-N 0.9145 3DHST 189.243121 62.255760 0.9635 0.8977 1.3418 0.4829
79903 GOODS-N 0.6807 3DHST 189.189328 62.256443 1.1011 0.0966 1.2811 0.0516
79928 GOODS-N 0.8835 3DHST 189.181350 62.258988 0.8978 0.0845 1.1950 0.0563
79945 GOODS-N 0.7081 3DHST 189.232363 62.257827 1.0521 0.1999 1.1117 0.0906
80053 GOODS-N 0.7845 3DHST 189.151904 62.256742 1.1779 0.3370 1.2265 0.1631
80065 GOODS-N 0.9532 3DHST 189.142753 62.257052 0.7447 0.4030 1.2781 0.2780
80084 GOODS-N 0.9824 3DHST 189.341261 62.256628 1.1026 0.2066 1.2570 0.1168
80215 GOODS-N 0.6058 3DHST 189.281832 62.256527 0.9372 0.0717 0.8623 0.0320
80348 GOODS-N 0.6212 3DHST 189.161035 62.257246 1.1821 0.1614 1.2653 0.0817
80372 GOODS-N 1.1721 3DHST 189.282201 62.257136 1.1898 0.0992 1.5911 0.0727
80404 GOODS-N 0.7782 3DHST 189.153034 62.256989 0.7912 0.1740 1.0601 0.1113
80411 GOODS-N 0.8377 3DHST 189.193273 62.258074 1.3740 0.1225 1.4940 0.0688
80486 GOODS-N 0.6345 3DHST 189.126113 62.256779 2.0059 2.6644 1.4698 0.8341
80514 GOODS-N 0.9924 3DHST 189.176027 62.257480 1.3433 0.5847 1.2427 0.2892
80612 GOODS-N 0.6757 3DHST 189.127576 62.257602 0.7658 0.3112 0.7117 0.1622
80645 GOODS-N 0.6438 3DHST 189.196029 62.258362 0.7509 0.1090 1.0021 0.0743
80755 GOODS-N 1.1642 3DHST 189.336553 62.258688 1.1105 0.3305 1.3555 0.1808
80787 GOODS-N 0.8880 3DHST 189.273833 62.257412 1.0989 0.0946 1.2720 0.0528
80930 GOODS-N 0.6079 3DHST 189.274563 62.257748 0.9601 0.0860 0.8992 0.0402
80966 GOODS-N 0.9999 3DHST 189.219100 62.258107 1.0650 0.1529 1.0322 0.0760
80982 GOODS-N 0.8133 3DHST 189.247247 62.258041 1.1328 0.7631 1.6113 0.5534
80987 GOODS-N 0.7659 3DHST 189.342396 62.258581 0.8956 0.1864 1.2722 0.1299
81024 GOODS-N 0.8171 3DHST 189.170372 62.259438 1.1212 0.3111 1.8499 0.2594
81132 GOODS-N 0.8642 3DHST 189.333366 62.258060 1.1866 0.3455 1.3131 0.1579
81269 GOODS-N 0.8950 3DHST 189.332766 62.258972 1.0674 0.1484 1.1978 0.0739
81327 GOODS-N 0.8469 3DHST 189.337661 62.258186 0.8829 0.4480 0.8873 0.2334
81336 GOODS-N 0.9291 3DHST 189.343186 62.262050 1.4484 0.1400 1.6412 0.0848
81429 GOODS-N 0.9297 3DHST 189.120966 62.258716 1.1575 0.3017 1.1325 0.1553
81513 GOODS-N 0.8418 3DHST 189.232790 62.259489 1.1556 0.1911 1.4392 0.1295
81614 GOODS-N 0.9132 3DHST 189.333500 62.259252 0.9975 0.3627 1.3110 0.2283
81733 GOODS-N 0.6523 3DHST 189.135267 62.259103 2.1742 1.8288 1.7237 0.7497
81749 GOODS-N 0.8548 3DHST 189.175851 62.262638 1.1553 0.0898 1.3587 0.0454
82035 GOODS-N 0.6070 3DHST 189.185634 62.259573 1.2741 0.8920 0.6203 0.2561
82141 GOODS-N 0.9469 3DHST 189.195261 62.261281 1.4466 0.1222 1.4722 0.0586
82144 GOODS-N 0.7199 3DHST 189.122638 62.260304 0.9513 0.8961 1.1027 0.3634
82159 GOODS-N 0.7450 3DHST 189.330075 62.261103 0.8886 0.3190 1.2071 0.2262
82185 GOODS-N 0.6519 3DHST 189.231160 62.259689 1.3363 1.0643 0.8615 0.2914
82267 GOODS-N 0.9235 3DHST 189.207799 62.261628 0.9513 0.1076 1.6352 0.0863
82400 GOODS-N 0.6723 3DHST 189.183918 62.260039 1.3378 0.3879 1.1130 0.1756
82726 GOODS-N 0.8489 3DHST 189.320991 62.260827 1.0231 0.2355 1.1832 0.1307
82737 GOODS-N 1.0034 3DHST 189.157839 62.261142 1.0273 0.1215 1.1005 0.0656
82766 GOODS-N 0.7498 3DHST 189.335005 62.260588 1.2045 0.7364 1.0336 0.3128
82770 GOODS-N 1.1488 3DHST 189.146429 62.260974 1.9487 1.8737 1.0468 0.5562
82816 GOODS-N 0.7719 3DHST 189.338070 62.262313 1.3842 0.1531 1.0671 0.0606
82957 GOODS-N 0.9212 3DHST 189.329419 62.261984 1.1201 0.2446 1.3335 0.1489
82986 GOODS-N 0.9290 3DHST 189.302899 62.262840 1.1001 0.0749 1.0908 0.0388
83106 GOODS-N 0.8909 3DHST 189.145509 62.263566 1.1675 0.0904 1.3023 0.0518
83237 GOODS-N 0.9463 3DHST 189.161676 62.263124 1.4384 0.1085 1.3609 0.0477
83240 GOODS-N 0.8749 3DHST 189.311569 62.261999 1.1555 0.2304 1.2490 0.1081
83434 GOODS-N 0.8671 3DHST 189.179330 62.262564 1.4375 0.5028 1.5098 0.2818
83499 GOODS-N 0.8567 3DHST 189.197312 62.274485 1.2797 0.0790 1.3948 0.0445
83503 GOODS-N 0.8603 3DHST 189.202551 62.264620 1.3149 0.0780 1.5975 0.0518
83999 GOODS-N 0.8909 3DHST 189.327918 62.263881 1.2636 0.1941 1.2818 0.0990
84001 GOODS-N 0.9255 3DHST 189.238818 62.266877 1.7472 0.4141 1.5947 0.1707
84033 GOODS-N 0.7346 3DHST 189.190031 62.263208 0.8598 0.2431 1.3338 0.1705
84054 GOODS-N 0.9285 3DHST 189.160207 62.263112 1.2377 0.2635 1.3321 0.1472
84077 GOODS-N 0.9400 3DHST 189.308578 62.263693 1.1055 0.1173 1.0542 0.0578
84103 GOODS-N 0.6359 3DHST 189.247722 62.263806 1.2554 0.3713 1.5946 0.2255
84213 GOODS-N 0.8348 3DHST 189.309997 62.262862 0.9466 0.4016 1.1405 0.1881
84233 GOODS-N 0.9270 3DHST 189.209330 62.263071 2.2478 1.7160 1.7049 0.4899
84259 GOODS-N 0.8288 3DHST 189.131874 62.267803 1.1071 0.0606 1.3416 0.0375
84321 GOODS-N 0.6436 3DHST 189.204027 62.263223 1.0158 2.0821 0.8724 0.6538
84502 GOODS-N 0.9519 3DHST 189.169071 62.263488 0.7908 0.5209 0.9963 0.2751
84520 GOODS-N 0.8784 3DHST 189.159206 62.268062 1.3456 0.0904 1.6964 0.0574
84563 GOODS-N 0.9592 3DHST 189.123355 62.263679 0.8956 0.3300 0.9248 0.1661
84617 GOODS-N 0.8903 3DHST 189.174376 62.264850 1.2516 0.7172 1.1923 0.4004
84649 GOODS-N 0.8421 3DHST 189.167020 62.266145 1.7630 0.2275 1.7010 0.0954
84715 GOODS-N 0.7805 3DHST 189.323427 62.265232 1.2861 0.1558 1.1617 0.0649
84957 GOODS-N 0.8643 3DHST 189.316460 62.264914 1.1617 0.4326 1.4936 0.2430
84974 GOODS-N 0.8855 3DHST 189.293538 62.264946 1.0937 0.1790 1.3079 0.0960
85002 GOODS-N 0.8691 3DHST 189.162362 62.264730 1.6958 0.5057 2.0636 0.2973
85023 GOODS-N 0.8240 3DHST 189.205451 62.265009 1.1965 0.3930 1.4296 0.2020
85050 GOODS-N 0.8140 3DHST 189.156517 62.264719 0.6352 1.2597 1.0818 0.7760
85100 GOODS-N 1.0189 3DHST 189.310033 62.264763 1.2124 0.2682 1.2313 0.1299
85126 GOODS-N 0.6881 3DHST 189.256414 62.264823 4.5913 11.6572 2.4112 2.2696
85127 GOODS-N 0.7581 3DHST 189.120187 62.264991 0.5355 0.4932 1.0071 0.5480
85131 GOODS-N 0.8712 3DHST 189.234369 62.266372 1.0497 0.1837 1.0666 0.1025
85141 GOODS-N 0.6061 3DHST 189.311712 62.264690 1.0342 0.2916 1.0616 0.1443
85237 GOODS-N 1.1138 3DHST 189.342629 62.265574 0.9492 0.2249 1.0837 0.1276
85356 GOODS-N 0.8446 3DHST 189.162244 62.265993 1.3491 0.1878 1.6335 0.1000
85383 GOODS-N 0.8663 3DHST 189.279977 62.266382 1.2361 0.2505 1.3908 0.1417
85385 GOODS-N 0.8795 3DHST 189.209568 62.265647 0.5864 0.7358 1.4020 0.6464
85386 GOODS-N 0.7382 3DHST 189.148750 62.265377 1.1770 0.6205 1.2732 0.2854
85410 GOODS-N 0.7479 3DHST 189.317652 62.265229 0.8284 0.1893 0.9953 0.1110
85422 GOODS-N 0.9291 3DHST 189.282733 62.268248 1.2027 0.0805 1.3083 0.0458
85491 GOODS-N 0.8314 3DHST 189.224713 62.268616 1.0648 0.0859 1.1241 0.0483
85556 GOODS-N 0.9253 3DHST 189.180469 62.265570 1.2234 0.9035 0.9002 0.2517
85879 GOODS-N 1.1649 3DHST 189.183596 62.266385 0.9156 0.4947 1.1304 0.2835
85920 GOODS-N 0.9718 3DHST 189.250233 62.268303 1.2037 0.0934 1.3865 0.0536
86021 GOODS-N 0.9359 3DHST 189.122065 62.266461 1.4436 0.9165 1.7919 0.5425
86044 GOODS-N 0.7642 3DHST 189.251788 62.267476 1.1613 0.3610 1.3627 0.1982
86071 GOODS-N 0.8640 3DHST 189.129868 62.266672 1.5111 2.0140 1.6108 1.1965
86173 GOODS-N 0.8487 3DHST 189.153241 62.267988 1.2294 0.1165 1.6763 0.0852
86203 GOODS-N 0.8576 3DHST 189.157273 62.268766 1.3606 0.1241 1.6121 0.0735
86216 GOODS-N 0.8722 3DHST 189.122031 62.270486 1.1880 0.0723 1.3889 0.0461
86234 GOODS-N 0.9310 3DHST 189.180129 62.267792 1.1801 0.4797 1.5001 0.3891
86272 GOODS-N 0.9624 3DHST 189.243435 62.267657 1.1766 0.3377 1.3176 0.1961
86335 GOODS-N 0.6744 3DHST 189.130745 62.267325 0.8333 0.8206 1.4156 0.6264
86357 GOODS-N 0.8501 3DHST 189.161729 62.268264 1.4494 0.0998 1.7439 0.0678
86362 GOODS-N 0.9369 3DHST 189.300059 62.268051 1.2452 0.2896 1.5998 0.1725
86384 GOODS-N 0.6509 3DHST 189.266320 62.268121 0.8873 0.2438 1.1079 0.1389
86439 GOODS-N 0.9289 3DHST 189.251790 62.268030 1.2194 0.2477 1.2557 0.1266
86522 GOODS-N 0.7236 3DHST 189.323283 62.268957 1.0865 0.1030 1.1607 0.0557
86644 GOODS-N 0.8675 3DHST 189.122345 62.268071 1.6073 0.9694 1.5037 0.4220
86697 GOODS-N 0.6749 3DHST 189.312411 62.267779 0.6828 0.1342 0.8225 0.0873
86826 GOODS-N 0.9139 3DHST 189.273535 62.268368 0.8105 0.4457 1.2731 0.3169
86850 GOODS-N 0.8629 3DHST 189.250507 62.269571 1.0624 0.1893 1.1749 0.0847
86854 GOODS-N 0.9472 3DHST 189.282229 62.271106 1.2103 0.0821 1.4823 0.0503
86999 GOODS-N 0.8471 3DHST 189.303304 62.271670 1.1723 0.0778 1.2156 0.0431
87000 GOODS-N 0.9033 3DHST 189.137595 62.271215 0.9524 0.0777 1.3412 0.0545
87061 GOODS-N 0.8546 3DHST 189.121932 62.271995 1.4420 0.1216 1.6487 0.0645
87093 GOODS-N 1.1663 3DHST 189.153001 62.269226 1.8690 1.6218 1.6963 0.5734
87127 GOODS-N 0.7313 3DHST 189.277776 62.270519 1.3270 0.5083 0.9759 0.1966
87394 GOODS-N 0.7661 3DHST 189.129759 62.269070 1.4012 1.7854 1.2691 0.7668
87433 GOODS-N 0.7734 3DHST 189.187144 62.271319 1.0839 0.0992 1.2769 0.0522
87438 GOODS-N 1.2120 3DHST 189.319121 62.269596 1.0370 0.2485 1.3126 0.1823
87585 GOODS-N 0.8398 3DHST 189.179891 62.273634 1.3976 0.1186 1.8739 0.0821
87608 GOODS-N 0.8318 3DHST 189.209029 62.269430 1.0493 1.3268 0.7239 0.5218
87810 GOODS-N 0.8559 3DHST 189.139701 62.270987 1.6135 1.1792 1.2386 0.3234
87823 GOODS-N 0.9805 3DHST 189.189733 62.270464 1.2016 0.1766 1.3226 0.1065
87865 GOODS-N 0.8178 3DHST 189.125883 62.270015 1.5515 1.1196 1.7389 0.6290
88020 GOODS-N 0.8680 3DHST 189.154438 62.270859 1.0830 0.1375 1.2929 0.0750
88088 GOODS-N 0.8444 3DHST 189.217982 62.270482 0.9621 0.4692 1.1166 0.2190
88171 GOODS-N 0.7444 3DHST 189.296938 62.270893 1.0828 0.2822 1.2808 0.1582
88199 GOODS-N 0.6245 3DHST 189.253282 62.270516 0.8079 1.0697 1.1225 0.7438
88265 GOODS-N 0.8604 3DHST 189.318664 62.270724 1.1177 0.3519 1.2126 0.2155
88308 GOODS-N 0.9460 3DHST 189.246702 62.270644 2.0157 1.6493 1.2159 0.4038
88347 GOODS-N 0.7440 3DHST 189.353912 62.273490 1.1290 0.1955 1.4061 0.1106
88363 GOODS-N 1.1646 3DHST 189.359874 62.271656 0.9952 0.6612 1.1320 0.3404
88420 GOODS-N 0.7979 3DHST 189.315644 62.271606 1.3295 0.5053 1.7036 0.3699
88448 GOODS-N 0.6418 3DHST 189.330769 62.270967 1.2143 0.5993 1.4228 0.3306
88530 GOODS-N 0.9246 3DHST 189.300132 62.271827 0.9910 0.3145 2.0341 0.3216
88566 GOODS-N 0.7871 3DHST 189.172075 62.271681 0.9658 0.1212 1.7480 0.1040
88580 GOODS-N 0.9248 3DHST 189.135162 62.274397 1.1533 0.0784 1.5127 0.0549
88591 GOODS-N 0.8561 3DHST 189.326622 62.271977 0.8648 0.2092 1.1234 0.1184
88684 GOODS-N 0.9198 3DHST 189.250540 62.272672 1.1441 0.3032 1.0638 0.1543
88768 GOODS-N 0.9483 3DHST 189.334963 62.273394 1.6994 0.7776 1.9827 0.4639
88825 GOODS-N 0.9302 3DHST 189.353745 62.271892 1.3871 0.4743 1.2872 0.2192
88858 GOODS-N 0.8220 3DHST 189.176557 62.272816 1.4915 0.2225 1.3782 0.0951
88929 GOODS-N 0.9557 3DHST 189.279212 62.274477 1.4982 0.1527 1.9427 0.1070
89094 GOODS-N 0.9806 3DHST 189.145277 62.274522 1.1144 0.0893 1.2805 0.0506
89112 GOODS-N 0.8751 3DHST 189.351244 62.275530 1.1024 0.1012 1.2348 0.0488
89383 GOODS-N 1.0545 3DHST 189.294318 62.273264 1.2268 0.4114 1.3375 0.2316
89453 GOODS-N 0.9536 3DHST 189.129508 62.273472 0.8827 0.1574 1.1419 0.0907
89456 GOODS-N 0.7184 3DHST 189.229466 62.273037 -2.4175 36.4206 3.9847 22.5156
89510 GOODS-N 0.7672 3DHST 189.348309 62.272801 1.0060 0.4893 1.3502 0.3626
89573 GOODS-N 1.1242 3DHST 189.249618 62.274447 1.2477 0.1694 1.4240 0.0890
89615 GOODS-N 0.7314 3DHST 189.143892 62.274070 1.5372 0.3080 1.4895 0.1685
89655 GOODS-N 1.0973 3DHST 189.271113 62.274348 1.0578 0.1544 1.1673 0.0876
89683 GOODS-N 0.6453 3DHST 189.309568 62.273093 0.8538 0.2876 0.9584 0.1400
89725 GOODS-N 0.9503 3DHST 189.343108 62.273685 0.9885 0.1867 0.9257 0.1061
89767 GOODS-N 0.8839 3DHST 189.250397 62.273988 1.2127 0.3236 1.2966 0.1489
89790 GOODS-N 0.8523 3DHST 189.151472 62.273922 1.3229 0.1652 1.4419 0.0997
89827 GOODS-N 0.8270 3DHST 189.147172 62.274108 1.0561 0.2670 1.3856 0.1693
89845 GOODS-N 0.9207 3DHST 189.335839 62.274894 1.1276 0.0790 1.1235 0.0418
89860 GOODS-N 0.6716 3DHST 189.353634 62.273826 1.3978 0.3293 1.2397 0.1445
89877 GOODS-N 1.0586 3DHST 189.283422 62.273766 1.0803 0.5650 1.0533 0.3618
89993 GOODS-N 0.9156 3DHST 189.179370 62.275523 1.4585 0.1346 1.4121 0.0592
90023 GOODS-N 0.8258 3DHST 189.260194 62.274308 0.8313 0.4024 0.7384 0.1505
90064 GOODS-N 0.7888 3DHST 189.170568 62.274510 0.9110 0.2461 1.3307 0.1789
90082 GOODS-N 0.7141 3DHST 189.169913 62.274503 1.0629 0.1183 1.2060 0.0691
90093 GOODS-N 0.7316 3DHST 189.262091 62.274908 1.2426 0.2412 1.1643 0.1133
90095 GOODS-N 0.8404 3DHST 189.185824 62.274127 1.5209 0.6372 1.9561 0.4367
90142 GOODS-N 1.1345 3DHST 189.280668 62.278415 1.3780 0.2736 1.7244 0.1493
90143 GOODS-N 1.0140 3DHST 189.329548 62.274960 1.8542 2.1153 1.6056 1.0366
90145 GOODS-N 0.8451 3DHST 189.211003 62.274724 0.9573 0.1228 0.9773 0.0559
90180 GOODS-N 0.7134 3DHST 189.259828 62.275275 1.0065 0.1828 1.0456 0.0913
90190 GOODS-N 1.1635 3DHST 189.258700 62.275426 0.9258 0.1401 1.1648 0.0937
90194 GOODS-N 0.7055 3DHST 189.287363 62.275008 0.7910 0.1601 0.9805 0.0968
90364 GOODS-N 0.8105 3DHST 189.200138 62.275581 1.0458 0.2737 1.0759 0.1571
90491 GOODS-N 0.9124 3DHST 189.340983 62.276233 1.0794 0.2113 0.9931 0.1131
90495 GOODS-N 0.7424 3DHST 189.347587 62.274806 1.6936 1.1562 1.1425 0.4763
90536 GOODS-N 1.0027 3DHST 189.242061 62.277510 1.3858 0.1108 1.7822 0.0697
90557 GOODS-N 0.8388 3DHST 189.314376 62.275709 1.0633 0.0774 1.2957 0.0489
90907 GOODS-N 0.6156 3DHST 189.187457 62.275529 1.5625 2.1349 1.3384 0.5670
90919 GOODS-N 0.8374 3DHST 189.237401 62.278230 1.3482 0.5696 1.2002 0.2748
91148 GOODS-N 0.8394 3DHST 189.167207 62.276870 1.1854 0.1369 1.5642 0.1051
91367 GOODS-N 0.9423 3DHST 189.173943 62.276348 0.9031 0.3554 1.1719 0.2303
91474 GOODS-N 1.1767 3DHST 189.285094 62.277525 0.9894 0.2944 1.2443 0.1714
91525 GOODS-N 0.6792 3DHST 189.263360 62.277861 1.1775 0.3403 1.5464 0.2014
91558 GOODS-N 0.8911 3DHST 189.325164 62.276652 0.5810 0.4561 1.0203 0.3518
91587 GOODS-N 0.7238 3DHST 189.303623 62.276463 0.6624 0.7564 1.5595 0.7146
91612 GOODS-N 1.1915 3DHST 189.298341 62.277908 1.1140 0.1414 1.2098 0.0871
91724 GOODS-N 1.0025 3DHST 189.338397 62.278201 1.1782 0.7749 1.0818 0.4074
