# Catalog for all galaxies that matched between CANDELS and PEARS in GOODS-S.
# If a galaxy did not match with CANDELS then a matching in 3DHST was attempted.
# the 'zphot_source' column indicates the source of the photometric redshift.
# pearsid field redshift zphot_source ra dec dn4000 dn4000_err d4000 d4000_err
33074 GOODS-S 1.0590 CANDELS 53.142705 -27.881445 0.5699 0.7541 0.7537 0.4321
33094 GOODS-S 1.1780 CANDELS 53.194615 -27.880621 0.9208 0.3977 1.1881 0.2368
33247 GOODS-S 0.6840 CANDELS 53.159682 -27.881162 0.6933 0.6733 0.8252 0.4268
33294 GOODS-S 1.0530 CANDELS 53.158667 -27.880188 1.1011 0.1294 1.1852 0.0679
33407 GOODS-S 1.1390 CANDELS 53.195032 -27.880102 1.1640 0.4574 1.4722 0.2999
33422 GOODS-S 0.8720 CANDELS 53.148203 -27.880818 1.9172 1.7664 1.6891 0.8492
33498 GOODS-S 0.7290 CANDELS 53.161762 -27.879840 1.3052 0.4821 1.4019 0.2438
33636 GOODS-S 1.2030 CANDELS 53.198363 -27.879935 1.0865 0.7887 1.5380 0.5202
33725 GOODS-S 1.2210 CANDELS 53.196791 -27.880149 1.2373 0.7235 1.4004 0.4587
33734 GOODS-S 0.7660 CANDELS 53.161077 -27.878505 1.0142 0.2505 1.5342 0.1850
33949 GOODS-S 0.8250 CANDELS 53.170333 -27.879079 1.0571 0.3555 1.1058 0.1624
34050 GOODS-S 0.8930 CANDELS 53.162415 -27.878943 0.5901 0.2756 1.1991 0.2250
34128 GOODS-S 0.6900 CANDELS 53.158957 -27.877881 1.1164 0.1206 1.4505 0.0714
34208 GOODS-S 0.9590 CANDELS 53.191189 -27.872941 1.1315 0.0898 1.1882 0.0495
34243 GOODS-S 0.7360 CANDELS 53.193241 -27.878513 0.9478 0.2011 1.1439 0.1162
34245 GOODS-S 1.1370 CANDELS 53.142814 -27.878909 0.8362 0.4527 0.8277 0.2530
34457 GOODS-S 0.7710 CANDELS 53.146597 -27.876704 1.4399 0.1503 1.1817 0.0624
34620 GOODS-S 0.7790 CANDELS 53.145331 -27.877486 1.7678 2.2564 0.8176 0.8493
34821 GOODS-S 1.0190 CANDELS 53.165209 -27.873947 1.1143 0.1077 1.1320 0.0538
34880 GOODS-S 0.7000 CANDELS 53.192116 -27.877407 3.4705 6.3625 2.3980 1.2951
35068 GOODS-S 1.1310 CANDELS 53.140556 -27.877191 1.5528 0.9867 1.5777 0.5127
35116 GOODS-S 1.0310 CANDELS 53.166849 -27.876682 0.7689 1.1378 0.7697 0.6758
35134 GOODS-S 1.0630 CANDELS 53.156450 -27.876430 1.2761 0.4034 1.3006 0.1980
35255 GOODS-S 0.6290 CANDELS 53.181767 -27.875732 1.1702 0.1935 1.2295 0.1034
35475 GOODS-S 1.2070 CANDELS 53.194943 -27.874946 1.0925 0.2053 1.3554 0.1179
35505 GOODS-S 0.7560 CANDELS 53.153032 -27.876069 1.0064 0.4288 1.2010 0.2671
35537 GOODS-S 1.1150 CANDELS 53.135287 -27.875003 1.1734 0.5734 1.5818 0.3932
35579 GOODS-S 0.9790 CANDELS 53.186398 -27.874972 1.1787 0.2141 1.1426 0.1045
35589 GOODS-S 0.7030 CANDELS 53.165224 -27.874531 3.2467 1814.2550 10.6139 7012.8765
35657 GOODS-S 1.1010 CANDELS 53.174857 -27.875661 0.9543 0.1435 0.8826 0.0849
35692 GOODS-S 0.9360 CANDELS 53.174152 -27.875744 1.3933 0.7383 1.0502 0.2411
35762 GOODS-S 0.6250 CANDELS 53.148631 -27.873978 0.9342 0.0000 0.8204 4525.2026
35765 GOODS-S 0.8190 CANDELS 53.163142 -27.873062 1.2142 0.0915 1.3478 0.0555
35783 GOODS-S 0.7270 CANDELS 53.187129 -27.875198 0.7397 0.1510 0.8061 0.0825
35878 GOODS-S 0.6330 CANDELS 53.175082 -27.873892 1.1207 0.0821 1.1945 0.0430
35929 GOODS-S 0.6950 CANDELS 53.176831 -27.875074 0.7689 0.2143 1.0227 0.1563
35989 GOODS-S 0.8150 CANDELS 53.143862 -27.875152 1.0856 0.3579 1.1530 0.1644
35993 GOODS-S 0.9540 CANDELS 53.185313 -27.875067 0.6256 0.2901 0.8395 0.1983
36001 GOODS-S 0.9380 CANDELS 53.167022 -27.874898 1.0538 0.2083 0.9722 0.1005
36026 GOODS-S 1.0710 CANDELS 53.190176 -27.875021 0.8543 0.3904 1.1091 0.2522
36084 GOODS-S 0.9640 CANDELS 53.189778 -27.874490 1.5033 0.5089 1.6184 0.2931
36121 GOODS-S 0.7340 CANDELS 53.173438 -27.865976 1.3434 0.1143 1.7119 0.0707
36143 GOODS-S 0.7510 CANDELS 53.177795 -27.873662 1.4370 0.1535 1.0744 0.0583
36172 GOODS-S 1.0780 CANDELS 53.175920 -27.874641 0.8085 0.4703 0.7073 0.2669
36213 GOODS-S 0.9117 3DHST 53.165160 -27.874669 0.7525 0.1037 0.5993 0.0526
36277 GOODS-S 0.7780 CANDELS 53.151643 -27.874054 -1.2104 19.1586 -3.8883 17.8565
36308 GOODS-S 0.7680 CANDELS 53.156394 -27.873004 0.8508 0.1245 1.1865 0.0853
36385 GOODS-S 0.6020 CANDELS 53.186854 -27.874279 1.3513 2.4670 1.8842 2.2981
36550 GOODS-S 0.6700 CANDELS 53.185447 -27.872944 1.0833 0.2127 1.3358 0.1205
36664 GOODS-S 0.7100 CANDELS 53.183290 -27.872860 1.0477 0.2332 1.2158 0.1261
36702 GOODS-S 0.6040 CANDELS 53.192158 -27.872819 3.3756 6.3507 8.7851 25.0164
36776 GOODS-S 1.0750 CANDELS 53.173855 -27.873504 0.5685 0.6695 1.0869 0.5149
36896 GOODS-S 0.9990 CANDELS 53.191299 -27.872109 1.0638 0.1843 1.2220 0.1088
36925 GOODS-S 0.6450 CANDELS 53.173317 -27.872817 0.9353 0.2106 1.0317 0.1100
37147 GOODS-S 1.0360 CANDELS 53.177437 -27.872741 1.3756 0.9907 1.2572 0.5378
37302 GOODS-S 0.6870 CANDELS 53.154067 -27.871164 1.2946 0.6388 1.6751 0.3699
37417 GOODS-S 0.8860 CANDELS 53.196471 -27.871720 1.6028 0.4544 1.4662 0.1890
37429 GOODS-S 0.7560 CANDELS 53.150887 -27.868331 1.0829 0.0933 1.5939 0.0678
37846 GOODS-S 1.0810 CANDELS 53.174020 -27.871186 1.3780 0.5176 1.2608 0.2448
37893 GOODS-S 0.7240 CANDELS 53.153643 -27.870968 0.9513 0.4025 1.1209 0.2542
37950 GOODS-S 0.9690 CANDELS 53.150789 -27.870529 1.2581 0.7026 1.2088 0.3725
37959 GOODS-S 0.8600 CANDELS 53.180626 -27.869990 0.7746 0.5384 1.2013 0.3817
38059 GOODS-S 1.2240 CANDELS 53.170163 -27.870830 1.4939 1.6076 1.5661 1.0659
38198 GOODS-S 0.7600 CANDELS 53.196509 -27.870726 1.7021 1.1345 1.0685 0.2726
38350 GOODS-S 0.7670 CANDELS 53.153101 -27.868566 0.9010 0.0712 1.2181 0.0461
38417 GOODS-S 0.7540 CANDELS 53.186973 -27.869061 1.0308 0.1721 1.3304 0.1074
38571 GOODS-S 1.0880 CANDELS 53.163977 -27.868946 0.9274 0.5669 1.2890 0.3797
38577 GOODS-S 0.7620 CANDELS 53.187607 -27.868807 1.6513 0.3375 1.4115 0.1398
38744 GOODS-S 0.6490 CANDELS 53.153716 -27.869422 1.6718 1.0894 1.8515 0.6259
38854 GOODS-S 0.6690 CANDELS 53.178108 -27.868082 1.0687 0.1335 1.4200 0.0838
38993 GOODS-S 0.6320 CANDELS 53.192286 -27.866328 1.1127 0.1122 1.2719 0.0574
39109 GOODS-S 0.6430 CANDELS 53.176494 -27.868392 1.5397 1.0036 1.2181 0.3487
39116 GOODS-S 0.6660 CANDELS 53.166565 -27.867970 1.2325 0.1932 1.1404 0.0780
39177 GOODS-S 0.9614 3DHST 53.186664 -27.868767 0.4896 0.8053 1.3142 0.7872
39235 GOODS-S 0.7990 CANDELS 53.166850 -27.868423 0.6853 0.7204 0.4395 0.3335
39266 GOODS-S 1.1080 CANDELS 53.163155 -27.868475 0.7423 0.5282 0.9036 0.3374
39503 GOODS-S 0.8210 CANDELS 53.173913 -27.865049 1.2505 0.1223 1.4989 0.0813
39574 GOODS-S 0.7470 CANDELS 53.155346 -27.868050 0.8301 0.7169 1.8441 0.7089
39752 GOODS-S 1.0570 CANDELS 53.161437 -27.867764 1.7441 2.3067 1.0653 0.6200
39835 GOODS-S 1.0560 CANDELS 53.178034 -27.866458 1.1522 0.1594 1.6161 0.1061
40048 GOODS-S 0.6100 CANDELS 53.156028 -27.867282 1.2385 1.0449 1.0866 0.4501
40063 GOODS-S 0.6500 CANDELS 53.162984 -27.866973 0.8257 0.3658 1.0079 0.2133
40117 GOODS-S 0.7340 CANDELS 53.181796 -27.866849 1.0159 0.1920 1.0405 0.0963
40163 GOODS-S 0.8540 CANDELS 53.179131 -27.866557 1.0520 0.2196 1.0676 0.1045
40243 GOODS-S 0.8540 CANDELS 53.185952 -27.866310 1.1491 0.7752 1.3070 0.3483
40286 GOODS-S 0.6050 CANDELS 53.153956 -27.866584 1.2109 2.0380 1.3414 0.7362
40295 GOODS-S 0.6870 CANDELS 53.164027 -27.865856 1.1550 0.3266 1.0837 0.1448
40488 GOODS-S 0.6730 CANDELS 53.168321 -27.865487 1.1874 0.1214 1.2528 0.0673
40564 GOODS-S 0.8912 3DHST 53.185775 -27.866267 1.7266 2.8587 2.4343 3.5689
40779 GOODS-S 0.6900 CANDELS 53.211323 -27.864287 0.9726 0.2781 1.1350 0.1460
40875 GOODS-S 0.9450 CANDELS 53.176471 -27.864730 1.1191 0.4891 1.4331 0.2879
40899 GOODS-S 1.0360 CANDELS 53.180016 -27.865386 1.2387 1.4137 1.1071 0.9271
40999 GOODS-S 0.6670 CANDELS 53.208522 -27.864908 1.3690 0.5550 1.2140 0.2615
41075 GOODS-S 0.7410 CANDELS 53.169286 -27.865057 1.3865 0.3515 1.0984 0.1330
41078 GOODS-S 0.9500 CANDELS 53.180791 -27.865151 0.8529 0.1986 0.8685 0.1113
41115 GOODS-S 0.9260 CANDELS 53.213657 -27.864474 1.4696 0.6007 1.5152 0.2833
41248 GOODS-S 1.1640 CANDELS 53.170099 -27.863785 0.7304 0.3398 0.9094 0.2599
41299 GOODS-S 1.2170 CANDELS 53.170437 -27.863792 0.6239 1.1911 1.3208 0.7531
41327 GOODS-S 0.9550 CANDELS 53.182710 -27.864034 0.8930 0.3610 0.8560 0.2099
41338 GOODS-S 0.7310 CANDELS 53.189600 -27.864510 1.2212 0.5212 1.0982 0.2076
41478 GOODS-S 1.1140 CANDELS 53.196579 -27.863206 1.3638 0.1538 1.4684 0.0772
41615 GOODS-S 0.6050 CANDELS 53.174343 -27.863802 9.2846 76.0753 -1.8042 2.1083
41807 GOODS-S 0.6840 CANDELS 53.156554 -27.863775 0.3921 1.2224 0.6887 0.9150
41822 GOODS-S 0.9160 CANDELS 53.160001 -27.863673 1.2659 0.4056 1.3260 0.2203
42022 GOODS-S 0.7120 CANDELS 53.193867 -27.863361 1.5077 0.3038 1.5098 0.1645
42193 GOODS-S 0.9330 CANDELS 53.215805 -27.863000 0.8065 0.5588 1.2340 0.3662
42277 GOODS-S 0.8410 CANDELS 53.175667 -27.862315 1.1951 0.1762 1.5713 0.1352
42395 GOODS-S 0.8750 CANDELS 53.170504 -27.862103 1.0941 0.2934 1.3096 0.1389
42659 GOODS-S 0.8440 CANDELS 53.150221 -27.861811 0.6951 1.0549 0.9435 0.8094
42703 GOODS-S 0.6520 CANDELS 53.136388 -27.850696 1.4688 0.1231 1.7893 0.0776
42894 GOODS-S 0.7550 CANDELS 53.178791 -27.859692 0.8424 0.1866 1.3423 0.1519
42952 GOODS-S 1.1910 CANDELS 53.206358 -27.861651 0.4603 1.2128 0.4925 0.7670
43079 GOODS-S 1.1760 CANDELS 53.180650 -27.860823 1.0002 0.3631 1.0207 0.1823
43107 GOODS-S 0.7770 CANDELS 53.185185 -27.850701 0.8281 0.2184 1.0618 0.1349
43170 GOODS-S 0.6530 CANDELS 53.156200 -27.860788 1.1597 0.3324 1.0729 0.1554
43202 GOODS-S 0.9060 CANDELS 53.199688 -27.861159 0.5963 0.6572 1.1081 0.5235
43404 GOODS-S 0.7620 CANDELS 53.207779 -27.858065 1.4456 0.1319 1.1639 0.0548
43478 GOODS-S 0.8060 CANDELS 53.190104 -27.859178 0.8555 0.0763 1.2110 0.0525
43532 GOODS-S 0.9570 CANDELS 53.154896 -27.857764 1.4248 0.1290 1.4965 0.0618
43698 GOODS-S 0.7170 CANDELS 53.185314 -27.859001 0.8158 0.3252 1.2564 0.2259
43758 GOODS-S 1.2320 CANDELS 53.184452 -27.857426 1.3063 0.2089 1.4526 0.1224
43816 GOODS-S 0.7340 CANDELS 53.137828 -27.856631 1.2575 0.2357 1.4437 0.1329
43909 GOODS-S 0.8180 CANDELS 53.157373 -27.859633 0.9245 0.5848 1.1158 0.3617
43997 GOODS-S 0.6170 CANDELS 53.161866 -27.858128 1.1648 0.3083 1.6758 0.2296
44047 GOODS-S 1.1880 CANDELS 53.153420 -27.858637 1.2167 0.2829 1.2878 0.1533
44163 GOODS-S 0.6740 CANDELS 53.153382 -27.857359 0.8829 0.1349 1.0903 0.0864
44204 GOODS-S 0.9920 CANDELS 53.165862 -27.858858 0.9101 0.3557 1.5399 0.2980
44349 GOODS-S 0.7760 CANDELS 53.175618 -27.858337 0.8220 0.3001 1.3436 0.2235
44581 GOODS-S 1.0090 CANDELS 53.156937 -27.856940 1.2828 0.4626 1.5618 0.2898
44627 GOODS-S 0.8640 CANDELS 53.169840 -27.857665 1.6790 2.1154 1.9953 1.1288
44769 GOODS-S 1.1870 CANDELS 53.193673 -27.857784 1.1160 0.7397 1.2759 0.3766
44843 GOODS-S 1.0410 CANDELS 53.187919 -27.857914 1.0821 0.3173 1.2181 0.1855
44893 GOODS-S 1.1160 CANDELS 53.191308 -27.857491 1.0537 0.5473 1.1742 0.3015
45022 GOODS-S 0.6050 CANDELS 53.168647 -27.857696 0.5360 7.4992 2.1941 3.7850
45221 GOODS-S 0.7700 CANDELS 53.143634 -27.857083 1.6096 0.8795 1.5229 0.3469
45223 GOODS-S 0.6130 CANDELS 53.197327 -27.857232 0.2542 0.3223 0.1584 0.1034
45314 GOODS-S 0.6730 CANDELS 53.165789 -27.856155 1.1068 0.1743 1.1451 0.0887
45318 GOODS-S 1.1480 CANDELS 53.205587 -27.856274 0.9697 0.3816 1.0589 0.2223
45462 GOODS-S 0.8500 CANDELS 53.176780 -27.855401 1.1744 0.1245 1.2169 0.0677
45502 GOODS-S 0.6720 CANDELS 53.167266 -27.856362 1.3593 0.1764 1.3173 0.0885
45727 GOODS-S 1.0030 CANDELS 53.162985 -27.855185 1.3993 0.6442 1.4006 0.3352
45804 GOODS-S 0.6560 CANDELS 53.137200 -27.855682 1.1960 0.4384 1.2042 0.2098
45879 GOODS-S 0.6020 CANDELS 53.158459 -27.854919 2.1126 0.5535 1.9923 0.2801
45919 GOODS-S 1.0600 CANDELS 53.186093 -27.855339 0.8410 0.1811 1.0780 0.1217
45989 GOODS-S 0.6290 CANDELS 53.146860 -27.855550 0.7452 0.6118 0.8426 0.3175
45997 GOODS-S 0.6350 CANDELS 53.175330 -27.855633 1.1912 0.7470 1.1112 0.3256
46037 GOODS-S 1.1840 CANDELS 53.188363 -27.853537 0.8773 0.1828 1.2794 0.1331
46284 GOODS-S 0.7040 CANDELS 53.163786 -27.854760 1.0476 0.1317 1.0562 0.0633
46433 GOODS-S 0.7730 CANDELS 53.209225 -27.854832 0.8261 0.7419 1.1133 0.4688
46479 GOODS-S 1.0410 CANDELS 53.164699 -27.853335 1.1295 0.1483 1.2055 0.0866
46498 GOODS-S 1.0720 CANDELS 53.204769 -27.854654 0.9212 0.8509 0.9155 0.6408
46562 GOODS-S 0.6440 CANDELS 53.164226 -27.853497 0.9177 0.1119 1.0240 0.0661
46603 GOODS-S 0.6260 CANDELS 53.137145 -27.852164 1.3517 0.3623 1.7277 0.2495
46988 GOODS-S 0.7280 CANDELS 53.203968 -27.853485 0.6421 1.8645 1.1080 1.9921
46994 GOODS-S 0.6440 3DHST 53.164386 -27.853657 0.8182 0.2601 1.1270 0.2058
47029 GOODS-S 0.7880 CANDELS 53.204932 -27.851305 0.8385 0.1776 1.1069 0.1085
47038 GOODS-S 0.6300 CANDELS 53.133894 -27.851542 1.0717 0.1856 1.2066 0.1014
47101 GOODS-S 0.7940 CANDELS 53.206310 -27.851605 1.1227 0.0968 1.2308 0.0453
47225 GOODS-S 1.1800 CANDELS 53.196543 -27.851664 1.4719 0.1960 1.6933 0.1160
47324 GOODS-S 0.9300 CANDELS 53.175354 -27.852604 1.1340 0.1227 1.1615 0.0677
47396 GOODS-S 0.6850 CANDELS 53.146899 -27.851333 1.1755 0.1896 1.4986 0.1260
47448 GOODS-S 0.9010 CANDELS 53.154986 -27.853057 0.4721 0.9979 0.5800 0.4796
47469 GOODS-S 0.9230 CANDELS 53.173538 -27.852422 0.8088 0.1421 1.2053 0.1008
47585 GOODS-S 0.7560 CANDELS 53.185313 -27.852452 2.8305 3.9350 1.7247 1.3662
47720 GOODS-S 0.8190 CANDELS 53.211775 -27.852116 0.9927 0.1909 1.1848 0.1263
47740 GOODS-S 1.0150 CANDELS 53.161886 -27.845847 1.1774 0.0929 1.4095 0.0554
47883 GOODS-S 0.8270 CANDELS 53.172601 -27.852207 0.9761 0.6133 1.2518 0.3628
47996 GOODS-S 0.8920 CANDELS 53.205542 -27.851770 0.7694 0.3877 0.7743 0.2499
47997 GOODS-S 1.1900 CANDELS 53.197723 -27.851550 0.3871 0.9241 1.4750 0.8258
48056 GOODS-S 0.7250 CANDELS 53.144610 -27.851552 0.7972 0.4835 0.9996 0.2777
48126 GOODS-S 0.9330 CANDELS 53.160952 -27.851559 3.1332 4.5298 2.9026 1.3795
48182 GOODS-S 1.2100 3DHST 53.196651 -27.851826 1.4357 0.4936 1.3649 0.2452
48311 GOODS-S 0.9440 CANDELS 53.146620 -27.850945 1.0417 0.3355 1.4723 0.2511
48446 GOODS-S 0.6260 CANDELS 53.135534 -27.849849 0.6670 0.7733 0.9762 0.4324
48447 GOODS-S 1.1010 CANDELS 53.160213 -27.850985 1.2950 1.6074 1.5686 0.9499
48890 GOODS-S 0.8530 CANDELS 53.206965 -27.848048 1.2080 0.1276 1.3189 0.0573
48917 GOODS-S 0.6500 CANDELS 53.148897 -27.848658 1.2403 0.6884 1.4476 0.4026
48934 GOODS-S 0.6090 CANDELS 53.192571 -27.850074 1.2830 0.7956 1.1414 0.3044
49165 GOODS-S 1.0420 CANDELS 53.166100 -27.849779 1.4363 0.4539 1.1179 0.2087
49366 GOODS-S 0.9460 CANDELS 53.170548 -27.849234 1.2569 0.7941 1.2828 0.3834
49434 GOODS-S 0.7700 CANDELS 53.192824 -27.849380 1.1853 0.9478 0.6768 0.3092
49879 GOODS-S 0.6160 CANDELS 53.200862 -27.848435 1.0380 0.3436 0.9922 0.1582
50107 GOODS-S 0.7640 CANDELS 53.210764 -27.847465 1.1356 0.2119 1.3676 0.1232
50261 GOODS-S 0.9220 CANDELS 53.199420 -27.846937 1.1076 0.2256 1.1037 0.1250
50281 GOODS-S 0.6110 CANDELS 53.140962 -27.847331 1.0143 1.2076 1.4380 0.7530
50298 GOODS-S 1.1730 CANDELS 53.160391 -27.847705 0.7687 0.2999 0.9588 0.1850
50348 GOODS-S 0.7140 CANDELS 53.176162 -27.847330 0.0715 1.0334 1.0410 0.9453
50474 GOODS-S 0.7300 CANDELS 53.207162 -27.847357 2.1280 2.7859 2.0911 1.5832
50907 GOODS-S 0.7610 CANDELS 53.150238 -27.846461 1.7835 1.5814 1.5846 0.6213
51293 GOODS-S 0.8110 CANDELS 53.163761 -27.845823 1.7638 0.9590 2.5372 0.6194
51356 GOODS-S 0.6010 CANDELS 53.156680 -27.843269 1.0770 0.0792 1.2018 0.0431
51522 GOODS-S 1.0960 CANDELS 53.184301 -27.844309 1.2001 0.4684 1.2411 0.2357
51533 GOODS-S 1.1520 CANDELS 53.176071 -27.844391 -1.2877 3.6756 1.2855 1.8765
51615 GOODS-S 0.8730 CANDELS 53.210031 -27.845952 0.7361 0.5709 0.8746 0.3443
51694 GOODS-S 0.6743 3DHST 53.137922 -27.845897 0.5534 0.8042 0.2073 0.3474
51976 GOODS-S 0.9140 CANDELS 53.204560 -27.842450 0.8613 0.1126 1.1914 0.0788
52034 GOODS-S 0.8440 CANDELS 53.170168 -27.845048 0.8535 0.7216 0.5807 0.2823
52086 GOODS-S 0.6130 CANDELS 53.157807 -27.844311 1.1392 0.1615 1.0546 0.0746
52096 GOODS-S 0.9200 CANDELS 53.149924 -27.844993 1.0481 1.9686 1.1956 1.1232
52204 GOODS-S 0.6360 CANDELS 53.187297 -27.843166 1.0297 0.1995 1.0925 0.1075
52259 GOODS-S 0.7520 CANDELS 53.179682 -27.843878 1.4229 0.1148 1.0086 0.0428
52445 GOODS-S 0.9820 CANDELS 53.159104 -27.843837 1.2876 0.7209 1.2990 0.3676
52481 GOODS-S 0.7900 CANDELS 53.169227 -27.842715 1.3395 0.2022 1.6979 0.1330
52529 GOODS-S 0.8730 CANDELS 53.168653 -27.844022 1.1710 0.4451 1.2892 0.2681
52774 GOODS-S 0.6030 CANDELS 53.159822 -27.841340 0.8591 0.0539 1.0365 0.0333
52890 GOODS-S 0.6130 CANDELS 53.142636 -27.843843 3.4777 11.8106 2.4333 1.8343
52945 GOODS-S 0.6300 CANDELS 53.203373 -27.841532 1.0526 0.1766 1.2765 0.1075
53248 GOODS-S 0.8000 CANDELS 53.186876 -27.841159 1.0758 0.0635 1.1443 0.0364
53588 GOODS-S 1.1370 CANDELS 53.187953 -27.842376 1.3417 0.5348 1.5179 0.3286
53632 GOODS-S 0.7130 CANDELS 53.202657 -27.842615 1.0690 1.5972 1.2222 1.1553
53650 GOODS-S 0.6980 CANDELS 53.152482 -27.841956 1.0559 0.2525 1.2970 0.1321
53700 GOODS-S 0.7925 3DHST 53.168996 -27.842681 0.2836 0.6024 -0.0723 0.2665
53743 GOODS-S 0.6500 CANDELS 53.169466 -27.842317 1.0041 0.8338 1.6683 0.6849
53757 GOODS-S 0.6030 CANDELS 53.172359 -27.842055 1.1827 0.5781 1.8552 0.7569
53811 GOODS-S 0.8030 CANDELS 53.182688 -27.842045 0.7722 0.5944 0.9792 0.2468
53892 GOODS-S 0.6030 CANDELS 53.145409 -27.842001 0.8813 0.4117 0.7859 0.1955
54056 GOODS-S 0.8120 CANDELS 53.156934 -27.841899 1.4966 0.5142 1.3803 0.2068
54150 GOODS-S 0.6220 CANDELS 53.176671 -27.841897 0.6926 0.8880 1.0898 0.6321
54184 GOODS-S 0.6940 CANDELS 53.165163 -27.841890 6.3117 22.3697 1.2811 0.7908
54553 GOODS-S 0.7540 CANDELS 53.177902 -27.839194 1.1149 0.1036 1.4289 0.0623
54631 GOODS-S 0.7500 CANDELS 53.175469 -27.839524 1.3985 0.2837 1.1327 0.1075
54666 GOODS-S 1.0490 CANDELS 53.205402 -27.841288 0.5881 0.4815 0.9866 0.3933
54742 GOODS-S 0.8730 CANDELS 53.205154 -27.841041 0.7692 0.5208 0.9504 0.3007
54823 GOODS-S 0.9280 CANDELS 53.144942 -27.840218 1.0536 0.1151 1.1326 0.0622
54920 GOODS-S 1.1790 CANDELS 53.148404 -27.840620 1.1081 0.5875 1.0820 0.3096
54921 GOODS-S 0.8700 CANDELS 53.214937 -27.838243 1.0497 0.0629 1.1085 0.0362
54922 GOODS-S 1.1790 CANDELS 53.158032 -27.838407 1.1718 0.3289 1.0665 0.1676
54977 GOODS-S 1.0090 CANDELS 53.189606 -27.838391 1.1656 0.1695 1.3727 0.1008
55031 GOODS-S 0.9180 CANDELS 53.145164 -27.840387 0.9827 0.1778 1.0389 0.0901
55145 GOODS-S 1.0440 CANDELS 53.195826 -27.839363 1.2584 0.2874 1.3685 0.1588
55169 GOODS-S 1.1840 CANDELS 53.140472 -27.840226 2.1357 3.2619 2.3398 1.7033
55191 GOODS-S 0.6960 CANDELS 53.195666 -27.839966 0.5773 0.7086 0.5351 0.3590
55199 GOODS-S 0.7560 CANDELS 53.144268 -27.840138 0.9651 0.4952 1.6733 0.4167
55434 GOODS-S 1.1220 CANDELS 53.204335 -27.837635 1.1391 0.1299 1.4454 0.0902
55736 GOODS-S 0.6190 CANDELS 53.192453 -27.839536 0.9612 0.4972 1.0490 0.3205
55759 GOODS-S 0.6740 CANDELS 53.167692 -27.839783 1.1711 1.5509 2.0144 2.2975
55951 GOODS-S 0.9020 CANDELS 53.199366 -27.839042 0.9452 0.5905 0.9808 0.2958
56067 GOODS-S 1.0120 CANDELS 53.144147 -27.839158 1.3674 0.7510 1.3315 0.3835
56130 GOODS-S 1.0930 CANDELS 53.186603 -27.838758 1.0922 1.6098 0.8341 0.5625
56362 GOODS-S 1.0710 CANDELS 53.182927 -27.838209 1.0027 1.7075 0.6009 0.5029
56391 GOODS-S 0.9650 CANDELS 53.197156 -27.838248 1.0649 0.5434 1.3317 0.3442
56442 GOODS-S 0.9830 CANDELS 53.183925 -27.837949 0.6063 0.4580 1.0466 0.3385
56565 GOODS-S 1.0890 CANDELS 53.159475 -27.837115 1.0966 1.0788 1.0775 0.5338
56575 GOODS-S 1.0400 CANDELS 53.185786 -27.838296 1.2014 0.8094 1.2523 0.3777
56681 GOODS-S 0.6470 CANDELS 53.213399 -27.837210 0.9455 0.2575 1.0681 0.1431
56875 GOODS-S 0.6000 CANDELS 53.152998 -27.837695 1.2323 0.4283 1.4245 0.2407
56922 GOODS-S 0.8140 CANDELS 53.218124 -27.833686 1.1567 0.1066 1.3464 0.0535
57014 GOODS-S 1.0460 CANDELS 53.184564 -27.836041 1.4842 0.1758 1.9136 0.1093
57146 GOODS-S 1.1490 CANDELS 53.188573 -27.836453 0.9421 0.4347 1.3428 0.3005
57235 GOODS-S 1.1010 CANDELS 53.186644 -27.835994 0.9507 0.5732 0.9308 0.3594
57258 GOODS-S 0.9120 CANDELS 53.157088 -27.837435 1.0362 0.8026 1.2427 0.5277
57308 GOODS-S 1.1420 CANDELS 53.153969 -27.837212 0.8323 0.6052 1.1364 0.4183
57323 GOODS-S 1.1250 CANDELS 53.198115 -27.836844 2.1855 5.8745 1.1157 1.0724
57446 GOODS-S 0.6590 CANDELS 53.152157 -27.835112 1.1377 0.0901 1.2607 0.0492
57472 GOODS-S 0.6610 CANDELS 53.152781 -27.836504 -2.6052 25.1988 -5.8776 20.1839
57524 GOODS-S 0.6450 CANDELS 53.153868 -27.836583 1.1742 0.5367 1.2599 0.2574
57642 GOODS-S 1.1690 CANDELS 53.155423 -27.835827 1.2950 0.4892 1.1538 0.2602
57648 GOODS-S 1.0670 CANDELS 53.211357 -27.835301 1.1336 0.4279 1.7618 0.2967
57685 GOODS-S 0.7450 CANDELS 53.152486 -27.834321 0.9376 0.0791 1.3017 0.0555
57737 GOODS-S 1.0790 CANDELS 53.214837 -27.836069 1.0257 0.3305 1.4631 0.2075
57822 GOODS-S 1.0130 CANDELS 53.144044 -27.835109 1.1204 0.2766 1.0838 0.1474
58015 GOODS-S 0.7890 CANDELS 53.208870 -27.835862 3.1625 5.5517 3.1634 3.2356
58181 GOODS-S 0.6690 CANDELS 53.168022 -27.832514 1.3893 0.1258 1.8793 0.0833
58222 GOODS-S 0.7190 CANDELS 53.208757 -27.834432 1.0473 0.1558 1.3265 0.0924
58355 GOODS-S 1.1420 CANDELS 53.212338 -27.835410 1.3176 1.5023 0.8710 0.5458
58615 GOODS-S 1.0190 CANDELS 53.157928 -27.834274 1.1619 0.4726 1.1182 0.2490
