# pearsid  field  ra  dec  zspec  zspec_source  zspec_qual  netsig  imag
114737 GOODS-S 53.0870275 -27.725601 -99.0000 -99.0 - 45.70 25.13
132173 GOODS-S 53.0871365 -27.689641 -99.0000 -99.0 - 35.52 25.01
127128 GOODS-S 53.0871748 -27.700241 1.7088 3D_HST A 59.86 24.82
110824 GOODS-S 53.0873090 -27.734219 -99.0000 -99.0 - 31.56 25.32
104442 GOODS-S 53.0873479 -27.743008 -99.0000 -99.0 - 481.78 21.41
120060 GOODS-S 53.0873987 -27.715734 -99.0000 -99.0 - 20.96 25.70
127069 GOODS-S 53.0874340 -27.701031 -99.0000 -99.0 - 25.42 25.86
132368 GOODS-S 53.0875705 -27.689328 -99.0000 -99.0 - 30.06 25.93
117391 GOODS-S 53.0876734 -27.719480 -99.0000 -99.0 - 891.15 21.36
114901 GOODS-S 53.0877614 -27.725372 -99.0000 -99.0 - 48.47 25.00
119050 GOODS-S 53.0878521 -27.717205 -99.0000 -99.0 - 135.05 23.74
112423 GOODS-S 53.0879557 -27.730640 -99.0000 -99.0 - 30.21 25.70
101955 GOODS-S 53.0881187 -27.753015 -99.0000 -99.0 - 148.99 23.23
133150 GOODS-S 53.0881385 -27.685179 1.1170 Morris_201 3 145.07 22.35
121655 GOODS-S 53.0882369 -27.712618 -99.0000 -99.0 - 33.84 25.43
111365 GOODS-S 53.0882797 -27.731851 -99.0000 -99.0 - 62.41 24.28
97560 GOODS-S 53.0885777 -27.761202 -99.0000 -99.0 - 364.71 21.91
121350 GOODS-S 53.0886759 -27.712797 -99.0000 -99.0 - 28.04 25.63
136823 GOODS-S 53.0887697 -27.680886 5.2920 VLT_2008 A 23.59 25.99
122201 GOODS-S 53.0888769 -27.708068 -99.0000 -99.0 - 391.94 21.95
122628 GOODS-S 53.0891285 -27.710563 -99.0000 -99.0 - 29.68 25.72
137828 GOODS-S 53.0891366 -27.679097 -99.0000 -99.0 - 40.90 25.52
120967 GOODS-S 53.0892460 -27.713869 -99.0000 -99.0 - 32.78 25.20
122449 GOODS-S 53.0892633 -27.708657 0.7420 Morris_201 1 480.33 21.54
102640 GOODS-S 53.0892983 -27.750698 -99.0000 -99.0 - 128.71 23.29
110422 GOODS-S 53.0893752 -27.734460 -99.0000 -99.0 - 55.77 24.51
137226 GOODS-S 53.0896220 -27.679173 -99.0000 -99.0 - 140.91 23.40
110839 GOODS-S 53.0896555 -27.732986 -99.0000 -99.0 - 935.15 21.42
102352 GOODS-S 53.0897905 -27.752398 -99.0000 -99.0 - 42.51 24.93
123477 GOODS-S 53.0898929 -27.706539 0.6266 3D_HST A 586.03 21.53
123167 GOODS-S 53.0899264 -27.708633 -99.0000 -99.0 - 71.91 24.50
128095 GOODS-S 53.0900348 -27.698489 -99.0000 -99.0 - 18.19 25.62
126245 GOODS-S 53.0900888 -27.702665 -99.0000 -99.0 - 19.35 25.54
124313 GOODS-S 53.0901271 -27.706733 -99.0000 -99.0 - 473.12 23.07
114196 GOODS-S 53.0902578 -27.726281 -99.0000 -99.0 - 75.90 24.69
134787 GOODS-S 53.0902606 -27.682261 1.0450 VLT_2008 B 123.16 23.31
134467 GOODS-S 53.0903726 -27.685008 -99.0000 -99.0 - 23.80 25.99
122913 GOODS-S 53.0903764 -27.709510 -99.0000 -99.0 - 46.70 24.95
123686 GOODS-S 53.0904599 -27.706531 -99.0000 -99.0 - 587.80 22.08
117521 GOODS-S 53.0904913 -27.720322 -99.0000 -99.0 - 23.47 25.39
119959 GOODS-S 53.0905412 -27.715304 2.3052 3D_HST A 69.93 24.32
100001 GOODS-S 53.0906403 -27.745015 0.2960 K20 A 703.19 20.62
113319 GOODS-S 53.0908613 -27.728678 -99.0000 -99.0 - 29.00 25.84
112070 GOODS-S 53.0908719 -27.731197 1.3080 VLT_2008 B 57.03 24.84
131822 GOODS-S 53.0908940 -27.690085 -99.0000 -99.0 - 54.91 25.13
125541 GOODS-S 53.0910039 -27.703846 1.0208 3D_HST A 112.00 23.88
123236 GOODS-S 53.0910543 -27.708227 -99.0000 -99.0 - 75.26 24.29
116802 GOODS-S 53.0910850 -27.720700 -99.0000 -99.0 - 46.83 24.58
135243 GOODS-S 53.0910868 -27.683799 -99.0000 -99.0 - 44.83 25.75
99452 GOODS-S 53.0913226 -27.758460 -99.0000 -99.0 - 26.68 25.38
118673 GOODS-S 53.0914100 -27.717613 -99.0000 -99.0 - 45.46 24.62
122907 GOODS-S 53.0914104 -27.709959 -99.0000 -99.0 - 47.92 24.72
128250 GOODS-S 53.0914840 -27.698006 -99.0000 -99.0 - 62.66 24.29
124964 GOODS-S 53.0915128 -27.703895 1.0269 3D_HST A 129.02 23.34
120576 GOODS-S 53.0915442 -27.714400 -99.0000 -99.0 - 17.83 25.62
134573 GOODS-S 53.0916894 -27.683113 -99.0000 -99.0 - 231.64 22.99
97540 GOODS-S 53.0917001 -27.761727 -99.0000 -99.0 - 20.49 25.04
123779 GOODS-S 53.0918204 -27.707134 -99.0000 -99.0 - 39.64 24.80
134588 GOODS-S 53.0918260 -27.684476 -99.0000 -99.0 - 71.74 25.17
128541 GOODS-S 53.0918412 -27.696694 -99.0000 -99.0 - 23.63 25.32
127732 GOODS-S 53.0918769 -27.698265 -99.0000 -99.0 - 104.03 24.23
126747 GOODS-S 53.0920938 -27.701658 -99.0000 -99.0 - 57.39 24.69
112801 GOODS-S 53.0921863 -27.729025 0.5785 3D_HST A 220.81 23.04
121507 GOODS-S 53.0923129 -27.712163 1.6208 3D_HST A 80.12 24.02
133763 GOODS-S 53.0923301 -27.685616 -99.0000 -99.0 - 68.19 25.90
106061 GOODS-S 53.0924273 -27.744574 0.7240 Morris_201 1 42.92 24.58
122929 GOODS-S 53.0924462 -27.709815 -99.0000 -99.0 - 23.55 25.79
121785 GOODS-S 53.0926417 -27.712408 -99.0000 -99.0 - 20.12 25.75
120704 GOODS-S 53.0927297 -27.713785 -99.0000 -99.0 - 93.29 23.98
119714 GOODS-S 53.0927515 -27.714922 -99.0000 -99.0 - 102.20 23.98
135801 GOODS-S 53.0927678 -27.682074 -99.0000 -99.0 - 145.94 24.20
137013 GOODS-S 53.0929659 -27.680091 -99.0000 -99.0 - 144.28 24.14
104363 GOODS-S 53.0930004 -27.748771 -99.0000 -99.0 - 20.46 25.82
108497 GOODS-S 53.0930309 -27.735719 -99.0000 -99.0 - 2701.51 19.74
101450 GOODS-S 53.0930460 -27.752889 -99.0000 -99.0 - 17.60 25.73
123472 GOODS-S 53.0930594 -27.707373 1.0100 PEARS_ETGs Z 118.60 23.56
119210 GOODS-S 53.0931012 -27.717036 -99.0000 -99.0 - 49.74 24.48
109396 GOODS-S 53.0931607 -27.737726 -99.0000 -99.0 - 61.69 24.55
118923 GOODS-S 53.0935746 -27.717718 2.3019 3D_HST A 71.47 24.30
106683 GOODS-S 53.0936394 -27.744008 3.4940 Wuyts_2009 Z 52.32 24.93
120707 GOODS-S 53.0936516 -27.714504 -99.0000 -99.0 - 37.43 25.87
135917 GOODS-S 53.0937096 -27.682547 -99.0000 -99.0 - 71.11 25.75
125817 GOODS-S 53.0938132 -27.703364 1.3014 3D_HST A 54.62 24.54
137940 GOODS-S 53.0938212 -27.679095 -99.0000 -99.0 - 70.08 25.13
102587 GOODS-S 53.0939031 -27.751296 0.5442 3D_HST A 230.40 22.93
102100 GOODS-S 53.0939986 -27.753298 -99.0000 -99.0 - 20.88 25.92
128468 GOODS-S 53.0940722 -27.694773 0.5319 3D_HST A 675.91 21.31
114932 GOODS-S 53.0940949 -27.723820 -99.0000 -99.0 - 154.07 23.61
106067 GOODS-S 53.0940969 -27.740505 0.7380 K20 A 882.60 20.59
121303 GOODS-S 53.0943699 -27.710977 1.2100 3D_HST A 57.15 24.66
105522 GOODS-S 53.0944302 -27.745873 0.6711 3D_HST A 118.41 23.75
108642 GOODS-S 53.0944383 -27.734128 0.3110 K20 A 868.68 21.42
100977 GOODS-S 53.0946390 -27.754642 -99.0000 -99.0 - 32.16 25.45
133586 GOODS-S 53.0946862 -27.686449 -99.0000 -99.0 - 97.27 25.11
129096 GOODS-S 53.0946905 -27.694627 1.5194 3D_HST A 320.26 23.50
115331 GOODS-S 53.0947149 -27.723573 0.7350 3D_HST A 318.31 22.68
125930 GOODS-S 53.0948048 -27.703213 1.8335 3D_HST A 60.37 24.49
103778 GOODS-S 53.0948091 -27.749798 -99.0000 -99.0 - 71.12 24.04
106246 GOODS-S 53.0949610 -27.744182 -99.0000 -99.0 - 82.07 24.45
99892 GOODS-S 53.0951005 -27.755100 1.0870 VLT_2008 A 93.64 23.78
118459 GOODS-S 53.0952520 -27.717270 0.6710 VVDS B 104.73 23.35
131388 GOODS-S 53.0953249 -27.690280 -99.0000 -99.0 - 126.82 24.11
102132 GOODS-S 53.0953361 -27.752192 -99.0000 -99.0 - 81.87 24.14
116911 GOODS-S 53.0953380 -27.720896 1.5610 Morris_201 1 45.01 24.82
133071 GOODS-S 53.0953824 -27.687515 -99.0000 -99.0 - 106.30 24.83
109016 GOODS-S 53.0953996 -27.737633 -99.0000 -99.0 - 59.29 24.72
128795 GOODS-S 53.0954658 -27.696869 -99.0000 -99.0 - 39.36 25.80
106646 GOODS-S 53.0954705 -27.744029 -99.0000 -99.0 - 27.47 25.64
110654 GOODS-S 53.0955178 -27.734268 -99.0000 -99.0 - 36.68 25.26
125052 GOODS-S 53.0957267 -27.704773 -99.0000 -99.0 - 55.35 24.13
120725 GOODS-S 53.0958203 -27.714173 -99.0000 -99.0 - 37.28 24.83
118671 GOODS-S 53.0958275 -27.717957 -99.0000 -99.0 - 25.62 25.75
114108 GOODS-S 53.0958923 -27.725411 0.7400 PEARS_ETGs Z 321.70 22.46
120825 GOODS-S 53.0960605 -27.707305 0.7328 VIMOS_10_M A 272.75 22.03
112370 GOODS-S 53.0960800 -27.730874 -99.0000 -99.0 - 32.67 25.61
125992 GOODS-S 53.0962261 -27.703007 -99.0000 -99.0 - 23.08 25.67
120512 GOODS-S 53.0963167 -27.714812 -99.0000 -99.0 - 23.09 25.95
99136 GOODS-S 53.0963203 -27.758902 -99.0000 -99.0 - 33.03 25.43
119325 GOODS-S 53.0963912 -27.717072 -99.0000 -99.0 - 31.56 25.91
127811 GOODS-S 53.0964157 -27.698182 -99.0000 -99.0 - 83.72 23.88
106859 GOODS-S 53.0965076 -27.739684 0.7380 K20 A 305.43 22.28
121817 GOODS-S 53.0965106 -27.711107 -99.0000 -99.0 - 41.77 24.48
132667 GOODS-S 53.0965382 -27.688214 -99.0000 -99.0 - 98.19 23.59
124360 GOODS-S 53.0965609 -27.705442 -99.0000 -99.0 - 48.56 24.46
128247 GOODS-S 53.0965945 -27.694152 -99.0000 -99.0 - 2829.02 19.59
104674 GOODS-S 53.0966804 -27.748383 -99.0000 -99.0 - 40.92 25.79
97327 GOODS-S 53.0966829 -27.762249 -99.0000 -99.0 - 31.71 25.29
125448 GOODS-S 53.0967672 -27.704331 -99.0000 -99.0 - 23.65 25.25
118171 GOODS-S 53.0967975 -27.719067 -99.0000 -99.0 - 24.33 25.79
105510 GOODS-S 53.0968380 -27.746524 -99.0000 -99.0 - 52.72 25.27
123285 GOODS-S 53.0968515 -27.708787 -99.0000 -99.0 - 53.46 24.89
102037 GOODS-S 53.0971197 -27.753407 -99.0000 -99.0 - 23.72 25.89
113632 GOODS-S 53.0971379 -27.727589 -99.0000 -99.0 - 43.54 25.24
107208 GOODS-S 53.0971826 -27.742252 1.2210 VLT_2008 B 60.75 24.45
126851 GOODS-S 53.0972159 -27.698643 1.5651 3D_HST A 65.59 23.76
124445 GOODS-S 53.0973126 -27.706514 -99.0000 -99.0 - 84.42 25.94
105016 GOODS-S 53.0973150 -27.746653 0.7480 Morris_201 1 91.93 23.85
96236 GOODS-S 53.0974957 -27.763928 -99.0000 -99.0 - 46.56 24.86
115462 GOODS-S 53.0975207 -27.721266 0.6150 VLT_2008 A 994.16 20.79
98923 GOODS-S 53.0976462 -27.757827 -99.0000 -99.0 - 34.71 25.28
109276 GOODS-S 53.0976975 -27.738382 -99.0000 -99.0 - 18.98 25.84
110508 GOODS-S 53.0978067 -27.735013 -99.0000 -99.0 - 33.08 25.17
122141 GOODS-S 53.0979504 -27.710666 -99.0000 -99.0 - 40.33 24.77
124143 GOODS-S 53.0980077 -27.706169 0.5174 3D_HST A 159.60 23.46
131501 GOODS-S 53.0980265 -27.691031 -99.0000 -99.0 - 29.31 25.12
120832 GOODS-S 53.0980851 -27.713729 1.6130 3D_HST A 78.97 24.29
123701 GOODS-S 53.0980903 -27.707662 -99.0000 -99.0 - 86.92 23.88
122097 GOODS-S 53.0981308 -27.711702 -99.0000 -99.0 - 66.11 24.71
100679 GOODS-S 53.0982604 -27.755856 -99.0000 -99.0 - 44.86 24.35
101176 GOODS-S 53.0983500 -27.754722 1.0398 VIMOS_10_M C 84.58 24.20
92755 GOODS-S 53.0983783 -27.766944 1.0330 VLT_2008 A 58.16 23.35
110664 GOODS-S 53.0984274 -27.732665 -99.0000 -99.0 - 46.43 24.80
105214 GOODS-S 53.0985008 -27.747156 -99.0000 -99.0 - 31.76 25.56
129975 GOODS-S 53.0985841 -27.693570 -99.0000 -99.0 - 155.48 23.23
118014 GOODS-S 53.0986800 -27.719088 0.9798 3D_HST A 156.02 23.60
109238 GOODS-S 53.0988432 -27.736580 1.9661 VIMOS_10_L C 114.36 23.03
96927 GOODS-S 53.0988750 -27.760032 -99.0000 -99.0 - 108.67 23.49
131222 GOODS-S 53.0990364 -27.691293 -99.0000 -99.0 - 39.26 25.25
130318 GOODS-S 53.0990372 -27.693552 -99.0000 -99.0 - 32.47 25.61
110650 GOODS-S 53.0990391 -27.734408 -99.0000 -99.0 - 48.67 24.67
131183 GOODS-S 53.0990567 -27.691566 -99.0000 -99.0 - 30.61 25.84
110733 GOODS-S 53.0991915 -27.733101 -99.0000 -99.0 - 41.26 25.12
116812 GOODS-S 53.0994113 -27.721953 -99.0000 -99.0 - 30.29 25.77
100756 GOODS-S 53.0994162 -27.755025 -99.0000 -99.0 - 52.72 24.83
125961 GOODS-S 53.0995101 -27.703196 -99.0000 -99.0 - 30.66 25.23
108716 GOODS-S 53.0995971 -27.739250 -99.0000 -99.0 - 21.33 25.74
104574 GOODS-S 53.0996185 -27.748350 -99.0000 -99.0 - 21.20 25.71
129711 GOODS-S 53.0997521 -27.694259 -99.0000 -99.0 - 45.42 24.82
112324 GOODS-S 53.0998180 -27.730301 1.3100 VVDS B 245.11 23.02
129060 GOODS-S 53.0998681 -27.696189 -99.0000 -99.0 - 39.63 25.00
102847 GOODS-S 53.1001026 -27.751121 1.1100 VLT_2008 A 97.39 23.93
106204 GOODS-S 53.1001040 -27.744870 -99.0000 -99.0 - 28.24 25.93
121302 GOODS-S 53.1001884 -27.713239 -99.0000 -99.0 - 45.13 25.11
120165 GOODS-S 53.1003300 -27.715375 -99.0000 -99.0 - 16.62 25.40
98332 GOODS-S 53.1004000 -27.759753 0.2599 3D_HST A 84.79 23.86
102445 GOODS-S 53.1004326 -27.752827 -99.0000 -99.0 - 16.46 26.00
93102 GOODS-S 53.1004687 -27.767594 -99.0000 -99.0 - 98.60 23.81
111478 GOODS-S 53.1004972 -27.732836 -99.0000 -99.0 - 30.24 25.93
94290 GOODS-S 53.1006472 -27.766726 0.8928 VIMOS_10_M A 75.79 23.35
124712 GOODS-S 53.1006810 -27.705969 -99.0000 -99.0 - 18.78 25.70
125478 GOODS-S 53.1006969 -27.703050 -99.0000 -99.0 - 508.65 22.45
111743 GOODS-S 53.1007859 -27.732319 -99.0000 -99.0 - 25.21 25.86
119476 GOODS-S 53.1008288 -27.716015 2.3027 VIMOS_10_L A 60.02 24.18
119260 GOODS-S 53.1010643 -27.717265 -99.0000 -99.0 - 35.13 25.32
106993 GOODS-S 53.1011624 -27.743079 -99.0000 -99.0 - 41.49 24.86
102846 GOODS-S 53.1011757 -27.751016 -99.0000 -99.0 - 24.69 25.19
127728 GOODS-S 53.1013538 -27.699645 -99.0000 -99.0 - 24.12 25.90
89484 GOODS-S 53.1013980 -27.773986 -99.0000 -99.0 - 21.58 24.76
92226 GOODS-S 53.1014533 -27.769601 -99.0000 -99.0 - 34.87 25.04
117328 GOODS-S 53.1015203 -27.720883 -99.0000 -99.0 - 86.04 24.63
110892 GOODS-S 53.1015569 -27.734209 -99.0000 -99.0 - 22.10 25.90
89031 GOODS-S 53.1016142 -27.773408 0.8950 K20 A 150.49 22.60
101849 GOODS-S 53.1016150 -27.753826 -99.0000 -99.0 - 61.00 24.80
126017 GOODS-S 53.1020465 -27.703099 -99.0000 -99.0 - 26.93 25.56
99252 GOODS-S 53.1020676 -27.758679 -99.0000 -99.0 - 23.76 25.30
120240 GOODS-S 53.1021652 -27.714891 -99.0000 -99.0 - 34.45 25.13
122596 GOODS-S 53.1021720 -27.710155 -99.0000 -99.0 - 18.46 25.89
107055 GOODS-S 53.1021737 -27.743426 -99.0000 -99.0 - 57.89 24.87
111549 GOODS-S 53.1024886 -27.729663 0.3090 VVDS B 505.67 22.06
89759 GOODS-S 53.1025404 -27.772278 1.2155 3D_HST A 78.09 23.68
130143 GOODS-S 53.1027500 -27.693690 -99.0000 -99.0 - 29.17 24.98
106641 GOODS-S 53.1027564 -27.744191 -99.0000 -99.0 - 49.98 25.38
99541 GOODS-S 53.1027740 -27.756058 1.5830 Morris_201 2 88.23 23.46
98764 GOODS-S 53.1027792 -27.759371 2.3118 3D_HST A 117.48 24.05
114960 GOODS-S 53.1028014 -27.725244 -99.0000 -99.0 - 17.02 25.80
99849 GOODS-S 53.1028807 -27.757776 -99.0000 -99.0 - 34.41 25.66
105009 GOODS-S 53.1030621 -27.747278 2.1915 3D_HST A 80.37 24.71
107195 GOODS-S 53.1031233 -27.741478 1.7061 3D_HST A 58.19 24.14
126562 GOODS-S 53.1031333 -27.701876 -99.0000 -99.0 - 37.33 25.09
119278 GOODS-S 53.1031749 -27.716064 -99.0000 -99.0 - 33.90 25.19
128091 GOODS-S 53.1032549 -27.698803 -99.0000 -99.0 - 19.75 25.86
90298 GOODS-S 53.1033353 -27.771633 1.3060 Trump_2013 4 77.21 23.94
121926 GOODS-S 53.1033562 -27.711260 2.0440 Morris_201 2 50.18 24.39
88578 GOODS-S 53.1034947 -27.774705 -99.0000 -99.0 - 1078.51 20.95
121242 GOODS-S 53.1035317 -27.713454 -99.0000 -99.0 - 38.95 25.08
91833 GOODS-S 53.1036198 -27.770641 -99.0000 -99.0 - 21.25 25.10
118578 GOODS-S 53.1036348 -27.717758 -99.0000 -99.0 - 34.67 24.68
96732 GOODS-S 53.1036769 -27.763169 -99.0000 -99.0 - 12.68 25.97
120549 GOODS-S 53.1037311 -27.714078 2.2560 3D_HST A 54.42 24.79
113919 GOODS-S 53.1037447 -27.727150 -99.0000 -99.0 - 59.32 24.93
118702 GOODS-S 53.1042902 -27.718353 -99.0000 -99.0 - 30.73 25.48
112943 GOODS-S 53.1044142 -27.728511 -99.0000 -99.0 - 113.44 23.64
90273 GOODS-S 53.1044549 -27.768290 0.5230 K20 A 281.83 22.07
106328 GOODS-S 53.1045596 -27.734214 -99.0000 -99.0 - 6091.11 17.99
124511 GOODS-S 53.1045722 -27.705423 1.6090 VLT_2008 B 237.61 24.71
108336 GOODS-S 53.1046138 -27.740445 -99.0000 -99.0 - 62.11 24.85
94854 GOODS-S 53.1047027 -27.765902 -99.0000 -99.0 - 45.75 24.42
101405 GOODS-S 53.1047531 -27.753344 0.7402 3D_HST A 204.60 23.10
124624 GOODS-S 53.1048552 -27.705219 1.6100 Morris_201 4 348.44 22.55
121911 GOODS-S 53.1049734 -27.712011 -99.0000 -99.0 - 64.49 24.60
115223 GOODS-S 53.1051384 -27.724025 -99.0000 -99.0 - 221.46 23.42
94550 GOODS-S 53.1051830 -27.766384 -99.0000 -99.0 - 22.60 25.78
99265 GOODS-S 53.1052419 -27.758086 1.5510 3D_HST A 57.40 24.48
99014 GOODS-S 53.1052463 -27.756648 0.6640 K20 A 641.43 21.37
117549 GOODS-S 53.1053333 -27.720140 -99.0000 -99.0 - 33.36 25.43
123843 GOODS-S 53.1053746 -27.706719 0.6130 VVDS D 322.49 22.41
108830 GOODS-S 53.1055319 -27.738329 -99.0000 -99.0 - 52.32 24.40
122896 GOODS-S 53.1055475 -27.709896 -99.0000 -99.0 - 18.75 25.96
122273 GOODS-S 53.1055662 -27.711394 -99.0000 -99.0 - 29.85 25.67
103116 GOODS-S 53.1056227 -27.750783 0.9750 VLT_2008 A 298.20 22.72
102075 GOODS-S 53.1056322 -27.753558 -99.0000 -99.0 - 36.84 25.47
120926 GOODS-S 53.1056529 -27.713716 -99.0000 -99.0 - 29.44 25.59
104514 GOODS-S 53.1056781 -27.747697 -99.0000 -99.0 - 46.36 24.94
106356 GOODS-S 53.1059032 -27.743851 -99.0000 -99.0 - 74.62 24.23
108943 GOODS-S 53.1059074 -27.738418 -99.0000 -99.0 - 70.05 24.13
90388 GOODS-S 53.1059353 -27.771416 0.8960 K20 A 353.71 22.08
122480 GOODS-S 53.1060249 -27.710744 -99.0000 -99.0 - 19.09 25.78
108465 GOODS-S 53.1061069 -27.740319 -99.0000 -99.0 - 19.76 25.81
112789 GOODS-S 53.1061108 -27.724322 0.6680 VLT_2008 A 956.00 20.53
126202 GOODS-S 53.1061942 -27.702739 -99.0000 -99.0 - 48.03 24.73
121534 GOODS-S 53.1062086 -27.712810 -99.0000 -99.0 - 26.75 25.73
121050 GOODS-S 53.1064277 -27.713423 -99.0000 -99.0 - 83.11 24.20
129156 GOODS-S 53.1065732 -27.695569 1.2333 3D_HST A 37.22 25.27
99490 GOODS-S 53.1065888 -27.758035 0.6670 VLT_2008 A 62.97 24.43
93984 GOODS-S 53.1069276 -27.765439 1.0320 Morris_201 3 189.92 23.26
118545 GOODS-S 53.1070205 -27.718227 2.2960 Trump_2013 1 22.83 25.30
111101 GOODS-S 53.1070918 -27.733556 -99.0000 -99.0 - 20.48 25.61
93923 GOODS-S 53.1071293 -27.767090 -99.0000 -99.0 - 42.67 24.62
125989 GOODS-S 53.1072801 -27.703407 -99.0000 -99.0 - 20.09 25.69
107823 GOODS-S 53.1072897 -27.741084 -99.0000 -99.0 - 92.69 23.80
121453 GOODS-S 53.1073168 -27.712592 -99.0000 -99.0 - 50.51 25.07
107136 GOODS-S 53.1073466 -27.741929 0.8910 K20 A 163.54 23.19
103422 GOODS-S 53.1073841 -27.749806 0.8320 ePEARS_CDF Z 283.60 23.00
103135 GOODS-S 53.1073896 -27.750493 0.2660 VVDS D 623.52 22.19
105224 GOODS-S 53.1074006 -27.746412 -99.0000 -99.0 - 27.23 25.20
116492 GOODS-S 53.1074486 -27.722294 -99.0000 -99.0 - 37.32 25.73
111633 GOODS-S 53.1074637 -27.731200 -99.0000 -99.0 - 103.87 23.88
100262 GOODS-S 53.1076565 -27.756683 -99.0000 -99.0 - 43.10 25.02
120898 GOODS-S 53.1076976 -27.712801 -99.0000 -99.0 - 88.90 24.10
122269 GOODS-S 53.1078483 -27.710664 1.6039 3D_HST A 78.38 24.79
120747 GOODS-S 53.1078834 -27.713641 -99.0000 -99.0 - 36.96 25.05
111982 GOODS-S 53.1079255 -27.728122 -99.0000 -99.0 - 2725.70 19.86
110494 GOODS-S 53.1079771 -27.733748 0.2780 K20 A 597.03 21.96
126553 GOODS-S 53.1080728 -27.702023 -99.0000 -99.0 - 43.53 24.95
101818 GOODS-S 53.1081053 -27.753966 2.7280 FW_13 A 29.87 25.92
129014 GOODS-S 53.1081218 -27.696305 -99.0000 -99.0 - 38.15 24.91
117225 GOODS-S 53.1081977 -27.720155 0.9720 VLT_2008 B 55.39 24.78
93128 GOODS-S 53.1082752 -27.767814 0.9957 3D_HST A 107.59 23.61
129359 GOODS-S 53.1082934 -27.695260 -99.0000 -99.0 - 41.63 24.41
101632 GOODS-S 53.1083098 -27.752084 0.3460 K20 A 280.99 22.22
128120 GOODS-S 53.1083405 -27.697398 -99.0000 -99.0 - 391.88 21.98
99152 GOODS-S 53.1084483 -27.758269 -99.0000 -99.0 - 120.96 23.32
122398 GOODS-S 53.1085211 -27.710151 1.6130 3D_HST A 50.61 24.99
109138 GOODS-S 53.1087103 -27.738537 -99.0000 -99.0 - 43.93 25.17
115502 GOODS-S 53.1087627 -27.724079 -99.0000 -99.0 - 41.67 25.81
115791 GOODS-S 53.1087798 -27.723614 1.4351 3D_HST A 74.28 24.79
114831 GOODS-S 53.1088506 -27.725431 -99.0000 -99.0 - 94.40 25.55
108833 GOODS-S 53.1089050 -27.738591 2.0300 Morris_201 2 81.25 24.19
99376 GOODS-S 53.1089597 -27.758483 -99.0000 -99.0 - 48.31 25.12
122364 GOODS-S 53.1089717 -27.710966 -99.0000 -99.0 - 22.15 25.66
107327 GOODS-S 53.1090113 -27.742559 1.6130 Morris_201 3 78.45 24.36
93627 GOODS-S 53.1090557 -27.767658 1.2210 VLT_2008 A 36.90 24.73
94561 GOODS-S 53.1091296 -27.766214 -99.0000 -99.0 - 26.69 25.67
108142 GOODS-S 53.1091962 -27.740643 -99.0000 -99.0 - 175.72 23.34
128166 GOODS-S 53.1092264 -27.698286 -99.0000 -99.0 - 30.16 25.38
101752 GOODS-S 53.1092273 -27.754132 -99.0000 -99.0 - 26.01 25.64
89685 GOODS-S 53.1092679 -27.773942 -99.0000 -99.0 - 23.34 25.55
95110 GOODS-S 53.1094215 -27.764092 1.1930 Morris_201 1 101.28 23.60
126649 GOODS-S 53.1094657 -27.701496 -99.0000 -99.0 - 27.39 25.07
87259 GOODS-S 53.1094858 -27.775934 0.7380 K20 A 51.22 22.82
98048 GOODS-S 53.1095470 -27.760050 1.0500 PEARS_ETGs Z 227.42 23.23
122756 GOODS-S 53.1096779 -27.708972 0.7255 3D_HST A 86.12 24.05
126643 GOODS-S 53.1097022 -27.699466 -99.0000 -99.0 - 303.77 22.04
125248 GOODS-S 53.1097503 -27.702675 0.9360 Morris_201 4 35.56 22.73
101457 GOODS-S 53.1098403 -27.754255 -99.0000 -99.0 - 72.19 24.42
127430 GOODS-S 53.1098567 -27.699838 -99.0000 -99.0 - 49.16 24.87
115877 GOODS-S 53.1099243 -27.722654 1.1107 3D_HST A 112.49 23.67
103824 GOODS-S 53.1100290 -27.749709 -99.0000 -99.0 - 31.29 25.32
127139 GOODS-S 53.1103447 -27.700625 1.7690 Morris_201 3 28.23 24.73
101313 GOODS-S 53.1104533 -27.754665 -99.0000 -99.0 - 28.48 25.22
104934 GOODS-S 53.1104569 -27.747340 -99.0000 -99.0 - 33.96 25.39
116191 GOODS-S 53.1105035 -27.717711 -99.0000 -99.0 - 839.00 20.90
109605 GOODS-S 53.1106933 -27.737136 -99.0000 -99.0 - 42.21 25.16
121886 GOODS-S 53.1108744 -27.711435 1.0208 3D_HST A 113.46 23.92
113270 GOODS-S 53.1109463 -27.727816 0.5605 3D_HST A 134.10 23.57
128451 GOODS-S 53.1111489 -27.697861 -99.0000 -99.0 - 22.16 25.83
95513 GOODS-S 53.1111697 -27.765222 -99.0000 -99.0 - 26.55 25.97
112578 GOODS-S 53.1113057 -27.727823 0.5500 PEARS_ETGs Z 506.30 21.92
97943 GOODS-S 53.1114181 -27.761097 2.0057 3D_HST A 55.90 24.58
111268 GOODS-S 53.1115250 -27.732805 1.6110 Kurk_2012 A 42.59 25.11
99275 GOODS-S 53.1115676 -27.758484 1.1220 Morris_201 2 88.80 24.63
115199 GOODS-S 53.1116936 -27.724625 -99.0000 -99.0 - 57.13 24.38
126319 GOODS-S 53.1117072 -27.699005 1.6140 VLT_2008 A 118.27 22.77
108348 GOODS-S 53.1117556 -27.740158 1.6130 VLT_2008 A 122.68 23.68
93986 GOODS-S 53.1117814 -27.767191 2.0771 3D_HST A 51.78 24.77
