# The 3DHST ID is specific to its north or south catalog. Currently using 3DHST v4.1.5 catalog.
# pears_id threed_north_idv415 pears_ra pears_dec threed_ra threed_dec
61049 16201 189.178123 62.222131 189.178101 62.222134
85825 25365 189.178135 62.266346 189.178116 62.266342
95795 29126 189.178168 62.286051 189.178162 62.286045
67893 18650 189.178172 62.234127 189.178162 62.234131
82804 24447 189.178173 62.261876 189.178238 62.261856
65922 17886 189.178197 62.230613 189.178177 62.230621
41552 9070 189.178243 62.187487 189.178238 62.187485
93719 28163 189.178245 62.280924 189.178253 62.280918
47602 11268 189.178255 62.198414 189.178253 62.198421
71675 20047 189.178326 62.240787 189.178329 62.240788
30711 6082 189.178398 62.170575 189.178406 62.170578
70082 19467 189.178410 62.238050 189.178421 62.238060
64394 17502 189.178468 62.228348 189.178482 62.228352
69115 19312 189.178517 62.236751 189.178513 62.236752
86134 25443 189.178578 62.266857 189.178528 62.266861
52452 13239 189.178640 62.207737 189.178635 62.207748
83576 24387 189.178757 62.261979 189.178741 62.261978
85372 25238 189.178799 62.265709 189.178818 62.265709
48937 12475 189.178849 62.204545 189.178848 62.204544
44835 10286 189.178870 62.193691 189.178879 62.193687
41145 8868 189.178982 62.186704 189.179001 62.186699
28198 5418 189.179008 62.165971 189.178986 62.165985
88207 26339 189.179041 62.270856 189.179031 62.270866
52566 13230 189.179041 62.207404 189.179001 62.207420
88344 26367 189.179075 62.271135 189.179077 62.271137
33235 6618 189.179317 62.175093 189.179321 62.175091
38101 7936 189.179320 62.182016 189.179306 62.182011
83434 24539 189.179330 62.262564 189.179321 62.262569
89993 27000 189.179370 62.275523 189.179367 62.275528
91329 27399 189.179433 62.276663 189.179398 62.276661
62543 16960 189.179443 62.225736 189.179459 62.225750
93137 28053 189.179476 62.280171 189.179474 62.280170
92018 27667 189.179502 62.277902 189.179474 62.277885
39466 8780 189.179531 62.185719 189.179535 62.185719
60455 16175 189.179615 62.221657 189.179657 62.221645
36373 7500 189.179677 62.179097 189.179703 62.179104
52497 13296 189.179755 62.207808 189.179749 62.207809
88964 26621 189.179795 62.272321 189.179825 62.272324
99917 30343 189.179800 62.292621 189.179794 62.292629
64523 17898 189.179820 62.229866 189.179810 62.229870
53471 13774 189.179822 62.211731 189.179825 62.211735
87585 26239 189.179891 62.273634 189.179901 62.273636
59911 15722 189.179935 62.219957 189.179932 62.219955
45026 10715 189.179994 62.196666 189.179993 62.196674
40322 8707 189.179998 62.185585 189.179993 62.185589
51468 12686 189.180011 62.205349 189.179993 62.205345
99103 30190 189.180023 62.291414 189.179993 62.291405
75127 21497 189.180114 62.247680 189.180130 62.247700
86234 25684 189.180129 62.267792 189.180130 62.267799
96721 29329 189.180187 62.286596 189.180191 62.286594
42245 9342 189.180190 62.188814 189.180191 62.188812
72473 20375 189.180209 62.242404 189.180206 62.242405
54172 13925 189.180315 62.210814 189.180328 62.210796
44678 10199 189.180357 62.193168 189.180359 62.193184
62376 17065 189.180433 62.225739 189.180435 62.225739
66217 18022 189.180451 62.231351 189.180435 62.231342
51030 12694 189.180462 62.205111 189.180466 62.205097
85556 25171 189.180469 62.265570 189.180450 62.265572
89514 26771 189.180486 62.274130 189.180481 62.274132
39987 8785 189.180572 62.185747 189.180573 62.185749
32279 6358 189.180581 62.172198 189.180588 62.172199
92378 27851 189.180581 62.281280 189.180557 62.281258
78827 22765 189.180704 62.253911 189.180679 62.253918
92233 27709 189.180716 62.278367 189.180725 62.278366
36654 7960 189.180740 62.181309 189.180710 62.181316
67551 18585 189.180792 62.233805 189.180801 62.233803
71891 20388 189.180827 62.242060 189.180832 62.242058
57960 15352 189.180842 62.217989 189.180862 62.217983
77232 22177 189.180867 62.251231 189.180862 62.251236
46546 11332 189.180909 62.197659 189.180908 62.197655
35816 7347 189.180915 62.178492 189.180908 62.178482
43283 9756 189.180958 62.190899 189.180954 62.190903
94095 28360 189.181001 62.281548 189.181000 62.281551
91541 27401 189.181123 62.276419 189.181122 62.276417
62465 16653 189.181139 62.224924 189.181152 62.224937
65058 17667 189.181258 62.229497 189.181259 62.229507
87545 26401 189.181343 62.273530 189.181320 62.273521
79928 23950 189.181350 62.258988 189.181351 62.258987
42517 9428 189.181399 62.189277 189.181412 62.189278
90906 27231 189.181466 62.275796 189.181473 62.275795
68718 19067 189.181482 62.235824 189.181473 62.235832
76917 22406 189.181488 62.251585 189.181473 62.251591
46348 10784 189.181514 62.196058 189.181519 62.196041
42446 9624 189.181573 62.189938 189.181564 62.189953
50422 12747 189.181790 62.205071 189.181793 62.205078
89030 26570 189.182057 62.272922 189.182053 62.272926
50605 12556 189.182088 62.204344 189.182114 62.204327
27630 5404 189.182149 62.166050 189.182159 62.166054
60048 15883 189.182190 62.220528 189.182190 62.220520
83919 24709 189.182194 62.262890 189.182190 62.262894
65109 18157 189.182283 62.232455 189.182297 62.232456
64018 17760 189.182360 62.229536 189.182343 62.229538
42385 9313 189.182493 62.188888 189.182480 62.188892
43079 9639 189.182511 62.190484 189.182495 62.190475
43618 10224 189.182566 62.195238 189.182571 62.195244
82009 24090 189.182652 62.260130 189.182663 62.260136
54644 14082 189.182701 62.211542 189.182709 62.211544
97977 30182 189.182758 62.292272 189.182739 62.292282
56602 14929 189.182866 62.215622 189.182907 62.215607
43894 10256 189.182895 62.192837 189.182922 62.192833
94867 28584 189.182958 62.284898 189.182953 62.284901
88948 26486 189.182972 62.272466 189.182968 62.272472
37522 7724 189.183013 62.180725 189.182999 62.180721
99522 30274 189.183022 62.292023 189.182983 62.291988
39842 8706 189.183181 62.185293 189.183197 62.185299
42407 9527 189.183203 62.189154 189.183212 62.189182
54641 14319 189.183222 62.213921 189.183243 62.213921
58891 15792 189.183272 62.219992 189.183212 62.219986
49824 12177 189.183449 62.202655 189.183456 62.202660
74930 21534 189.183489 62.247399 189.183472 62.247398
40010 8550 189.183524 62.184991 189.183517 62.184998
60546 16011 189.183564 62.221119 189.183563 62.221115
85879 25392 189.183596 62.266385 189.183594 62.266392
68935 19140 189.183655 62.236143 189.183655 62.236137
59363 15819 189.183817 62.219687 189.183777 62.219662
54600 14140 189.183880 62.212462 189.183823 62.212456
82400 24018 189.183918 62.260039 189.183929 62.260040
41083 9003 189.183923 62.187064 189.183990 62.187065
42294 9585 189.183932 62.189725 189.183960 62.189709
69005 18992 189.184014 62.235849 189.183975 62.235844
72081 20252 189.184091 62.241727 189.184067 62.241726
54848 14330 189.184130 62.213292 189.184143 62.213291
54327 14076 189.184139 62.211217 189.184128 62.211220
100893 30751 189.184148 62.294809 189.184174 62.294827
87070 25956 189.184323 62.268977 189.184341 62.268978
55638 14718 189.184384 62.214486 189.184402 62.214474
79135 23120 189.184527 62.255118 189.184525 62.255116
35700 7269 189.184548 62.178008 189.184540 62.178013
38348 8110 189.184575 62.182668 189.184601 62.182671
64383 17328 189.184593 62.227897 189.184601 62.227917
75148 21372 189.184605 62.247384 189.184662 62.247364
98732 30077 189.184649 62.293561 189.184692 62.293564
66233 18091 189.184701 62.231576 189.184723 62.231598
29227 5686 189.184713 62.167707 189.184708 62.167709
74776 21543 189.184802 62.248041 189.184784 62.248055
41018 8996 189.184953 62.187049 189.184952 62.187046
40991 9623 189.184961 62.192549 189.184967 62.192551
28845 5654 189.184987 62.167662 189.184982 62.167667
33994 6948 189.184999 62.176275 189.185028 62.176285
34427 6884 189.184999 62.176939 189.184982 62.176949
54732 14297 189.185141 62.212260 189.185135 62.212261
36842 7892 189.185144 62.181358 189.185150 62.181347
65727 17806 189.185150 62.230473 189.185181 62.230450
80090 23218 189.185227 62.256183 189.185211 62.256184
60049 15791 189.185239 62.220297 189.185242 62.220299
93448 28134 189.185245 62.280590 189.185242 62.280598
31200 6108 189.185403 62.171655 189.185394 62.171654
45117 10812 189.185414 62.195487 189.185394 62.195496
43235 9554 189.185460 62.190381 189.185394 62.190392
64366 17861 189.185497 62.229840 189.185501 62.229847
82035 23899 189.185634 62.259573 189.185638 62.259567
56663 15242 189.185792 62.217938 189.185791 62.217941
39614 8680 189.185798 62.185016 189.185806 62.185020
98465 29954 189.185818 62.290293 189.185806 62.290276
90095 26927 189.185824 62.274127 189.185822 62.274124
60666 16170 189.185897 62.221923 189.185898 62.221916
30256 5900 189.185923 62.169739 189.185928 62.169735
75429 21487 189.186019 62.247800 189.186005 62.247795
52180 13344 189.186039 62.207624 189.186035 62.207626
62626 16774 189.186076 62.225176 189.186066 62.225178
94671 28664 189.186105 62.283823 189.186111 62.283825
100063 30427 189.186129 62.292638 189.186127 62.292645
32540 6810 189.186135 62.176102 189.186142 62.176090
46595 11204 189.186150 62.197313 189.186142 62.197327
28561 5554 189.186186 62.167066 189.186188 62.167076
33945 6765 189.186217 62.175553 189.186218 62.175545
29671 5814 189.186222 62.168780 189.186188 62.168774
58831 15476 189.186250 62.218547 189.186249 62.218548
92978 27934 189.186352 62.279926 189.186356 62.279926
45696 10706 189.186395 62.195462 189.186432 62.195492
99370 30270 189.186404 62.292415 189.186401 62.292416
92334 27773 189.186429 62.278788 189.186462 62.278793
47766 11442 189.186447 62.199177 189.186432 62.199188
44001 10211 189.186480 62.192633 189.186478 62.192635
99871 30567 189.186526 62.293987 189.186539 62.293987
70677 19860 189.186585 62.239519 189.186569 62.239521
58862 15495 189.186635 62.218669 189.186646 62.218681
75659 21732 189.186664 62.248714 189.186661 62.248718
60788 16037 189.186704 62.221537 189.186737 62.221542
96703 29300 189.186774 62.287754 189.186783 62.287758
99445 30181 189.186777 62.291896 189.186844 62.291901
47617 11818 189.186828 62.200055 189.186829 62.200062
37616 8033 189.186893 62.181903 189.186905 62.181908
68021 18939 189.186916 62.235007 189.186920 62.235012
58357 15470 189.186996 62.217973 189.187012 62.217968
93154 28027 189.187088 62.279851 189.187073 62.279858
87433 26139 189.187144 62.271319 189.187149 62.271317
28638 5774 189.187245 62.169848 189.187241 62.169830
41064 9216 189.187316 62.187679 189.187317 62.187660
38042 7994 189.187343 62.182092 189.187347 62.182091
90907 27236 189.187457 62.275529 189.187454 62.275524
54220 14039 189.187491 62.211007 189.187500 62.211014
99653 30423 189.187575 62.293254 189.187576 62.293266
56035 14709 189.187586 62.214223 189.187592 62.214199
88681 26487 189.187590 62.271915 189.187576 62.271912
74769 21333 189.187733 62.246789 189.187790 62.246788
48017 11549 189.187767 62.199478 189.187759 62.199490
46687 11477 189.187768 62.198382 189.187775 62.198387
77596 22652 189.187838 62.252627 189.187851 62.252617
41546 9301 189.187850 62.188138 189.187836 62.188148
93657 28202 189.187945 62.281189 189.187958 62.281185
40118 8564 189.187997 62.185206 189.188034 62.185215
88098 26223 189.188126 62.270943 189.188126 62.270939
49221 11992 189.188162 62.201537 189.188141 62.201542
37116 7614 189.188264 62.180167 189.188278 62.180172
34773 7075 189.188291 62.177028 189.188293 62.177040
93704 28209 189.188390 62.281209 189.188385 62.281204
74012 20873 189.188561 62.244947 189.188553 62.244942
39199 8800 189.188578 62.185737 189.188599 62.185745
52455 13092 189.188620 62.207150 189.188660 62.207146
68518 18887 189.188636 62.235300 189.188644 62.235298
35369 7162 189.188757 62.177349 189.188751 62.177345
46693 11291 189.188771 62.197849 189.188751 62.197838
45321 10763 189.188819 62.195236 189.188812 62.195240
45004 10395 189.188853 62.194028 189.188843 62.194042
46766 11397 189.188918 62.198477 189.188904 62.198483
65252 17709 189.188955 62.229750 189.188965 62.229736
52591 13144 189.189021 62.207439 189.188995 62.207447
52883 13593 189.189040 62.209381 189.189011 62.209377
89301 26616 189.189091 62.272358 189.189087 62.272362
65873 17887 189.189135 62.230580 189.189133 62.230583
60703 16658 189.189225 62.223869 189.189224 62.223869
47120 11360 189.189225 62.198100 189.189240 62.198105
49453 12539 189.189234 62.203787 189.189194 62.203796
79903 23423 189.189328 62.256443 189.189316 62.256447
64802 17524 189.189578 62.228934 189.189575 62.228935
42075 9619 189.189673 62.191069 189.189697 62.191063
62741 16691 189.189705 62.224969 189.189697 62.224979
87823 26165 189.189733 62.270464 189.189728 62.270466
98353 30208 189.190019 62.291874 189.190033 62.291874
84033 24749 189.190031 62.263208 189.190033 62.263218
58829 15721 189.190089 62.219124 189.190094 62.219131
54776 14132 189.190257 62.211658 189.190247 62.211662
75056 21398 189.190260 62.247668 189.190247 62.247681
99673 30314 189.190261 62.292100 189.190262 62.292103
78984 23178 189.190263 62.255731 189.190262 62.255733
34748 7081 189.190285 62.176711 189.190308 62.176743
47284 11373 189.190290 62.198322 189.190262 62.198334
41931 9297 189.190468 62.188402 189.190460 62.188400
98881 30070 189.190588 62.290661 189.190598 62.290657
70595 19818 189.190620 62.239395 189.190659 62.239407
48054 11524 189.190621 62.199257 189.190613 62.199257
72684 21022 189.190696 62.245107 189.190689 62.245113
88075 26175 189.190751 62.270210 189.190765 62.270218
47108 11047 189.190840 62.197380 189.190811 62.197380
74442 21211 189.191044 62.246367 189.191025 62.246372
35229 7109 189.191075 62.177090 189.191055 62.177090
57652 16267 189.191093 62.223841 189.191101 62.223843
69053 19350 189.191170 62.236696 189.191177 62.236698
65057 17544 189.191186 62.229112 189.191193 62.229122
88002 26194 189.191403 62.270218 189.191406 62.270218
78220 22503 189.191420 62.252912 189.191406 62.252914
41005 8810 189.191443 62.186428 189.191452 62.186436
99488 30366 189.191457 62.292642 189.191452 62.292645
54384 13864 189.191483 62.210633 189.191467 62.210644
36105 8114 189.191488 62.183611 189.191483 62.183613
97288 29492 189.191499 62.287646 189.191498 62.287647
48229 11900 189.191530 62.200388 189.191528 62.200394
45163 10291 189.191554 62.193884 189.191528 62.193882
55970 14583 189.191575 62.213999 189.191559 62.214001
94460 28530 189.191700 62.283567 189.191681 62.283558
78349 22563 189.191710 62.253148 189.191696 62.253147
77403 22200 189.191721 62.251354 189.191727 62.251350
92688 27909 189.191754 62.279309 189.191757 62.279308
65831 18363 189.191797 62.232340 189.191803 62.232342
74694 21414 189.191947 62.246939 189.191956 62.246910
40004 8743 189.191965 62.185513 189.191956 62.185509
63410 16994 189.192164 62.226301 189.192154 62.226299
30882 6029 189.192184 62.170113 189.192184 62.170113
53563 14158 189.192230 62.212921 189.192215 62.212929
37982 8122 189.192270 62.183849 189.192276 62.183849
44805 10772 189.192287 62.195841 189.192322 62.195827
74794 21546 189.192301 62.247729 189.192307 62.247730
59963 15914 189.192330 62.220517 189.192322 62.220516
84688 25004 189.192363 62.264342 189.192368 62.264347
44562 10280 189.192422 62.195027 189.192429 62.195030
52740 13401 189.192554 62.207912 189.192551 62.207912
77715 23121 189.192615 62.257590 189.192627 62.257610
52828 13352 189.192656 62.208081 189.192657 62.208084
41656 9399 189.192665 62.189024 189.192703 62.189034
62733 17073 189.192710 62.226035 189.192780 62.225971
43448 9725 189.192766 62.191064 189.192749 62.191063
87633 26192 189.192769 62.270162 189.192764 62.270168
53566 13563 189.192809 62.209301 189.192810 62.209305
48256 11639 189.192824 62.199942 189.192825 62.199940
39072 8518 189.192859 62.185520 189.192841 62.185482
76107 21921 189.192888 62.249808 189.192886 62.249832
89189 26610 189.192939 62.272353 189.192932 62.272354
87374 26103 189.192990 62.270738 189.192978 62.270737
81280 23749 189.193016 62.258769 189.193024 62.258801
83501 25742 189.193084 62.274823 189.193085 62.274826
42526 9520 189.193098 62.189706 189.193100 62.189697
65404 18224 189.193118 62.234639 189.193115 62.234638
77076 22013 189.193186 62.250753 189.193176 62.250759
80411 23631 189.193273 62.258074 189.193268 62.258076
82480 24189 189.193275 62.260625 189.193283 62.260616
78858 22674 189.193282 62.253730 189.193283 62.253731
69764 19614 189.193349 62.238438 189.193314 62.238426
37541 7775 189.193364 62.180941 189.193359 62.180943
70727 19749 189.193395 62.239198 189.193405 62.239204
48250 12042 189.193408 62.201279 189.193405 62.201282
86941 25830 189.193477 62.268496 189.193466 62.268497
97378 29567 189.193817 62.288842 189.193802 62.288849
46281 11194 189.193840 62.197592 189.193832 62.197594
56832 14888 189.193890 62.215352 189.193878 62.215351
46273 10759 189.193930 62.195997 189.193924 62.196003
88175 26326 189.193954 62.270996 189.193954 62.270996
48726 11862 189.194002 62.200867 189.194000 62.200874
48001 11446 189.194131 62.199211 189.194122 62.199215
36418 7588 189.194182 62.180293 189.194122 62.180286
69819 19374 189.194334 62.237569 189.194321 62.237560
47511 11293 189.194483 62.198332 189.194473 62.198334
79261 22899 189.194501 62.254755 189.194519 62.254761
88122 26311 189.194518 62.270764 189.194550 62.270779
96650 29437 189.194623 62.287764 189.194595 62.287762
72429 20460 189.194628 62.242616 189.194611 62.242611
73852 21231 189.194718 62.246112 189.194733 62.246101
83224 24320 189.194756 62.261532 189.194748 62.261532
59448 15839 189.194777 62.220087 189.194778 62.220089
38344 8068 189.194814 62.182501 189.194809 62.182503
53956 13882 189.194878 62.210304 189.194855 62.210308
93141 27993 189.194919 62.279646 189.194931 62.279659
88392 26492 189.195062 62.276825 189.195068 62.276848
87001 25916 189.195185 62.268837 189.195160 62.268845
82141 24278 189.195261 62.261281 189.195267 62.261288
38819 8210 189.195293 62.183122 189.195312 62.183121
30298 6167 189.195314 62.172276 189.195312 62.172272
45624 10893 189.195334 62.195790 189.195297 62.195805
72800 21047 189.195373 62.246516 189.195374 62.246517
92652 27860 189.195432 62.279048 189.195419 62.279053
69090 19546 189.195449 62.239460 189.195419 62.239445
52432 13103 189.195563 62.207250 189.195587 62.207249
30434 5948 189.195579 62.170301 189.195587 62.170319
30547 5943 189.195641 62.169625 189.195633 62.169628
44207 9997 189.195678 62.192413 189.195663 62.192413
48795 12056 189.195680 62.201494 189.195663 62.201492
65930 18143 189.195845 62.231403 189.195847 62.231415
28405 5468 189.195884 62.166573 189.195877 62.166576
47828 11416 189.195897 62.198986 189.195862 62.198975
54986 14118 189.196028 62.212037 189.196030 62.212032
80645 23831 189.196029 62.258362 189.196014 62.258362
52456 13473 189.196034 62.210251 189.196030 62.210258
37898 8006 189.196081 62.181954 189.196075 62.181953
63084 16937 189.196095 62.225853 189.196075 62.225845
50210 12341 189.196208 62.203478 189.196213 62.203480
96326 29145 189.196367 62.285917 189.196365 62.285912
69980 19371 189.196388 62.237769 189.196381 62.237774
42288 9231 189.196413 62.188683 189.196457 62.188683
68612 19434 189.196558 62.237297 189.196548 62.237297
64211 17579 189.196561 62.228320 189.196548 62.228313
88772 26530 189.196592 62.271906 189.196579 62.271912
48368 11570 189.196813 62.199713 189.196808 62.199718
50265 12294 189.196850 62.203511 189.196838 62.203510
31438 6137 189.196918 62.171243 189.196915 62.171246
96996 29404 189.196996 62.287907 189.196991 62.287903
51957 13305 189.197043 62.208544 189.197037 62.208549
29202 5704 189.197114 62.168008 189.197113 62.167999
84011 24804 189.197150 62.263572 189.197159 62.263584
78606 22627 189.197223 62.253505 189.197235 62.253502
83499 26059 189.197312 62.274485 189.197327 62.274479
67560 18712 189.197436 62.234167 189.197388 62.234188
88302 26383 189.197540 62.272337 189.197525 62.272339
62388 16871 189.197674 62.225022 189.197678 62.225025
35862 7414 189.197700 62.179453 189.197693 62.179451
77224 22096 189.197720 62.250961 189.197739 62.250957
46914 11143 189.197738 62.197467 189.197723 62.197472
35309 7344 189.197793 62.178752 189.197800 62.178753
49839 12381 189.197858 62.203129 189.197891 62.203144
75782 21920 189.197930 62.249582 189.197952 62.249611
48514 11837 189.198000 62.200709 189.197983 62.200714
56190 14821 189.198106 62.214635 189.198120 62.214642
84626 25059 189.198114 62.264728 189.198105 62.264725
97468 29594 189.198122 62.288333 189.198135 62.288334
96826 29323 189.198143 62.287065 189.198135 62.287079
68135 18635 189.198175 62.234245 189.198181 62.234245
32830 6464 189.198184 62.173264 189.198135 62.173279
91049 27534 189.198314 62.277802 189.198303 62.277798
37300 7765 189.198382 62.180695 189.198334 62.180691
68430 18868 189.198474 62.234959 189.198456 62.234966
43280 9655 189.198486 62.190661 189.198471 62.190674
35446 7151 189.198570 62.177371 189.198563 62.177368
66152 17917 189.198595 62.230935 189.198593 62.230930
65170 17670 189.198629 62.229511 189.198624 62.229511
84659 24843 189.198640 62.263913 189.198639 62.263908
37591 7938 189.198684 62.181443 189.198654 62.181450
69062 19049 189.198710 62.235981 189.198685 62.235989
41630 9440 189.198719 62.188955 189.198730 62.188957
56763 14993 189.198738 62.215525 189.198791 62.215523
78104 22444 189.198835 62.252532 189.198853 62.252541
97714 29676 189.198866 62.289126 189.198822 62.289120
44558 10183 189.198945 62.193077 189.198929 62.193069
41967 9134 189.198952 62.188044 189.198944 62.188042
61103 16106 189.198992 62.221948 189.198990 62.221947
91539 27430 189.199033 62.276530 189.199005 62.276531
76849 22453 189.199113 62.253579 189.199112 62.253586
70972 19753 189.199131 62.239297 189.199112 62.239292
52896 13640 189.199133 62.209159 189.199127 62.209160
39985 8614 189.199192 62.185103 189.199203 62.185104
64590 17551 189.199375 62.228932 189.199387 62.228920
35156 7312 189.199465 62.179304 189.199448 62.179306
33710 6748 189.199575 62.175494 189.199493 62.175518
40139 8555 189.199618 62.184985 189.199615 62.184982
59531 15816 189.199658 62.220145 189.199661 62.220158
73589 20806 189.199675 62.244410 189.199692 62.244415
43029 9552 189.199699 62.190166 189.199661 62.190220
69195 19094 189.199819 62.236347 189.199814 62.236343
58283 15299 189.199907 62.217546 189.199844 62.217548
31188 6098 189.199923 62.170630 189.199905 62.170631
44483 10175 189.199982 62.192771 189.199966 62.192772
97340 29523 189.200096 62.287779 189.200104 62.287777
63371 17589 189.200133 62.228621 189.200104 62.228645
85933 25431 189.200135 62.266419 189.200134 62.266426
90364 27139 189.200138 62.275581 189.200180 62.275593
64541 17618 189.200161 62.229315 189.200226 62.229366
94310 28442 189.200204 62.282107 189.200241 62.282104
47026 11133 189.200260 62.197399 189.200241 62.197395
56469 15178 189.200323 62.219179 189.200317 62.219189
54422 13948 189.200336 62.210914 189.200378 62.210941
35090 7169 189.200371 62.177168 189.200363 62.177174
69509 19373 189.200377 62.237364 189.200378 62.237362
35208 7092 189.200442 62.177007 189.200439 62.177006
76773 22513 189.200526 62.252329 189.200531 62.252335
50597 12532 189.200562 62.204134 189.200562 62.204140
38445 8444 189.200563 62.183952 189.200562 62.183956
79157 23513 189.200671 62.256963 189.200684 62.256969
78586 22737 189.200803 62.253919 189.200806 62.253925
30266 5920 189.200839 62.169801 189.200867 62.169781
81917 23832 189.200978 62.259284 189.200974 62.259289
70064 19711 189.200998 62.238469 189.200989 62.238464
85345 25303 189.201022 62.265679 189.201035 62.265682
59398 15902 189.201068 62.220516 189.201080 62.220520
49261 12472 189.201093 62.203861 189.201065 62.203854
72807 20545 189.201116 62.243425 189.201096 62.243435
38746 8266 189.201173 62.183386 189.201157 62.183384
68368 19221 189.201253 62.240707 189.201263 62.240704
41591 9164 189.201257 62.187901 189.201248 62.187912
69827 19591 189.201276 62.237959 189.201279 62.237953
45973 10870 189.201291 62.196087 189.201294 62.196083
54828 14286 189.201330 62.213845 189.201294 62.213848
76098 22213 189.201368 62.252073 189.201370 62.252075
68696 19316 189.201401 62.236793 189.201401 62.236794
78345 22873 189.201450 62.253779 189.201462 62.253780
92277 27790 189.201699 62.278597 189.201706 62.278603
46214 10939 189.201735 62.196234 189.201736 62.196236
80098 23268 189.201800 62.256371 189.201782 62.256371
58595 15386 189.201905 62.218043 189.201904 62.218040
85747 25498 189.201924 62.266601 189.201965 62.266609
59442 16117 189.201938 62.221290 189.201935 62.221298
82122 24300 189.201991 62.261290 189.201996 62.261284
68236 18730 189.202054 62.234522 189.202057 62.234516
60003 15926 189.202064 62.220639 189.202042 62.220634
61418 16337 189.202085 62.223005 189.202087 62.223011
97440 29639 189.202217 62.288408 189.202225 62.288391
68706 18988 189.202276 62.235508 189.202286 62.235516
36569 7756 189.202385 62.180277 189.202377 62.180279
61746 16752 189.202411 62.224541 189.202393 62.224545
44756 10539 189.202412 62.194457 189.202408 62.194458
49098 11872 189.202454 62.201096 189.202438 62.201103
83503 24795 189.202551 62.264620 189.202560 62.264622
49593 12079 189.202643 62.202169 189.202606 62.202171
50518 12677 189.202656 62.204389 189.202621 62.204399
44078 10338 189.202683 62.194841 189.202683 62.194843
73435 20847 189.202686 62.244483 189.202698 62.244495
38812 8177 189.202708 62.183166 189.202713 62.183166
50181 12493 189.202731 62.203943 189.202759 62.203953
36923 7608 189.202744 62.179887 189.202744 62.179890
37107 7634 189.202869 62.180148 189.202866 62.180141
58273 15259 189.202985 62.217358 189.202988 62.217361
51324 12754 189.203203 62.205317 189.203171 62.205315
59863 16214 189.203237 62.221803 189.203247 62.221813
58717 15437 189.203279 62.218257 189.203232 62.218285
48681 11769 189.203322 62.200588 189.203323 62.200588
76848 22144 189.203582 62.250698 189.203552 62.250694
78365 22550 189.203594 62.253229 189.203644 62.253231
82351 24145 189.203604 62.260399 189.203613 62.260422
75556 21743 189.203636 62.248798 189.203629 62.248798
30739 5994 189.203727 62.170345 189.203705 62.170330
74546 21522 189.203756 62.247513 189.203751 62.247509
94073 28365 189.203800 62.281809 189.203781 62.281811
37644 7978 189.203819 62.181588 189.203812 62.181583
49239 12118 189.203847 62.202227 189.203857 62.202225
47417 11186 189.203981 62.198028 189.203979 62.198025
61113 16375 189.204020 62.222756 189.204025 62.222759
84321 24674 189.204027 62.263223 189.204025 62.263233
54992 14394 189.204131 62.212768 189.204132 62.212761
83073 24471 189.204195 62.261746 189.204269 62.261780
48085 11641 189.204208 62.199775 189.204239 62.199757
59121 15702 189.204314 62.219388 189.204300 62.219391
78177 22755 189.204425 62.253425 189.204422 62.253429
37285 7645 189.204438 62.180293 189.204437 62.180290
51003 12994 189.204441 62.205905 189.204437 62.205910
60858 16454 189.204443 62.222733 189.204437 62.222748
87294 26373 189.204449 62.272405 189.204453 62.272404
37670 7880 189.204541 62.181352 189.204529 62.181358
62805 16721 189.204596 62.225155 189.204590 62.225163
46848 11190 189.204669 62.197389 189.204651 62.197384
44060 10117 189.204694 62.192348 189.204681 62.192348
80294 23310 189.204963 62.256626 189.204956 62.256634
38146 7929 189.204973 62.181933 189.204956 62.181934
31670 6244 189.205040 62.172098 189.205032 62.172100
92451 27864 189.205107 62.279298 189.205109 62.279289
82777 24129 189.205116 62.260708 189.205124 62.260712
71520 19935 189.205126 62.240391 189.205124 62.240391
45496 10968 189.205229 62.196807 189.205231 62.196808
33416 6600 189.205399 62.174242 189.205399 62.174240
85023 25146 189.205451 62.265009 189.205444 62.265003
48759 12154 189.205487 62.202031 189.205460 62.202026
50542 12454 189.205575 62.204041 189.205551 62.204037
47252 11393 189.205633 62.198629 189.205612 62.198631
46626 11159 189.205638 62.197392 189.205612 62.197399
86038 25773 189.205665 62.267924 189.205688 62.267925
57554 15796 189.205712 62.219798 189.205719 62.219803
79986 23301 189.205777 62.256364 189.205765 62.256374
81786 23978 189.205840 62.259846 189.205856 62.259846
46085 10786 189.205872 62.195955 189.205856 62.195965
42605 9360 189.205879 62.189178 189.205872 62.189178
40833 9028 189.205943 62.186895 189.205933 62.186897
59410 16736 189.205943 62.229700 189.205963 62.229710
91949 27331 189.206002 62.286656 189.205963 62.286640
40646 8816 189.206062 62.186043 189.206039 62.186035
60103 16173 189.206064 62.221296 189.206100 62.221313
31567 6235 189.206104 62.171734 189.206085 62.171719
75917 21720 189.206134 62.249044 189.206131 62.249046
55513 14576 189.206135 62.213547 189.206131 62.213547
66753 18898 189.206239 62.235220 189.206238 62.235222
70722 19740 189.206274 62.239265 189.206253 62.239250
51485 12780 189.206371 62.205590 189.206360 62.205589
34352 6955 189.206397 62.176370 189.206406 62.176380
91050 27230 189.206435 62.275513 189.206421 62.275513
53740 13822 189.206490 62.210018 189.206497 62.210026
69106 19468 189.206535 62.237425 189.206528 62.237434
55890 14531 189.206599 62.213873 189.206558 62.213886
80453 23295 189.206675 62.256767 189.206665 62.256779
50382 12318 189.206703 62.203530 189.206680 62.203533
82693 24124 189.206726 62.260614 189.206726 62.260616
