# Full paper table 3. Paste part of this into tex file to create shortened table.
# ID       RA    DEC       Field      zspec    zphot    zg     zspz    NetSig    D4000   iABmag
116653    GOODS-S    53.0776253    -27.721495    0.734    0.71$\substack{+0.04 \\ -0.04}$    0.68$\substack{+0.27 \\ -0.27}$    0.74$\substack{+0.07 \\ -0.07}$    122.59    1.30    23.08
133802    GOODS-S    53.0777266    -27.683883    0.710    1.06$\substack{+0.06 \\ -0.06}$    1.11$\substack{+0.41 \\ -0.41}$    1.11$\substack{+0.11 \\ -0.11}$    91.48     1.30    23.37
108892    GOODS-S    53.0779324    -27.736875    0.958    1.00$\substack{+0.04 \\ -0.05}$    0.90$\substack{+0.19 \\ -0.19}$    0.99$\substack{+0.08 \\ -0.09}$    144.69    1.50    22.61
121837    GOODS-S    53.0788672    -27.711738    1.021    1.33$\substack{+0.59 \\ -0.59}$    0.41$\substack{+0.65 \\ -0.65}$    0.86$\substack{+0.17 \\ -0.18}$    68.31     1.42    24.56
121095    GOODS-S    53.0792362    -27.711868    1.019    0.97$\substack{+0.02 \\ -0.02}$    1.01$\substack{+0.15 \\ -0.15}$    0.97$\substack{+0.05 \\ -0.05}$    151.16    1.70    23.43
135087    GOODS-S    53.0807722    -27.681003    0.682    0.99$\substack{+-99.99 \\ -99.99}$    0.46$\substack{+0.05 \\ -0.06}$    0.98$\substack{+0.02 \\ -0.02}$    714.63    1.39    21.07
117608    GOODS-S    53.0816361    -27.717718    0.640    0.73$\substack{+0.01 \\ -0.01}$    0.72$\substack{+0.10 \\ -0.10}$    0.72$\substack{+0.02 \\ -0.02}$    618.65    1.88    21.42
126762    GOODS-S    53.0823701    -27.701108    1.044    1.03$\substack{+0.04 \\ -0.04}$    1.05$\substack{+0.22 \\ -0.22}$    1.04$\substack{+0.14 \\ -0.14}$    90.52     1.63    24.20
103864    GOODS-S    53.0831714    -27.747170    0.783    0.77$\substack{+0.05 \\ -0.05}$    0.49$\substack{+0.51 \\ -0.51}$    0.77$\substack{+0.07 \\ -0.07}$    127.58    1.25    22.58
134389    GOODS-S    53.0854533    -27.683033    0.895    0.94$\substack{+0.02 \\ -0.02}$    0.83$\substack{+0.26 \\ -0.27}$    0.92$\substack{+0.05 \\ -0.05}$    170.14    1.27    22.36
122206    GOODS-S    53.0857115    -27.711341    0.997    0.94$\substack{+0.19 \\ -0.19}$    1.01$\substack{+0.42 \\ -0.42}$    0.92$\substack{+0.32 \\ -0.32}$    44.15     1.11    24.73
104774    GOODS-S    53.0861053    -27.746234    0.726    0.68$\substack{+0.02 \\ -0.02}$    0.72$\substack{+0.14 \\ -0.14}$    0.68$\substack{+0.03 \\ -0.03}$    365.72    1.61    21.95
132474    GOODS-S    53.0865015    -27.687486    0.683    0.64$\substack{+0.05 \\ -0.05}$    0.62$\substack{+0.25 \\ -0.25}$    0.66$\substack{+0.07 \\ -0.07}$    174.31    1.19    22.73
102640    GOODS-S    53.0892983    -27.750698    0.947    0.45$\substack{+0.05 \\ -0.06}$    0.49$\substack{+0.31 \\ -0.31}$    0.48$\substack{+0.13 \\ -0.13}$    128.71    1.21    23.29
134787    GOODS-S    53.0902606    -27.682261    1.045    1.27$\substack{+0.03 \\ -0.03}$    1.02$\substack{+0.33 \\ -0.33}$    1.25$\substack{+0.07 \\ -0.07}$    123.16    1.40    23.31
123472    GOODS-S    53.0930594    -27.707373    1.010    1.03$\substack{+0.02 \\ -0.02}$    0.99$\substack{+0.19 \\ -0.20}$    1.04$\substack{+0.05 \\ -0.05}$    118.60    1.74    23.56
106067    GOODS-S    53.0940969    -27.740505    0.738    0.80$\substack{+0.02 \\ -0.02}$    0.76$\substack{+0.32 \\ -0.33}$    0.80$\substack{+0.03 \\ -0.03}$    882.60    1.36    20.59
99892     GOODS-S    53.0951005    -27.755100    1.087    1.01$\substack{+0.03 \\ -0.03}$    1.03$\substack{+0.37 \\ -0.37}$    1.02$\substack{+0.06 \\ -0.06}$    93.64     1.15    23.78
118459    GOODS-S    53.0952520    -27.717270    0.671    0.68$\substack{+0.04 \\ -0.04}$    0.38$\substack{+0.61 \\ -0.61}$    0.66$\substack{+0.12 \\ -0.12}$    104.73    1.13    23.35
114108    GOODS-S    53.0958923    -27.725411    0.740    0.73$\substack{+0.02 \\ -0.02}$    0.72$\substack{+0.06 \\ -0.06}$    0.72$\substack{+0.03 \\ -0.03}$    321.70    1.72    22.46
120825    GOODS-S    53.0960605    -27.707305    0.733    0.70$\substack{+0.02 \\ -0.02}$    0.37$\substack{+0.24 \\ -0.24}$    0.67$\substack{+0.04 \\ -0.04}$    272.75    1.22    22.03
106859    GOODS-S    53.0965076    -27.739684    0.738    0.90$\substack{+0.02 \\ -0.02}$    0.30$\substack{+0.34 \\ -0.34}$    0.90$\substack{+0.05 \\ -0.05}$    305.43    1.29    22.28
107208    GOODS-S    53.0971826    -27.742252    1.221    1.14$\substack{+0.09 \\ -0.09}$    1.31$\substack{+0.63 \\ -0.63}$    1.19$\substack{+0.16 \\ -0.16}$    60.75     1.33    24.45
115462    GOODS-S    53.0975207    -27.721266    0.615    0.62$\substack{+0.01 \\ -0.01}$    0.37$\substack{+0.07 \\ -0.07}$    0.61$\substack{+0.01 \\ -0.01}$    994.16    1.32    20.79
92755     GOODS-S    53.0983783    -27.766944    1.033    1.22$\substack{+0.02 \\ -0.02}$    1.18$\substack{+0.45 \\ -0.45}$    1.22$\substack{+0.05 \\ -0.05}$    58.16     1.49    23.35
102847    GOODS-S    53.1001026    -27.751121    1.110    1.05$\substack{+0.04 \\ -0.04}$    1.10$\substack{+0.32 \\ -0.32}$    1.07$\substack{+0.07 \\ -0.07}$    97.39     1.26    23.93
93102     GOODS-S    53.1004687    -27.767594    1.225    1.16$\substack{+0.08 \\ -0.08}$    1.10$\substack{+0.40 \\ -0.40}$    1.14$\substack{+0.11 \\ -0.11}$    98.60     1.21    23.81
89031     GOODS-S    53.1016142    -27.773408    0.895    0.90$\substack{+0.02 \\ -0.02}$    0.89$\substack{+0.14 \\ -0.15}$    0.90$\substack{+0.04 \\ -0.04}$    150.49    1.79    22.60
108336    GOODS-S    53.1046138    -27.740445    1.220    1.17$\substack{+0.08 \\ -0.08}$    1.11$\substack{+0.47 \\ -0.47}$    1.21$\substack{+0.19 \\ -0.19}$    62.11     1.30    24.85
99014     GOODS-S    53.1052463    -27.756648    0.664    0.59$\substack{+0.02 \\ -0.02}$    0.47$\substack{+0.10 \\ -0.10}$    0.68$\substack{+0.04 \\ -0.04}$    641.43    1.29    21.37
123843    GOODS-S    53.1053746    -27.706719    0.613    0.36$\substack{+0.01 \\ -0.01}$    0.32$\substack{+0.27 \\ -0.27}$    0.30$\substack{+0.05 \\ -0.05}$    322.49    1.18    22.41
90388     GOODS-S    53.1059353    -27.771416    0.896    0.93$\substack{+0.01 \\ -0.01}$    0.77$\substack{+0.28 \\ -0.29}$    0.92$\substack{+0.02 \\ -0.02}$    353.71    1.27    22.08
112789    GOODS-S    53.1061108    -27.724322    0.668    0.66$\substack{+0.01 \\ -0.01}$    0.89$\substack{+0.24 \\ -0.25}$    0.63$\substack{+0.02 \\ -0.02}$    956.00    1.52    20.53
99490     GOODS-S    53.1065888    -27.758035    0.667    0.58$\substack{+0.11 \\ -0.11}$    0.53$\substack{+0.45 \\ -0.45}$    0.69$\substack{+0.20 \\ -0.20}$    62.97     1.33    24.43
107136    GOODS-S    53.1073466    -27.741929    0.891    0.98$\substack{+0.02 \\ -0.03}$    0.99$\substack{+0.35 \\ -0.35}$    0.99$\substack{+0.03 \\ -0.04}$    163.54    1.47    23.19
120898    GOODS-S    53.1076976    -27.712801    1.183    1.02$\substack{+0.05 \\ -0.05}$    1.02$\substack{+0.30 \\ -0.30}$    1.03$\substack{+0.13 \\ -0.13}$    88.90     1.46    24.10
117225    GOODS-S    53.1081977    -27.720155    0.972    0.96$\substack{+0.04 \\ -0.05}$    0.98$\substack{+0.31 \\ -0.31}$    0.97$\substack{+0.10 \\ -0.11}$    55.39     1.76    24.78
93627     GOODS-S    53.1090557    -27.767658    1.221    1.19$\substack{+0.13 \\ -0.13}$    1.17$\substack{+0.47 \\ -0.47}$    1.10$\substack{+0.19 \\ -0.19}$    36.90     1.23    24.73
87259     GOODS-S    53.1094858    -27.775934    0.738    0.63$\substack{+0.02 \\ -0.02}$    0.76$\substack{+-99.76 \\ -99.76}$    0.95$\substack{+-99.95 \\ -99.95}$    51.22     1.72    22.82
98048     GOODS-S    53.1095470    -27.760050    1.050    1.15$\substack{+0.01 \\ -0.01}$    1.21$\substack{+0.12 \\ -0.12}$    1.21$\substack{+0.05 \\ -0.05}$    227.42    1.88    23.23
98698     GOODS-S    53.1119356    -27.757828    0.831    0.99$\substack{+0.03 \\ -0.03}$    1.04$\substack{+0.43 \\ -0.43}$    0.99$\substack{+0.02 \\ -0.03}$    291.56    1.37    22.33
109900    GOODS-S    53.1128097    -27.734630    0.739    0.90$\substack{+0.08 \\ -0.08}$    0.41$\substack{+0.18 \\ -0.18}$    0.73$\substack{+0.07 \\ -0.07}$    370.58    1.13    22.40
113361    GOODS-S    53.1132340    -27.726632    0.668    0.74$\substack{+0.02 \\ -0.02}$    1.48$\substack{+1.02 \\ -1.02}$    0.73$\substack{+0.04 \\ -0.04}$    235.84    1.34    22.46
93370     GOODS-S    53.1138912    -27.767554    0.668    0.63$\substack{+0.02 \\ -0.02}$    0.64$\substack{+0.13 \\ -0.13}$    0.64$\substack{+0.04 \\ -0.04}$    264.66    1.57    22.66
113555    GOODS-S    53.1148764    -27.725394    0.607    0.68$\substack{+0.03 \\ -0.03}$    0.45$\substack{+0.25 \\ -0.25}$    0.71$\substack{+0.06 \\ -0.06}$    237.33    1.38    22.59
90791     GOODS-S    53.1149475    -27.767561    0.670    0.75$\substack{+0.02 \\ -0.02}$    0.49$\substack{+0.13 \\ -0.13}$    0.75$\substack{+0.02 \\ -0.02}$    545.22    1.37    20.78
102163    GOODS-S    53.1152531    -27.751588    1.110    1.01$\substack{+0.21 \\ -0.21}$    0.98$\substack{+0.35 \\ -0.36}$    0.98$\substack{+0.12 \\ -0.13}$    68.63     1.21    24.15
100543    GOODS-S    53.1156186    -27.755188    0.683    0.72$\substack{+0.04 \\ -0.04}$    0.39$\substack{+0.41 \\ -0.41}$    0.66$\substack{+0.07 \\ -0.07}$    171.69    1.17    23.33
88671     GOODS-S    53.1197250    -27.772304    0.735    0.72$\substack{+0.02 \\ -0.02}$    0.73$\substack{+0.10 \\ -0.10}$    0.74$\substack{+0.03 \\ -0.03}$    423.41    1.61    21.59
93946     GOODS-S    53.1206033    -27.766837    1.100    1.08$\substack{+0.07 \\ -0.07}$    1.42$\substack{+0.58 \\ -0.58}$    1.09$\substack{+0.15 \\ -0.15}$    42.54     1.63    24.69
88279     GOODS-S    53.1207384    -27.773213    0.737    0.87$\substack{+0.04 \\ -0.04}$    0.53$\substack{+0.31 \\ -0.31}$    0.87$\substack{+0.04 \\ -0.04}$    203.36    1.52    22.35
119016    GOODS-S    53.1209150    -27.715390    0.925    1.07$\substack{+0.05 \\ -0.05}$    1.01$\substack{+0.09 \\ -0.09}$    1.07$\substack{+0.04 \\ -0.04}$    227.45    1.61    22.46
121405    GOODS-S    53.1220735    -27.712453    0.880    1.09$\substack{+0.05 \\ -0.05}$    0.89$\substack{+0.22 \\ -0.23}$    1.06$\substack{+0.06 \\ -0.06}$    99.87     1.66    23.91
102153    GOODS-S    53.1237704    -27.751992    0.736    0.74$\substack{+0.03 \\ -0.03}$    0.65$\substack{+0.23 \\ -0.23}$    0.74$\substack{+0.06 \\ -0.06}$    278.79    1.17    22.47
110870    GOODS-S    53.1250970    -27.729791    0.670    0.73$\substack{+0.03 \\ -0.03}$    1.49$\substack{+1.10 \\ -1.10}$    0.73$\substack{+0.09 \\ -0.09}$    1001.01    1.21    20.05
97568     GOODS-S    53.1252542    -27.756535    0.955    1.37$\substack{+0.03 \\ -0.03}$    1.05$\substack{+0.65 \\ -0.65}$    1.36$\substack{+0.04 \\ -0.04}$    371.51    1.26    21.93
96481     GOODS-S    53.1252702    -27.759500    0.647    0.61$\substack{+0.03 \\ -0.03}$    0.45$\substack{+0.14 \\ -0.14}$    0.59$\substack{+0.04 \\ -0.04}$    441.75    1.25    21.70
98333     GOODS-S    53.1264391    -27.756544    1.223    1.20$\substack{+0.01 \\ -0.01}$    1.22$\substack{+0.36 \\ -0.36}$    1.20$\substack{+0.04 \\ -0.04}$    177.44    1.42    22.68
93759     GOODS-S    53.1598652    -27.766840    1.010    0.98$\substack{+0.08 \\ -0.08}$    0.99$\substack{+0.44 \\ -0.44}$    0.93$\substack{+0.14 \\ -0.15}$    90.93     1.13    24.09
87827     GOODS-S    53.1601613    -27.775527    0.630    0.61$\substack{+0.02 \\ -0.02}$    0.62$\substack{+0.09 \\ -0.09}$    0.62$\substack{+0.03 \\ -0.03}$    482.50    1.67    22.20
81011     GOODS-S    53.1603539    -27.784002    0.954    0.90$\substack{+0.03 \\ -0.03}$    0.97$\substack{+0.06 \\ -0.06}$    0.90$\substack{+0.03 \\ -0.03}$    418.65    1.58    21.92
23142     GOODS-S    53.1606733    -27.897112    0.620    0.69$\substack{+0.01 \\ -0.01}$    0.65$\substack{+0.16 \\ -0.16}$    0.69$\substack{+0.01 \\ -0.01}$    1358.70    1.65    20.38
103049    GOODS-S    53.1607879    -27.749989    0.979    0.98$\substack{+0.03 \\ -0.04}$    0.90$\substack{+0.39 \\ -0.39}$    0.97$\substack{+0.09 \\ -0.09}$    46.16     1.21    23.34
84625     GOODS-S    53.1608148    -27.775379    0.618    0.58$\substack{+0.01 \\ -0.01}$    0.43$\substack{+0.12 \\ -0.12}$    0.58$\substack{+0.03 \\ -0.03}$    479.65    1.28    21.68
92860     GOODS-S    53.1614988    -27.767621    0.680    0.64$\substack{+0.07 \\ -0.07}$    0.39$\substack{+0.43 \\ -0.43}$    0.68$\substack{+0.11 \\ -0.11}$    149.48    1.15    23.76
104292    GOODS-S    53.1616111    -27.746921    0.735    0.86$\substack{+0.04 \\ -0.04}$    0.71$\substack{+0.19 \\ -0.19}$    0.86$\substack{+0.04 \\ -0.04}$    199.46    1.51    21.98
83248     GOODS-S    53.1616316    -27.780247    0.619    0.59$\substack{+0.02 \\ -0.02}$    0.62$\substack{+0.12 \\ -0.12}$    0.59$\substack{+0.03 \\ -0.03}$    588.09    1.64    21.70
66708     GOODS-S    53.1617076    -27.819261    0.669    0.88$\substack{+0.03 \\ -0.03}$    0.34$\substack{+0.42 \\ -0.42}$    0.85$\substack{+0.09 \\ -0.09}$    244.11    1.26    22.88
63902     GOODS-S    53.1617459    -27.824573    0.820    0.82$\substack{+0.02 \\ -0.02}$    0.82$\substack{+0.08 \\ -0.08}$    0.82$\substack{+0.03 \\ -0.03}$    221.30    1.61    22.96
43997     GOODS-S    53.1618662    -27.858128    0.754    0.64$\substack{+0.03 \\ -0.03}$    0.65$\substack{+0.25 \\ -0.25}$    0.65$\substack{+0.07 \\ -0.07}$    132.38    1.26    23.45
47740     GOODS-S    53.1618859    -27.845847    1.015    1.05$\substack{+0.03 \\ -0.03}$    1.13$\substack{+0.18 \\ -0.18}$    1.05$\substack{+0.04 \\ -0.04}$    304.31    1.41    21.80
35765     GOODS-S    53.1631421    -27.873062    0.761    0.84$\substack{+0.09 \\ -0.09}$    1.02$\substack{+0.47 \\ -0.47}$    0.83$\substack{+0.12 \\ -0.12}$    288.77    1.39    22.25
74060     GOODS-S    53.1634179    -27.799548    0.650    0.68$\substack{+0.01 \\ -0.01}$    0.66$\substack{+0.03 \\ -0.03}$    0.67$\substack{+0.01 \\ -0.01}$    921.77    1.72    21.05
70878     GOODS-S    53.1643086    -27.810825    0.736    0.92$\substack{+0.03 \\ -0.03}$    0.52$\substack{+0.32 \\ -0.32}$    0.81$\substack{+0.11 \\ -0.11}$    149.93    1.35    23.66
61172     GOODS-S    53.1647452    -27.824545    0.650    0.67$\substack{+0.01 \\ -0.01}$    0.67$\substack{+0.16 \\ -0.16}$    0.67$\substack{+0.02 \\ -0.02}$    625.22    1.59    21.35
65620     GOODS-S    53.1649789    -27.819329    0.970    0.97$\substack{+0.01 \\ -0.01}$    0.97$\substack{+0.05 \\ -0.05}$    0.97$\substack{+0.02 \\ -0.02}$    657.50    1.69    21.44
34821     GOODS-S    53.1652086    -27.873947    1.096    1.04$\substack{+0.02 \\ -0.02}$    1.03$\substack{+0.64 \\ -0.64}$    1.03$\substack{+0.04 \\ -0.04}$    249.11    1.12    22.62
30763     GOODS-S    53.1654674    -27.885331    0.685    0.69$\substack{+0.06 \\ -0.06}$    0.53$\substack{+0.24 \\ -0.24}$    0.65$\substack{+0.08 \\ -0.08}$    176.29    1.18    22.89
44204     GOODS-S    53.1658616    -27.858858    1.036    0.98$\substack{+0.10 \\ -0.11}$    1.02$\substack{+0.39 \\ -0.39}$    1.00$\substack{+0.20 \\ -0.21}$    39.90     1.40    24.38
83479     GOODS-S    53.1658851    -27.781539    1.040    1.04$\substack{+0.02 \\ -0.02}$    1.05$\substack{+0.54 \\ -0.54}$    1.04$\substack{+0.05 \\ -0.05}$    162.00    1.38    23.36
79581     GOODS-S    53.1661816    -27.787518    1.030    1.08$\substack{+0.03 \\ -0.03}$    1.49$\substack{+1.06 \\ -1.06}$    1.11$\substack{+0.05 \\ -0.05}$    389.88    1.34    21.98
91472     GOODS-S    53.1663267    -27.768589    1.210    1.26$\substack{+0.05 \\ -0.05}$    1.32$\substack{+0.71 \\ -0.71}$    1.22$\substack{+0.08 \\ -0.08}$    161.53    1.42    23.38
39116     GOODS-S    53.1665649    -27.867970    0.648    0.65$\substack{+0.05 \\ -0.05}$    0.41$\substack{+0.45 \\ -0.45}$    0.65$\substack{+0.08 \\ -0.08}$    152.68    1.29    22.89
68033     GOODS-S    53.1677716    -27.816705    1.020    1.02$\substack{+0.09 \\ -0.09}$    1.22$\substack{+0.55 \\ -0.55}$    1.11$\substack{+0.14 \\ -0.14}$    90.04     1.40    23.98
58181     GOODS-S    53.1680222    -27.832514    0.650    0.65$\substack{+0.02 \\ -0.02}$    0.66$\substack{+0.15 \\ -0.15}$    0.66$\substack{+0.03 \\ -0.03}$    362.04    1.79    22.28
70264     GOODS-S    53.1681747    -27.812932    0.963    0.94$\substack{+0.03 \\ -0.03}$    0.93$\substack{+0.52 \\ -0.52}$    0.93$\substack{+0.05 \\ -0.05}$    175.30    1.16    23.38
78415     GOODS-S    53.1694751    -27.791939    0.667    0.66$\substack{+0.01 \\ -0.01}$    0.85$\substack{+0.17 \\ -0.18}$    0.66$\substack{+0.02 \\ -0.02}$    700.45    1.53    21.68
13499     GOODS-S    53.1698435    -27.918154    0.978    0.98$\substack{+0.01 \\ -0.01}$    0.99$\substack{+0.12 \\ -0.12}$    0.98$\substack{+0.02 \\ -0.02}$    456.14    1.40    21.54
28593     GOODS-S    53.1698992    -27.890071    0.660    1.47$\substack{+0.46 \\ -0.46}$    0.34$\substack{+0.74 \\ -0.75}$    1.49$\substack{+0.81 \\ -0.81}$    24.50     1.59    25.75
22917     GOODS-S    53.1709179    -27.900476    0.671    0.65$\substack{+0.03 \\ -0.03}$    0.66$\substack{+0.13 \\ -0.13}$    0.67$\substack{+0.05 \\ -0.05}$    226.47    1.65    22.84
68525     GOODS-S    53.1711820    -27.814712    0.683    0.45$\substack{+0.01 \\ -0.01}$    0.35$\substack{+0.10 \\ -0.10}$    0.46$\substack{+0.02 \\ -0.02}$    979.91    1.17    20.57
13986     GOODS-S    53.1720940    -27.920529    0.620    0.54$\substack{+0.03 \\ -0.03}$    0.62$\substack{+0.25 \\ -0.25}$    0.61$\substack{+0.12 \\ -0.12}$    128.63    1.53    23.52
36110     GOODS-S    53.1724271    -27.873753    0.611    0.59$\substack{+0.04 \\ -0.04}$    0.61$\substack{+0.23 \\ -0.23}$    0.62$\substack{+0.11 \\ -0.11}$    161.95    1.40    23.22
77522     GOODS-S    53.1725238    -27.788092    0.640    0.65$\substack{+0.01 \\ -0.01}$    0.85$\substack{+0.35 \\ -0.35}$    0.64$\substack{+0.02 \\ -0.02}$    958.58    1.50    20.99
31861     GOODS-S    53.1726787    -27.882669    0.676    0.57$\substack{+0.05 \\ -0.05}$    0.59$\substack{+0.26 \\ -0.26}$    0.59$\substack{+0.08 \\ -0.08}$    210.00    1.21    22.47
36121     GOODS-S    53.1734378    -27.865976    0.779    0.80$\substack{+0.01 \\ -0.01}$    0.79$\substack{+0.03 \\ -0.03}$    0.78$\substack{+0.02 \\ -0.02}$    838.35    1.76    20.76
76592     GOODS-S    53.1736667    -27.797363    0.668    0.58$\substack{+0.08 \\ -0.08}$    0.36$\substack{+0.50 \\ -0.50}$    0.64$\substack{+0.13 \\ -0.13}$    132.67    1.20    23.50
81021     GOODS-S    53.1740301    -27.788006    1.050    0.96$\substack{+0.11 \\ -0.12}$    1.08$\substack{+0.26 \\ -0.26}$    1.07$\substack{+0.12 \\ -0.12}$    108.57    1.67    23.89
68675     GOODS-S    53.1745112    -27.814960    0.666    0.65$\substack{+0.03 \\ -0.03}$    0.42$\substack{+0.24 \\ -0.24}$    0.62$\substack{+0.04 \\ -0.04}$    510.38    1.16    22.01
35878     GOODS-S    53.1750819    -27.873892    0.650    0.64$\substack{+0.02 \\ -0.02}$    0.30$\substack{+0.48 \\ -0.48}$    0.62$\substack{+0.04 \\ -0.04}$    383.65    1.16    22.21
42277     GOODS-S    53.1756668    -27.862315    0.880    0.84$\substack{+0.04 \\ -0.04}$    0.89$\substack{+0.26 \\ -0.26}$    0.84$\substack{+0.15 \\ -0.15}$    108.66    1.50    23.71
21612     GOODS-S    53.1758193    -27.903717    0.737    0.69$\substack{+0.03 \\ -0.03}$    0.47$\substack{+0.37 \\ -0.37}$    0.66$\substack{+0.06 \\ -0.06}$    203.85    1.19    22.75
39835     GOODS-S    53.1780338    -27.866458    1.123    1.04$\substack{+0.02 \\ -0.02}$    1.10$\substack{+0.24 \\ -0.24}$    1.09$\substack{+0.07 \\ -0.07}$    148.01    1.39    23.33
26158     GOODS-S    53.1785644    -27.890211    0.650    0.66$\substack{+0.01 \\ -0.01}$    0.66$\substack{+0.10 \\ -0.10}$    0.66$\substack{+0.01 \\ -0.01}$    842.00    1.70    20.99
85298     GOODS-S    53.1790635    -27.780521    1.036    1.11$\substack{+0.01 \\ -0.01}$    1.01$\substack{+0.24 \\ -0.24}$    1.10$\substack{+0.03 \\ -0.03}$    83.61     1.73    24.33
70598     GOODS-S    53.1793263    -27.812523    0.727    1.49$\substack{+0.03 \\ -0.03}$    1.15$\substack{+0.42 \\ -0.42}$    1.49$\substack{+0.09 \\ -0.09}$    58.99     1.24    25.13
53237     GOODS-S    53.1799555    -27.843025    0.905    1.10$\substack{+0.02 \\ -0.02}$    0.82$\substack{+0.19 \\ -0.19}$    1.13$\substack{+0.26 \\ -0.26}$    125.45    1.38    23.97
72905     GOODS-S    53.1802421    -27.798928    0.666    0.70$\substack{+0.05 \\ -0.05}$    0.50$\substack{+0.11 \\ -0.11}$    0.67$\substack{+0.03 \\ -0.03}$    680.72    1.38    21.02
93815     GOODS-S    53.1812066    -27.765670    1.220    1.18$\substack{+0.04 \\ -0.04}$    1.20$\substack{+0.37 \\ -0.37}$    1.18$\substack{+0.05 \\ -0.05}$    231.97    1.24    22.68
17163     GOODS-S    53.1833072    -27.915043    0.908    0.89$\substack{+0.09 \\ -0.09}$    1.28$\substack{+0.61 \\ -0.61}$    0.90$\substack{+0.24 \\ -0.25}$    143.06    1.19    24.53
100157    GOODS-S    53.1835471    -27.756741    1.221    1.13$\substack{+0.09 \\ -0.09}$    1.19$\substack{+0.49 \\ -0.49}$    1.19$\substack{+0.18 \\ -0.18}$    71.52     1.53    24.31
78077     GOODS-S    53.1841650    -27.792630    0.737    0.92$\substack{+0.01 \\ -0.01}$    0.46$\substack{+0.11 \\ -0.11}$    0.74$\substack{+0.03 \\ -0.03}$    782.83    1.16    21.68
51522     GOODS-S    53.1843014    -27.844309    1.122    1.01$\substack{+0.12 \\ -0.12}$    1.25$\substack{+0.57 \\ -0.57}$    1.07$\substack{+0.31 \\ -0.31}$    56.38     1.19    25.02
57014     GOODS-S    53.1845635    -27.836041    1.038    1.02$\substack{+0.02 \\ -0.02}$    1.03$\substack{+0.11 \\ -0.11}$    1.02$\substack{+0.05 \\ -0.05}$    164.86    1.74    23.45
17704     GOODS-S    53.1847841    -27.913397    0.732    0.61$\substack{+0.04 \\ -0.04}$    0.73$\substack{+0.25 \\ -0.25}$    0.67$\substack{+0.11 \\ -0.11}$    151.80    1.44    23.28
16788     GOODS-S    53.1849463    -27.916068    0.659    0.62$\substack{+0.21 \\ -0.21}$    0.61$\substack{+0.45 \\ -0.45}$    0.61$\substack{+0.41 \\ -0.41}$    34.14     1.38    25.38
61447     GOODS-S    53.1852305    -27.827841    0.840    1.00$\substack{+0.02 \\ -0.02}$    0.85$\substack{+0.09 \\ -0.09}$    1.01$\substack{+0.04 \\ -0.04}$    241.49    1.85    22.93
38417     GOODS-S    53.1869730    -27.869061    0.782    0.90$\substack{+0.05 \\ -0.05}$    0.51$\substack{+0.39 \\ -0.39}$    0.79$\substack{+0.14 \\ -0.14}$    103.04    1.19    23.90
62528     GOODS-S    53.1898804    -27.826710    0.680    0.79$\substack{+0.01 \\ -0.01}$    0.69$\substack{+0.22 \\ -0.22}$    0.74$\substack{+0.03 \\ -0.03}$    501.83    1.50    21.81
83883     GOODS-S    53.1903515    -27.782001    0.743    1.19$\substack{+0.05 \\ -0.05}$    1.26$\substack{+0.68 \\ -0.68}$    1.29$\substack{+0.11 \\ -0.11}$    98.72     1.11    24.13
60709     GOODS-S    53.1909224    -27.831035    1.228    1.17$\substack{+0.04 \\ -0.04}$    1.24$\substack{+0.57 \\ -0.57}$    1.16$\substack{+0.11 \\ -0.11}$    92.70     1.29    24.25
68104     GOODS-S    53.1912106    -27.817277    1.158    1.05$\substack{+0.04 \\ -0.04}$    1.07$\substack{+0.46 \\ -0.46}$    1.07$\substack{+0.10 \\ -0.10}$    84.93     1.18    24.05
93672     GOODS-S    53.1913347    -27.767665    1.037    0.96$\substack{+0.04 \\ -0.05}$    0.97$\substack{+0.39 \\ -0.40}$    0.97$\substack{+0.08 \\ -0.08}$    101.17    1.15    24.26
62122     GOODS-S    53.1916475    -27.828335    0.627    0.64$\substack{+0.12 \\ -0.12}$    0.45$\substack{+0.57 \\ -0.57}$    0.68$\substack{+0.19 \\ -0.19}$    81.70     1.26    24.28
17022     GOODS-S    53.1918766    -27.912430    0.733    0.69$\substack{+0.02 \\ -0.02}$    1.04$\substack{+0.27 \\ -0.27}$    0.66$\substack{+0.06 \\ -0.06}$    454.47    1.31    21.96
87372     GOODS-S    53.1931062    -27.775560    1.220    1.25$\substack{+0.04 \\ -0.04}$    1.15$\substack{+0.43 \\ -0.43}$    1.25$\substack{+0.10 \\ -0.10}$    55.70     1.30    24.54
66256     GOODS-S    53.1932050    -27.820214    0.683    0.66$\substack{+0.03 \\ -0.03}$    0.68$\substack{+0.05 \\ -0.05}$    0.69$\substack{+0.03 \\ -0.03}$    367.00    1.75    22.35
18260     GOODS-S    53.1933713    -27.903872    0.664    0.69$\substack{+0.01 \\ -0.01}$    1.49$\substack{+1.04 \\ -1.04}$    0.69$\substack{+0.01 \\ -0.01}$    1314.17    1.37    19.96
14663     GOODS-S    53.1939544    -27.918887    1.089    1.06$\substack{+0.03 \\ -0.03}$    1.12$\substack{+0.46 \\ -0.46}$    1.11$\substack{+0.12 \\ -0.12}$    131.49    1.28    23.65
94544     GOODS-S    53.1946158    -27.765542    1.095    1.00$\substack{+0.06 \\ -0.06}$    1.11$\substack{+0.36 \\ -0.36}$    1.00$\substack{+0.22 \\ -0.22}$    55.14     1.54    24.21
