# Full paper table 3. Paste part of this into tex file to create shortened table.
# ID       RA    DEC       Field      zspec    zphot    zg     zspz    NetSig    D4000   iABmag
25390     GOODS-S    53.1307081    -27.888658    1.000    1.11$\substack{+0.01 \\ -0.01}$    1.24$\substack{+0.22 \\ -0.22}$    1.11$\substack{+0.03 \\ -0.03}$    197.11    1.51    22.01
115288    GOODS-S    53.1309357    -27.723377    1.025    0.96$\substack{+0.13 \\ -0.14}$    1.15$\substack{+0.32 \\ -0.32}$    1.15$\substack{+0.05 \\ -0.05}$    92.76     1.67    23.76
13543     GOODS-S    53.1314798    -27.921453    1.134    1.20$\substack{+0.05 \\ -0.05}$    1.05$\substack{+0.33 \\ -0.33}$    1.17$\substack{+0.09 \\ -0.09}$    87.55     1.39    23.99
16151     GOODS-S    53.1318058    -27.917095    1.089    0.98$\substack{+0.04 \\ -0.04}$    1.09$\substack{+0.38 \\ -0.38}$    1.00$\substack{+0.09 \\ -0.10}$    77.21     1.24    24.30
102547    GOODS-S    53.1318547    -27.751345    1.098    0.99$\substack{+0.04 \\ -0.04}$    1.06$\substack{+0.41 \\ -0.41}$    1.00$\substack{+0.11 \\ -0.12}$    89.87     1.25    23.72
71071     GOODS-S    53.1323007    -27.810923    0.996    0.94$\substack{+0.13 \\ -0.14}$    1.49$\substack{+0.76 \\ -0.76}$    0.94$\substack{+0.20 \\ -0.21}$    51.92     1.41    24.69
69419     GOODS-S    53.1323758    -27.814240    0.750    0.79$\substack{+0.02 \\ -0.02}$    0.77$\substack{+0.10 \\ -0.10}$    0.77$\substack{+0.04 \\ -0.04}$    251.62    1.70    23.03
103918    GOODS-S    53.1335047    -27.747705    0.895    0.89$\substack{+0.02 \\ -0.02}$    0.90$\substack{+0.07 \\ -0.07}$    0.89$\substack{+0.03 \\ -0.03}$    389.83    1.61    22.25
27994     GOODS-S    53.1335325    -27.890769    0.988    0.91$\substack{+0.06 \\ -0.06}$    0.43$\substack{+0.58 \\ -0.59}$    0.95$\substack{+0.16 \\ -0.17}$    77.04     1.25    24.14
47038     GOODS-S    53.1338939    -27.851542    0.683    0.72$\substack{+0.02 \\ -0.02}$    0.31$\substack{+0.52 \\ -0.52}$    0.72$\substack{+0.04 \\ -0.04}$    153.20    1.30    22.30
112840    GOODS-S    53.1347278    -27.729402    1.026    0.98$\substack{+0.04 \\ -0.04}$    0.86$\substack{+0.36 \\ -0.36}$    0.98$\substack{+0.10 \\ -0.11}$    75.77     1.31    24.36
29322     GOODS-S    53.1358771    -27.887968    0.987    0.93$\substack{+0.04 \\ -0.04}$    0.95$\substack{+0.41 \\ -0.41}$    0.94$\substack{+0.06 \\ -0.06}$    132.27    1.22    23.26
91095     GOODS-S    53.1363113    -27.763179    0.955    1.01$\substack{+0.03 \\ -0.03}$    1.02$\substack{+0.07 \\ -0.07}$    1.01$\substack{+0.04 \\ -0.04}$    546.42    1.50    21.43
66729     GOODS-S    53.1363320    -27.816537    0.671    0.65$\substack{+0.01 \\ -0.01}$    0.61$\substack{+0.21 \\ -0.21}$    0.65$\substack{+0.02 \\ -0.02}$    506.23    1.29    21.95
42703     GOODS-S    53.1363881    -27.850696    0.735    0.72$\substack{+0.01 \\ -0.01}$    0.75$\substack{+0.04 \\ -0.04}$    0.75$\substack{+0.03 \\ -0.03}$    580.47    1.75    21.12
31393     GOODS-S    53.1368639    -27.884116    1.135    1.09$\substack{+0.07 \\ -0.07}$    1.22$\substack{+0.46 \\ -0.46}$    1.07$\substack{+0.14 \\ -0.14}$    52.41     1.41    25.27
46603     GOODS-S    53.1371453    -27.852164    0.734    0.72$\substack{+0.05 \\ -0.05}$    0.75$\substack{+0.15 \\ -0.15}$    0.75$\substack{+0.09 \\ -0.09}$    152.60    1.62    23.17
100572    GOODS-S    53.1371579    -27.754179    0.765    0.80$\substack{+0.03 \\ -0.03}$    0.37$\substack{+0.49 \\ -0.49}$    0.75$\substack{+0.06 \\ -0.06}$    181.72    1.24    22.79
105547    GOODS-S    53.1375911    -27.743506    0.605    0.66$\substack{+0.01 \\ -0.01}$    0.61$\substack{+0.13 \\ -0.13}$    0.62$\substack{+0.03 \\ -0.03}$    910.71    1.67    20.74
77821     GOODS-S    53.1376154    -27.791914    0.998    0.91$\substack{+0.06 \\ -0.06}$    1.04$\substack{+0.60 \\ -0.60}$    0.96$\substack{+0.08 \\ -0.08}$    224.23    1.39    22.61
43816     GOODS-S    53.1378275    -27.856631    0.735    0.73$\substack{+0.07 \\ -0.07}$    0.72$\substack{+0.21 \\ -0.21}$    0.72$\substack{+0.06 \\ -0.06}$    133.66    1.44    21.79
12378     GOODS-S    53.1379561    -27.923834    0.630    0.65$\substack{+0.01 \\ -0.01}$    0.66$\substack{+0.12 \\ -0.12}$    0.66$\substack{+0.02 \\ -0.02}$    537.31    1.68    21.52
108922    GOODS-S    53.1382054    -27.737523    0.665    0.70$\substack{+0.03 \\ -0.03}$    0.65$\substack{+0.23 \\ -0.23}$    0.69$\substack{+0.07 \\ -0.07}$    131.91    1.58    23.55
76125     GOODS-S    53.1385500    -27.799460    1.098    1.02$\substack{+0.14 \\ -0.14}$    1.14$\substack{+0.47 \\ -0.47}$    1.09$\substack{+0.28 \\ -0.28}$    72.02     1.31    24.75
84478     GOODS-S    53.1392830    -27.780668    0.733    0.68$\substack{+0.06 \\ -0.06}$    0.49$\substack{+0.21 \\ -0.21}$    0.70$\substack{+0.10 \\ -0.10}$    204.33    1.23    23.11
14386     GOODS-S    53.1397446    -27.920454    0.658    0.64$\substack{+0.04 \\ -0.04}$    0.63$\substack{+0.26 \\ -0.26}$    0.66$\substack{+0.07 \\ -0.07}$    177.05    1.33    22.99
31899     GOODS-S    53.1398202    -27.880603    1.077    1.12$\substack{+0.03 \\ -0.03}$    1.17$\substack{+0.17 \\ -0.17}$    1.12$\substack{+0.04 \\ -0.04}$    354.71    1.43    22.06
109151    GOODS-S    53.1409173    -27.736119    0.667    0.64$\substack{+0.02 \\ -0.02}$    0.65$\substack{+0.16 \\ -0.16}$    0.64$\substack{+0.02 \\ -0.02}$    520.90    1.59    21.53
110487    GOODS-S    53.1411224    -27.732656    0.979    0.98$\substack{+0.03 \\ -0.03}$    0.98$\substack{+0.17 \\ -0.18}$    0.98$\substack{+0.06 \\ -0.07}$    138.30    1.74    23.45
19226     GOODS-S    53.1412561    -27.907070    0.663    0.65$\substack{+0.02 \\ -0.02}$    1.32$\substack{+0.20 \\ -0.20}$    0.73$\substack{+0.08 \\ -0.08}$    324.85    1.44    22.23
109167    GOODS-S    53.1416778    -27.736678    0.895    0.99$\substack{+0.05 \\ -0.05}$    0.85$\substack{+0.37 \\ -0.37}$    0.95$\substack{+0.17 \\ -0.17}$    62.03     1.41    24.10
22402     GOODS-S    53.1418669    -27.901909    0.823    0.87$\substack{+0.02 \\ -0.02}$    0.75$\substack{+0.31 \\ -0.32}$    0.83$\substack{+0.04 \\ -0.04}$    259.59    1.24    22.33
62223     GOODS-S    53.1418806    -27.827172    0.840    0.84$\substack{+0.02 \\ -0.02}$    0.85$\substack{+0.19 \\ -0.20}$    0.84$\substack{+0.07 \\ -0.07}$    151.41    1.68    23.53
25184     GOODS-S    53.1426003    -27.895068    0.685    0.90$\substack{+0.04 \\ -0.04}$    0.63$\substack{+0.31 \\ -0.31}$    0.89$\substack{+0.08 \\ -0.08}$    97.96     1.51    23.48
109794    GOODS-S    53.1431093    -27.730585    0.667    0.65$\substack{+0.01 \\ -0.01}$    1.49$\substack{+1.06 \\ -1.06}$    0.64$\substack{+0.04 \\ -0.04}$    519.81    1.39    21.24
110397    GOODS-S    53.1440704    -27.734604    0.937    0.92$\substack{+0.04 \\ -0.04}$    1.00$\substack{+0.37 \\ -0.38}$    0.92$\substack{+0.08 \\ -0.08}$    88.05     1.34    23.80
26891     GOODS-S    53.1441777    -27.890151    1.099    1.28$\substack{+0.01 \\ -0.01}$    0.36$\substack{+0.08 \\ -0.08}$    1.27$\substack{+0.11 \\ -0.11}$    312.58    1.14    22.40
54823     GOODS-S    53.1449423    -27.840218    0.978    0.95$\substack{+0.02 \\ -0.02}$    0.90$\substack{+0.46 \\ -0.47}$    0.96$\substack{+0.03 \\ -0.03}$    196.85    1.12    22.80
23172     GOODS-S    53.1452086    -27.897243    0.683    0.67$\substack{+0.02 \\ -0.02}$    0.67$\substack{+0.08 \\ -0.08}$    0.66$\substack{+0.02 \\ -0.02}$    491.99    1.65    21.80
86604     GOODS-S    53.1452229    -27.777903    1.099    1.13$\substack{+0.04 \\ -0.04}$    1.08$\substack{+0.23 \\ -0.23}$    1.13$\substack{+0.04 \\ -0.04}$    189.38    1.34    23.27
105980    GOODS-S    53.1453463    -27.744600    0.677    0.60$\substack{+0.03 \\ -0.03}$    0.70$\substack{+0.29 \\ -0.29}$    0.61$\substack{+0.06 \\ -0.06}$    146.99    1.46    23.13
21592     GOODS-S    53.1459236    -27.901462    0.670    0.66$\substack{+0.03 \\ -0.03}$    0.83$\substack{+0.32 \\ -0.32}$    0.66$\substack{+0.04 \\ -0.04}$    443.13    1.56    21.69
93811     GOODS-S    53.1460878    -27.766564    0.954    0.85$\substack{+0.07 \\ -0.07}$    0.32$\substack{+0.62 \\ -0.62}$    0.92$\substack{+0.11 \\ -0.12}$    106.31    1.22    23.73
27562     GOODS-S    53.1461680    -27.891951    0.890    0.86$\substack{+0.07 \\ -0.07}$    0.79$\substack{+0.33 \\ -0.34}$    0.80$\substack{+0.14 \\ -0.14}$    77.63     1.23    23.99
60481     GOODS-S    53.1462700    -27.831469    1.096    1.00$\substack{+0.06 \\ -0.06}$    1.32$\substack{+0.64 \\ -0.64}$    0.95$\substack{+0.28 \\ -0.28}$    41.12     1.17    24.52
34457     GOODS-S    53.1465972    -27.876704    0.782    0.69$\substack{+0.05 \\ -0.05}$    0.50$\substack{+0.23 \\ -0.23}$    0.77$\substack{+0.06 \\ -0.06}$    193.22    1.32    22.70
27974     GOODS-S    53.1466117    -27.889677    0.670    0.76$\substack{+0.02 \\ -0.02}$    0.66$\substack{+0.12 \\ -0.12}$    0.75$\substack{+0.04 \\ -0.04}$    254.65    1.71    22.75
48311     GOODS-S    53.1466198    -27.850945    0.981    0.96$\substack{+0.09 \\ -0.09}$    0.95$\substack{+0.39 \\ -0.40}$    1.00$\substack{+0.28 \\ -0.29}$    41.46     1.25    24.84
65145     GOODS-S    53.1473583    -27.822427    0.670    1.47$\substack{+0.03 \\ -0.03}$    0.33$\substack{+0.67 \\ -0.67}$    1.49$\substack{+0.20 \\ -0.20}$    155.37    1.11    23.15
108510    GOODS-S    53.1477213    -27.739197    0.880    0.88$\substack{+0.02 \\ -0.02}$    0.90$\substack{+0.17 \\ -0.18}$    0.89$\substack{+0.05 \\ -0.05}$    223.49    1.62    22.91
23215     GOODS-S    53.1477455    -27.900513    1.089    1.03$\substack{+0.06 \\ -0.06}$    1.12$\substack{+0.35 \\ -0.35}$    0.98$\substack{+0.11 \\ -0.12}$    75.85     1.46    24.40
115781    GOODS-S    53.1484734    -27.719482    1.222    1.15$\substack{+0.01 \\ -0.01}$    1.21$\substack{+0.21 \\ -0.21}$    1.15$\substack{+0.04 \\ -0.04}$    156.30    1.67    23.01
48917     GOODS-S    53.1488966    -27.848658    0.734    0.54$\substack{+0.16 \\ -0.16}$    0.62$\substack{+0.42 \\ -0.43}$    0.62$\substack{+0.29 \\ -0.29}$    35.70     1.12    24.74
74133     GOODS-S    53.1489575    -27.799680    0.665    0.67$\substack{+0.01 \\ -0.01}$    0.88$\substack{+0.37 \\ -0.37}$    0.67$\substack{+0.02 \\ -0.02}$    1056.98    1.54    20.80
78710     GOODS-S    53.1491348    -27.792985    1.223    1.21$\substack{+0.04 \\ -0.04}$    1.14$\substack{+0.34 \\ -0.34}$    1.23$\substack{+0.10 \\ -0.10}$    67.81     1.42    24.60
73333     GOODS-S    53.1498462    -27.803301    0.605    0.56$\substack{+0.01 \\ -0.01}$    0.61$\substack{+0.22 \\ -0.22}$    0.56$\substack{+0.02 \\ -0.02}$    720.32    1.43    21.59
107836    GOODS-S    53.1501264    -27.739938    1.040    0.99$\substack{+0.02 \\ -0.03}$    0.34$\substack{+0.52 \\ -0.52}$    1.02$\substack{+0.04 \\ -0.04}$    262.43    1.23    22.26
117180    GOODS-S    53.1507119    -27.716204    0.967    0.98$\substack{+0.01 \\ -0.01}$    1.40$\substack{+0.00 \\ -0.00}$    0.68$\substack{+-99.68 \\ -99.68}$    214.00    1.92    21.49
37429     GOODS-S    53.1508874    -27.868331    0.761    0.78$\substack{+0.03 \\ -0.03}$    0.75$\substack{+0.16 \\ -0.16}$    0.77$\substack{+0.02 \\ -0.02}$    304.78    1.60    21.71
88069     GOODS-S    53.1520734    -27.774814    0.764    0.79$\substack{+0.02 \\ -0.02}$    1.49$\substack{+1.11 \\ -1.11}$    0.77$\substack{+0.05 \\ -0.05}$    583.01    1.25    21.68
57446     GOODS-S    53.1521569    -27.835112    0.989    0.73$\substack{+0.02 \\ -0.02}$    0.43$\substack{+0.13 \\ -0.13}$    0.71$\substack{+0.04 \\ -0.04}$    466.03    1.15    21.59
96844     GOODS-S    53.1523301    -27.761868    0.710    0.41$\substack{+0.07 \\ -0.07}$    0.31$\substack{+0.55 \\ -0.55}$    0.31$\substack{+0.10 \\ -0.10}$    165.48    1.27    23.33
103146    GOODS-S    53.1527857    -27.750513    1.019    0.98$\substack{+0.04 \\ -0.04}$    1.01$\substack{+0.24 \\ -0.24}$    1.01$\substack{+0.16 \\ -0.16}$    76.02     1.72    24.21
108795    GOODS-S    53.1529810    -27.735115    0.665    0.75$\substack{+0.03 \\ -0.03}$    1.49$\substack{+1.05 \\ -1.05}$    0.75$\substack{+0.05 \\ -0.05}$    351.36    1.31    21.96
17024     GOODS-S    53.1533697    -27.913962    0.661    0.67$\substack{+0.03 \\ -0.03}$    0.41$\substack{+0.39 \\ -0.39}$    0.67$\substack{+0.05 \\ -0.05}$    278.36    1.18    22.19
114267    GOODS-S    53.1537421    -27.725367    0.959    0.59$\substack{+0.14 \\ -0.14}$    0.64$\substack{+0.39 \\ -0.39}$    0.57$\substack{+0.21 \\ -0.21}$    26.60     1.19    25.07
95997     GOODS-S    53.1537600    -27.763753    0.765    0.69$\substack{+0.15 \\ -0.15}$    0.56$\substack{+0.52 \\ -0.52}$    0.66$\substack{+0.25 \\ -0.25}$    45.93     1.37    25.13
90546     GOODS-S    53.1549743    -27.768908    1.050    1.06$\substack{+0.01 \\ -0.01}$    1.09$\substack{+0.04 \\ -0.04}$    1.06$\substack{+0.01 \\ -0.01}$    577.57    1.77    21.86
76094     GOODS-S    53.1554484    -27.791484    0.710    0.66$\substack{+0.01 \\ -0.01}$    0.92$\substack{+0.17 \\ -0.17}$    0.65$\substack{+0.02 \\ -0.02}$    1269.14    1.44    20.30
112448    GOODS-S    53.1554831    -27.726190    0.660    0.66$\substack{+0.02 \\ -0.02}$    0.95$\substack{+0.38 \\ -0.38}$    0.66$\substack{+0.04 \\ -0.04}$    371.84    1.53    21.85
109967    GOODS-S    53.1558608    -27.735275    1.017    1.06$\substack{+0.04 \\ -0.04}$    1.01$\substack{+0.28 \\ -0.28}$    1.05$\substack{+0.04 \\ -0.04}$    147.74    1.38    23.01
70232     GOODS-S    53.1564022    -27.810814    0.665    0.68$\substack{+0.02 \\ -0.02}$    0.37$\substack{+0.24 \\ -0.24}$    0.67$\substack{+0.03 \\ -0.03}$    726.89    1.16    20.98
51356     GOODS-S    53.1566795    -27.843269    0.628    0.57$\substack{+0.02 \\ -0.02}$    0.45$\substack{+0.14 \\ -0.14}$    0.58$\substack{+0.04 \\ -0.04}$    427.14    1.21    21.57
76751     GOODS-S    53.1567494    -27.795597    0.980    1.30$\substack{+0.01 \\ -0.01}$    1.04$\substack{+0.06 \\ -0.06}$    1.10$\substack{+0.04 \\ -0.04}$    271.70    1.45    22.65
108987    GOODS-S    53.1570855    -27.737865    1.215    1.36$\substack{+0.16 \\ -0.16}$    1.13$\substack{+0.46 \\ -0.46}$    1.10$\substack{+0.16 \\ -0.16}$    76.98     1.25    23.48
33294     GOODS-S    53.1586671    -27.880188    1.035    0.99$\substack{+0.01 \\ -0.02}$    0.96$\substack{+0.56 \\ -0.56}$    1.01$\substack{+0.04 \\ -0.04}$    176.43    1.15    23.49
106649    GOODS-S    53.1587815    -27.742386    1.190    1.17$\substack{+0.02 \\ -0.02}$    1.20$\substack{+0.24 \\ -0.24}$    1.18$\substack{+0.03 \\ -0.03}$    150.54    1.61    22.96
34128     GOODS-S    53.1589571    -27.877881    0.734    0.67$\substack{+0.03 \\ -0.03}$    0.54$\substack{+0.23 \\ -0.23}$    0.66$\substack{+0.06 \\ -0.06}$    228.19    1.32    22.83
103037    GOODS-S    53.1594073    -27.748641    0.666    0.67$\substack{+0.02 \\ -0.02}$    0.64$\substack{+0.10 \\ -0.10}$    0.67$\substack{+0.03 \\ -0.03}$    385.98    1.76    21.72
23407     GOODS-S    53.1594748    -27.898455    0.690    0.62$\substack{+0.04 \\ -0.04}$    0.68$\substack{+0.24 \\ -0.24}$    0.65$\substack{+0.06 \\ -0.06}$    350.54    1.46    22.09
52774     GOODS-S    53.1598218    -27.841340    0.629    0.63$\substack{+0.02 \\ -0.02}$    0.32$\substack{+0.22 \\ -0.22}$    0.61$\substack{+0.03 \\ -0.03}$    505.41    1.18    21.61
48650     GOODS-N    189.2090322    62.204725    0.906    0.93$\substack{+0.02 \\ -0.02}$    1.11$\substack{+0.33 \\ -0.33}$    0.93$\substack{+0.03 \\ -0.03}$    293.92    1.49    22.57
53708     GOODS-N    189.2094343    62.212731    0.681    0.67$\substack{+0.01 \\ -0.01}$    0.68$\substack{+0.13 \\ -0.13}$    0.67$\substack{+0.02 \\ -0.02}$    501.56    1.60    21.50
42119     GOODS-N    189.2095962    62.190913    0.954    0.93$\substack{+0.09 \\ -0.09}$    1.48$\substack{+0.99 \\ -0.99}$    0.88$\substack{+0.08 \\ -0.08}$    152.40    1.29    22.57
69850     GOODS-N    189.2097716    62.238518    0.818    0.73$\substack{+0.04 \\ -0.04}$    0.46$\substack{+0.41 \\ -0.41}$    0.71$\substack{+0.14 \\ -0.14}$    100.30    1.14    23.21
37044     GOODS-N    189.2136461    62.181028    1.226    1.25$\substack{+0.02 \\ -0.02}$    1.20$\substack{+0.22 \\ -0.22}$    1.26$\substack{+0.05 \\ -0.05}$    88.27     1.77    24.01
94851     GOODS-N    189.2148947    62.283940    0.955    0.89$\substack{+0.06 \\ -0.06}$    0.94$\substack{+0.42 \\ -0.43}$    0.89$\substack{+0.09 \\ -0.09}$    82.39     1.22    23.43
62719     GOODS-N    189.2165408    62.225615    0.961    0.95$\substack{+0.02 \\ -0.02}$    0.94$\substack{+0.40 \\ -0.40}$    0.94$\substack{+0.04 \\ -0.04}$    157.73    1.42    23.23
38212     GOODS-N    189.2169023    62.183097    0.954    0.93$\substack{+0.06 \\ -0.06}$    0.36$\substack{+0.58 \\ -0.58}$    0.94$\substack{+0.10 \\ -0.11}$    126.20    1.48    23.18
52097     GOODS-N    189.2170311    62.207323    1.224    1.16$\substack{+0.02 \\ -0.02}$    1.13$\substack{+0.28 \\ -0.28}$    1.15$\substack{+0.06 \\ -0.06}$    71.03     1.62    24.30
79426     GOODS-N    189.2179819    62.260341    0.939    0.93$\substack{+0.01 \\ -0.01}$    0.96$\substack{+0.07 \\ -0.07}$    0.95$\substack{+0.03 \\ -0.03}$    285.63    1.68    22.15
67582     GOODS-N    189.2202524    62.234699    1.014    0.99$\substack{+0.02 \\ -0.02}$    0.34$\substack{+0.65 \\ -0.65}$    1.00$\substack{+0.09 \\ -0.09}$    139.62    1.22    23.25
94097     GOODS-N    189.2203911    62.281966    0.761    0.80$\substack{+0.07 \\ -0.07}$    0.78$\substack{+0.33 \\ -0.33}$    0.77$\substack{+0.09 \\ -0.09}$    101.45    1.16    23.79
75267     GOODS-N    189.2208937    62.252423    0.938    0.93$\substack{+0.01 \\ -0.01}$    0.99$\substack{+0.07 \\ -0.07}$    0.94$\substack{+0.02 \\ -0.02}$    282.91    1.70    22.27
39801     GOODS-N    189.2217308    62.188003    0.938    0.94$\substack{+0.01 \\ -0.01}$    1.02$\substack{+0.47 \\ -0.47}$    0.94$\substack{+0.03 \\ -0.03}$    333.14    1.41    21.78
54598     GOODS-N    189.2245564    62.215020    0.642    0.64$\substack{+0.01 \\ -0.01}$    0.61$\substack{+0.24 \\ -0.24}$    0.64$\substack{+0.02 \\ -0.02}$    694.02    1.36    20.98
85491     GOODS-N    189.2247125    62.268616    0.850    0.95$\substack{+0.05 \\ -0.05}$    0.51$\substack{+0.20 \\ -0.20}$    0.84$\substack{+0.05 \\ -0.05}$    212.08    1.13    22.73
65833     GOODS-N    189.2253789    62.231777    0.850    0.83$\substack{+0.02 \\ -0.02}$    0.33$\substack{+0.36 \\ -0.36}$    0.84$\substack{+0.05 \\ -0.05}$    212.70    1.32    22.51
78300     GOODS-N    189.2256455    62.254197    0.849    0.83$\substack{+0.10 \\ -0.10}$    0.49$\substack{+0.19 \\ -0.19}$    0.81$\substack{+0.12 \\ -0.12}$    250.04    1.18    22.77
91800     GOODS-N    189.2262114    62.281970    0.942    0.92$\substack{+0.02 \\ -0.02}$    0.93$\substack{+0.06 \\ -0.06}$    0.92$\substack{+0.02 \\ -0.02}$    271.82    1.66    22.39
85199     GOODS-N    189.2285697    62.265922    0.606    0.50$\substack{+0.01 \\ -0.01}$    0.48$\substack{+0.15 \\ -0.15}$    0.49$\substack{+0.03 \\ -0.03}$    206.23    1.36    22.48
58084     GOODS-N    189.2297950    62.217689    0.955    0.95$\substack{+0.03 \\ -0.03}$    0.96$\substack{+0.16 \\ -0.17}$    0.96$\substack{+0.06 \\ -0.06}$    133.67    1.77    23.78
97070     GOODS-N    189.2308114    62.288324    0.941    0.90$\substack{+0.12 \\ -0.13}$    0.96$\substack{+0.32 \\ -0.33}$    0.89$\substack{+0.20 \\ -0.20}$    127.94    1.41    23.59
57792     GOODS-N    189.2310375    62.219798    0.955    0.94$\substack{+0.01 \\ -0.01}$    0.94$\substack{+0.08 \\ -0.08}$    0.94$\substack{+0.02 \\ -0.02}$    296.22    1.69    22.41
65022     GOODS-N    189.2313299    62.231529    1.145    1.03$\substack{+0.04 \\ -0.04}$    1.11$\substack{+0.48 \\ -0.48}$    1.09$\substack{+0.08 \\ -0.08}$    163.89    1.26    22.75
52460     GOODS-N    189.2315221    62.212656    0.791    0.81$\substack{+0.03 \\ -0.03}$    0.36$\substack{+0.26 \\ -0.26}$    0.78$\substack{+0.06 \\ -0.06}$    315.63    1.37    21.99
81513     GOODS-N    189.2327902    62.259489    0.850    0.84$\substack{+0.05 \\ -0.05}$    0.71$\substack{+0.27 \\ -0.27}$    0.83$\substack{+0.09 \\ -0.09}$    94.80     1.44    24.02
50799     GOODS-N    189.2360180    62.205595    0.954    0.96$\substack{+0.02 \\ -0.02}$    0.96$\substack{+0.10 \\ -0.10}$    0.96$\substack{+0.04 \\ -0.04}$    219.24    1.65    22.68
55935     GOODS-N    189.2363417    62.214606    1.231    1.12$\substack{+0.02 \\ -0.02}$    1.18$\substack{+0.24 \\ -0.24}$    1.11$\substack{+0.06 \\ -0.06}$    80.20     1.48    24.19
77927     GOODS-N    189.2379471    62.253144    0.849    0.83$\substack{+0.06 \\ -0.06}$    0.37$\substack{+0.40 \\ -0.40}$    0.83$\substack{+0.09 \\ -0.09}$    143.19    1.33    23.39
84001     GOODS-N    189.2388180    62.266877    0.940    0.83$\substack{+0.09 \\ -0.09}$    0.94$\substack{+0.40 \\ -0.40}$    0.94$\substack{+0.20 \\ -0.21}$    81.43     1.41    23.42
47814     GOODS-N    189.2395004    62.202938    0.670    0.68$\substack{+0.01 \\ -0.01}$    0.66$\substack{+0.09 \\ -0.09}$    0.66$\substack{+0.02 \\ -0.02}$    683.35    1.61    21.20
44286     GOODS-N    189.2395284    62.193104    1.013    0.98$\substack{+0.02 \\ -0.02}$    0.94$\substack{+0.53 \\ -0.54}$    0.97$\substack{+0.04 \\ -0.05}$    151.54    1.17    23.24
74987     GOODS-N    189.2407802    62.248600    0.849    0.92$\substack{+0.01 \\ -0.01}$    0.98$\substack{+0.41 \\ -0.42}$    0.92$\substack{+0.03 \\ -0.03}$    293.54    1.36    22.12
44746     GOODS-N    189.2420311    62.193817    0.680    0.73$\substack{+0.03 \\ -0.03}$    0.46$\substack{+0.32 \\ -0.32}$    0.68$\substack{+0.06 \\ -0.06}$    193.01    1.11    23.11
90536     GOODS-N    189.2420607    62.277510    1.017    1.04$\substack{+0.01 \\ -0.01}$    1.03$\substack{+0.09 \\ -0.09}$    1.03$\substack{+0.02 \\ -0.02}$    278.02    1.78    22.57
103139    GOODS-N    189.2447370    62.299235    0.942    0.92$\substack{+0.02 \\ -0.02}$    0.92$\substack{+0.43 \\ -0.43}$    0.92$\substack{+0.08 \\ -0.08}$    222.05    1.45    22.87
70787     GOODS-N    189.2451694    62.243034    0.678    0.85$\substack{+0.01 \\ -0.01}$    0.39$\substack{+0.10 \\ -0.10}$    0.84$\substack{+0.01 \\ -0.01}$    778.78    1.38    20.73
105095    GOODS-N    189.2455451    62.302763    0.943    0.92$\substack{+0.05 \\ -0.05}$    0.30$\substack{+0.45 \\ -0.45}$    0.89$\substack{+0.08 \\ -0.08}$    150.85    1.18    23.15
47561     GOODS-N    189.2458031    62.202469    0.852    0.91$\substack{+0.05 \\ -0.05}$    0.96$\substack{+0.30 \\ -0.30}$    0.91$\substack{+0.04 \\ -0.04}$    339.30    1.44    21.95
99452     GOODS-N    189.2495025    62.293273    0.660    0.64$\substack{+0.02 \\ -0.02}$    0.41$\substack{+0.15 \\ -0.15}$    0.61$\substack{+0.05 \\ -0.05}$    541.65    1.21    21.62
89573     GOODS-N    189.2496182    62.274447    1.012    0.95$\substack{+0.11 \\ -0.12}$    1.06$\substack{+0.19 \\ -0.19}$    0.95$\substack{+0.15 \\ -0.15}$    136.31    1.76    23.27
85920     GOODS-N    189.2502329    62.268303    1.014    0.96$\substack{+0.02 \\ -0.02}$    0.98$\substack{+0.58 \\ -0.58}$    0.98$\substack{+0.05 \\ -0.05}$    274.63    1.31    22.33
86439     GOODS-N    189.2517898    62.268030    0.941    0.85$\substack{+0.09 \\ -0.09}$    0.34$\substack{+0.65 \\ -0.65}$    0.91$\substack{+0.18 \\ -0.18}$    79.98     1.41    23.91
98131     GOODS-N    189.2542330    62.291574    0.710    0.73$\substack{+0.01 \\ -0.01}$    0.70$\substack{+0.04 \\ -0.04}$    0.72$\substack{+0.02 \\ -0.02}$    739.18    1.68    21.54
71893     GOODS-N    189.2549969    62.241894    0.839    0.85$\substack{+0.08 \\ -0.08}$    0.47$\substack{+0.54 \\ -0.55}$    0.81$\substack{+0.25 \\ -0.26}$    75.06     1.18    23.75
107010    GOODS-N    189.2552092    62.306395    0.942    0.93$\substack{+0.09 \\ -0.09}$    0.33$\substack{+0.23 \\ -0.23}$    0.90$\substack{+0.08 \\ -0.08}$    270.77    1.13    22.42
41945     GOODS-N    189.2564439    62.191325    0.778    0.83$\substack{+0.02 \\ -0.02}$    0.36$\substack{+0.08 \\ -0.08}$    0.82$\substack{+0.04 \\ -0.04}$    487.92    1.25    21.50
46765     GOODS-N    189.2579665    62.197271    1.020    0.96$\substack{+0.05 \\ -0.05}$    0.99$\substack{+0.46 \\ -0.46}$    0.99$\substack{+0.07 \\ -0.07}$    92.69     1.14    23.87
77103     GOODS-N    189.2580853    62.252898    0.938    0.89$\substack{+0.02 \\ -0.02}$    0.35$\substack{+0.12 \\ -0.12}$    0.91$\substack{+0.08 \\ -0.08}$    265.21    1.30    22.00
